"DEPT","MMK","GR","TENS","CALI","BHVT","AHVT","LLDC","LLSC","MSFL","DPHI","NPHI","RHOB","DRHO","PE","LLS","LLD","CLLD","LATITUDE","LOGITUDE"
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.12738","-81.056164"
136.25,0,43.0709,3846.1697,4.5,1575.2872,585.6419,0.025,20247.3203,20000,56.9465,-3.8073,1.7362,-0.0739,11.0662,40000,0.025,40000,"41.12738","-81.056164"
136.5,0,43.6859,3876.2783,4.5,1575.2596,585.6419,0.025,20247.3203,20000,57.308,-3.8048,1.73,-0.0797,10.9944,40000,0.025,40000,"41.12738","-81.056164"
136.75,0,43.0709,3907.4929,4.5,1575.2321,585.6419,0.025,20247.3203,20000,57.7433,-3.8114,1.7226,-0.0868,11.0041,40000,0.025,40000,"41.12738","-81.056164"
137,0,42.5015,3919.7756,4.5,1575.2045,585.6419,0.025,20247.3203,20000,58.0781,-3.7929,1.7169,-0.0934,11.1542,40000,0.025,40000,"41.12738","-81.056164"
137.25,0,42.2282,3940.6411,4.5,1575.1769,585.6419,0.025,20247.3203,20000,58.4821,-3.8048,1.71,-0.0987,11.3145,40000,0.025,40000,"41.12738","-81.056164"
137.5,0,42.5015,3946.106,4.5,1575.1493,585.6419,0.025,20247.3203,20000,58.7384,-3.7751,1.7056,-0.1022,11.366,40000,0.025,40000,"41.12738","-81.056164"
137.75,0,43.2076,3951.5608,4.5,1575.1217,585.6419,0.025,20247.3203,20000,58.9516,-3.7844,1.7019,-0.1048,11.3838,40000,0.025,40000,"41.12738","-81.056164"
138,0,43.8681,3942.3962,4.5,1575.0941,585.6419,0.025,20247.3203,20000,59.1023,-3.7702,1.6994,-0.1074,11.3246,40000,0.025,40000,"41.12738","-81.056164"
138.25,0,43.1393,3948.3193,4.5,1575.0665,585.6419,0.025,20247.3203,20000,59.0913,-3.7822,1.6995,-0.1101,11.2501,40000,0.025,40000,"41.12738","-81.056164"
138.5,0,41.8638,3953.6169,4.5,1575.0389,585.6419,0.025,20247.3203,20000,59.0969,-3.7481,1.6994,-0.1132,11.2461,40000,0.025,40000,"41.12738","-81.056164"
138.75,0,40.816,3965.7656,4.5,1575.0114,585.6419,0.025,20247.3203,20000,58.9958,-3.7532,1.7012,-0.1155,11.2344,40000,0.025,40000,"41.12738","-81.056164"
139,0,39.7455,3963.2837,4.5,1574.9838,585.6419,0.025,20247.3203,20000,59.0158,-3.7756,1.7008,-0.118,11.1863,40000,0.025,40000,"41.12738","-81.056164"
139.25,0,39.4039,3967.073,4.5,1574.9562,585.6419,0.025,20247.3203,20000,59.1083,-3.8276,1.6992,-0.1203,11.1034,40000,0.025,40000,"41.12738","-81.056164"
139.5,0,39.1078,3960.5901,4.5,1574.9286,585.6419,0.025,20247.3203,20000,59.1682,-3.8455,1.6982,-0.1218,10.9704,40000,0.025,40000,"41.12738","-81.056164"
139.75,0,38.8344,3950.5544,4.5,1574.901,585.6419,0.025,20247.3203,20000,59.248,-3.8188,1.6969,-0.123,10.8351,40000,0.025,40000,"41.12738","-81.056164"
140,0,37.9689,3928.1794,4.5,1574.8734,585.6419,0.025,20247.3203,20000,59.234,-3.7719,1.6971,-0.1233,10.8008,40000,0.025,40000,"41.12738","-81.056164"
140.25,0,35.6685,3886.0344,4.5,1574.8458,585.6419,0.025,20247.3203,20000,59.1647,-3.7728,1.6983,-0.1229,10.8312,40000,0.025,40000,"41.12738","-81.056164"
140.5,0,32.6847,3848.8523,4.5,1574.8182,585.6419,0.025,20247.3203,20000,59.1935,-3.7897,1.6978,-0.1221,10.9374,40000,0.025,40000,"41.12738","-81.056164"
140.75,0,29.3593,3821.4817,4.5,1574.7906,585.6419,0.025,20247.3203,20000,59.2021,-3.8041,1.6976,-0.121,11.0896,40000,0.025,40000,"41.12738","-81.056164"
141,0,25.9883,3824.4331,4.5,1574.7631,585.6419,0.025,20247.3203,20000,59.1135,-3.7918,1.6992,-0.1191,11.1051,40000,0.025,40000,"41.12738","-81.056164"
141.25,0,23.1185,3843.5544,4.5,1574.7355,585.6419,0.025,20247.3203,20000,59.0773,-3.7845,1.6998,-0.1171,11.0421,40000,0.025,40000,"41.12738","-81.056164"
141.5,0,19.9297,3880.6812,4.5,1574.7079,585.6419,17727.2344,20247.3203,20000,58.8176,-3.7818,1.7042,-0.1144,10.8681,40000,40000,0.025,"41.12738","-81.056164"
141.75,0,18.062,3907.8726,4.5,1574.6803,585.6419,17727.2344,20247.3203,20000,58.6375,-3.7948,1.7073,-0.1115,10.6572,40000,40000,0.025,"41.12738","-81.056164"
142,0,17.9253,3929.0745,4.5,1574.6527,585.6419,0.025,20247.3203,20000,58.4974,-3.7843,1.7097,-0.1088,10.5801,40000,0.025,40000,"41.12738","-81.056164"
142.25,0,19.0414,3932.1807,4.5,1574.6251,585.6419,17727.2344,20247.3203,20000,58.3007,-3.7991,1.7131,-0.1062,10.5935,40000,40000,0.025,"41.12738","-81.056164"
142.5,0,20.0208,3923.0728,4.5,1574.5975,585.6419,17727.2344,20247.3203,20000,58.2868,-3.8126,1.7133,-0.1042,10.6743,40000,40000,0.025,"41.12738","-81.056164"
142.75,0,20.203,3902.408,4.5,1574.5699,585.6419,0.025,20247.3203,20000,58.0938,-3.8223,1.7166,-0.1025,10.7567,40000,0.025,40000,"41.12738","-81.056164"
143,0,19.3375,3886.8171,4.5,1574.5424,585.6419,0.025,20247.3203,20000,57.9471,-3.8241,1.7191,-0.1014,10.7773,40000,0.025,40000,"41.12738","-81.056164"
143.25,0,18.4492,3883.9336,4.5,1574.5148,585.6419,0.025,20247.3203,20000,57.845,-3.8328,1.7209,-0.1006,10.7656,40000,0.025,40000,"41.12738","-81.056164"
143.5,0,17.7203,3880.3352,4.5,1574.4872,585.6419,0.025,20247.3203,20000,57.6062,-3.8305,1.7249,-0.0999,10.7747,40000,0.025,40000,"41.12738","-81.056164"
143.75,0,16.8321,3878.0999,4.5,1574.4596,585.6419,0.025,20247.3203,20000,57.5531,-3.8295,1.7258,-0.0994,10.807,40000,0.025,40000,"41.12738","-81.056164"
144,0,16.1488,3863.9617,4.5,1574.432,585.6419,0.025,20247.3203,20000,57.5457,-3.8366,1.726,-0.0991,10.8473,40000,0.025,40000,"41.12738","-81.056164"
144.25,0,15.6704,3848.6394,4.5,1574.4044,585.6419,17727.2344,20247.3203,20000,57.6226,-3.8128,1.7247,-0.0989,10.8518,40000,40000,0.025,"41.12738","-81.056164"
144.5,0,16.0804,3830.032,4.5,1574.3768,585.6419,0.025,20247.3203,20000,57.9143,-3.795,1.7197,-0.0999,10.7859,40000,0.025,40000,"41.12738","-81.056164"
144.75,0,17.0598,3803.969,4.5,1574.3492,585.6419,0.025,20247.3203,20000,58.2045,-3.7838,1.7147,-0.1011,10.7202,40000,0.025,40000,"41.12738","-81.056164"
145,0,17.9481,3776.9119,4.5,1574.3217,585.6419,17727.2344,20247.3203,20000,58.4789,-3.7819,1.71,-0.1026,10.659,40000,40000,0.025,"41.12738","-81.056164"
145.25,0,18.8592,3745.4736,4.5,1574.2941,585.6419,17727.2344,20247.3203,20000,58.7554,-3.8062,1.7053,-0.1044,10.6452,40000,40000,0.025,"41.12738","-81.056164"
145.5,0,18.7225,3728.3516,4.5,1574.2665,585.6419,0.025,20247.3203,20000,58.9361,-3.8046,1.7022,-0.1055,10.681,40000,0.025,40000,"41.12738","-81.056164"
145.75,0,18.0392,3717.981,4.5,1574.2389,585.6419,0.025,20247.3203,20000,59.1192,-3.8125,1.6991,-0.1067,10.6559,40000,0.025,40000,"41.12738","-81.056164"
146,0,17.4015,3702.9041,4.5,1574.2113,585.6419,0.025,20247.3203,20000,59.2889,-3.8197,1.6962,-0.1078,10.6405,40000,0.025,40000,"41.12738","-81.056164"
146.25,0,16.0576,3714.6052,4.5,1574.1837,585.6419,0.025,20247.3203,20000,59.2648,-3.821,1.6966,-0.108,10.6547,40000,0.025,40000,"41.12738","-81.056164"
146.5,1,15.5338,3732.2632,4.5,1574.1561,585.6419,0.025,20247.3203,20000,59.1686,-3.8421,1.6982,-0.1076,10.7281,40000,0.025,40000,"41.12738","-81.056164"
146.75,0,14.5999,3763.3552,4.5,1574.1285,585.6419,0.025,20247.3203,20000,58.9861,-3.8386,1.7013,-0.1059,10.8694,40000,0.025,40000,"41.12738","-81.056164"
147,0,14.0988,3778.7563,4.5,1574.101,585.6419,0.025,20247.3203,20000,58.7657,-3.8469,1.7051,-0.1032,10.956,40000,0.025,40000,"41.12738","-81.056164"
147.25,0,14.2583,3802.1028,4.5,1574.0734,585.6419,17727.2344,20247.3203,20000,58.7141,-3.8606,1.706,-0.1003,10.9468,40000,40000,0.025,"41.12738","-81.056164"
147.5,0,14.8505,3819.7607,4.5,1574.0458,585.6419,0.025,20247.3203,20000,58.7198,-3.8452,1.7059,-0.097,10.8374,40000,0.025,40000,"41.12738","-81.056164"
147.75,0,16.5815,3846.7512,4.5,1574.0182,585.6419,0.025,20247.3203,20000,58.667,-3.8368,1.7068,-0.0938,10.7536,40000,0.025,40000,"41.12738","-81.056164"
148,0,17.7887,3875.5068,4.5,1573.9906,585.6419,0.025,20247.3203,20000,58.5958,-3.8198,1.708,-0.0907,10.7831,40000,0.025,40000,"41.12738","-81.056164"
148.25,0,18.7909,3888.9966,4.5,1573.963,585.6419,0.025,20247.3203,20000,58.4633,-3.8252,1.7103,-0.0873,10.8749,40000,0.025,40000,"41.12738","-81.056164"
148.5,0,18.9731,3893.6799,4.5,1573.9354,585.6419,0.025,20247.3203,20000,58.2939,-3.8322,1.7132,-0.084,11.009,40000,0.025,40000,"41.12738","-81.056164"
148.75,0,18.6314,3883.0845,4.5,1573.9078,585.6419,0.025,20247.3203,20000,58.1722,-3.8337,1.7153,-0.0806,11.0438,40000,0.025,40000,"41.12738","-81.056164"
149,0,18.5631,3883.7993,4.5,1573.8802,585.6419,0.025,20247.3203,20000,58.0074,-3.8324,1.7181,-0.078,10.9473,40000,0.025,40000,"41.12738","-81.056164"
149.25,0,18.3809,3881.7104,4.5,1573.8527,585.6419,17727.2344,20247.3203,20000,57.7283,-3.8063,1.7228,-0.0758,10.8318,40000,40000,0.025,"41.12738","-81.056164"
149.5,0,19.2236,3889.1079,4.5,1573.8251,585.6419,0.025,20247.3203,20000,57.3777,-3.802,1.7288,-0.074,10.6926,40000,0.025,40000,"41.12738","-81.056164"
149.75,0,20.4536,3900.2283,4.5,1573.7975,585.6419,0.025,20247.3203,20000,57.1244,-3.808,1.7332,-0.0723,10.6124,40000,0.025,40000,"41.12738","-81.056164"
150,0,21.3874,3916.3672,4.5,1573.7699,585.6419,0.025,20247.3203,20000,57.0337,-3.8031,1.7347,-0.0708,10.6339,40000,0.025,40000,"41.12738","-81.056164"
150.25,0,21.433,3931.5552,4.5,1573.7423,585.6419,17727.2344,20247.3203,20000,57.1437,-3.7981,1.7328,-0.07,10.6606,40000,40000,0.025,"41.12738","-81.056164"
150.5,0,19.8841,3929.2644,4.5,1573.7147,585.6419,0.025,20247.3203,20000,57.3475,-3.7947,1.7294,-0.0698,10.7081,40000,0.025,40000,"41.12738","-81.056164"
150.75,0,18.062,3917.4399,4.5,1573.6871,585.6419,0.025,20247.3203,20000,57.4594,-3.8034,1.7274,-0.071,10.7445,40000,0.025,40000,"41.12738","-81.056164"
151,0,16.2626,3887.1304,4.5,1573.6595,585.6419,0.025,20247.3203,20000,57.3884,-3.8123,1.7287,-0.0723,10.6835,40000,0.025,40000,"41.12738","-81.056164"
151.25,0,15.0327,3860.6658,4.5,1573.632,585.6419,0.025,20247.3203,20000,57.1785,-3.8241,1.7322,-0.0739,10.6047,40000,0.025,40000,"41.12738","-81.056164"
151.5,0,13.8711,3843.678,4.5,1573.6044,585.6419,0.025,20247.3203,20000,57.0699,-3.8507,1.7341,-0.076,10.4943,40000,0.025,40000,"41.12738","-81.056164"
151.75,0,13.4155,3830.4902,4.5,1573.5768,585.6419,17727.2344,20247.3203,20000,57.0873,-3.8475,1.7338,-0.078,10.3611,40000,40000,0.025,"41.12738","-81.056164"
152,0,12.96,3845.6108,4.5,1573.5492,585.6419,0.025,20247.3203,20000,57.3339,-3.8396,1.7296,-0.0809,10.3134,40000,0.025,40000,"41.12738","-81.056164"
152.25,0,13.9166,3876.9038,4.5,1573.5216,585.6419,0.025,20247.3203,20000,57.7639,-3.8168,1.7222,-0.0842,10.3021,40000,0.025,40000,"41.12738","-81.056164"
152.5,0,15.2605,3911.3596,4.5,1573.494,585.6419,0.025,20247.3203,20000,58.0899,-3.7484,1.7167,-0.0879,10.3129,40000,0.025,40000,"41.12738","-81.056164"
152.75,0,16.2854,3935.3772,4.5,1573.4664,585.6419,0.025,20247.3203,20000,58.3126,-3.719,1.7129,-0.0918,10.3388,40000,0.025,40000,"41.12738","-81.056164"
153,0,17.1282,3943.5356,4.5,1573.4388,585.6419,0.025,20247.3203,20000,58.423,-3.7421,1.711,-0.0959,10.2731,40000,0.025,40000,"41.12738","-81.056164"
153.25,0,16.2399,3928.6379,4.5,1573.4113,585.6419,0.025,20247.3203,20000,58.4851,-3.7702,1.7099,-0.1,10.1718,40000,0.025,40000,"41.12738","-81.056164"
153.5,0,15.7843,3909.1355,4.5,1573.3837,585.6419,0.025,20247.3203,20000,58.6276,-3.8039,1.7075,-0.1037,10.0796,40000,0.025,40000,"41.12738","-81.056164"
153.75,0,15.8071,3890.0696,4.5,1573.3561,585.6419,0.025,20247.3203,20000,58.8644,-3.7913,1.7034,-0.1069,10.036,40000,0.025,40000,"41.12738","-81.056164"
154,0,16.2399,3869.3152,4.5,1573.3285,585.6419,0.025,20247.3203,20000,59.1465,-3.7883,1.6986,-0.1097,10.1229,40000,0.025,40000,"41.12738","-81.056164"
154.25,0,17.652,3867.7622,4.5,1573.3009,585.6419,0.025,20247.3203,20000,59.3696,-3.7899,1.6948,-0.1123,10.2505,40000,0.025,40000,"41.12738","-81.056164"
154.5,0,18.1987,3866.365,4.5,1573.2733,585.6419,0.025,20247.3203,20000,59.4892,-3.8022,1.6927,-0.1143,10.4035,40000,0.025,40000,"41.12738","-81.056164"
154.75,0,18.472,3870.4109,4.5,1573.2457,585.6419,0.025,20247.3203,20000,59.5683,-3.8207,1.6914,-0.1167,10.5243,40000,0.025,40000,"41.12738","-81.056164"
155,0,18.3581,3857.8716,4.5,1573.2181,585.6419,0.025,20247.3203,20000,59.5885,-3.821,1.691,-0.1191,10.5669,40000,0.025,40000,"41.12738","-81.056164"
155.25,0,18.4264,3836.2344,4.5,1573.1906,585.6419,0.025,20247.3203,20000,59.5711,-3.8135,1.6913,-0.1217,10.5713,40000,0.025,40000,"41.12738","-81.056164"
155.5,0,18.7909,3795.5869,4.5,1573.163,585.6419,0.025,20247.3203,20000,59.5397,-3.8192,1.6919,-0.125,10.5681,40000,0.025,40000,"41.12738","-81.056164"
155.75,0,19.7703,3760.0364,4.5,1573.1354,585.6419,0.025,20247.3203,20000,59.4386,-3.7969,1.6936,-0.1275,10.6145,40000,0.025,40000,"41.12738","-81.056164"
156,0,20.5447,3724.3953,4.5,1573.1078,585.6419,0.025,20247.3203,20000,59.3231,-3.7962,1.6956,-0.1294,10.7421,40000,0.025,40000,"41.12738","-81.056164"
156.25,0,20.7497,3707.7654,4.5,1573.0802,585.6419,0.025,20247.3203,20000,59.2755,-3.7556,1.6964,-0.1305,10.9577,40000,0.025,40000,"41.12738","-81.056164"
156.5,0,19.9297,3695.4377,4.5,1573.0526,585.6419,0.025,20247.3203,20000,59.384,-3.7536,1.6945,-0.1312,11.2081,40000,0.025,40000,"41.12738","-81.056164"
156.75,0,18.677,3691.2019,4.5,1573.025,585.6419,0.025,20247.3203,20000,59.5924,-3.7636,1.691,-0.1333,11.4072,40000,0.025,40000,"41.12738","-81.056164"
157,0,17.6748,3695.9749,4.5,1572.9974,585.6419,0.025,20247.3203,20000,59.8091,-3.7712,1.6873,-0.1358,11.5183,40000,0.025,40000,"41.12738","-81.056164"
157.25,0,16.3993,3705.0498,4.5,1572.9698,585.6419,0.025,20247.3203,20000,59.9773,-3.7542,1.6844,-0.1386,11.5068,40000,0.025,40000,"41.12738","-81.056164"
157.5,0,15.9665,3717.7014,4.5,1572.9423,585.6419,0.025,20247.3203,20000,60.0766,-3.7698,1.6827,-0.1416,11.3405,40000,0.025,40000,"41.12738","-81.056164"
157.75,0,15.511,3731.6487,4.5,1572.9147,585.6419,0.025,20247.3203,20000,60.1719,-3.8123,1.6811,-0.1439,11.1071,40000,0.025,40000,"41.12738","-81.056164"
158,0,14.7594,3752.3582,4.5,1572.8871,585.6419,0.025,20247.3203,20000,60.4406,-3.8414,1.6765,-0.1466,10.8154,40000,0.025,40000,"41.12738","-81.056164"
158.25,0,15.1238,3778.4321,4.5,1572.8595,585.6419,0.025,20247.3203,20000,60.7775,-3.8467,1.6707,-0.1495,10.55,40000,0.025,40000,"41.12738","-81.056164"
158.5,0,15.0099,3808.0596,4.5,1572.8319,585.6419,0.025,20247.3203,20000,61.0777,-3.8303,1.6656,-0.1524,10.4162,40000,0.025,40000,"41.12738","-81.056164"
158.75,0,15.2832,3826.9805,4.5,1572.8043,585.6419,0.025,20247.3203,20000,61.3919,-3.8124,1.6602,-0.1549,10.3686,40000,0.025,40000,"41.12738","-81.056164"
159,0,15.2605,3833.9326,4.5,1572.7767,585.6419,0.025,20247.3203,20000,61.4636,-3.8124,1.659,-0.1573,10.4718,40000,0.025,40000,"41.12738","-81.056164"
159.25,0,15.0099,3845.8574,4.5,1572.7491,585.6419,0.025,20247.3203,20000,61.439,-3.8065,1.6594,-0.1599,10.6342,40000,0.025,40000,"41.12738","-81.056164"
159.5,0,15.2605,3846.092,4.5,1572.7216,585.6419,0.025,20247.3203,20000,61.4991,-3.7843,1.6584,-0.1624,10.7543,40000,0.025,40000,"41.12738","-81.056164"
159.75,0,15.8299,3847.2207,4.5,1572.694,585.6419,0.025,20247.3203,20000,61.4034,-3.7749,1.66,-0.1649,10.8789,40000,0.025,40000,"41.12738","-81.056164"
160,0,17.3559,3842.7273,4.5,1572.6664,585.6419,0.025,20247.3203,20000,61.5004,-3.7599,1.6583,-0.1675,10.9187,40000,0.025,40000,"41.12738","-81.056164"
160.25,0,18.7681,3842.605,4.5,1572.6388,585.6419,0.025,20247.3203,20000,61.7122,-3.8018,1.6547,-0.1695,10.9137,40000,0.025,40000,"41.12738","-81.056164"
160.5,0,19.5197,3869.7964,4.5,1572.6112,585.6419,0.025,20247.3203,20000,61.8029,-3.814,1.6532,-0.171,10.95,40000,0.025,40000,"41.12738","-81.056164"
160.75,0,19.2919,3890.7068,4.5,1572.5836,585.6419,0.025,20247.3203,20000,62.0105,-3.8367,1.6496,-0.173,10.9512,40000,0.025,40000,"41.12738","-81.056164"
161,0,19.2008,3924.8047,4.5,1572.556,585.6419,0.025,20247.3203,20000,62.0699,-3.7868,1.6486,-0.1746,10.9523,40000,0.025,40000,"41.12738","-81.056164"
161.25,0,18.4948,3928.0464,4.5,1572.5284,585.6419,0.025,20247.3203,20000,62.0139,-3.7825,1.6496,-0.176,10.9946,40000,0.025,40000,"41.12738","-81.056164"
161.5,0,17.9253,3918.7476,4.5,1572.5009,585.6419,0.025,20247.3203,20000,62.0212,-3.7654,1.6494,-0.1782,10.9723,40000,0.025,40000,"41.12738","-81.056164"
161.75,0,17.2648,3903.1458,4.5,1572.4733,585.6419,0.025,20247.3203,20000,62.0732,-3.782,1.6485,-0.1795,10.9571,40000,0.025,40000,"41.12738","-81.056164"
162,0,17.0143,3860.3296,4.5,1572.4457,585.6419,0.025,20247.3203,20000,62.2472,-3.7981,1.6456,-0.1806,10.9346,40000,0.025,40000,"41.12738","-81.056164"
162.25,0,18.2214,3840.2126,4.5,1572.4181,585.6419,0.025,20247.3203,20000,62.5084,-3.7938,1.6411,-0.1815,10.8288,40000,0.025,40000,"41.12738","-81.056164"
162.5,0,19.8614,3823.5271,4.5,1572.3905,585.6419,0.025,20247.3203,20000,62.7301,-3.7831,1.6373,-0.1815,10.7531,40000,0.025,40000,"41.12738","-81.056164"
162.75,0,21.638,3839.8,4.5,1572.3629,585.6419,0.025,20247.3203,20000,62.8653,-3.7867,1.635,-0.182,10.6629,40000,0.025,40000,"41.12738","-81.056164"
163,0,22.5035,3861.1121,4.5,1572.3353,585.6419,0.025,20247.3203,20000,63.0076,-3.8205,1.6326,-0.1834,10.5859,40000,0.025,40000,"41.12738","-81.056164"
163.25,0,22.2985,3888.6506,4.5,1572.3077,585.6419,0.025,20247.3203,20000,62.9406,-3.7904,1.6337,-0.1824,10.5938,40000,0.025,40000,"41.12738","-81.056164"
163.5,0,21.7518,3920.9717,4.5,1572.2802,585.6419,0.025,20247.3203,20000,62.6646,-3.7907,1.6384,-0.176,10.6052,40000,0.025,40000,"41.12738","-81.056164"
163.75,0,21.5241,3943.48,4.5,1572.2526,585.6419,0.025,20247.3203,20000,62.0758,-3.758,1.6485,-0.164,10.6279,40000,0.025,40000,"41.12738","-81.056164"
164,0,20.7724,3975.824,4.5,1572.225,585.6419,0.025,20247.3203,20000,61.0269,-3.7816,1.6664,-0.145,10.6408,40000,0.025,40000,"41.12738","-81.056164"
164.25,0,20.3169,3987.167,4.5,1572.1974,585.6419,0.025,20247.3203,20000,59.7482,-3.7952,1.6883,-0.1258,10.5782,40000,0.025,40000,"41.12738","-81.056164"
164.5,0,19.6564,3996.4658,4.5,1572.1698,585.6419,0.025,20247.3203,20000,57.513,-3.7941,1.7265,-0.1122,10.4833,40000,0.025,40000,"41.12738","-81.056164"
164.75,0,19.0186,3990.4414,4.5,1572.1422,585.6419,0.025,20247.3203,20000,54.2302,-3.8251,1.7827,-0.103,10.3676,40000,0.025,40000,"41.12738","-81.056164"
165,0,18.9275,3991.2795,4.5,1572.1146,585.6419,0.025,20247.3203,20000,49.0295,-3.8864,1.8716,-0.0973,10.2654,40000,0.025,40000,"41.12738","-81.056164"
165.25,0,18.2898,3994.8003,4.5,1572.087,585.6419,0.025,20247.3203,20000,42.4671,-3.951,1.9838,-0.0938,10.236,40000,0.025,40000,"41.12738","-81.056164"
165.5,0,17.4926,3985.603,4.5,1572.0594,585.6419,0.025,20247.3203,20000,36.6044,-4.011,2.0841,-0.0896,10.3025,40000,0.025,40000,"41.12738","-81.056164"
165.75,0,16.6043,3964.5803,4.5,1572.0319,585.6419,0.025,20247.3203,20000,32.3018,-4.0202,2.1576,-0.0864,10.4773,40000,0.025,40000,"41.12738","-81.056164"
166,0,16.3765,3924.1118,4.5,1572.0043,585.6419,0.025,20247.3203,20000,32.4096,-3.918,2.1558,-0.0877,10.7027,40000,0.025,40000,"41.12738","-81.056164"
166.25,0,17.5381,3893.9026,4.5,1571.9767,585.6419,0.025,20247.3203,20000,36.3174,-3.8006,2.089,-0.0895,10.912,40000,0.025,40000,"41.12738","-81.056164"
166.5,0,19.2464,3844.6831,4.5,1571.9491,585.6419,0.025,20247.3203,20000,42.248,-3.7058,1.9876,-0.0912,11.0392,40000,0.025,40000,"41.12738","-81.056164"
166.75,0,20.9774,3810.4846,4.5,1571.9215,585.6419,0.025,20247.3203,20000,49.2661,-3.6971,1.8676,-0.095,11.0611,40000,0.025,40000,"41.12738","-81.056164"
167,0,21.2963,3770.1724,4.5,1571.8939,585.6419,0.025,20247.3203,20000,54.4551,-3.7118,1.7788,-0.1006,11.0331,40000,0.025,40000,"41.12738","-81.056164"
167.25,0,20.3852,3744.3779,4.5,1571.8663,585.6419,0.025,20247.3203,20000,57.7458,-3.7157,1.7225,-0.1098,10.9872,40000,0.025,40000,"41.12738","-81.056164"
167.5,0,19.3831,3734.6108,4.5,1571.8387,585.6419,0.025,20247.3203,20000,59.7807,-3.7484,1.6877,-0.1237,10.9548,40000,0.025,40000,"41.12738","-81.056164"
167.75,0,18.1303,3730.4524,4.5,1571.8112,585.6419,0.025,20247.3203,20000,60.5561,-3.7661,1.6745,-0.1366,10.9551,40000,0.025,40000,"41.12738","-81.056164"
168,0,18.4264,3741.9648,4.5,1571.7836,585.6419,0.025,20247.3203,20000,61.008,-3.7841,1.6668,-0.1444,10.9503,40000,0.025,40000,"41.12738","-81.056164"
168.25,0,18.2214,3749.0381,4.5,1571.756,585.6419,0.025,20247.3203,20000,61.2552,-3.7736,1.6625,-0.1477,10.9864,40000,0.025,40000,"41.12738","-81.056164"
168.5,0,17.8798,3773.3242,4.5,1571.7284,585.6419,0.025,20247.3203,20000,61.1219,-3.7599,1.6648,-0.1453,11.0696,40000,0.025,40000,"41.12738","-81.056164"
168.75,0,17.7203,3798.0229,4.5,1571.7008,585.6419,0.025,20247.3203,20000,60.9761,-3.8104,1.6673,-0.1415,11.1457,40000,0.025,40000,"41.12738","-81.056164"
169,0,16.3765,3829.1152,4.5,1571.6732,585.6419,0.025,20247.3203,20000,60.8313,-3.8472,1.6698,-0.1385,11.2017,40000,0.025,40000,"41.12738","-81.056164"
169.25,0,15.7388,3862.4753,4.5,1571.6456,585.6419,0.025,20247.3203,20000,60.8327,-3.8363,1.6698,-0.1364,11.1674,40000,0.025,40000,"41.12738","-81.056164"
169.5,0,14.8732,3891.7458,4.5,1571.618,585.6419,0.025,20247.3203,20000,60.9678,-3.7702,1.6675,-0.136,11.0364,40000,0.025,40000,"41.12738","-81.056164"
169.75,0,14.4633,3922.8599,4.5,1571.5905,585.6419,0.025,20247.3203,20000,61.1316,-3.7701,1.6646,-0.1357,10.8834,40000,0.025,40000,"41.12738","-81.056164"
170,0,14.6683,3938.0151,4.5,1571.5629,585.6419,0.025,20247.3203,20000,61.3511,-3.7761,1.6609,-0.1357,10.7745,40000,0.025,40000,"41.12738","-81.056164"
170.25,0,15.3971,3943.636,4.5,1571.5353,585.6419,0.025,20247.3203,20000,61.4729,-3.7962,1.6588,-0.1363,10.7119,40000,0.025,40000,"41.12738","-81.056164"
170.5,0,16.2626,3932.5942,4.5,1571.5077,585.6419,0.025,20247.3203,20000,61.5011,-3.7663,1.6583,-0.1369,10.7331,40000,0.025,40000,"41.12738","-81.056164"
170.75,0,16.3537,3925.6201,4.5,1571.4801,585.6419,0.025,20247.3203,20000,61.4919,-3.7779,1.6585,-0.1381,10.7902,40000,0.025,40000,"41.12738","-81.056164"
171,0,16.6498,3922.145,4.5,1571.4525,585.6419,0.025,20247.3203,20000,61.4353,-3.7496,1.6595,-0.1395,10.8064,40000,0.025,40000,"41.12738","-81.056164"
171.25,0,16.1943,3930.6941,4.5,1571.4249,585.6419,0.025,20247.3203,20000,61.3463,-3.7535,1.661,-0.14,10.8525,40000,0.025,40000,"41.12738","-81.056164"
171.5,0,15.6249,3932.4272,4.5,1571.3973,585.6419,0.025,20247.3203,20000,61.3415,-3.7475,1.6611,-0.1397,10.8522,40000,0.025,40000,"41.12738","-81.056164"
171.75,0,15.4199,3936.2156,4.5,1571.3698,585.6419,0.025,20247.3203,20000,61.2734,-3.7676,1.6622,-0.1388,10.8488,40000,0.025,40000,"41.12738","-81.056164"
172,0,14.5999,3940.1936,4.5,1571.3422,585.6419,0.025,20247.3203,20000,61.1687,-3.8031,1.664,-0.1373,10.9026,40000,0.025,40000,"41.12738","-81.056164"
172.25,0,14.7138,3935.2878,4.5,1571.3146,585.6419,0.025,20247.3203,20000,61.0562,-3.7934,1.6659,-0.1355,10.9283,40000,0.025,40000,"41.12738","-81.056164"
172.5,0,14.8505,3919.1721,4.5,1571.287,585.6419,0.025,20247.3203,20000,60.8459,-3.7861,1.6695,-0.1337,10.9813,40000,0.025,40000,"41.12738","-81.056164"
172.75,0,15.8754,3877.0828,4.5,1571.2594,585.6419,0.025,20247.3203,20000,60.5908,-3.7895,1.6739,-0.1314,11.0061,40000,0.025,40000,"41.12738","-81.056164"
