"DEPT","MMK","GR","TENS","CALI","BHVT","AHVT","LLDC","LLSC","MSFL","DPHI","NPHI","RHOB","DRHO","PE","LLS","LLD","CLLD","LATITUDE","LOGITUDE"
1725.25,0,87.015,3627.6448,4.5,1399.9386,585.6419,2.0434,6.9431,0.1,16.0426,26.862,2.4357,-0.0134,8.0714,6.6444,2.0359,491.1894,"41.12738","-81.056164"
1725.5,0,87.3458,3619.8433,4.5,1399.911,585.6419,2.6493,6.658,0.1,16.0105,27.314,2.4362,-0.0182,8.0007,6.3694,2.6497,377.4061,"41.12738","-81.056164"
1725.75,0,87.9542,3611.7634,4.5,1399.8834,585.6419,2.5852,6.7898,0.1,16.2974,28.4001,2.4313,-0.0239,7.8648,6.4965,2.5846,386.903,"41.12738","-81.056164"
1726,0,88.2004,3608.9912,4.5,1399.8558,585.6419,2.8097,6.6819,0.1,16.5121,27.9469,2.4276,-0.0288,7.7162,6.3924,2.8129,355.507,"41.12738","-81.056164"
1726.25,0,87.7774,3609.3044,4.5,1399.8282,585.6419,2.3868,6.854,0.1,16.6843,28.4218,2.4247,-0.0315,7.5549,6.5585,2.3833,419.5868,"41.12738","-81.056164"
1726.5,0,87.2449,3612.7239,4.5,1399.8007,585.6419,2.6597,6.7683,0.1,17.0906,26.1981,2.4178,-0.0337,7.4651,6.4758,2.6603,375.9019,"41.12738","-81.056164"
1726.75,0,86.862,3613.585,4.5,1399.7731,585.6419,2.4997,6.647,0.1,16.997,25.6401,2.4194,-0.0336,7.4333,6.3588,2.4978,400.3524,"41.12738","-81.056164"
1727,0,86.6831,3606.2759,4.5,1399.7455,585.6419,2.6353,6.7092,0.1,16.8867,25.682,2.4212,-0.034,7.4414,6.4188,2.6355,379.4338,"41.12738","-81.056164"
1727.25,0,85.6028,3596.7534,4.5,1399.7179,585.6419,2.3712,6.8167,0.1,16.7993,26.2074,2.4227,-0.0363,7.5094,6.5224,2.3675,422.3799,"41.12738","-81.056164"
1727.5,0,85.0952,3583.3203,4.5,1399.6903,585.6419,2.4574,6.7045,0.1,16.3413,25.5721,2.4306,-0.0398,7.5814,6.4143,2.4549,407.3444,"41.12738","-81.056164"
1727.75,0,84.2405,3577.3633,4.5,1399.6627,585.6419,2.5497,6.6072,0.1,16.2253,24.3673,2.4325,-0.0453,7.6324,6.3205,2.5486,392.3763,"41.12738","-81.056164"
1728,0,83.6418,3578.1677,4.5,1399.6351,585.6419,2.473,6.8248,0.1,16.0687,25.184,2.4352,-0.0496,7.6482,6.5302,2.4707,404.7394,"41.12738","-81.056164"
1728.25,0,84.2904,3577.6646,4.5,1399.6075,585.6419,2.4253,6.6131,0.1,15.8622,27.0233,2.4388,-0.0521,7.6012,6.3262,2.4223,412.8294,"41.12738","-81.056164"
1728.5,0,84.5182,3575.7654,4.5,1399.58,585.6419,2.8365,6.6256,0.1,16.024,27.9854,2.436,-0.0538,7.5088,6.3382,2.8402,352.0923,"41.12738","-81.056164"
1728.75,0,85.554,3571.9421,4.5,1399.5524,585.6419,2.5325,6.6462,0.1,16.1326,26.601,2.4341,-0.0552,7.4302,6.358,2.5311,395.0853,"41.12738","-81.056164"
1729,0,87.0811,3563.3823,4.5,1399.5248,585.6419,2.6417,6.4709,0.1,16.6392,26.9086,2.4255,-0.0574,7.3737,6.189,2.642,378.5082,"41.12738","-81.056164"
1729.25,1,89.0811,3560.2302,4.5,1399.4972,585.6419,2.7726,6.91,0.1,17.1465,27.9818,2.4168,-0.0609,7.3906,6.6124,2.7751,360.3533,"41.12738","-81.056164"
1729.5,0,89.7775,3560.823,4.5,1399.4696,585.6419,2.5261,6.6691,0.1,17.5624,29.5448,2.4097,-0.0646,7.4605,6.3801,2.5246,396.1033,"41.12738","-81.056164"
1729.75,0,90.0551,3563.7173,4.5,1399.442,585.6419,2.4481,6.7436,0.1,17.9756,29.6892,2.4026,-0.0679,7.5153,6.4519,2.4454,408.9278,"41.12738","-81.056164"
1730,0,89.3393,3567.2939,4.5,1399.4144,585.6419,2.4903,6.8165,0.1,17.9512,29.0468,2.403,-0.0709,7.58,6.5222,2.4882,401.8927,"41.12738","-81.056164"
1730.25,0,87.9336,3573.9548,4.5,1399.3868,585.6419,2.6527,6.6754,0.1,18.0032,30.6925,2.4021,-0.0747,7.5832,6.3862,2.6532,376.9066,"41.12738","-81.056164"
1730.5,0,87.4672,3582.124,4.5,1399.3593,585.6419,2.7128,6.9297,0.1,17.8165,32.2441,2.4053,-0.0789,7.543,6.6315,2.7143,368.4238,"41.12738","-81.056164"
1730.75,0,86.9477,3586.6731,4.5,1399.3317,585.6419,2.3537,6.8629,0.1,17.841,33.8315,2.4049,-0.0834,7.5018,6.567,2.3498,425.5693,"41.12738","-81.056164"
1731,0,86.7796,3583.677,4.5,1399.3041,585.6419,2.7233,6.6723,0.1,18.2665,34.5973,2.3976,-0.0884,7.4321,6.3832,2.725,366.9778,"41.12738","-81.056164"
1731.25,0,86.6061,3579.8103,4.5,1399.2765,585.6419,2.6108,6.7133,0.1,18.4983,30.7919,2.3937,-0.0912,7.3987,6.4228,2.6106,383.0536,"41.12738","-81.056164"
1731.5,0,86.2579,3580.5588,4.5,1399.2489,585.6419,2.2128,6.5438,0.1,18.9534,28.0232,2.3859,-0.093,7.3955,6.2593,2.2071,453.077,"41.12738","-81.056164"
1731.75,0,84.9032,3583.0298,4.5,1399.2213,585.6419,1.9141,6.6244,0.1,19.158,25.9786,2.3824,-0.0941,7.4102,6.337,1.9055,524.8015,"41.12738","-81.056164"
1732,0,83.7882,3590.9753,4.5,1399.1937,585.6419,3.6142,6.6591,0.1,18.9303,26.2598,2.3863,-0.0941,7.4393,6.3705,3.6346,275.132,"41.12738","-81.056164"
1732.25,0,82.8392,3595.4119,4.5,1399.1661,585.6419,3.3627,6.5559,0.1,18.8569,26.0002,2.3875,-0.0956,7.4311,6.271,3.3771,296.1102,"41.12738","-81.056164"
1732.5,0,82.0127,3596.6528,4.5,1399.1385,585.6419,2.12,6.6652,0.1,18.8919,26.197,2.3869,-0.0978,7.3923,6.3764,2.1133,473.1989,"41.12738","-81.056164"
1732.75,0,82.7622,3599.8376,4.5,1399.111,585.6419,2.3101,6.672,0.1,18.9308,26.5385,2.3863,-0.1004,7.353,6.3829,2.3055,433.7367,"41.12738","-81.056164"
1733,0,82.9911,3602.4646,4.5,1399.0834,585.6419,2.2421,6.7555,0.1,18.8962,28.3178,2.3869,-0.1026,7.3089,6.4635,2.2368,447.071,"41.12738","-81.056164"
1733.25,0,83.247,3601.9614,4.5,1399.0558,585.6419,2.254,6.8644,0.1,18.8496,27.0417,2.3877,-0.1026,7.2968,6.5685,2.2488,444.6908,"41.12738","-81.056164"
1733.5,0,84.3587,3603.5593,4.5,1399.0282,585.6419,2.3812,6.6758,0.1,18.5856,27.6432,2.3922,-0.1026,7.3173,6.3866,2.3777,420.5817,"41.12738","-81.056164"
1733.75,0,84.8045,3607.6948,4.5,1399.0006,585.6419,2.6051,6.8278,0.1,18.3279,25.2378,2.3966,-0.1026,7.3234,6.5331,2.6048,383.9097,"41.12738","-81.056164"
1734,0,85.9661,3605.717,4.5,1398.973,585.6419,2.3473,7.0256,0.1,18.5679,26.6643,2.3925,-0.1035,7.3402,6.7239,2.3433,426.7514,"41.12738","-81.056164"
1734.25,0,86.7926,3600.5198,4.5,1398.9454,585.6419,3.417,6.712,0.1,18.7824,25.9159,2.3888,-0.1065,7.3605,6.4215,3.4326,291.3208,"41.12738","-81.056164"
1734.5,0,87.5128,3587.2209,4.5,1398.9178,585.6419,2.7898,6.9363,0.1,18.9854,27.0181,2.3853,-0.1087,7.3804,6.6378,2.7926,358.0875,"41.12738","-81.056164"
1734.75,0,88.464,3583.3977,4.5,1398.8903,585.6419,1.5819,6.7632,0.1,19.1426,25.3509,2.3827,-0.1101,7.4013,6.4709,1.5713,636.4325,"41.12738","-81.056164"
1735,0,89.0052,3590.9307,4.5,1398.8627,585.6419,4.522,6.5721,0.1,18.9482,25.5231,2.386,-0.1117,7.4271,6.2866,4.5681,218.9101,"41.12738","-81.056164"
1735.25,0,89.4532,3602.0728,4.5,1398.8351,585.6419,3.242,6.7695,0.1,18.6847,24.6234,2.3905,-0.1114,7.4602,6.4769,3.2537,307.3398,"41.12738","-81.056164"
1735.5,0,88.6516,3618.6919,4.5,1398.8075,585.6419,2.6993,6.5755,0.1,18.4522,27.103,2.3945,-0.111,7.5152,6.2899,2.7006,370.2915,"41.12738","-81.056164"
1735.75,0,87.1787,3628.9631,4.5,1398.7799,585.6419,3.3092,6.8405,0.1,18.2743,26.4417,2.3975,-0.1106,7.6401,6.5454,3.3224,300.9857,"41.12738","-81.056164"
1736,0,85.9173,3631.4668,4.5,1398.7523,585.6419,2.7472,6.7864,0.1,17.9934,27.8223,2.4023,-0.1076,7.7705,6.4932,2.7492,363.7375,"41.12738","-81.056164"
1736.25,0,85.9097,3627.0291,4.5,1398.7247,585.6419,2.1395,6.7421,0.1,17.5854,28.251,2.4093,-0.1044,7.861,6.4505,2.1329,468.8358,"41.12738","-81.056164"
1736.5,0,86.8067,3613.585,4.5,1398.6971,585.6419,2.4034,7.1127,0.1,17.1884,30.7886,2.4161,-0.1006,7.8908,6.808,2.4001,416.6442,"41.12738","-81.056164"
1736.75,0,88.2308,3603.5593,4.5,1398.6696,585.6419,2.7926,6.4531,0.1,16.8508,28.7948,2.4219,-0.0956,7.8135,6.1719,2.7955,357.7194,"41.12738","-81.056164"
1737,0,89.3306,3596.4412,4.5,1398.642,585.6419,1.6632,6.8592,0.1,16.7187,25.7939,2.4241,-0.0911,7.7202,6.5634,1.6529,604.9893,"41.12738","-81.056164"
1737.25,0,88.4228,3600.498,4.5,1398.6144,585.6419,2.6511,6.7719,0.1,16.8309,25.3361,2.4222,-0.0863,7.6839,6.4793,2.6516,377.1331,"41.12738","-81.056164"
1737.5,0,86.4835,3602.7659,4.5,1398.5868,585.6419,0.8614,6.8854,0.1,16.9515,27.9488,2.4201,-0.0814,7.713,6.5887,0.8516,1174.2821,"41.12738","-81.056164"
1737.75,0,83.6971,3605.1135,4.5,1398.5592,585.6419,0.025,6.6379,0.1,16.9553,31.5437,2.4201,-0.0771,7.8314,6.35,0.025,40000,"41.12738","-81.056164"
1738,0,81.1754,3602.397,4.5,1398.5316,585.6419,1.6282,6.7818,0.1,16.8517,29.7809,2.4218,-0.0734,7.9748,6.4888,1.6177,618.1722,"41.12738","-81.056164"
1738.25,0,80.4889,3595.603,4.5,1398.504,585.6419,2.628,6.9577,0.1,16.7206,30.6342,2.4241,-0.0706,8.0869,6.6584,2.6281,380.5019,"41.12738","-81.056164"
1738.5,0,82.1874,3592.9541,4.5,1398.4764,585.6419,2.0571,6.833,0.1,16.5803,27.6265,2.4265,-0.068,8.152,6.5381,2.0497,487.8654,"41.12738","-81.056164"
1738.75,0,84.6896,3585.6221,4.5,1398.4489,585.6419,2.7974,6.7778,0.1,16.2022,28.1443,2.4329,-0.0654,8.145,6.4849,2.8003,357.0995,"41.12738","-81.056164"
1739,0,87.0529,3580.5588,4.5,1398.4213,585.6419,1.9592,6.7461,0.1,16.0085,26.3146,2.4363,-0.0634,8.0833,6.4544,1.951,512.5706,"41.12738","-81.056164"
1739.25,0,87.5898,3581.8108,4.5,1398.3937,585.6419,3.5377,6.7714,0.1,15.6194,27.4141,2.4429,-0.0607,7.9712,6.4788,3.5563,281.1941,"41.12738","-81.056164"
1739.5,0,86.0366,3581.3752,4.5,1398.3661,585.6419,0.179,7.0259,0.1,15.115,26.8204,2.4515,-0.0587,7.8394,6.7242,0.1772,5644.7935,"41.12738","-81.056164"
1739.75,0,84.2644,3582.6489,4.5,1398.3385,585.6419,5.6529,6.7778,0.1,14.9232,26.9197,2.4548,-0.0574,7.7159,6.4849,5.7388,174.2535,"41.12738","-81.056164"
1740,0,83.6223,3584.728,4.5,1398.3109,585.6419,2.9673,7.1855,0.1,14.5791,27.1903,2.4607,-0.0564,7.6338,6.8783,2.9733,336.3229,"41.12738","-81.056164"
1740.25,0,83.76,3577.9558,4.5,1398.2833,585.6419,1.2852,7.2055,0.1,14.3478,26.7229,2.4647,-0.0554,7.6267,6.8975,1.2739,784.9672,"41.12738","-81.056164"
1740.5,0,86.0714,3574.9272,4.5,1398.2557,585.6419,1.5585,6.7349,0.1,14.2321,26.8218,2.4666,-0.0533,7.667,6.4436,1.5478,646.0988,"41.12738","-81.056164"
1740.75,0,88.4705,3576.0884,4.5,1398.2281,585.6419,3.1736,6.6435,0.1,14.246,26.5584,2.4664,-0.051,7.7327,6.3554,3.1838,314.0869,"41.12738","-81.056164"
1741,0,89.631,3580.8503,4.5,1398.2006,585.6419,2.8063,6.9192,0.1,14.4754,28.2493,2.4625,-0.0482,7.7468,6.6213,2.8094,355.9461,"41.12738","-81.056164"
1741.25,0,91.1853,3587.5886,4.5,1398.173,585.6419,0.025,6.8131,0.1,14.8954,28.5632,2.4553,-0.047,7.7027,6.5189,0.025,40000,"41.12738","-81.056164"
1741.5,0,90.977,3588.0918,4.5,1398.1454,585.6419,6.8434,6.778,0.1,15.6488,27.5364,2.4424,-0.0467,7.6172,6.4851,6.9787,143.2924,"41.12738","-81.056164"
1741.75,0,89.6115,3582.4033,4.5,1398.1178,585.6419,0.025,6.906,0.1,16.2831,27.8166,2.4316,-0.0469,7.5201,6.6085,0.025,40000,"41.12738","-81.056164"
1742,0,88.81,3580.2468,4.5,1398.0902,585.6419,0.025,7.0492,0.1,16.6907,26.4726,2.4246,-0.0462,7.4933,6.7467,0.025,40000,"41.12738","-81.056164"
1742.25,0,87.3534,3578.1338,4.5,1398.0626,585.6419,6.9192,6.855,0.1,16.9655,26.5811,2.4199,-0.0437,7.506,6.5594,7.058,141.683,"41.12738","-81.056164"
1742.5,0,86.9575,3584.2588,4.5,1398.035,585.6419,7.8123,6.8629,0.1,16.7686,25.4212,2.4233,-0.0417,7.5317,6.567,7.993,125.1101,"41.12738","-81.056164"
1742.75,0,87.8935,3588.5503,4.5,1398.0074,585.6419,2.5695,6.7952,0.1,16.6952,27.1163,2.4245,-0.0389,7.5462,6.5017,2.5686,389.3164,"41.12738","-81.056164"
1743,0,89.2536,3594.2725,4.5,1397.9799,585.6419,0.025,6.8258,0.1,16.6803,30.0633,2.4248,-0.0374,7.5174,6.5312,0.025,40000,"41.12738","-81.056164"
1743.25,0,91.8317,3600.7544,4.5,1397.9523,585.6419,0.025,6.9562,0.1,16.582,31.116,2.4264,-0.0374,7.4743,6.657,0.025,40000,"41.12738","-81.056164"
1743.5,0,94.6159,3605.2478,4.5,1397.9247,585.6419,4.8863,6.7966,0.1,16.6671,29.3574,2.425,-0.0371,7.4663,6.503,4.9443,202.2515,"41.12738","-81.056164"
1743.75,0,97.0454,3602.6099,4.5,1397.8971,585.6419,1.722,6.9807,0.1,16.6496,28.4621,2.4253,-0.0386,7.491,6.6806,1.712,584.0972,"41.12738","-81.056164"
1744,0,98.0454,3598.7092,4.5,1397.8695,585.6419,1.9087,6.9295,0.1,16.6248,30.3495,2.4257,-0.0399,7.5392,6.6312,1.9,526.3036,"41.12738","-81.056164"
1744.25,0,96.9359,3602.8674,4.5,1397.8419,585.6419,2.6131,6.6308,0.1,16.6398,32.5992,2.4255,-0.0412,7.5905,6.3432,2.6129,382.7174,"41.12738","-81.056164"
1744.5,0,94.4597,3603.1577,4.5,1397.8143,585.6419,1.9701,6.5652,0.1,16.8323,30.9019,2.4222,-0.0428,7.6108,6.28,1.9619,509.717,"41.12738","-81.056164"
1744.75,0,90.848,3603.3586,4.5,1397.7867,585.6419,2.6367,6.5859,0.1,16.9299,29.8789,2.4205,-0.0421,7.6017,6.2999,2.6369,379.2363,"41.12738","-81.056164"
1745,0,88.0052,3598.385,4.5,1397.7592,585.6419,3.2698,6.5535,0.1,17.1154,32.0498,2.4173,-0.0411,7.5638,6.2686,3.2822,304.6765,"41.12738","-81.056164"
1745.25,0,85.8837,3591.1543,4.5,1397.7316,585.6419,2.3462,6.826,0.1,17.5871,32.9136,2.4093,-0.0395,7.5142,6.5314,2.3422,426.9562,"41.12738","-81.056164"
1745.5,0,84.631,3592.2053,4.5,1397.704,585.6419,2.1183,6.8091,0.1,17.7727,31.8798,2.4061,-0.0367,7.4747,6.5151,2.1115,473.5877,"41.12738","-81.056164"
1745.75,0,84.6852,3598.408,4.5,1397.6764,585.6419,4.1063,7.126,0.1,18.0435,27.8344,2.4015,-0.0349,7.4714,6.8208,4.1399,241.549,"41.12738","-81.056164"
1746,0,85.6679,3604.5437,4.5,1397.6488,585.6419,1.8098,6.9448,0.1,18.3521,28.4059,2.3962,-0.0344,7.4909,6.646,1.8004,555.436,"41.12738","-81.056164"
1746.25,0,86.7601,3612.9028,4.5,1397.6212,585.6419,3.189,6.6988,0.1,18.4768,29.1856,2.394,-0.0343,7.5169,6.4088,3.1996,312.5381,"41.12738","-81.056164"
1746.5,0,87.8002,3621.3635,4.5,1397.5936,585.6419,0.9057,6.7117,0.1,18.9411,29.3875,2.3861,-0.0357,7.5191,6.4212,0.8956,1116.5562,"41.12738","-81.056164"
1746.75,0,88.3317,3625.3308,4.5,1397.566,585.6419,2.9422,6.8421,0.1,19.3542,28.779,2.379,-0.0369,7.4871,6.547,2.9478,339.2406,"41.12738","-81.056164"
1747,0,87.9716,3626.7498,4.5,1397.5385,585.6419,2.2794,6.8243,0.1,19.6071,28.7999,2.3747,-0.0367,7.4598,6.5298,2.2745,439.6657,"41.12738","-81.056164"
1747.25,0,87.4575,3619.0945,4.5,1397.5109,585.6419,3.3757,6.8132,0.1,19.6492,28.1814,2.374,-0.0362,7.4641,6.5191,3.3905,294.945,"41.12738","-81.056164"
1747.5,0,86.8664,3611.6741,4.5,1397.4833,585.6419,2.5069,6.9178,0.1,19.3474,28.0826,2.3792,-0.0356,7.4856,6.62,2.5051,399.1819,"41.12738","-81.056164"
1747.75,0,86.3566,3610.4441,4.5,1397.4557,585.6419,2.7963,6.9019,0.1,19.1462,27.4914,2.3826,-0.0356,7.4915,6.6046,2.7992,357.2436,"41.12738","-81.056164"
1748,0,86.5388,3608.332,4.5,1397.4281,585.6419,2.4576,6.7131,0.1,19.0519,26.4677,2.3842,-0.036,7.4561,6.4225,2.4551,407.3139,"41.12738","-81.056164"
1748.25,0,87.5301,3606.1973,4.5,1397.4005,585.6419,2.6342,6.8566,0.1,19.2464,27.6297,2.3809,-0.0359,7.3563,6.5609,2.6344,379.5913,"41.12738","-81.056164"
1748.5,0,89.2308,3604.3081,4.5,1397.3729,585.6419,1.9334,6.7993,0.1,19.4051,28.9772,2.3782,-0.034,7.2465,6.5057,1.9249,519.52,"41.12738","-81.056164"
1748.75,0,91.6094,3602.4539,4.5,1397.3453,585.6419,2.633,6.6861,0.1,19.4378,31.4689,2.3776,-0.0308,7.1659,6.3965,2.6331,379.7755,"41.12738","-81.056164"
1749,0,94.8513,3602.3643,4.5,1397.3177,585.6419,2.4027,6.5927,0.1,19.4418,30.6339,2.3775,-0.0269,7.1284,6.3065,2.3994,416.7652,"41.12738","-81.056164"
1749.25,0,98.5248,3598.9219,4.5,1397.2902,585.6419,2.6698,6.6861,0.1,19.4088,31.2607,2.3781,-0.0225,7.1461,6.3965,2.6705,374.4556,"41.12738","-81.056164"
1749.5,0,101.8079,3594.3281,4.5,1397.2626,585.6419,2.0665,6.5656,0.1,19.6419,32.1787,2.3741,-0.0184,7.1916,6.2803,2.0592,485.6323,"41.12738","-81.056164"
1749.75,0,103.8112,3586.9187,4.5,1397.235,585.6419,2.0971,6.7503,0.1,19.8252,32.3277,2.371,-0.0139,7.2447,6.4584,2.0902,478.4318,"41.12738","-81.056164"
1750,0,103.8806,3578.8159,4.5,1397.2074,585.6419,2.5752,6.9426,0.1,19.9306,29.9217,2.3692,-0.0089,7.29,6.6439,2.5744,388.4403,"41.12738","-81.056164"
1750.25,0,102.4457,3573.6863,4.5,1397.1798,585.6419,2.4785,6.8698,0.1,19.6333,30.0489,2.3743,-0.0049,7.3074,6.5736,2.4763,403.8354,"41.12738","-81.056164"
1750.5,0,101.1116,3571.0823,4.5,1397.1522,585.6419,2.9223,6.7236,0.1,19.1186,29.4253,2.3831,-0.0021,7.283,6.4327,2.9275,341.5917,"41.12738","-81.056164"
1750.75,0,100.6086,3565.8184,4.5,1397.1246,585.6419,2.5682,6.6004,0.1,18.4974,31.1355,2.3937,-3e-04,7.2366,6.3138,2.5673,389.5146,"41.12738","-81.056164"
1751,0,100.3155,3562.9238,4.5,1397.097,585.6419,2.1622,6.9256,0.1,17.7985,30.8481,2.4056,8e-04,7.1841,6.6275,2.1559,463.8434,"41.12738","-81.056164"
1751.25,0,100.1894,3564.0076,4.5,1397.0695,585.6419,2.5969,6.7345,0.1,17.5227,32.5313,2.4104,0.0021,7.1521,6.4431,2.5964,385.1427,"41.12738","-81.056164"
1751.5,0,98.3226,3565.8848,4.5,1397.0419,585.6419,1.8656,6.8527,0.1,17.3426,32.0863,2.4134,0.0036,7.1535,6.5572,1.8566,538.6176,"41.12738","-81.056164"
1751.75,0,96.4264,3572.311,4.5,1397.0143,585.6419,2.2549,6.7426,0.1,17.605,31.8086,2.409,0.0049,7.1592,6.451,2.2497,444.4983,"41.12738","-81.056164"
1752,0,94.5969,3573.8315,4.5,1396.9867,585.6419,2.5312,6.7165,0.1,18.0837,31.6811,2.4008,0.0055,7.1622,6.4258,2.5298,395.2902,"41.12738","-81.056164"
1752.25,0,94.0506,3574.4688,4.5,1396.9591,585.6419,2.1775,6.8106,0.1,18.4349,30.3731,2.3948,0.0052,7.1425,6.5165,2.1714,460.5276,"41.12738","-81.056164"
1752.5,0,94.6842,3573.9429,4.5,1396.9315,585.6419,2.0633,6.5654,0.1,18.757,30.1707,2.3893,0.0046,7.1105,6.2802,2.056,486.3902,"41.12738","-81.056164"
1752.75,0,96.4684,3572.8699,4.5,1396.9039,585.6419,2.5564,6.9351,0.1,18.7884,30.1107,2.3887,0.0031,7.1043,6.6366,2.5554,391.3349,"41.12738","-81.056164"
1753,0,99.1051,3569.6624,4.5,1396.8763,585.6419,2.1378,6.8307,0.1,18.7733,32.0857,2.389,0.0012,7.1078,6.536,2.1313,469.2005,"41.12738","-81.056164"
1753.25,0,101.9847,3566.1763,4.5,1396.8488,585.6419,2.7367,6.7083,0.1,18.7501,31.5151,2.3894,-7e-04,7.1411,6.4179,2.7386,365.1526,"41.12738","-81.056164"
1753.5,0,104.4034,3564.7903,4.5,1396.8212,585.6419,2.0673,6.9701,0.1,18.8408,31.6555,2.3878,-0.0031,7.1959,6.6704,2.0601,485.4243,"41.12738","-81.056164"
1753.75,0,105.2895,3570.4001,4.5,1396.7936,585.6419,2.8197,6.9485,0.1,19.143,29.9822,2.3827,-0.0055,7.217,6.6495,2.823,354.2304,"41.12738","-81.056164"
1754,0,104.6323,3576.2795,4.5,1396.766,585.6419,2.3211,6.7681,0.1,19.364,29.3252,2.3789,-0.0071,7.2387,6.4756,2.3167,431.6469,"41.12738","-81.056164"
1754.25,0,101.9121,3577.5193,4.5,1396.7384,585.6419,2.3298,7.0989,0.1,19.6097,29.7726,2.3747,-0.0084,7.2466,6.7947,2.3255,430.0099,"41.12738","-81.056164"
1754.5,0,99.3014,3575.1499,4.5,1396.7108,585.6419,3.2272,6.7846,0.1,19.6536,29.2369,2.3739,-0.0091,7.2351,6.4915,3.2386,308.7741,"41.12738","-81.056164"
1754.75,0,98.7081,3577.4299,4.5,1396.6832,585.6419,2.91,6.8274,0.1,19.4654,31.3863,2.3771,-0.0095,7.2543,6.5327,2.915,343.058,"41.12738","-81.056164"
1755,0,99.9424,3579.0505,4.5,1396.6556,585.6419,2.4323,6.9405,0.1,19.3267,29.9784,2.3795,-0.0097,7.2735,6.6419,2.4294,411.62,"41.12738","-81.056164"
1755.25,0,102.9218,3583.6106,4.5,1396.6281,585.6419,2.6921,6.6577,0.1,19.0805,30.8188,2.3837,-0.0097,7.2904,6.3691,2.6932,371.3038,"41.12738","-81.056164"
1755.5,0,106.1377,3586.3599,4.5,1396.6005,585.6419,2.2461,6.7885,0.1,19.0271,29.2331,2.3846,-0.0094,7.3149,6.4952,2.2408,446.2655,"41.12738","-81.056164"
1755.75,0,106.8091,3584.4597,4.5,1396.5729,585.6419,3.0984,6.8158,0.1,18.9007,29.7422,2.3868,-0.0078,7.3345,6.5216,3.1071,321.8413,"41.12738","-81.056164"
1756,0,105.4338,3587.7349,4.5,1396.5453,585.6419,3.5209,6.7672,0.1,18.7133,29.3828,2.39,-0.0077,7.3601,6.4747,3.539,282.566,"41.12738","-81.056164"
1756.25,0,102.501,3589.5674,4.5,1396.5177,585.6419,3.723,6.8941,0.1,18.6236,31.4925,2.3915,-0.0089,7.398,6.5971,3.7461,266.9423,"41.12738","-81.056164"
1756.5,0,99.5606,3592.9541,4.5,1396.4901,585.6419,4.39,7.1132,0.1,18.2624,31.1861,2.3977,-0.0102,7.4488,6.8084,4.432,225.6295,"41.12738","-81.056164"
1756.75,0,97.322,3598.1177,4.5,1396.4625,585.6419,1.6304,6.8388,0.1,18.1521,31.6151,2.3996,-0.0159,7.4925,6.5438,1.6199,617.3158,"41.12738","-81.056164"
1757,0,95.7916,3610.4331,4.5,1396.4349,585.6419,2.3128,7.125,0.1,18.0415,30.6668,2.4015,-0.0209,7.5491,6.8199,2.3083,433.2152,"41.12738","-81.056164"
1757.25,0,94.6777,3619.0388,4.5,1396.4073,585.6419,3.804,7.0595,0.1,17.9203,30.4469,2.4036,-0.0255,7.6088,6.7566,3.8293,261.1451,"41.12738","-81.056164"
1757.5,0,93.7808,3624.9729,4.5,1396.3798,585.6419,0.4994,6.9091,0.1,18.0931,30.5982,2.4006,-0.032,7.6417,6.6116,0.4931,2028.1295,"41.12738","-81.056164"
1757.75,0,94.0866,3618.457,4.5,1396.3522,585.6419,4.7093,6.4792,0.1,18.1364,31.0926,2.3999,-0.0357,7.6726,6.197,4.7615,210.0183,"41.12738","-81.056164"
1758,0,93.8794,3612.3669,4.5,1396.3246,585.6419,3.1728,6.7066,0.1,18.3034,30.7801,2.397,-0.0394,7.6409,6.4163,3.183,314.1678,"41.12738","-81.056164"
1758.25,0,94.6419,3607.3936,4.5,1396.297,585.6419,0.025,6.8755,0.1,18.5195,30.7273,2.3933,-0.0434,7.5697,6.5791,0.025,40000,"41.12738","-81.056164"
1758.5,0,94.9727,3603.3477,4.5,1396.2694,585.6419,0.3281,6.6696,0.1,18.6454,30.0449,2.3912,-0.0464,7.4892,6.3806,0.3241,3085.7141,"41.12738","-81.056164"
1758.75,0,93.8805,3602.9341,4.5,1396.2418,585.6419,0.7681,6.248,0.1,18.8011,29.6534,2.3885,-0.0497,7.396,5.9742,0.759,1317.55,"41.12738","-81.056164"
1759,0,92.8198,3605.4258,4.5,1396.2142,585.6419,0.025,6.7155,0.1,18.8417,30.1325,2.3878,-0.0536,7.3408,6.4248,0.025,40000,"41.12738","-81.056164"
1759.25,0,89.8697,3606.5881,4.5,1396.1866,585.6419,0.025,6.6439,0.1,18.8429,30.3001,2.3878,-0.0578,7.3068,6.3558,0.025,40000,"41.12738","-81.056164"
1759.5,0,88.0605,3608.5886,4.5,1396.1591,585.6419,4.1436,6.861,0.1,18.9188,29.4505,2.3865,-0.0619,7.2914,6.5652,4.1783,239.3305,"41.12738","-81.056164"
1759.75,0,86.3154,3603.8508,4.5,1396.1315,585.6419,2.6863,6.1183,0.1,18.9295,28.8372,2.3863,-0.0663,7.2776,5.8492,2.6873,372.1235,"41.12738","-81.056164"
1760,0,85.2253,3587.7678,4.5,1396.1039,585.6419,2.3448,6.8824,0.1,19.0669,27.2111,2.384,-0.0698,7.264,6.5858,2.3407,427.2225,"41.12738","-81.056164"
