"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al"
6321,5.26,23.18,1.65,0.3,2.32,1.27,1.16,15.42,0.08,0.03,1.5,80.1,9.145,90.01,31.89,31.8,27.05,34.67,105.91,13.71,"Utica FM","Potage",2,52600,0.31,0.22,0.00066,4.4,0.057,0.002,77,0.00061,0.44,0.0017,2.9e-05,0.24,0.00017,6e-04,1.5,207.76,0.0052,0.0015
6321.6,5.26,23.18,1.65,0.3,2.32,1.27,1.16,15.42,0.08,0.03,1.5,80.1,9.145,90.01,31.89,31.8,27.05,34.67,105.91,13.71,"Utica FM","Potage",2,52600,0.31,0.22,0.00066,4.4,0.057,0.002,77,0.00061,0.44,0.0017,2.9e-05,0.24,0.00017,6e-04,1.5,207.76,0.0052,0.0015
6322,3.93,18.27,1.28,0.001,2.3,1.14,0.3,20.07,0.1,0.1,1.5,10,8.9875,92.47,39.24,37.98,7.96,63.71,84.44,20.19,"Utica FM","Potage",2,39300,0.33,0.076,0.0016,4.6,0.00025,0.0021,18000,0.001,0.59,0.0024,3.8e-05,0.29,0.00023,0.00097,0.91,124.22,0.005,0.00025
6322.6,3.93,18.27,1.28,0.001,2.3,1.14,0.3,20.07,0.1,0.1,1.5,10,8.9875,92.47,39.24,37.98,7.96,63.71,84.44,20.19,"Utica FM","Potage",2,39300,0.33,0.076,0.0016,4.6,0.00025,0.0021,18000,0.001,0.59,0.0024,3.8e-05,0.29,0.00023,0.00097,0.91,124.22,0.005,0.00025
6323,5.18,20.38,1.48,0.25,2.38,1.39,1.41,18.58,0.1,0.08,1.5,77.69,8.90875,101.57,36.23,31.03,8.42,31.69,85.3,21.89,"Utica FM","Potage",2,51800,0.29,0.27,0.00061,3.9,0.048,0.0016,82,7e-04,0.46,0.002,2.9e-05,0.27,0.00017,6e-04,1.1,128.63,0.0054,0.0015
6323.6,5.18,20.38,1.48,0.25,2.38,1.39,1.41,18.58,0.1,0.08,1.5,77.69,8.90875,101.57,36.23,31.03,8.42,31.69,85.3,21.89,"Utica FM","Potage",2,51800,0.29,0.27,0.00061,3.9,0.048,0.0016,82,7e-04,0.46,0.002,2.9e-05,0.27,0.00017,6e-04,1.1,128.63,0.0054,0.0015
6324,4.82,21.26,1.51,0.001,2.14,1.37,0.63,18.68,0.1,0.1,1.5,10,8.869375,109.02,37.38,29.63,8.14,74.06,92.65,18.39,"Utica FM","Potage",2,48200,0.31,0.13,0.0015,4.4,0.00021,0.0019,21000,0.00078,0.44,0.0023,3.1e-05,0.28,0.00018,0.00061,1.1,127.675,0.0054,0.00021
6324.6,4.82,21.26,1.51,0.001,2.14,1.37,0.63,18.68,0.1,0.1,1.5,10,8.869375,109.02,37.38,29.63,8.14,74.06,92.65,18.39,"Utica FM","Potage",2,48200,0.31,0.13,0.0015,4.4,0.00021,0.0019,21000,0.00078,0.44,0.0023,3.1e-05,0.28,0.00018,0.00061,1.1,127.675,0.0054,0.00021
6325,4.11,18.86,1.28,0.001,2.22,1.16,1,19.38,0.11,0.23,1.5,10,8.8496875,84.64,30.6,49.56,8,70.92,109.68,16.61,"Utica FM","Potage",2,41100,0.31,0.24,0.0017,4.6,0.00024,0.0027,19000,0.00074,0.54,0.0021,3.6e-05,0.28,0.00022,0.0012,0.97,123.2775,0.0057,0.00024
6325.6,4.11,18.86,1.28,0.001,2.22,1.16,1,19.38,0.11,0.23,1.5,10,8.8496875,84.64,30.6,49.56,8,70.92,109.68,16.61,"Utica FM","Potage",2,41100,0.31,0.24,0.0017,4.6,0.00024,0.0027,19000,0.00074,0.54,0.0021,3.6e-05,0.28,0.00022,0.0012,0.97,123.2775,0.0057,0.00024
6326,6.23,26.17,1.81,0.001,2.69,1.87,1.31,13.03,0.06,0.11,1.5,10,8.83984375,108.21,36.23,58.71,7.86,37.44,88.68,15.05,"Utica FM","Potage",2,62300,0.29,0.21,6e-04,4.2,0.00016,0.0014,26000,0.00058,0.43,0.0017,2.4e-05,0.3,0.00014,0.00094,2,131.11875,0.0046,0.00016
6326.6,6.23,26.17,1.81,0.001,2.69,1.87,1.31,13.03,0.06,0.11,1.5,10,8.83984375,108.21,36.23,58.71,7.86,37.44,88.68,15.05,"Utica FM","Potage",2,62300,0.29,0.21,6e-04,4.2,0.00016,0.0014,26000,0.00058,0.43,0.0017,2.4e-05,0.3,0.00014,0.00094,2,131.11875,0.0046,0.00016
6327,6.42,27.3,1.87,0.001,2.46,1.56,1.21,10.85,0.06,0.1,1.5,10,8.834921875,97.35,34.78,51.22,7.85,95.54,111.13,17.07,"Utica FM","Potage",2,64200,0.29,0.19,0.0015,4.3,0.00016,0.0017,27000,0.00054,0.38,0.0015,2.3e-05,0.24,0.00014,8e-04,2.5,131.999375,0.0055,0.00016
6327.6,6.42,27.3,1.87,0.001,2.46,1.56,1.21,10.85,0.06,0.1,1.5,10,8.834921875,97.35,34.78,51.22,7.85,95.54,111.13,17.07,"Utica FM","Potage",2,64200,0.29,0.19,0.0015,4.3,0.00016,0.0017,27000,0.00054,0.38,0.0015,2.3e-05,0.24,0.00014,8e-04,2.5,131.999375,0.0055,0.00016
6328,4.6,21.57,1.32,0.001,2.17,1.11,1.1,18.67,0.08,0.12,1.5,10,8.8324609375,101.68,28.07,55.56,21.06,26.65,68.79,16.21,"Utica FM","Potage",2,46000,0.29,0.24,0.00058,4.7,0.00022,0.0015,22000,0.00061,0.47,0.0022,3.3e-05,0.24,0.00019,0.0012,1.2,176.0196875,0.0043,0.00022
6328.6,4.6,21.57,1.32,0.001,2.17,1.11,1.1,18.67,0.08,0.12,1.5,10,8.8324609375,101.68,28.07,55.56,21.06,26.65,68.79,16.21,"Utica FM","Potage",2,46000,0.29,0.24,0.00058,4.7,0.00022,0.0015,22000,0.00061,0.47,0.0022,3.3e-05,0.24,0.00019,0.0012,1.2,176.0196875,0.0043,0.00022
6329,5.23,24.19,1.51,0.26,2.53,1.55,1.77,15.15,0.08,0.12,1.5,91.61,8.83123046875,109.8,28.04,89.39,8.08,30.71,100.06,11.03,"Utica FM","Potage",2,52300,0.29,0.34,0.00059,4.6,0.05,0.0019,93,0.00054,0.48,0.0021,2.9e-05,0.3,0.00017,0.0017,1.6,127.12984375,0.0053,0.0018
6329.6,5.23,24.19,1.51,0.26,2.53,1.55,1.77,15.15,0.08,0.12,1.5,91.61,8.83123046875,109.8,28.04,89.39,8.08,30.71,100.06,11.03,"Utica FM","Potage",2,52300,0.29,0.34,0.00059,4.6,0.05,0.0019,93,0.00054,0.48,0.0021,2.9e-05,0.3,0.00017,0.0017,1.6,127.12984375,0.0053,0.0018
6330,3.37,18.82,1.01,0.001,1.66,0.99,0.93,23.12,0.1,0.15,1.5,10,8.830615234375,101.68,30,80.82,7.845,54.64,62.44,10.32,"Utica FM","Potage",2,33700,0.3,0.28,0.0016,5.6,3e-04,0.0019,19000,0.00089,0.49,0.003,4.5e-05,0.29,0.00026,0.0024,0.81,118.184921875,0.0043,3e-04
6330.6,3.37,18.82,1.01,0.001,1.66,0.99,0.93,23.12,0.1,0.15,1.5,10,8.830615234375,101.68,30,80.82,7.845,54.64,62.44,10.32,"Utica FM","Potage",2,33700,0.3,0.28,0.0016,5.6,3e-04,0.0019,19000,0.00089,0.49,0.003,4.5e-05,0.29,0.00026,0.0024,0.81,118.184921875,0.0043,3e-04
6331,4.67,22.8,1.41,0.001,2.05,1.35,1.07,17.12,0.08,0.1,5.21,10,8.8303076171875,101.78,41.78,73.56,7.7275,26.83,71.32,11.89,"Utica FM","Potage",2,46700,0.3,0.23,0.00057,4.9,0.00021,0.0015,23000,0.00089,0.44,0.0022,0.00011,0.29,0.00019,0.0016,1.3,124.1124609375,0.0047,0.00021
6331.6,4.67,22.8,1.41,0.001,2.05,1.35,1.07,17.12,0.08,0.1,5.21,10,8.8303076171875,101.78,41.78,73.56,7.7275,26.83,71.32,11.89,"Utica FM","Potage",2,46700,0.3,0.23,0.00057,4.9,0.00021,0.0015,23000,0.00089,0.44,0.0022,0.00011,0.29,0.00019,0.0016,1.3,124.1124609375,0.0047,0.00021
6332,4.58,20.45,1.24,0.001,2.09,1.49,1.16,20.25,0.09,0.06,6.29,10,8.83015380859375,110.04,47.51,56.68,7.66875,25.92,64,13.42,"Utica FM","Potage",2,45800,0.27,0.25,0.00057,4.5,0.00022,0.0014,20000,0.001,0.46,0.0024,0.00014,0.33,0.00019,0.0012,1,121.15623046875,0.0044,0.00022
6332.6,4.58,20.45,1.24,0.001,2.09,1.49,1.16,20.25,0.09,0.06,6.29,10,8.83015380859375,110.04,47.51,56.68,7.66875,25.92,64,13.42,"Utica FM","Potage",2,45800,0.27,0.25,0.00057,4.5,0.00022,0.0014,20000,0.001,0.46,0.0024,0.00014,0.33,0.00019,0.0012,1,121.15623046875,0.0044,0.00022
6333,3.89,18.75,1.12,0.001,2.32,1.41,1.54,21.16,0.1,0.12,1.5,10,8.83007690429687,91.68,32.98,69.63,7.639375,21.74,68.58,13.23,"Utica FM","Potage",2,38900,0.29,0.4,0.00056,4.8,0.00026,0.0018,19000,0.00085,0.6,0.0024,3.9e-05,0.36,0.00023,0.0018,0.89,119.118115234375,0.0047,0.00026
6333.6,3.89,18.75,1.12,0.001,2.32,1.41,1.54,21.16,0.1,0.12,1.5,10,8.83007690429687,91.68,32.98,69.63,7.639375,21.74,68.58,13.23,"Utica FM","Potage",2,38900,0.29,0.4,0.00056,4.8,0.00026,0.0018,19000,0.00085,0.6,0.0024,3.9e-05,0.36,0.00023,0.0018,0.89,119.118115234375,0.0047,0.00026
6334,5.21,22.93,1.68,0.26,1.96,1.22,1.25,14.86,0.07,0.05,1.5,70.72,8.83003845214844,117.05,46.08,25.84,7.61,32.13,88.42,8.84,"Utica FM","Potage",2,52100,0.32,0.24,0.00062,4.4,0.05,0.0017,88,0.00088,0.38,0.0022,2.9e-05,0.23,0.00017,5e-04,1.5,127.960307617188,0.0047,0.0014
6334.6,5.21,22.93,1.68,0.26,1.96,1.22,1.25,14.86,0.07,0.05,1.5,70.72,8.83003845214844,117.05,46.08,25.84,7.61,32.13,88.42,8.84,"Utica FM","Potage",2,52100,0.32,0.24,0.00062,4.4,0.05,0.0017,88,0.00088,0.38,0.0022,2.9e-05,0.23,0.00017,5e-04,1.5,127.960307617188,0.0047,0.0014
6335,1.43,8.44,0.88,0.06,1.54,1.38,1.06,34.25,0.24,1.3,6.58,10,8.83001922607422,126.96,38.93,21.81,7.17,28.8,58.1,15.39,"Utica FM","Potage",4,14300,0.62,0.74,0.002,5.9,0.042,0.0041,140,0.0027,1.1,0.0089,0.00046,0.97,0.00062,0.0015,0.25,113.400153808594,0.007,7e-04
6335.6,1.43,8.44,0.88,0.06,1.54,1.38,1.06,34.25,0.24,1.3,6.58,10,8.83001922607422,126.96,38.93,21.81,7.17,28.8,58.1,15.39,"Utica FM","Potage",4,14300,0.62,0.74,0.002,5.9,0.042,0.0041,140,0.0027,1.1,0.0089,0.00046,0.97,0.00062,0.0015,0.25,113.400153808594,0.007,7e-04
6336,5.15,22.85,1.61,0.78,1.88,1.24,0.63,15.05,0.08,0.09,5.14,64.26,8.83000961303711,105.09,40.12,13.56,6.73,32.88,86.66,10.47,"Point Pleasant FM","Potage",2,51500,0.31,0.12,0.00064,4.4,0.15,0.0017,29,0.00078,0.37,0.002,1e-04,0.24,0.00017,0.00026,1.5,123.320076904297,0.0053,0.0012
6336.6,5.15,22.85,1.61,0.78,1.88,1.24,0.63,15.05,0.08,0.09,5.14,64.26,8.83000961303711,105.09,40.12,13.56,6.73,32.88,86.66,10.47,"Point Pleasant FM","Potage",2,51500,0.31,0.12,0.00064,4.4,0.15,0.0017,29,0.00078,0.37,0.002,1e-04,0.24,0.00017,0.00026,1.5,123.320076904297,0.0053,0.0012
6337,4.76,19.42,1.46,0.001,2.7,2.54,1.74,19.47,0.1,0.08,5.38,10,8.83000480651856,99.33,57.34,23.13,7.06,25.79,81.97,16.07,"Point Pleasant FM","Potage",2,47600,0.31,0.37,0.00054,4.1,0.00021,0.0017,19000,0.0012,0.57,0.0021,0.00011,0.53,0.00019,0.00049,1,122.240038452148,0.0051,0.00021
6337.6,4.76,19.42,1.46,0.001,2.7,2.54,1.74,19.47,0.1,0.08,5.38,10,8.83000480651856,99.33,57.34,23.13,7.06,25.79,81.97,16.07,"Point Pleasant FM","Potage",2,47600,0.31,0.37,0.00054,4.1,0.00021,0.0017,19000,0.0012,0.57,0.0021,0.00011,0.53,0.00019,0.00049,1,122.240038452148,0.0051,0.00021
6338,4.71,21.73,1.55,0.23,1.87,1.35,0.89,17.69,0.09,0.1,1.5,55.44,8.83000240325928,75.62,53.91,25.87,7.11,27.67,84.37,13.81,"Point Pleasant FM","Potage",2,47100,0.33,0.19,0.00059,4.6,0.049,0.0018,94,0.0011,0.4,0.0016,3.2e-05,0.29,0.00019,0.00055,1.2,123.880019226074,0.0051,0.0012
6338.6,4.71,21.73,1.55,0.23,1.87,1.35,0.89,17.69,0.09,0.1,1.5,55.44,8.83000240325928,75.62,53.91,25.87,7.11,27.67,84.37,13.81,"Point Pleasant FM","Potage",2,47100,0.33,0.19,0.00059,4.6,0.049,0.0018,94,0.0011,0.4,0.0016,3.2e-05,0.29,0.00019,0.00055,1.2,123.880019226074,0.0051,0.0012
6339,3.96,17.71,1.24,0.17,1.67,1.11,1.35,21.97,0.11,0.07,1.5,68.19,8.83000120162964,95.54,7.5,33.18,7.06,58.9,83.27,6.93,"Point Pleasant FM","Potage",2,39600,0.31,0.34,0.0015,4.5,0.043,0.0021,100,0.00019,0.42,0.0024,3.8e-05,0.28,0.00022,0.00084,0.81,118.720009613037,0.005,0.0017
6339.6,3.96,17.71,1.24,0.17,1.67,1.11,1.35,21.97,0.11,0.07,1.5,68.19,8.83000120162964,95.54,7.5,33.18,7.06,58.9,83.27,6.93,"Point Pleasant FM","Potage",2,39600,0.31,0.34,0.0015,4.5,0.043,0.0021,100,0.00019,0.42,0.0024,3.8e-05,0.28,0.00022,0.00084,0.81,118.720009613037,0.005,0.0017
6340,3.73,18.58,1.22,0.16,1.6,1.49,0.3,21.07,0.11,0.08,5.34,56.24,8.83000060081482,108,27.44,36.98,7.23,60.27,75.44,7.63,"Point Pleasant FM","Potage",2,37300,0.33,0.08,0.0016,5,0.043,0.002,120,0.00074,0.43,0.0029,0.00014,0.4,0.00024,0.00099,0.88,119.080004806519,0.0052,0.0015
6340.6,3.73,18.58,1.22,0.16,1.6,1.49,0.3,21.07,0.11,0.08,5.34,56.24,8.83000060081482,108,27.44,36.98,7.23,60.27,75.44,7.63,"Point Pleasant FM","Potage",2,37300,0.33,0.08,0.0016,5,0.043,0.002,120,0.00074,0.43,0.0029,0.00014,0.4,0.00024,0.00099,0.88,119.080004806519,0.0052,0.0015
6341,3.17,16.91,1.62,0.13,1.3,1.52,0.3,23.23,0.11,0.13,4.91,39.52,8.83000030040741,106.29,25.23,45.26,7.4,46.1,64.18,9.39,"Point Pleasant FM","Potage",4,31700,0.51,0.095,0.0015,5.3,0.041,0.002,130,8e-04,0.41,0.0034,0.00015,0.48,0.00028,0.0014,0.73,126.160002403259,0.0047,0.0012
6341.6,3.17,16.91,1.62,0.13,1.3,1.52,0.3,23.23,0.11,0.13,4.91,39.52,8.83000030040741,106.29,25.23,45.26,7.4,46.1,64.18,9.39,"Point Pleasant FM","Potage",4,31700,0.51,0.095,0.0015,5.3,0.041,0.002,130,8e-04,0.41,0.0034,0.00015,0.48,0.00028,0.0014,0.73,126.160002403259,0.0047,0.0012
6342,3.97,17.94,1.22,0.47,1.36,1.16,1.34,20.62,0.1,0.02,7.56,45.27,8.83000015020371,95.22,47.83,27.08,6.26,57.11,69.58,8.55,"Point Pleasant FM","Potage",2,39700,0.31,0.34,0.0014,4.5,0.12,0.0018,38,0.0012,0.34,0.0024,0.00019,0.29,0.00022,0.00068,0.87,115.20000120163,0.0048,0.0011
6342.6,3.97,17.94,1.22,0.47,1.36,1.16,1.34,20.62,0.1,0.02,7.56,45.27,8.83000015020371,95.22,47.83,27.08,6.26,57.11,69.58,8.55,"Point Pleasant FM","Potage",2,39700,0.31,0.34,0.0014,4.5,0.12,0.0018,38,0.0012,0.34,0.0024,0.00019,0.29,0.00022,0.00068,0.87,115.20000120163,0.0048,0.0011
6343,3.75,19.07,1.22,0.17,1.99,1.75,1.37,19.47,0.1,0.12,5.03,60.93,8.83000007510185,113.42,37.55,34.91,6.415,23.9,74.85,13.15,"Point Pleasant FM","Potage",2,37500,0.33,0.37,0.00064,5.1,0.045,0.002,110,0.001,0.53,0.003,0.00013,0.47,0.00024,0.00093,0.98,115.820000600815,0.0051,0.0016
6343.6,3.75,19.07,1.22,0.17,1.99,1.75,1.37,19.47,0.1,0.12,5.03,60.93,8.83000007510185,113.42,37.55,34.91,6.415,23.9,74.85,13.15,"Point Pleasant FM","Potage",2,37500,0.33,0.37,0.00064,5.1,0.045,0.002,110,0.001,0.53,0.003,0.00013,0.47,0.00024,0.00093,0.98,115.820000600815,0.0051,0.0016
6344,2.14,9.21,0.86,1.2,1.45,1.46,1,32.49,0.17,0.05,6.21,10,8.83000003755093,108.25,37.8,13.28,6.4925,24.43,35.33,10.13,"Point Pleasant FM","Potage",4,21400,0.4,0.47,0.0011,4.3,0.56,0.0017,7.7,0.0018,0.68,0.0051,0.00029,0.68,0.00041,0.00062,0.28,110.370000300407,0.0052,0.00047
6344.6,2.14,9.21,0.86,1.2,1.45,1.46,1,32.49,0.17,0.05,6.21,10,8.83000003755093,108.25,37.8,13.28,6.4925,24.43,35.33,10.13,"Point Pleasant FM","Potage",4,21400,0.4,0.47,0.0011,4.3,0.56,0.0017,7.7,0.0018,0.68,0.0051,0.00029,0.68,0.00041,0.00062,0.28,110.370000300407,0.0052,0.00047
6345,3.5,18.06,1.08,0.15,1.62,1.58,0.77,23.07,0.13,0.09,5.89,31.48,8.83000001877546,112.99,44.68,52.65,6.53125,49.95,70.95,10.13,"Point Pleasant FM","Potage",2,35000,0.31,0.22,0.0014,5.2,0.043,0.002,120,0.0013,0.46,0.0032,0.00017,0.45,0.00025,0.0015,0.78,114.045000150204,0.0056,9e-04
6345.6,3.5,18.06,1.08,0.15,1.62,1.58,0.77,23.07,0.13,0.09,5.89,31.48,8.83000001877546,112.99,44.68,52.65,6.53125,49.95,70.95,10.13,"Point Pleasant FM","Potage",2,35000,0.31,0.22,0.0014,5.2,0.043,0.002,120,0.0013,0.46,0.0032,0.00017,0.45,0.00025,0.0015,0.78,114.045000150204,0.0056,9e-04
6346,3.58,16.94,1.13,0.001,1.44,1.5,0.3,23.76,0.12,0.16,10.12,10,8.83000000938773,107.94,47.08,62.7,6.57,20.81,54.96,8.41,"Point Pleasant FM","Potage",4,35800,0.32,0.084,0.00058,4.7,0.00028,0.0015,17000,0.0013,0.4,0.003,0.00028,0.42,0.00025,0.0018,0.71,115.000000075102,0.0051,0.00028
6346.6,3.58,16.94,1.13,0.001,1.44,1.5,0.3,23.76,0.12,0.16,10.12,10,8.83000000938773,107.94,47.08,62.7,6.57,20.81,54.96,8.41,"Point Pleasant FM","Potage",4,35800,0.32,0.084,0.00058,4.7,0.00028,0.0015,17000,0.0013,0.4,0.003,0.00028,0.42,0.00025,0.0018,0.71,115.000000075102,0.0051,0.00028
6347,2.87,18.29,1.64,0.2,1.11,0.93,0.3,22.78,0.12,0.12,4.37,57.54,8.83000000469386,99.55,33.08,31.03,6.64,49.14,75.49,6.93,"Point Pleasant FM","Potage",4,28700,0.57,0.1,0.0017,6.4,0.07,0.0026,91,0.0012,0.39,0.0035,0.00015,0.32,0.00031,0.0011,0.8,123.440000037551,0.0053,0.002
6347.6,2.87,18.29,1.64,0.2,1.11,0.93,0.3,22.78,0.12,0.12,4.37,57.54,8.83000000469386,99.55,33.08,31.03,6.64,49.14,75.49,6.93,"Point Pleasant FM","Potage",4,28700,0.57,0.1,0.0017,6.4,0.07,0.0026,91,0.0012,0.39,0.0035,0.00015,0.32,0.00031,0.0011,0.8,123.440000037551,0.0053,0.002
6348,3.79,18.66,1.25,0.17,1.61,1.26,1.45,20.09,0.1,0.13,5.37,49.53,8.83000000234693,96.4,42.48,61.46,7.82,26.44,80.34,12.13,"Point Pleasant FM","Potage",2,37900,0.33,0.38,7e-04,4.9,0.045,0.0021,110,0.0011,0.42,0.0025,0.00014,0.33,0.00023,0.0016,0.93,121.920000018775,0.005,0.0013
6348.6,3.79,18.66,1.25,0.17,1.61,1.26,1.45,20.09,0.1,0.13,5.37,49.53,8.83000000234693,96.4,42.48,61.46,7.82,26.44,80.34,12.13,"Point Pleasant FM","Potage",2,37900,0.33,0.38,7e-04,4.9,0.045,0.0021,110,0.0011,0.42,0.0025,0.00014,0.33,0.00023,0.0016,0.93,121.920000018775,0.005,0.0013
6349,3.03,17.65,1.58,0.15,1.27,1.18,1.41,23.92,0.12,0.13,5.44,37.01,8.83000000117347,107.22,34.08,35.52,7.515,46.45,65.46,7.85,"Point Pleasant FM","Potage",2,30300,0.52,0.47,0.0015,5.8,0.05,0.0022,120,0.0011,0.42,0.0035,0.00018,0.39,0.00029,0.0012,0.74,125.980000009388,0.005,0.0012
6349.6,3.03,17.65,1.58,0.15,1.27,1.18,1.41,23.92,0.12,0.13,5.44,37.01,8.83000000117347,107.22,34.08,35.52,7.515,46.45,65.46,7.85,"Point Pleasant FM","Potage",2,30300,0.52,0.47,0.0015,5.8,0.05,0.0022,120,0.0011,0.42,0.0035,0.00018,0.39,0.00029,0.0012,0.74,125.980000009388,0.005,0.0012
6350,3.2,20.21,1.02,0.001,1.43,1.24,0.87,21.97,0.1,0.07,4.74,10,8.83000000058673,103.11,37.02,46.77,7.21,20.61,53.77,14.28,"Point Pleasant FM","Potage",4,32000,0.32,0.27,0.00064,6.3,0.00031,0.0017,20000,0.0012,0.45,0.0032,0.00015,0.39,0.00028,0.0015,0.92,115.800000004694,0.0046,0.00031
6350.6,3.2,20.21,1.02,0.001,1.43,1.24,0.87,21.97,0.1,0.07,4.74,10,8.83000000058673,103.11,37.02,46.77,7.21,20.61,53.77,14.28,"Point Pleasant FM","Potage",4,32000,0.32,0.27,0.00064,6.3,0.00031,0.0017,20000,0.0012,0.45,0.0032,0.00015,0.39,0.00028,0.0015,0.92,115.800000004694,0.0046,0.00031
6351,1.81,14.45,0.56,0.001,1.3,1.53,1.04,27.91,0.13,0.23,1.5,10,8.83000000029337,90.02,34.14,41.65,6.685,11.19,41.28,13.4,"Point Pleasant FM","Potage",4,18100,0.31,0.57,0.00062,8,0.00055,0.0023,14000,0.0019,0.72,0.005,8.3e-05,0.85,0.00049,0.0023,0.52,106.340000002347,0.0047,0.00055
6351.6,1.81,14.45,0.56,0.001,1.3,1.53,1.04,27.91,0.13,0.23,1.5,10,8.83000000029337,90.02,34.14,41.65,6.685,11.19,41.28,13.4,"Point Pleasant FM","Potage",4,18100,0.31,0.57,0.00062,8,0.00055,0.0023,14000,0.0019,0.72,0.005,8.3e-05,0.85,0.00049,0.0023,0.52,106.340000002347,0.0047,0.00055
6352,2.66,17.15,0.91,0.001,1.3,2.23,0.3,22.38,0.11,0.34,1.5,10,8.83000000014668,97.19,42.52,57.61,6.16,44.28,62.75,10.96,"Point Pleasant FM","Potage",4,26600,0.34,0.11,0.0017,6.4,0.00038,0.0024,17000,0.0016,0.49,0.0037,5.6e-05,0.84,0.00033,0.0022,0.77,109.840000001173,0.0049,0.00038
6352.6,2.66,17.15,0.91,0.001,1.3,2.23,0.3,22.38,0.11,0.34,1.5,10,8.83000000014668,97.19,42.52,57.61,6.16,44.28,62.75,10.96,"Point Pleasant FM","Potage",4,26600,0.34,0.11,0.0017,6.4,0.00038,0.0024,17000,0.0016,0.49,0.0037,5.6e-05,0.84,0.00033,0.0022,0.77,109.840000001173,0.0049,0.00038
6353,2.02,14.1,1.08,0.57,1,0.94,0.97,27.91,0.12,0.08,1.5,10,8.83000000007334,87.01,55.47,34.37,4.31,32.47,56.34,9.94,"Point Pleasant FM","Potage",4,20200,0.53,0.48,0.0016,7,0.28,0.0028,25,0.0027,0.5,0.0043,7.4e-05,0.47,0.00044,0.0017,0.51,105.160000000587,0.0043,5e-04
6353.6,2.02,14.1,1.08,0.57,1,0.94,0.97,27.91,0.12,0.08,1.5,10,8.83000000007334,87.01,55.47,34.37,4.31,32.47,56.34,9.94,"Point Pleasant FM","Potage",4,20200,0.53,0.48,0.0016,7,0.28,0.0028,25,0.0027,0.5,0.0043,7.4e-05,0.47,0.00044,0.0017,0.51,105.160000000587,0.0043,5e-04
6354,2.93,19.52,0.92,0.001,1.33,1.14,0.59,22.24,0.1,0.11,1.5,10,8.83000000003667,105.29,40.15,96.8,4.865,17.56,54.19,8.56,"Point Pleasant FM","Potage",4,29300,0.31,0.2,6e-04,6.7,0.00034,0.0018,20000,0.0014,0.45,0.0036,5.1e-05,0.39,3e-04,0.0033,0.88,104.820000000293,0.0045,0.00034
6354.6,2.93,19.52,0.92,0.001,1.33,1.14,0.59,22.24,0.1,0.11,1.5,10,8.83000000003667,105.29,40.15,96.8,4.865,17.56,54.19,8.56,"Point Pleasant FM","Potage",4,29300,0.31,0.2,6e-04,6.7,0.00034,0.0018,20000,0.0014,0.45,0.0036,5.1e-05,0.39,3e-04,0.0033,0.88,104.820000000293,0.0045,0.00034
6355,1.9,15.88,0.92,0.08,0.66,0.72,0.92,28,0.12,0.08,1.5,22.62,8.83000000001833,77.3,39.45,87.57,5.42,24.61,46.64,5,"Point Pleasant FM","Potage",4,19000,0.48,0.48,0.0013,8.4,0.042,0.0025,200,0.0021,0.35,0.0041,7.9e-05,0.38,0.00046,0.0046,0.57,107.040000000147,0.0043,0.0012
6355.6,1.9,15.88,0.92,0.08,0.66,0.72,0.92,28,0.12,0.08,1.5,22.62,8.83000000001833,77.3,39.45,87.57,5.42,24.61,46.64,5,"Point Pleasant FM","Potage",4,19000,0.48,0.48,0.0013,8.4,0.042,0.0025,200,0.0021,0.35,0.0041,7.9e-05,0.38,0.00046,0.0046,0.57,107.040000000147,0.0043,0.0012
6356,1.95,10.66,1.1,0.07,1.08,0.94,0.3,32.27,0.12,0.05,1.5,10,8.83000000000917,91.41,37.69,15.63,4.61,34.46,52.83,7.88,"Point Pleasant FM","Potage",4,19500,0.56,0.15,0.0018,5.5,0.036,0.0027,150,0.0019,0.55,0.0047,7.7e-05,0.48,0.00045,8e-04,0.33,106.680000000073,0.0037,0.00051
6356.6,1.95,10.66,1.1,0.07,1.08,0.94,0.3,32.27,0.12,0.05,1.5,10,8.83000000000917,91.41,37.69,15.63,4.61,34.46,52.83,7.88,"Point Pleasant FM","Potage",4,19500,0.56,0.15,0.0018,5.5,0.036,0.0027,150,0.0019,0.55,0.0047,7.7e-05,0.48,0.00045,8e-04,0.33,106.680000000073,0.0037,0.00051
6357,1.81,13.01,0.94,0.08,1.5,1.74,1.5,30.65,0.12,0.21,5.1,10,8.83000000000458,82.91,37.25,7.5,5.9,29.56,45.83,7.51,"Point Pleasant FM","Potage",4,18100,0.52,0.83,0.0016,7.2,0.044,0.0025,160,0.0021,0.83,0.0046,0.00028,0.96,0.00049,0.00041,0.42,109.280000000037,0.0039,0.00055
