"Factor1","Factor2","WH_LAT83","WH_LONG83","Formation"
0.222734411887998,2.22526055563023,41.7564889243739,-80.6097357188997,"Utica"
0.367967510430556,1.88660666464424,41.6219882403622,-80.8690817962599,"Utica"
0.806943453365229,-0.432883333260096,40.6713017258336,-80.9405939050095,"Utica"
0.594219867671805,-0.29706149488073,40.8117538512387,-80.8541802156989,"Utica"
0.576662671776979,0.590611420435192,40.3063365685197,-81.7797493923495,"Utica"
1.25703433767939,0.575578034706391,41.4526675830004,-81.1746512496008,"Utica"
0.0702503418161716,1.59686032603249,41.3972100735013,-81.1428162391717,"Utica"
0.957828931697548,-0.431602457975852,40.2619089491757,-80.9661005993497,"Utica"
-0.529638170243836,-0.677887551826273,39.4119852262273,-82.2910531965038,"Utica"
0.664153695668003,-0.488862156644485,39.8290522208289,-81.4962542209626,"Utica"
0.772201782208406,0.0672342345626469,41.2076655563794,-81.1707113819709,"Utica"
0.931618658260856,-0.582502620633946,40.9532246334417,-81.262619992378,"Utica"
0.455816903910538,-0.0543528367085341,40.7222632444427,-81.4871007111502,"Utica"
0.925772103670659,0.157593293177616,41.375496244402,-80.9938522598791,"Utica"
0.672277935079197,-0.822462332696393,40.4506502378613,-81.5961539359169,"Utica"
0.642788465389966,-0.252843556307741,39.4707346788607,-81.2915999510978,"Utica"
0.185445157341917,-1.10838873006319,39.4259878612293,-81.8123081262249,"Utica"
