"WH_LONG83","WH_LAT83","API_WELLNO","CSDCODE","Cum Oil","Cum Gas","SizeCategory","PointSize","df_sim_values"
-81.182634,39.702978,"34111246510000","PNPL",0,5933226,"Small",1,NA
-81.182598,39.703007,"34111246500000","PNPL",0,6841228,"Small",1,NA
-81.182562,39.703037,"34111246530000","PNPL",0,5307193,"Small",1,NA
-81.18253,39.70307,"34111246540000","PNPL",0,5692873,"Small",1,NA
-81.182493,39.7031,"34111246520000","PNPL",0,8669811,"Small",1,NA
-81.179096,40.20159,"34067212720000","PNPL",151332,1846705,"Large",3,NA
-81.178959,40.201619,"34067212710000","PNPL",135023,1934273,"Large",3,NA
-81.178678,40.224741,"34067213660000","PNPL",109108,1408264,"Large",3,NA
-81.178644,40.224787,"34067213650000","PNPL",119995,1607128,"Large",3,NA
-81.178608,40.224836,"34067213640000","PNPL",211021,2251241,"Large",3,NA
-81.178599,40.224737,"34067212760000","PNPL",100347,2035301,"Large",3,NA
-81.178574,40.224885,"34067213620000","PNPL",221579,2288266,"Large",3,NA
-81.178562,40.224786,"34067213120000","PNPL",59862,1384606,"Medium",2,NA
-81.178529,40.224833,"34067213130000","PNPL",69134,1509716,"Large",3,NA
-81.178492,40.224882,"34067213140000","PNPL",72919,1506564,"Large",3,NA
-81.178459,40.224931,"34067213150000","PNPL",87231,1581474,"Large",3,NA
-81.177171,39.861067,"34111246240000","PNPL",0,8597568,"Small",1,NA
-81.177153,39.861105,"34111246930000","PNPL",0,8271176,"Small",1,NA
-81.177134,39.861143,"34111246940000","PNPL",0,8096848,"Small",1,NA
-81.177079,39.861261,"34111246900000","PNPL",0,7862763,"Small",1,NA
-81.17706,39.861299,"34111246910000","PNPL",0,7416698,"Small",1,NA
-81.177041,39.861337,"34111246920000","PNPL",0,8505986,"Small",1,NA
-81.176734,39.889462,"34013206930000","PNPL",5,11709622,"Small",1,NA
-81.176681,39.889461,"34013206830000","PNPL",6,9158199,"Small",1,NA
-81.176627,39.889461,"34013206840000","PNPL",5,7760957,"Small",1,NA
-81.174794,40.239097,"34067214150000","PNPL",151104,2623722,"Large",3,NA
-81.174766,40.239047,"34067214160000","PNPL",160121,2728731,"Large",3,NA
-81.174735,40.238998,"34067214170000","PNPL",145096,2522290,"Large",3,NA
-81.174707,40.238948,"34067214090000","PNPL",134079,2222233,"Large",3,NA
-81.174676,40.238898,"34067214180000","PNPL",146242,2201234,"Large",3,NA
-81.17385,40.120465,"34013209230000","PNPL",6052,26873,"Medium",2,NA
-81.171362,40.408074,"34067215280000","PNPL",201570,1068377,"Large",3,NA
-81.171265,40.408059,"34067215270000","PNPL",237723,1198111,"Large",3,NA
-81.17125,40.194282,"34067212610000","PNPL",168928,5749971,"Large",3,NA
-81.171102,39.866218,"34111246670000","PNPL",0,8776444,"Small",1,NA
-81.171052,39.866225,"34111247070000","PNPL",0,8737206,"Small",1,NA
-81.170998,39.866233,"34111247050000","PNPL",0,10158497,"Small",1,NA
-81.170945,39.866241,"34111247060000","PNPL",0,11583045,"Small",1,NA
-81.170721,39.890635,"34013206700100","PNPL",422,7654436,"Small",1,NA
-81.170699,39.890473,"34013206990000","PNPL",37,10407932,"Small",1,NA
-81.170134,39.889445,"34013207400000","PNPL",65,13454623,"Small",1,NA
-81.170023,39.677605,"34111246640000","PNPL",0,13535646,"Small",1,NA
-81.16999,39.889498,"34013207370000","PNPL",16,11736837,"Small",1,NA
-81.169709,40.344608,"34067211210000","PNPL",140529,906512,"Large",3,NA
-81.169656,40.344571,"34067211220000","PNPL",149477,958745,"Large",3,NA
-81.167648,40.314688,"34067214740000","PNPL",111719,934224,"Large",3,NA
-81.167603,40.185465,"34067211130000","PNPL",72680,1623363,"Large",3,NA
-81.167571,40.185432,"34067210720100","PNPL",64897,2061882,"Large",3,NA
-81.167545,40.254073,"34067212650000","PNPL",192827,1385720,"Large",3,NA
-81.167536,40.185399,"34067211360000","PNPL",101307,2309948,"Large",3,NA
-81.167474,40.25408,"34067212660000","PNPL",149161,1184958,"Large",3,NA
-81.167405,40.254088,"34067212590000","PNPL",123797,1135181,"Large",3,NA
-81.167334,40.254098,"34067212640000","PNPL",138783,1285849,"Large",3,NA
-81.167262,40.254105,"34067212670000","PNPL",138020,1001141,"Large",3,NA
-81.165441,40.421451,"34067214830000","PNPL",126575,819663,"Large",3,NA
-81.165437,40.421506,"34067213000000","PNPL",156206,982539,"Large",3,NA
-81.165432,40.421561,"34067214820000","PNPL",172314,1035789,"Large",3,NA
-81.165431,40.473827,"34019226940000","PNPL",150800,944795,"Large",3,NA
-81.165427,40.421616,"34067212990000","PNPL",143363,879302,"Large",3,NA
-81.165374,40.473794,"34019226930000","PNPL",202138,1530039,"Large",3,NA
-81.165356,40.42142,"34067215260000","PNPL",255977,1347105,"Large",3,NA
-81.165347,40.421527,"34067214810000","PNPL",172674,1284049,"Large",3,NA
-81.165338,40.421582,"34067212980000","PNPL",204326,1511370,"Large",3,NA
-81.165334,40.421637,"34067214800000","PNPL",256566,1728357,"Large",3,NA
-81.165317,40.47376,"34019226990000","PNPL",133293,921226,"Large",3,NA
-81.165264,40.473727,"34019222710000","PNPL",133114,895395,"Large",3,NA
-81.165207,40.473693,"34019227010000","PNPL",123679,779715,"Large",3,NA
-81.16515,40.473659,"34019227000000","PNPL",143217,983954,"Large",3,NA
-81.164717,39.945837,"34013211300000","PNPL",10,15132576,"Small",1,NA
-81.164663,39.945836,"34013211290000","PNPL",9,12195000,"Small",1,NA
-81.16461,39.945836,"34013211330000","PNPL",8,11746854,"Small",1,NA
-81.164556,39.945835,"34013211310000","PNPL",14,9591779,"Small",1,NA
-81.164503,39.945834,"34013211320000","PNPL",21,8330704,"Small",1,NA
-81.16274,40.203296,"34067211830000","PNPL",106453,3250985,"Large",3,NA
-81.162677,40.203364,"34067212090000","PNPL",97410,2693355,"Large",3,NA
-81.16266,40.219426,"34067212580000","PNPL",96355,2395533,"Large",3,NA
-81.162602,40.219458,"34067213970000","PNPL",91835,2480367,"Large",3,NA
-81.162541,40.219488,"34067213960000","PNPL",89038,2108254,"Large",3,NA
-81.162483,40.21952,"34067213940000","PNPL",76694,2541251,"Large",3,NA
-81.162425,40.219549,"34067213950000","PNPL",136231,2702929,"Large",3,NA
-81.161366,40.434594,"34019227310000","PNPL",169337,1058740,"Large",3,NA
-81.161361,40.434704,"34019227280000","PNPL",168695,995363,"Large",3,NA
-81.161359,40.434759,"34019225980000","PNPL",130716,810674,"Large",3,NA
-81.158567,39.892622,"34013207170000","PNPL",10,9325381,"Small",1,NA
-81.157388,40.478334,"34019227090000","PNPL",147534,1127267,"Large",3,NA
-81.157376,40.478389,"34019227070000","PNPL",107656,1082705,"Large",3,NA
-81.157364,40.478444,"34019227020000","PNPL",286779,2138235,"Large",3,NA
-81.157318,40.478243,"34019227060000","PNPL",102793,886034,"Large",3,NA
-81.157306,40.478295,"34019227080000","PNPL",176982,1400937,"Large",3,NA
-81.157294,40.478349,"34019227050000","PNPL",113722,908028,"Large",3,NA
-81.157282,40.478404,"34019227040000","PNPL",177014,1950351,"Large",3,NA
-81.157267,40.478459,"34019227030000","PNPL",267535,2250880,"Large",3,NA
-81.153097,40.259289,"34067213350000","PNPL",177835,1505682,"Large",3,NA
-81.153077,40.259236,"34067213320000","PNPL",145705,1454021,"Large",3,NA
-81.153053,40.259184,"34067213310000","PNPL",148076,1550727,"Large",3,NA
-81.153029,40.259132,"34067213340000","PNPL",185438,1949774,"Large",3,NA
-81.153009,40.259079,"34067213330000","PNPL",182132,1713185,"Large",3,NA
-81.153008,40.259282,"34067213300000","PNPL",199433,2214493,"Large",3,NA
-81.152988,40.25923,"34067213290000","PNPL",163359,2199052,"Large",3,NA
-81.152964,40.259177,"34067213280000","PNPL",164517,2175050,"Large",3,NA
-81.15294,40.259125,"34067212890000","PNPL",154391,1511071,"Large",3,NA
-81.149255,40.228898,"34067214050000","PNPL",333287,3363011,"Large",3,NA
-81.14735,39.945572,"34013211130000","PNPL",4,10130233,"Small",1,NA
-81.147301,39.945558,"34013211120000","PNPL",5,11009169,"Small",1,NA
-81.147247,39.945543,"34013211140000","PNPL",5,8342106,"Small",1,NA
-81.145677,40.032691,"34013206970000","PNPL",29067,10384022,"Medium",2,NA
-81.14564,40.032723,"34013206910000","PNPL",5968,3820658,"Medium",2,NA
-81.145597,40.032764,"34013206580100","PNPL",17857,6990473,"Medium",2,NA
-81.14555,40.032807,"34013206900000","PNPL",26745,9967458,"Medium",2,NA
-81.14455,40.035711,"34013208870000","PNPL",2816,11040445,"Small",1,NA
-81.144507,40.035733,"34013208860000","PNPL",2226,9306991,"Small",1,NA
-81.14446,40.035751,"34013208880000","PNPL",1785,9145987,"Small",1,NA
-81.144156,39.893019,"34013208920000","PNPL",4,7842178,"Small",1,NA
-81.14411,39.893035,"34013208910000","PNPL",2,5846898,"Small",1,NA
-81.144059,39.893051,"34013208900000","PNPL",3,5509736,"Small",1,NA
-81.144009,39.893066,"34013208750000","PNPL",2,8419675,"Small",1,NA
-81.142579,40.28386,"34067215240000","PNPL",160071,1780892,"Large",3,NA
-81.142566,40.283805,"34067215230000","PNPL",130816,1649995,"Large",3,NA
-81.142553,40.28375,"34067215220000","PNPL",119695,1425293,"Large",3,NA
-81.14254,40.283697,"34067215210000","PNPL",150582,1455575,"Large",3,NA
-81.142393,40.37078,"34067214350000","PNPL",256236,1164049,"Large",3,NA
-81.142388,40.370835,"34067214340000","PNPL",254669,1491349,"Large",3,NA
-81.142383,40.370889,"34067214360000","PNPL",238040,1254174,"Large",3,NA
-81.142379,40.370941,"34067214330000","PNPL",229706,1653462,"Large",3,NA
-81.142323,40.448096,"34019227140000","PNPL",267852,1945067,"Large",3,NA
-81.142282,40.448142,"34019227100000","PNPL",357364,2758323,"Large",3,NA
-81.142161,40.448278,"34019227150000","PNPL",214156,2066948,"Large",3,NA
-81.142145,40.44817,"34019227120000","PNPL",289179,2675207,"Large",3,NA
-81.142047,40.431108,"34067213490000","PNPL",217317,1446040,"Large",3,NA
-81.142003,40.431151,"34067213480000","PNPL",279228,2429391,"Large",3,NA
-81.141995,40.431044,"34067213540000","PNPL",257248,1708528,"Large",3,NA
-81.141959,40.431197,"34067213470000","PNPL",283917,2266841,"Large",3,NA
-81.141954,40.431087,"34067213550000","PNPL",223662,1632000,"Large",3,NA
-81.14191,40.431131,"34067213530000","PNPL",222145,1651190,"Large",3,NA
-81.141866,40.431177,"34067213520000","PNPL",204766,1553390,"Large",3,NA
-81.141826,40.43122,"34067213510000","PNPL",215386,1704979,"Large",3,NA
-81.141782,40.431264,"34067213500000","PNPL",196841,1669314,"Large",3,NA
-81.140651,40.536005,"34019221470000","PNPL",156880,1222019,"Large",3,NA
-81.139901,40.378758,"34067213770000","PNPL",314323,1587529,"Large",3,NA
-81.139855,40.49501,"34019225820000","PNPL",287748,2176692,"Large",3,NA
-81.13984,40.495064,"34019225810000","PNPL",329298,2500650,"Large",3,NA
-81.139829,40.378751,"34067212210000","PNPL",232532,1764586,"Large",3,NA
-81.139828,40.495119,"34019225800000","PNPL",298591,2490935,"Large",3,NA
-81.139816,40.495171,"34019225790000","PNPL",186804,1458511,"Large",3,NA
-81.139757,40.378748,"34067212230000","PNPL",221120,2034436,"Large",3,NA
-81.139686,40.378744,"34067212220000","PNPL",265888,1748558,"Large",3,NA
-81.138834,40.03903,"34013207840000","PNPL",6134,7415976,"Medium",2,NA
-81.138781,40.03903,"34013207830000","PNPL",6507,8812965,"Medium",2,NA
-81.135748,40.265042,"34067214420000","PNPL",231137,4176263,"Large",3,NA
-81.135742,40.264987,"34067214430000","PNPL",177827,3992620,"Large",3,NA
-81.135733,40.26488,"34067214840000","PNPL",192677,4171990,"Large",3,NA
-81.13462,40.554063,"34019222940000","PNPL",149602,1292781,"Large",3,NA
-81.134511,40.55413,"34019223480000","PNPL",122536,1207762,"Large",3,NA
-81.134477,40.554061,"34019223400000","PNPL",146831,1410849,"Large",3,NA
-81.134439,40.554129,"34019223410000","PNPL",122819,1142073,"Large",3,NA
-81.133722,40.04125,"34013209190000","PNPL",1590,8431790,"Small",1,NA
-81.133676,40.041227,"34013209170000","PNPL",1531,7897281,"Small",1,NA
-81.13363,40.041207,"34013209180000","PNPL",641,8400275,"Small",1,NA
-81.131437,40.502033,"34019226160000","PNPL",292052,2240736,"Large",3,NA
-81.131418,40.502085,"34019226450000","PNPL",267571,2216394,"Large",3,NA
-81.131398,40.50214,"34019226440000","PNPL",232447,2106252,"Large",3,NA
-81.131379,40.502192,"34019226430000","PNPL",279685,2381514,"Large",3,NA
-81.131037,40.464989,"34019227450000","PNPL",246746,2307890,"Large",3,NA
-81.130965,40.464983,"34019227440000","PNPL",251519,2820392,"Large",3,NA
-81.130893,40.46498,"34019226420000","PNPL",259759,2854554,"Large",3,NA
-81.129817,39.908353,"34013210030000","PNPL",0,13293133,"Small",1,NA
-81.129768,39.908345,"34013210070000","PNPL",0,11833326,"Small",1,NA
-81.129553,40.563814,"34019222910000","PNPL",104368,994960,"Large",3,NA
-81.129524,40.563846,"34019222920000","PNPL",114321,1029102,"Large",3,NA
-81.129494,40.563881,"34019221370000","PNPL",116609,1145077,"Large",3,NA
-81.129478,40.563804,"34019221100000","PNPL",104831,935649,"Large",3,NA
-81.129465,40.563914,"34019222930000","PNPL",75434,760559,"Large",3,NA
-81.128766,40.402659,"34067210980000","PNPL",115421,607332,"Large",3,NA
-81.12869,40.402658,"34067210990000","PNPL",52184,350466,"Medium",2,NA
-81.128618,40.402655,"34067211000000","PNPL",80543,534296,"Large",3,NA
-81.128603,40.382631,"34067211740000","PNPL",88126,792843,"Large",3,NA
-81.128587,40.382559,"34067211750000","PNPL",111264,1201083,"Large",3,NA
-81.12855,40.402656,"34067211010000","PNPL",124142,809565,"Large",3,NA
-81.128535,40.382622,"34067211790000","PNPL",113707,1049800,"Large",3,NA
-81.128515,40.382547,"34067211770000","PNPL",101237,1194891,"Large",3,NA
-81.128478,40.402656,"34067210910100","PNPL",84257,556610,"Large",3,NA
-81.128464,40.38261,"34067211780000","PNPL",148235,1457449,"Large",3,NA
-81.128443,40.382538,"34067211760000","PNPL",113431,1338950,"Large",3,NA
-81.128392,40.382601,"34067211800000","PNPL",179421,1678634,"Large",3,NA
-81.128307,40.529821,"34019221720000","PNPL",131261,1133925,"Large",3,NA
-81.128257,40.529779,"34019221760000","PNPL",117613,1268084,"Large",3,NA
-81.128212,40.529738,"34019221640000","PNPL",129230,1075222,"Large",3,NA
-81.128132,40.529756,"34019221770000","PNPL",60312,566201,"Medium",2,NA
-81.12624,40.575378,"34019226660000","PNPL",174390,1654484,"Large",3,NA
-81.126169,40.575371,"34019226670000","PNPL",152042,1618145,"Large",3,NA
-81.126137,40.575305,"34019226640000","PNPL",94305,895788,"Large",3,NA
-81.126097,40.575371,"34019226680000","PNPL",146479,1494850,"Large",3,NA
-81.126066,40.575302,"34019226650000","PNPL",105245,985060,"Large",3,NA
-81.126025,40.57537,"34019226690000","PNPL",159730,1463374,"Large",3,NA
-81.125609,40.267693,"34067214490000","PNPL",184722,4525249,"Large",3,NA
-81.125576,40.267742,"34067214450000","PNPL",111956,2766500,"Large",3,NA
-81.125543,40.267791,"34067214460000","PNPL",105217,2967263,"Large",3,NA
-81.125525,40.267939,"34067214850000","PNPL",156094,3219094,"Large",3,NA
-81.125509,40.26784,"34067214470000","PNPL",115204,3187979,"Large",3,NA
-81.125312,39.927942,"34013207580000","PNPL",3,7766888,"Small",1,NA
-81.125308,39.927983,"34013207590000","PNPL",4,7811809,"Small",1,NA
-81.124316,40.413438,"34067213220000","PNPL",246592,2082920,"Large",3,NA
-81.124263,40.413402,"34067212730000","PNPL",194498,2057200,"Large",3,NA
-81.12421,40.413366,"34067212740000","PNPL",194572,1936190,"Large",3,NA
-81.124157,40.413329,"34067212750000","PNPL",191077,1659130,"Large",3,NA
-81.123045,40.043245,"34013206880000","PNPL",3064,7995938,"Small",1,NA
-81.123021,40.043189,"34013206570100","PNPL",3548,3928596,"Small",1,NA
-81.122997,40.04314,"34013206890000","PNPL",3185,5297841,"Small",1,NA
-81.122973,40.04309,"34013207060000","PNPL",1317,4486580,"Small",1,NA
-81.122927,39.932057,"34013207910000","PNPL",0,6524778,"Small",1,NA
-81.122823,39.932084,"34013207940000","PNPL",0,8620760,"Small",1,NA
-81.122773,39.932094,"34013207930000","PNPL",1,10216539,"Small",1,NA
-81.122723,39.932107,"34013207960000","PNPL",1,5855142,"Small",1,NA
-81.122669,39.932117,"34013207920000","PNPL",5,8900635,"Small",1,NA
-81.120455,40.044867,"34013207510000","PNPL",2420,7877853,"Small",1,NA
-81.120402,40.044869,"34013207480000","PNPL",2449,7841567,"Small",1,NA
-81.120348,40.044871,"34013207500000","PNPL",1926,6759563,"Small",1,NA
-81.120294,40.044876,"34013207490000","PNPL",3008,8281051,"Small",1,NA
-81.118905,40.636991,"34019226900000","PNPL",280102,2466979,"Large",3,NA
-81.118851,40.636999,"34019226890100","PNPL",145800,1411375,"Large",3,NA
-81.11694,39.944523,"34013209710000","PNPL",4,9141197,"Small",1,NA
-81.116911,39.944558,"34013209720000","PNPL",3,8673890,"Small",1,NA
-81.116882,39.944594,"34013209730000","PNPL",4,9289218,"Small",1,NA
-81.116853,39.944626,"34013209790000","PNPL",3,10161921,"Small",1,NA
-81.116681,40.332111,"34067212470100","PNPL",213989,2255566,"Large",3,NA
-81.116648,40.33216,"34067212480100","PNPL",140020,1709318,"Large",3,NA
-81.116584,40.332261,"34067212450100","PNPL",142570,1935306,"Large",3,NA
-81.116555,40.33231,"34067212440100","PNPL",116095,1556659,"Large",3,NA
-81.11617,40.68316,"34019221970100","PNPL",696,0,"Small",1,NA
-81.112914,39.939297,"34013211600000","PNPL",1,9779287,"Small",1,NA
-81.11286,39.939311,"34013211610000","PNPL",1,10213844,"Small",1,NA
-81.11281,39.939324,"34013211620000","PNPL",1,11561970,"Small",1,NA
-81.111395,40.452146,"34019223060000","PNPL",101095,1044645,"Large",3,NA
-81.111344,40.452041,"34019223050000","PNPL",92292,999700,"Large",3,NA
-81.111322,40.452195,"34019223030000","PNPL",139680,1515699,"Large",3,NA
-81.111298,40.452142,"34019223070000","PNPL",192988,2477133,"Large",3,NA
-81.111274,40.452092,"34019223090000","PNPL",257293,3474296,"Large",3,NA
-81.110004,40.414127,"34067214710000","PNPL",276907,2490148,"Large",3,NA
-81.109949,40.414164,"34067214700000","PNPL",285834,2678412,"Large",3,NA
-81.109895,40.4142,"34067214690000","PNPL",251892,2503532,"Large",3,NA
-81.108325,40.040878,"34013207650000","PNPL",5024,8541279,"Small",1,NA
-81.108013,40.353655,"34067211120000","PNPL",111899,1460251,"Large",3,NA
-81.108012,40.35371,"34067210860000","PNPL",114325,1482457,"Large",3,NA
-81.108011,40.353765,"34067210700000","PNPL",122656,1381642,"Large",3,NA
-81.107941,40.353681,"34067211110000","PNPL",100810,1301698,"Large",3,NA
-81.10794,40.353736,"34067211030000","PNPL",90395,1114551,"Large",3,NA
-81.107938,40.353791,"34067211020000","PNPL",103316,1332673,"Large",3,NA
-81.104924,40.500666,"34019222890000","PNPL",100087,984294,"Large",3,NA
-81.104878,40.500625,"34019222580000","PNPL",102042,978073,"Large",3,NA
-81.104832,40.500583,"34019222480000","PNPL",122887,1248730,"Large",3,NA
-81.104786,40.500541,"34019221910000","PNPL",103601,1151092,"Large",3,NA
-81.104317,39.594449,"34111248230100","PNPL",0,3879914,"Small",1,NA
-81.104297,39.594397,"34111248250000","PNPL",0,6565048,"Small",1,NA
-81.104277,39.594341,"34111248240000","PNPL",0,5410739,"Small",1,NA
-81.10376,40.056719,"34013207070000","PNPL",3339,8374898,"Small",1,NA
-81.103713,40.056738,"34013207080000","PNPL",2951,7713686,"Small",1,NA
-81.103662,40.056757,"34013207090000","PNPL",2603,9416228,"Small",1,NA
-81.103075,40.387581,"34067211730000","PNPL",170010,1880761,"Large",3,NA
-81.103011,40.387555,"34067211720000","PNPL",157546,2081782,"Large",3,NA
-81.102947,40.387532,"34067211810000","PNPL",154255,2001504,"Large",3,NA
-81.102155,40.360229,"34067213610000","PNPL",104094,2010986,"Large",3,NA
-81.102149,40.360174,"34067211920000","PNPL",99733,2081561,"Large",3,NA
-81.102147,40.36012,"34067211910000","PNPL",93517,2148569,"Large",3,NA
-81.102144,40.360065,"34067211900000","PNPL",143022,2033404,"Large",3,NA
-81.102065,40.360261,"34067213600000","PNPL",110560,1704538,"Large",3,NA
-81.102062,40.360206,"34067211890000","PNPL",109705,1824398,"Large",3,NA
-81.10206,40.360151,"34067211880000","PNPL",112381,1686684,"Large",3,NA
-81.102058,40.360096,"34067211930000","PNPL",117627,1673335,"Large",3,NA
-81.101781,40.455274,"34019225440000","PNPL",148245,2129624,"Large",3,NA
-81.101776,40.455329,"34019225450000","PNPL",107396,1873559,"Large",3,NA
-81.101775,40.455383,"34019225460000","PNPL",102114,1860938,"Large",3,NA
-81.101774,40.455438,"34019226070000","PNPL",138635,2451635,"Large",3,NA
-81.101772,40.417016,"34067213900000","PNPL",137136,1988645,"Large",3,NA
-81.101709,40.41696,"34067213560000","PNPL",225998,2370419,"Large",3,NA
-81.101704,40.417034,"34067213910000","PNPL",100437,1770035,"Large",3,NA
-81.101687,40.4553,"34019225430000","PNPL",181435,2204664,"Large",3,NA
-81.101686,40.455355,"34019225480000","PNPL",135521,1742697,"Large",3,NA
-81.101685,40.45541,"34019225470000","PNPL",153451,2162134,"Large",3,NA
-81.101684,40.455465,"34019226060000","PNPL",179743,2242598,"Large",3,NA
-81.10164,40.416981,"34067213570000","PNPL",175361,2217083,"Large",3,NA
-81.101638,40.417055,"34067213920000","PNPL",115165,2040761,"Large",3,NA
-81.101571,40.417,"34067213580000","PNPL",177813,2355953,"Large",3,NA
-81.101506,40.417018,"34067213590000","PNPL",182706,2593871,"Large",3,NA
-81.098019,40.643921,"34019226910000","PNPL",163180,2217772,"Large",3,NA
-81.098018,40.643963,"34019226920000","PNPL",194752,2828297,"Large",3,NA
-81.098013,40.644045,"34019226180000","PNPL",208131,2029468,"Large",3,NA
-81.097665,40.645334,"34019227430000","PNPL",150239,1786602,"Large",3,NA
-81.09766,40.645388,"34019227390000","PNPL",152648,1804419,"Large",3,NA
-81.097659,40.645443,"34019227400000","PNPL",201538,1960301,"Large",3,NA
-81.097593,40.645305,"34019227410000","PNPL",188403,2264085,"Large",3,NA
-81.097592,40.645357,"34019227420000","PNPL",190884,2290362,"Large",3,NA
-81.097591,40.645412,"34019227370000","PNPL",156253,1565582,"Large",3,NA
-81.097586,40.645467,"34019227380000","PNPL",173635,1743910,"Large",3,NA
-81.096852,40.066652,"34013206870000","PNPL",4664,8136930,"Small",1,NA
-81.096799,40.066646,"34013206850000","PNPL",6429,8885088,"Medium",2,NA
-81.096746,40.066637,"34013206810000","PNPL",6279,7742292,"Medium",2,NA
-81.096667,39.951511,"34013210850100","PNPL",0,20253668,"Small",1,NA
-81.096632,39.951448,"34013210860000","PNPL",0,17455631,"Small",1,NA
-81.096449,39.992285,"34013212230000","PNPL",0,7265165,"Small",1,NA
-81.096422,39.992249,"34013212220000","PNPL",0,7380975,"Small",1,NA
-81.096394,39.99221,"34013212210000","PNPL",0,7539400,"Small",1,NA
-81.096366,39.992177,"34013212200000","PNPL",0,6912594,"Small",1,NA
-81.09631,39.992294,"34013212170000","PNPL",0,7221074,"Small",1,NA
-81.096286,39.992258,"34013212180000","PNPL",0,6804776,"Small",1,NA
-81.096258,39.992222,"34013212190000","PNPL",0,7878351,"Small",1,NA
-81.095634,40.302496,"34067212530000","PNPL",120271,1942252,"Large",3,NA
-81.095629,40.302551,"34067212560000","PNPL",126829,2007044,"Large",3,NA
-81.095568,40.302383,"34067212570100","PNPL",196797,2798328,"Large",3,NA
-81.095563,40.302438,"34067212550000","PNPL",108712,1706525,"Large",3,NA
-81.095562,40.302493,"34067212540000","PNPL",128704,2165297,"Large",3,NA
-81.093957,40.157996,"34013208350000","PNPL",59932,5317544,"Medium",2,NA
-81.09391,40.158018,"34013208370000","PNPL",51337,4669127,"Medium",2,NA
-81.093863,40.158036,"34013208360000","PNPL",52742,5117007,"Medium",2,NA
-81.093816,40.158058,"34013208340000","PNPL",48446,5098085,"Medium",2,NA
-81.093769,40.158076,"34013208380000","PNPL",44833,3663747,"Medium",2,NA
-81.091802,39.937547,"34013210890000","PNPL",1,9041495,"Small",1,NA
-81.091782,39.937508,"34013210880000","PNPL",1,7633061,"Small",1,NA
-81.091765,39.93747,"34013210900000","PNPL",1,10460024,"Small",1,NA
-81.091744,39.937431,"34013210920000","PNPL",1,7857078,"Small",1,NA
-81.091727,39.937392,"34013210910000","PNPL",1,7658087,"Small",1,NA
-81.088932,40.4609,"34019226750000","PNPL",90791,1392861,"Large",3,NA
-81.088924,40.460952,"34019226210000","PNPL",50095,889665,"Medium",2,NA
-81.088912,40.461007,"34019226710000","PNPL",72756,1261876,"Large",3,NA
-81.088904,40.461061,"34019226720000","PNPL",66725,1311620,"Large",3,NA
-81.088401,40.423228,"34067212900000","PNPL",132428,2151570,"Large",3,NA
-81.08837,40.423179,"34067212970000","PNPL",134919,2208194,"Large",3,NA
-81.088273,40.423186,"34067213170000","PNPL",191650,4430983,"Large",3,NA
-81.088241,40.423138,"34067213270000","PNPL",136904,2843942,"Large",3,NA
-81.086935,40.314701,"34067212840000","PNPL",133522,2505762,"Large",3,NA
-81.086896,40.314654,"34067212860000","PNPL",121408,2455732,"Large",3,NA
-81.086854,40.31461,"34067212850000","PNPL",117658,2471711,"Large",3,NA
-81.086816,40.314565,"34067212870000","PNPL",126218,2470941,"Large",3,NA
-81.086774,40.314518,"34067212880000","PNPL",144799,2652920,"Large",3,NA
-81.086735,40.314474,"34067213420000","PNPL",220070,2689097,"Large",3,NA
-81.086693,40.314427,"34067213430000","PNPL",231777,2758283,"Large",3,NA
-81.085612,39.672819,"34111248420000","PNPL",0,7014402,"Small",1,NA
-81.085595,39.672783,"34111248430000","PNPL",0,7253973,"Small",1,NA
-81.085209,39.672889,"34111244710100","PNPL",0,9546076,"Small",1,NA
-81.084408,40.606649,"34019226980000","PNPL",153307,2068099,"Large",3,NA
-81.084336,40.60661,"34019225300000","PNPL",70166,1441815,"Large",3,NA
-81.084303,40.606673,"34019225540000","PNPL",66245,1529681,"Large",3,NA
-81.084282,40.60662,"34019224980000","PNPL",55438,1265388,"Medium",2,NA
-81.084231,40.606633,"34019224860100","PNPL",45931,1124732,"Medium",2,NA
-81.083951,39.682349,"34111248010000","PNPL",0,12127325,"Small",1,NA
-81.083928,39.682387,"34111247560000","PNPL",0,8581391,"Small",1,NA
-81.083906,39.682425,"34111247570000","PNPL",0,9775212,"Small",1,NA
-81.082913,40.466244,"34019225080000","PNPL",102033,1977949,"Large",3,NA
-81.082876,40.466313,"34019225090000","PNPL",182565,2626093,"Large",3,NA
-81.082841,40.466244,"34019225070000","PNPL",99593,2148428,"Large",3,NA
-81.082504,40.520749,"34019224330000","PNPL",77330,1456163,"Large",3,NA
-81.082443,40.520779,"34019224290000","PNPL",55444,1400472,"Medium",2,NA
-81.082384,40.520811,"34019224300000","PNPL",62763,1497183,"Large",3,NA
-81.079649,40.350664,"34067211090000","PNPL",64950,1498845,"Large",3,NA
-81.079618,40.350614,"34067211100000","PNPL",66230,1523831,"Large",3,NA
-81.079587,40.350565,"34067211160000","PNPL",71749,1747915,"Large",3,NA
-81.07957,40.350663,"34067212920000","PNPL",115711,5558806,"Large",3,NA
-81.079536,40.350613,"34067210920000","PNPL",109358,4165632,"Large",3,NA
-81.079524,40.497754,"34019222250000","PNPL",95278,1355869,"Large",3,NA
-81.079504,40.350563,"34067212910000","PNPL",140017,3549598,"Large",3,NA
