Depth,Al_wt%,Si_wt%,K_wt%,Ti_wt%,Fe_wt%,S_wt%,Mg_wt%,Ca_wt%,Sr_wt%,P_wt%,Mo_ppm,V_ppm,U_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Th_ppm,Rb_ppm,Zr_ppm,Pb_ppm,chemofacies,Factor1,Factor2,Factor3,TOC_(wt.%),Total_Porosity,Quartz,Plagioclase,K-Feldspar,Calcite,Siderite,Ankerite,Dolomite,Pyrite,Fluorapatite,Barite,Total_Clay,MBI
6151.6,6.72,23.39,2.04,0.36,4.62,1.98,1.62,9.74,0.03,0.14,6.62,155.25,14.22,122.61,50.99,64.57,9.11,42.07,110.38,46.17,1,0.328295276305868,-1.11869136205834,-1.38608726175175,2.272258064516193,0.05374039735099376,22.902621722846135,1.2584269662923186,2.5168539325846373,7.516853932584637,0.41947565543077286,1.2584269662923186,12.097378277153865,3.8389513108615456,0,0,48.77153558052299,0.45033707865169276
6152,6.7,22.54,2.03,0.94,4.88,2.32,1.57,8.66,0.03,0.17,12.88,10,11.47,105.21,69.82,51.32,10.78,103.12,111.34,52.63,1,0.277638803513269,-0.505517950909167,-2.40632831574484,2.323870967741962,0.05404503311258293,22.652933832709042,1.4082397003745752,2.8164794007491505,7.8164794007491505,0.46941323345819175,1.4082397003745752,12.347066167290958,3.9388264669163835,0,0,47.67290886391978,0.456329588014983
6152.6,8.6,30.32,2.76,0.001,4.84,2.9,1.23,2.1,0.01,0.13,17.41,10,21,124.33,82.59,91.97,10.37,55.38,122.78,54.46,1,0.431897715514881,-0.816542579643887,-3.33560620915168,2.4012903225807323,0.05450198675496738,22.278401997502833,1.632958801498301,3.265917602996602,8.265917602996602,0.5443196004994336,1.632958801498301,12.721598002497167,4.088639200998867,0,0,46.02496878901246,0.46531835205993205
6153,8.64,28.95,2.71,0.001,4.61,2.62,1.62,4.06,0.02,0.1,12.86,10,16.24,121.52,68.16,84.92,10.91,54.05,107.11,47.25,1,0.553124505699418,-0.530021652434227,-2.47104697597659,2.44560000000002,0.05447274549098146,22.028714107365737,1.7827715355805576,3.565543071161115,8.565543071161116,0.5942571785268526,1.7827715355805576,12.971285892634263,4.188514357053705,0,0,44.92634207240924,0.4713108614232223
6153.6,7.66,26.71,2.4,0.001,4.42,2.2,1.25,6.48,0.03,0.17,17.38,10,14.6,131.85,63.89,119.67,9.9,120.88,127.64,34.67,1,0.588567600628992,-0.835168392253649,-2.27109577486172,2.479200000000041,0.053498797595189426,21.654182272159527,2.0074906367042833,4.014981273408567,9.014981273408566,0.6691635455680944,2.0074906367042833,13.345817727840473,4.338327091136189,0,0,43.27840199750192,0.48029962546817134
6154,7.15,23.73,2.14,0.001,4.71,2.37,1.91,8.4,0.02,0.21,12.9,10,16.94,142.48,54.93,90.29,14.1,44.6,105.43,49.79,1,0.112058861616393,-0.722437228857043,-2.59409158899084,2.5016000000000203,0.052849498997995716,21.404494382022435,2.15730337078654,4.31460674157308,9.31460674157308,0.7191011235955133,2.15730337078654,13.595505617977565,4.438202247191026,0,0,42.17977528089871,0.4862921348314616
6154.6,8.46,29.55,2.57,0.53,5.04,3.1,1.33,2.97,0.02,0.15,18.56,235.44,15.51,149.07,88.13,63.05,9.5,53.79,140.57,79.35,1,0.247813270580372,-1.4293010545769,-4.16241414482048,2.535200000000041,0.051875551102203675,21.029962546816225,2.3820224719102656,4.764044943820531,9.764044943820531,0.7940074906367551,2.3820224719102656,13.970037453183775,4.58801498127351,0,0,40.531835205991385,0.49528089887641064
6155,8.34,29.18,2.58,0.52,4.66,2.72,1.11,4.31,0.02,0.04,32.07,223.46,22.64,124.1,60.58,66.38,10.02,55.07,141.21,64.25,1,-0.085008503949247,-1.32572264445867,-4.82756599634072,2.5576000000000203,0.05122625250500997,20.78027465667913,2.531835205992522,5.063670411985044,10.063670411985044,0.8439450686641741,2.531835205992522,14.21972534332087,4.687890137328348,0,0,39.43320848938817,0.5012734082397009
6155.6,8.49,28.92,2.58,0.51,4.91,2.99,1.75,4.37,0.02,0.13,19.32,241.91,19.18,138.16,75.05,60.93,7.8,53.07,136.44,70.85,1,0.312120191420697,-1.64015860526149,-3.77633043130475,2.5912000000000406,0.05025230460921793,20.40574282147292,2.756554307116248,5.513108614232496,10.513108614232497,0.9188514357054159,2.756554307116248,14.59425717852708,4.837702871410832,0,0,37.78526841448085,0.5102621722846499
6156,7.36,23.24,2.1,0.001,4.96,2.33,2.75,9.88,0.03,0.15,13.04,10,15.08,128.7,59.83,49.05,6.09,101.54,123.95,53.45,1,0.543508143953303,-0.88893074201827,-2.26201319943803,2.6136000000000204,0.04960300601202423,20.156054931335827,2.9063670411985045,5.812734082397009,10.812734082397009,0.9687890137328348,2.9063670411985045,14.843945068664173,4.937578027465669,0,0,36.68664169787763,0.5162546816479402
6156.6,8.3,27.02,2.49,0.46,4.65,2.68,2.22,6.07,0.02,0.16,13.97,197.9,15.22,136.78,59.7,57.77,8.94,51.11,131.29,54.85,1,0.493141543804257,-1.37820680617746,-2.56896208523216,2.647200000000041,0.048629058116232186,20.074468085106464,3.037234042553232,5.962765957446768,11.037234042553232,0.9627659574467684,3.074468085106463,14.55319148936122,5,0,0,36.335106382979085,0.5162765957446769
6157,8.05,26.53,2.39,0.001,4.79,2.82,1.68,6.23,0.02,0.14,13.33,10,16.34,148.7,65.12,52.83,19.67,50.41,106.64,73.13,1,0.0759716372674576,-0.256104107192662,-3.59577207134285,2.6696000000000204,0.047979759519038476,20.15957446808511,3.0797872340425565,5.9202127659574435,11.079787234042556,0.9202127659574437,3.1595744680851126,14.042553191489326,5,0,0,36.71808510638301,0.5120212765957444
6157.6,4.18,13.26,1.27,0.001,3.38,1.21,1.24,20.7,0.03,0.02,9.29,10,19.85,89.88,46.37,68.27,9.91,40.56,96.52,34.82,2,-0.431831166244241,-0.758679982767799,-1.17482493496103,2.7032000000000407,0.04700581162324644,20.28723404255328,3.14361702127664,5.85638297872336,11.14361702127664,0.85638297872336,3.2872340425532798,13.27659574468032,5,0,0,37.29255319148976,0.505638297872336
6158,8.67,27.29,2.52,0.46,4.76,3.03,2.43,6.82,0.02,0.17,15.7,203.57,17.75,120.82,60.11,58.84,11.18,47.94,128.29,65.18,1,0.406588625830647,-1.25738594261813,-3.25263580312733,2.7275000000000276,0.04686865671641735,20.37234042553193,3.1861702127659646,5.813829787234035,11.186170212765965,0.8138297872340353,3.372340425531929,12.765957446808425,5,0,0,37.67553191489368,0.5013829787234035
6158.6,8.61,27.21,2.46,0.43,4.57,3.06,2.02,7.14,0.03,0.17,15.83,181.4,16.7,124.36,72.4,87.04,6.41,46.55,125.53,58,1,0.363671961490739,-1.42376784669091,-3.11636566779539,2.7725000000000546,0.04794328358209002,20.500000000000096,3.2500000000000484,5.749999999999952,11.250000000000048,0.7499999999999516,3.500000000000097,11.999999999999421,5,0,0,38.25000000000043,0.49499999999999517
6159,8.42,28.24,2.67,0.001,5.04,3.9,1.14,3.28,0.02,0.12,23.4,10,12.04,139.74,72.46,115.87,9.96,133.8,126.68,65.4,1,0.493426491637215,-0.19067946468621,-4.55442816762717,2.8025000000000273,0.04865970149253737,20.585106382978747,3.292553191489373,5.707446808510627,11.292553191489374,0.7074468085106269,3.585106382978746,11.489361702127525,5,0,0,38.63297872340436,0.4907446808510627
6159.6,7.27,24.81,2.46,0.44,4.58,2.58,1.16,6.74,0.03,0.13,12.53,205.79,14.42,114.89,68.79,73.86,8.1,50.22,126.79,58,1,0.294771624209152,-1.14964915861688,-2.62590619845991,2.8475000000000548,0.04973432835821003,20.712765957446912,3.356382978723457,5.643617021276543,11.356382978723456,0.6436170212765433,3.7127659574469134,10.723404255318519,5,0,0,39.20744680851111,0.48436170212765434
6160,7.5,26.57,2.49,0.001,4.45,4.75,1.59,5.15,0.02,0.1,18.21,10,19.02,142.17,72.12,101.58,9.45,53.11,106.38,57.14,1,0.0880811491652736,-0.609856184774672,-4.21581902050394,2.870405405405407,0.0501128552097427,20.797872340425563,3.3989361702127816,5.601063829787218,11.398936170212782,0.6010638297872186,3.7978723404255628,10.212765957446624,5,0,0,39.59042553191503,0.4801063829787219
6160.6,8.97,28.69,2.39,0.45,4.66,3.21,1.58,6.03,0.03,0.06,10.79,190.38,13.38,133.53,65.58,100.84,10.04,47.92,132.53,57.45,1,0.618764748631613,-1.09250013300913,-2.58308954628562,2.8728378378378405,0.04973937753721204,20.92553191489373,3.462765957446865,5.537234042553135,11.462765957446866,0.5372340425531349,3.92553191489373,9.446808510637618,5,0,0,40.16489361702179,0.4737234042553135
6161,8.32,27.17,2.5,0.001,4.29,2.84,1.89,6.43,0.03,0.1,10.04,10,16.25,122.67,58.8,68.02,7,114.51,130.27,44.73,1,0.884637475811601,-0.775437365778609,-1.74605038923401,2.8744594594594606,0.049490392422191984,21.01063829787238,3.5053191489361897,5.49468085106381,11.50531914893619,0.4946808510638102,4.010638297872379,8.936170212765722,5,0,0,40.547872340425705,0.46946808510638105
6161.6,6.79,23.74,2.21,0.39,4.02,2.47,1.07,10.39,0.04,0.12,12.27,155.28,19.12,111.1,47.49,61.54,8.09,42.81,117.45,42.28,1,0.0845145040864534,-1.17084363714036,-1.98211669454897,2.876891891891894,0.049116914749661324,21.138297872340548,3.5691489361702735,5.430851063829726,11.569148936170274,0.4308510638297265,4.138297872340547,8.170212765956718,5,0,0,41.122340425532464,0.4630851063829726
6162,6.69,22.55,1.97,0.001,4.35,2.36,1.71,12.34,0.04,0.07,10.49,10,17.105,105.08,46.11,57.92,9.96,93.1,118.11,36.25,1,0.399059444803344,-0.586912841117034,-1.52983691555532,2.8785135135135143,0.04886792963464126,21.223404255319195,3.611702127659598,5.388297872340402,11.611702127659598,0.3882978723404018,4.223404255319196,7.659574468084822,5,0,0,41.50531914893638,0.45882978723404017
6162.6,7.64,26.27,2.37,0.001,4.52,2.55,1.72,6.9,0.02,0.12,7.42,10,15.09,116.32,66.62,81.65,29.02,49.57,103.1,41.25,1,0.364901624005263,-0.0829708239799347,-2.11303181774827,2.8809459459459483,0.04849445196211061,21.351063829787364,3.675531914893682,5.324468085106318,11.675531914893682,0.3244680851063181,4.351063829787364,6.893617021275817,5,0,0,42.07978723404314,0.4524468085106318
6163,7.81,26.38,2.34,0.42,4.3,2.49,1.78,7.34,0.03,0.14,8.17,151.81,13.63,124.24,51.35,72.96,6.88,47.94,125.06,43.44,1,0.584882284854528,-1.15128634646337,-1.49284226342638,2.882567567567568,0.048245466847090544,21.43617021276601,3.7180851063830067,5.281914893616993,11.718085106383006,0.2819148936169935,4.436170212766013,6.382978723403923,5,0,0,42.46276595744706,0.44819148936169934
6163.6,7.32,25.79,2.19,0.001,4.18,2.72,1.47,9.31,0.04,0.14,13.3,10,13.265,121.64,57.29,68.38,10.31,101.48,113.44,41,1,0.377045583596209,-0.461896279071297,-2.23912294125823,2.885000000000002,0.04787198917455989,21.56382978723418,3.78191489361709,5.21808510638291,11.78191489361709,0.2180851063829098,4.56382978723418,5.617021276594917,5,0,0,43.03723404255381,0.44180851063829096
6164,6.32,23.71,2.05,1.23,4.19,2.48,1,8.62,0.03,0.02,9.4,10,12.9,127.48,70.37,68.28,10.24,43.83,99.34,43.09,1,0.0803498865563829,-0.722159230482411,-1.83721423124649,2.886621621621622,0.04762300405953983,21.64893617021283,3.824468085106415,5.175531914893585,11.824468085106416,0.1755319148935851,4.64893617021283,5.106382978723021,5,0,0,43.420212765957736,0.4375531914893585
6164.6,8.12,29.32,2.36,0.46,4.19,2.8,1.3,6.02,0.03,0.13,12.69,184.18,19.32,123.56,71.51,96.02,6.57,48,126.28,43.97,1,0.456050290556842,-1.66215790031998,-2.19730915118944,2.8890540540540557,0.047249526387009175,21.776595744680996,3.8882978723404986,5.111702127659502,11.888297872340498,0.11170212765950138,4.776595744680997,4.340425531914017,5,0,0,43.99468085106449,0.43117021276595013
6165,7.52,26.3,2.26,0.4,4.38,2.99,1.69,8.27,0.03,0.06,7.45,165.88,13.7,127.56,66.64,99.19,10.9,44.77,116.81,51.26,1,0.496524186168509,-1.1119924959566,-2.03854869048239,2.8906756756756757,0.04700054127198911,21.861702127659647,3.9308510638298233,5.069148936170176,11.930851063829824,0.0691489361701767,4.861702127659647,3.8297872340421204,5,0,0,44.37765957446841,0.4269148936170177
6165.6,6.78,24.66,2.26,0.41,4.06,2.12,1.17,9.04,0.03,0.09,9.63,176.1,14.21,113.93,50.25,65.14,8.92,44.73,129.38,34,1,0.380908440778347,-1.11547263859465,-1.28828461732255,2.8931081081081094,0.04662706359945846,21.989361702127812,3.994680851063907,5.005319148936093,11.994680851063906,0.005319148936092977,4.989361702127814,3.063829787233116,5,0,0,44.95212765957516,0.4205319148936093
6166,7.1,25.25,2.27,0.43,4.38,2.57,1.46,7.11,0.03,0.11,8.81,180.87,8.99,109.91,54.68,82.26,12.3,48.96,127.6,35.45,1,0.523074505505645,-0.748364631279433,-1.56300092428648,2.8947297297297294,0.046378078484438395,22.18267223382065,4.07306889352826,4.853862212943479,12,0,4.92693110647174,2.96346555323587,5,0.03653444676413011,0,44.92693110647174,0.42
6166.6,7.98,27.8,2.33,0.43,3.91,2.54,2,7.91,0.03,0.1,11.01,191.49,20.69,108.71,50.55,83.36,11.41,45.95,132.04,27.63,1,0.60957077804259,-1.61016386013763,-1.30233516516903,2.897162162162163,0.04600460081190774,22.495824634655914,4.198329853862367,4.603340292275267,12,0,4.801670146137633,2.9008350730688166,5,0.09916492693118317,0,44.80167014613763,0.42
6167,7.35,26.48,2.07,0.001,4.1,2.65,1.29,9.36,0.03,0.2,13.14,10,23.58,117.69,48.11,133.23,9.46,44.11,123,31.77,1,0.253933083939447,-1.14803641076841,-1.95734965498668,2.898783783783783,0.04575561569688768,22.70459290187911,4.2818371607516434,4.436325678496712,12,0,4.7181628392483566,2.8590814196241783,5,0.14091858037582192,0,44.71816283924836,0.42
6167.6,8.17,28.79,2.43,0.48,4.05,2.79,0.88,6.53,0.03,0.18,9.62,220.19,19.73,118.35,56.39,180.93,8.33,47.75,135.97,25.52,1,0.735210386466437,-1.88560193605083,-1.29325931293288,2.9090000000000056,0.04605924453280368,23.017745302714374,4.40709812108575,4.1858037578285,12,0,4.59290187891425,2.796450939457125,5,0.203549060542875,0,44.59290187891425,0.42
6168,7.8,27.69,2.27,0.46,4.06,2.52,0.9,6.72,0.03,0.17,15.39,199.87,16.55,114.62,84.28,151.39,10.7,47.64,133.88,23.82,1,0.387731609819047,-1.7166707369924,-2.0693518037505,2.9209999999999945,0.04658409542743544,23.22651356993757,4.490605427975027,4.018789144049945,12,0,4.509394572024973,2.7546972860124863,5,0.24530271398751374,0,44.50939457202497,0.42
6168.6,8.54,29.47,2.59,0.001,4.13,2.22,1.53,5.28,0.02,0.14,10.05,10,14.97,125,70.03,121.85,12.06,52.19,112.48,30.39,1,0.682859430947974,-0.78947263012704,-1.55208382327335,2.9390000000000054,0.04737137176938427,23.539665970772834,4.615866388309134,3.7682672233817325,12,0,4.384133611690866,2.692066805845433,5,0.3079331941545668,0,44.384133611690864,0.42
6169,7.87,30.52,2.5,0.001,4.29,2.8,1.22,3.13,0.02,0.06,18.38,10,11.19,115.81,61.62,108.16,9.27,127.86,133.8,38.19,1,0.818675032442447,-0.318296807337478,-2.56625195089557,2.9509999999999943,0.047896222664016025,23.74843423799603,4.699373695198411,3.601252609603178,12,0,4.300626304801589,2.6503131524007943,5,0.34968684759920554,0,44.30062630480159,0.42
6169.6,7.87,30.52,2.5,0.001,4.29,2.8,1.22,3.13,0.02,0.06,18.38,10,11.19,115.81,61.62,108.16,9.27,127.86,133.8,38.19,1,0.818675032442447,-0.318296807337478,-2.56625195089557,2.969000000000005,0.04868349900596485,24.061586638831294,4.824634655532517,3.3507306889349655,12,0,4.175365344467483,2.5876826722337416,5,0.4123173277662586,0,44.17536534446748,0.42
6169.9,7.09,26.37,2.26,0.4,4.54,3.38,1.3,6.77,0.03,0.19,20.74,173.83,17.99,138.22,64.59,113.55,7.72,45.17,126.84,44.78,1,0.0245093688388114,-1.46485993015629,-3.48646925671814,2.9779999999999833,0.04907713717693807,24.21816283924845,4.887265135699381,3.2254697286012393,12,0,4.112734864300619,2.5563674321503096,5,0.44363256784969024,0,44.11273486430062,0.42
6170,7.96,28.86,2.51,0.62,4.27,2.62,1.18,4.93,0.02,0.13,18.64,220.33,19.33,123.7,60.29,96.82,9.22,51.08,126.96,35.9,1,0.360655139089447,-1.63119758671796,-2.51564583258791,2.9809999999999945,0.04920834990059661,24.270354906054486,4.908141962421794,3.1837160751564104,12,0,4.091858037578206,2.545929018789103,5,0.4540709812108974,0,44.091858037578206,0.42
6170.6,6.9,25.85,2.01,0.001,4.18,2.79,1.56,8.24,0.03,0.13,13.4,10,14.4,131.54,67.59,101.39,23.67,43.38,110.95,36.14,1,0.0311758002511883,-0.358642613511615,-2.66249367271319,2.9990000000000054,0.049995626242545436,24.583507306889754,5.033402922755901,2.933194154488198,12,0,3.9665970772440993,2.4832985386220496,5,0.5167014613779505,0,43.966597077244096,0.42
6171,7.52,27.89,2.07,0.001,4.26,3.34,0.95,8.16,0.04,0.13,14,10,12.3,113.45,55.15,94.4,8.64,105.66,127.33,43.04,1,0.45465240494721,-0.257226116526378,-2.56523910211477,3.0109999999999943,0.05052047713717719,24.792275574112946,5.116910229645178,2.7661795407096434,12,0,3.8830897703548217,2.441544885177411,5,0.5584551148225891,0,43.88308977035482,0.42
6171.6,7.23,26.1,2.15,0.42,4.3,3.27,1.09,9.17,0.04,0.13,15.54,171.72,10.2,111.23,65.52,93.43,8.46,45.66,125.85,42.95,1,0.139990516236515,-0.774098385433722,-2.87313268841562,3.0290000000000052,0.051307753479126014,25.10542797494821,5.242171189979285,2.515657620041431,12,0,3.7578288100207153,2.3789144050103577,5,0.6210855949896422,0,43.75782881002072,0.42
6172,5.61,22.51,1.97,0.001,3.74,2.54,0.93,10.74,0.04,0.07,5.87,10,12.235,111.39,56.31,81.91,8.96,97.69,123.43,28.56,2,0.467685125785126,-0.521210530204296,-0.931559805021632,3.040999999999994,0.05183260437375777,25.314196242171406,5.325678496868562,2.348643006262876,12,0,3.674321503131438,2.337160751565719,5,0.662839248434281,0,43.67432150313144,0.42
