Depth,Al_wt%,Si_wt%,K_wt%,Ti_wt%,Fe_wt%,S_wt%,Mg_wt%,Ca_wt%,Sr_wt%,P_wt%,Mo_ppm,V_ppm,U_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Th_ppm,Rb_ppm,Zr_ppm,Pb_ppm,chemofacies,Factor1,Factor2,Factor3,TOC_(wt.%),Total_Porosity,Quartz,Plagioclase,K-Feldspar,Calcite,Siderite,Ankerite,Dolomite,Pyrite,Fluorapatite,Barite,Total_Clay,MBI
6172.6,0.21,2.32,2.13,0.36,4.07,0.29,0.3,9.08,0.04,0.02,13.83,143.37,13.2525,114.06,64.24,124.46,25.07,43.64,128.38,37.74,1,-0.717001968454203,-0.839886189837889,-1.89618567398182,3.031999999999989,0.05198901098901059,25.62734864300667,5.450939457202669,2.0981210855946637,12,0,3.549060542797332,2.2745302713986657,5,0.7254697286013341,0,43.549060542797335,0.42
6173,6.67,25.93,1.99,0.001,4.25,2.79,1.01,8.12,0.04,0.02,11.68,10,13.76125,119.41,56.05,111.19,7.76,104.63,128.5,43.35,1,0.534463645564239,-0.518943981570605,-2.0183488842866,3.0080000000000107,0.05172527472527458,25.836116910229865,5.534446764091946,1.9311064718161086,12,0,3.4655532359080543,2.232776617954027,5,0.7672233820459728,0,43.465553235908054,0.42
6173.6,6.33,24.37,2.03,0.39,3.81,1.96,1.2,9.31,0.04,0.09,7.93,164.84,14.27,109.77,56.85,87.89,7.23,41.95,129.5,28.02,1,0.380517484921964,-1.33277945728794,-0.883418889529042,2.971999999999989,0.05132967032966996,26.14926931106513,5.659707724426052,1.6805845511478963,12,0,3.3402922755739484,2.170146137786974,5,0.8298538622130259,0,43.34029227557395,0.42
6174,6.52,25.7,2.05,0.001,3.69,2.11,1.12,9.97,0.04,0.04,6.97,10,12.25,114.62,50.33,89.63,9.63,41.8,110.28,27.01,2,0.341220561026455,-0.441587764585153,-0.961462285886951,2.9480000000000106,0.051065934065933946,26.358037578288325,5.743215031315329,1.5135699373693416,12,0,3.256784968684671,2.1283924843423354,5,0.8716075156576646,0,43.25678496868467,0.42
6174.6,6.93,28.16,2.11,0.43,3.81,2.44,1.57,7.47,0.03,0.08,6.15,162.65,8.73,101.76,66.5,85.27,9.5,44.41,129.12,30.26,1,0.639507603894368,-0.938697824200581,-1.00567390744903,2.911999999999989,0.05067032967032933,26.67118997912359,5.868475991649436,1.2630480167011293,12,0,3.1315240083505644,2.065762004175282,5,0.9342379958247177,0,43.13152400835057,0.42
6175,6.76,27.11,2.12,0.43,3.78,2.24,1.14,8.58,0.04,0.11,6.95,147.63,10.265,113.32,48.41,79.76,9.73,42.85,131.71,32.98,1,0.457281798695458,-0.849128907887422,-1.03756540757699,2.8880000000000106,0.050406593406593314,26.87995824634678,5.951983298538713,1.0960334029225742,12,0,3.048016701461287,2.0240083507306434,5,0.9759916492693564,0,43.048016701461286,0.42
6175.6,6.05,26.27,1.99,0.37,4.12,2.36,1.11,7.26,0.04,0.11,7.89,134.75,11.8,116.62,78.18,221.94,6.56,42.32,119.53,35.01,1,0.528457250852698,-1.47149293918944,-1.50482634949523,2.8519999999999888,0.050010989010988695,26.95079787234032,5.901595744680644,1,12.295212765958068,0,3.0984042553193563,1.9507978723403219,4.950797872340322,0.950797872340322,0.09840425531935608,42.80319148936129,0.4219680851063871
6176,6.79,27.48,2.19,0.53,3.75,2.31,1.34,7.47,0.03,0.15,7.91,161.46,10.42,101.53,66.08,105.41,7.77,44.31,129.55,24.63,1,0.572719718006652,-1.17991489494361,-0.984336893148172,2.828000000000011,0.04974725274725268,26.897606382978672,5.795212765957342,1,12.614361702127972,0,3.2047872340426573,1.8976063829786713,4.897606382978672,0.8976063829786713,0.20478723404265742,42.59042553191468,0.42409574468085315
6176.6,6.61,27.12,2.09,0.001,3.79,2.33,1.43,7.24,0.03,0.12,9.95,10,11.04,119.39,63.75,98.29,10.36,45.2,108.14,28.25,1,0.327966402402652,-0.535811435970113,-1.53882287091358,2.7919999999999887,0.049351648351648056,26.817819148936074,5.635638297872148,1,13.093085106383555,0,3.364361702127851,1.8178191489360744,4.817819148936074,0.8178191489360743,0.3643617021278513,42.2712765957443,0.42728723404255703
6177,7.26,28.52,2.13,0.44,4.43,3.28,1.27,7.31,0.03,0.11,15.66,149.43,12.195,122.83,55.89,89.11,9.16,45.09,128.28,39.96,1,0.265313096358235,-0.833730001304267,-2.68281958779849,2.7781395348837226,0.04903999999999993,26.764627659574423,5.529255319148847,1,13.412234042553457,0,3.4707446808511526,1.7646276595744237,4.7646276595744235,0.7646276595744237,0.4707446808511526,42.0585106382977,0.42941489361702306
6177.6,6.36,25.78,1.92,0.38,3.47,1.99,0.95,9.98,0.05,0.14,8.05,150.76,13.35,113.72,59.12,159.48,10.01,40.11,128.31,23.8,1,0.351285355272054,-1.38828533237196,-0.940607077375796,2.7725581395348824,0.048475294117646645,26.684840425531828,5.369680851063654,1,13.89095744680904,0,3.6303191489363464,1.6848404255318268,4.684840425531827,0.6848404255318268,0.6303191489363464,41.739361702127304,0.43260638297872694
6178,7.64,29.22,2.3,0.001,3.47,1.8,1.72,7.21,0.03,0.11,7,10,18.83,104.43,61.21,113.28,20.38,46.23,110.05,22.11,1,0.569280990835101,-0.797046646355234,-0.859283851713228,2.7688372093023275,0.048098823529411694,26.631648936170176,5.2632978723403525,1,14.210106382978942,0,3.736702127659648,1.631648936170176,4.631648936170176,0.631648936170176,0.7367021276596478,41.526595744680705,0.434734042553193
6178.6,7.94,30.78,2.38,0.46,3.58,2.33,1.88,5.82,0.03,0.1,8.38,169.32,13.76,95.59,57.66,94.54,8.15,45.62,126.6,26.08,1,0.80736082065319,-1.25903017534716,-0.894854462319517,2.7632558139534873,0.047534117647058415,26.551861702127578,5.103723404255159,1,14.688829787234525,0,3.8962765957448418,1.5518617021275791,4.551861702127579,0.5518617021275791,0.8962765957448416,41.20744680851032,0.4379255319148968
6179,6.63,28.36,2.17,0.001,4.2,2.97,0.82,6.27,0.03,0.06,9.07,10,11.46,113.02,56.83,113.51,8.99,44.23,116.26,39.39,1,0.403791408091948,-0.210999687020062,-1.95180396343473,2.759534883720933,0.04715764705882346,26.49867021276593,4.997340425531857,1,15.00797872340443,0,4.002659574468143,1.4986702127659286,4.498670212765928,0.4986702127659285,1.002659574468143,40.99468085106371,0.44005319148936284
6179.6,7.07,29.83,2.08,0.001,3.75,2.59,1.23,7.07,0.04,0.08,11.29,10,12.605,110.82,81.85,121.92,7.48,104.6,153.95,28.87,1,0.782679499103126,-0.914037375159704,-1.50941179473443,2.7539534883720926,0.04659294117647018,26.41888297872333,4.837765957446663,1,15.48670212766001,0,4.162234042553337,1.4188829787233317,4.418882978723332,0.4188829787233316,1.1622340425533368,40.67553191489333,0.4432446808510667
6180,6.39,28.07,2.01,0.001,3.61,2.2,0.71,8.72,0.04,0.09,8.78,10,13.1775,129.32,46.68,123.78,6.03,102.66,134.51,23.15,1,0.677256299916748,-0.839997014393019,-0.765994933005796,2.750232558139538,0.04621647058823523,26.36569148936168,4.731382978723362,1,15.805851063829914,0,4.268617021276638,1.365691489361681,4.365691489361681,0.36569148936168094,1.2686170212766381,40.46276595744672,0.44537234042553275
6180.6,6.73,26.51,1.97,0.39,3.36,2.01,1.33,10.43,0.05,0.13,7.88,138.5,13.75,118.08,59.1,119.63,7.93,40.03,137.26,22.56,1,0.421292446426266,-1.46761619291346,-0.747697917184447,2.7446511627906975,0.04565176470588194,26.285904255319085,4.571808510638168,1,16.284574468085495,0,4.428191489361832,1.285904255319084,4.285904255319084,0.2859042553190839,1.4281914893618322,40.143617021276334,0.44856382978723663
6181,6.77,26.85,2.15,0.42,3.87,2.96,1.14,8.51,0.04,0.13,7.34,169.41,12.81,131.32,44.75,97.64,9.58,44.97,126.55,27.77,1,0.445012988047225,-1.14828184628585,-1.19069024521002,2.740930232558143,0.04527529411764699,26.232712765957434,4.465425531914867,1,16.6037234042554,0,4.534574468085133,1.2327127659574333,4.232712765957434,0.2327127659574333,1.5345744680851334,39.930851063829735,0.45069148936170267
6181.6,5.61,24.69,1.84,0.001,3.39,2.08,0.43,11.56,0.04,0.02,6.24,10,13,101.36,60.89,103.84,24.4,38.35,101.52,22.12,2,0.00334901254690007,-0.050463751675225,-1.1980279667087,2.6536363636363447,0.04411865443425,26.152925531914835,4.305851063829673,1,17.08244680851098,0,4.694148936170327,1.1529255319148364,4.152925531914836,0.15292553191483638,1.6941489361703272,39.61170212765934,0.45388297872340655
6182,5.04,24.42,1.71,0.49,3.35,1.93,0.64,11.26,0.05,0.02,6.48,117.5,13.19,113.9,72.21,133.02,20.19,35.15,162.77,28.85,1,0.181260917570023,-1.06160005075087,-1.05086168568997,2.5845454545454833,0.0432868501529053,26.099734042553187,4.199468085106371,1,17.401595744680886,0,4.800531914893629,1.0997340425531856,4.099734042553186,0.09973404255318574,1.8005319148936285,39.39893617021274,0.4560106382978726
6182.6,5.72,25.46,2.01,0.001,4.03,2.48,0.84,8.78,0.04,0.02,6.87,10,14.68,112.49,81.74,129.21,7.47,103.39,128.31,30.65,1,0.641415107548029,-0.971443451766301,-1.14012486436261,2.4809090909090337,0.04203914373088636,26.01994680851059,4.039893617021177,1,17.88031914893647,0,4.960106382978823,1.0199468085105887,4.019946808510589,0.01994680851058872,1.9601063829788226,39.07978723404236,0.45920212765957646
6183,5.56,24.81,1.97,0.4,3.33,1.59,1.02,10.09,0.05,0.08,1.5,135.05,15.425,106.04,45.68,75.42,9.86,41.34,133.33,16.92,2,0.489779737532684,-1.31248986854101,0.37167459181851,2.4118181818181723,0.04120733944954166,25.975136747886623,3.9875683739433114,1.0621581302834422,17.962705121829934,0,4.962705121829935,1.0497265042267536,4,0,1.975136747886623,39.02486325211338,0.46049726504226757
6183.6,5.74,24.91,1.98,0.001,3.25,1.69,0.52,10.75,0.05,0.1,6.61,10,15.7975,92.89,59.68,68.79,7.38,96.46,131.33,17.75,2,0.454741309084174,-0.823835849189579,-0.29504816619608,2.308181818181723,0.03995963302752273,25.915464942814484,3.9577324714072413,1.2113376429637936,17.873197414221725,0,4.873197414221724,1.169070114371035,4,0,1.9154649428144825,39.08453505718552,0.46169070114371036
6184,5.4,21.61,1.7,2.62,3.22,1.89,0.96,10.76,0.05,0.02,4.14,115.92,16.17,97.76,54.66,74.19,9.1,38.22,116.6,29.44,2,0.136784029597167,-1.6711984392034,-0.143275464880454,2.2390909090908613,0.039127828746178026,25.875683739433114,3.937841869716558,1.3107906514172105,17.813525609149675,0,4.813525609149674,1.2486325211337683,4,0,1.8756837394331158,39.124316260566886,0.4624863252113377
6184.6,5.83,23.21,1.83,0.001,3.86,2.49,1.26,12.26,0.05,0.04,6.6,10,15.16,109.96,58.48,84.93,9.81,92.13,122.69,27.2,2,0.432561948983559,-0.742931249348565,-0.954646713257743,2.1742222222222374,0.038460773480662985,25.816011934360976,3.9080059671804874,1.459970164097562,17.724017901541462,0,4.724017901541463,1.3679761312780494,4,0,1.8160119343609753,39.18398806563903,0.4636797613127805
6185,5.76,23.34,1.85,0.001,3.68,2.41,1.09,11.73,0.05,0.04,1.5,10,14.655,102.51,40.05,70.68,6.18,94.36,130.9,21.91,2,0.68420749295295,-0.665215096147469,0.0454322819375769,2.182666666666674,0.03855801104972368,25.77623073097961,3.888115365489804,1.5594231725509788,17.664346096469412,0,4.664346096469413,1.447538538040783,4,0,1.7762307309796084,39.223769269020394,0.46447538538040783
6185.6,5.72,24.14,1.93,0.39,3.59,1.92,1.21,11.14,0.05,0.03,1.5,126.97,14.15,89.78,51.48,82.74,9.63,39.11,141.63,19.4,2,0.566587382032819,-1.09509282755132,0.147971202661402,2.1953333333333487,0.03870386740331494,25.716558925907467,3.858279462953734,1.7086026852313303,17.574838388861203,0,4.574838388861202,1.5668821481850643,4,0,1.7165589259074678,39.28344107409253,0.4656688214818507
6186,6.37,25.5,2.05,0.38,3.59,1.82,0.9,9.07,0.04,0.08,1.5,140.99,10.37,113.43,49.04,87.7,10.33,43.57,128.92,18.93,2,0.605954469654793,-0.989268096755824,0.122522180237848,2.2037777777777854,0.038801104972375634,25.6767777225261,3.8383888612630503,1.8080556936847472,17.515166583789153,0,4.515166583789152,1.6464445549477977,4,0,1.6767777225261011,39.323222277473896,0.46646444554947797
6186.6,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,2,0.381316513597829,-0.489665560157962,-0.130643766608674,2.2164444444444595,0.038946961325966895,25.617105917453962,3.80855295872698,1.9572352063650986,17.42565887618094,0,4.425658876180941,1.7657881650920788,4,0,1.6171059174539606,39.38289408254604,0.4676578816509208
6187,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,2,0.381316513597829,-0.489665560157962,-0.130643766608674,2.2248888888888967,0.03904419889502758,25.577324714072592,3.788662357036297,2.0566882148185153,17.36598707110889,0,4.365987071108891,1.8453505718548122,4,0,1.577324714072594,39.422675285927404,0.46845350571854816
6187.6,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,2,0.381316513597829,-0.489665560157962,-0.130643766608674,2.237555555555571,0.03919005524861884,25.517652909000454,3.758826454500227,2.205867727498867,17.27647936350068,0,4.27647936350068,1.9646941819990935,4,0,1.5176529090004531,39.482347090999546,0.46964694181999095
6188,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,2,0.381316513597829,-0.489665560157962,-0.130643766608674,2.2460000000000075,0.03928729281767954,25.477871705619087,3.738935852809543,2.305320735952284,17.21680755842863,0,4.21680755842863,2.044256588761827,4,0,1.4778717056190864,39.52212829438091,0.4704425658876183
6188.6,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,2,0.381316513597829,-0.489665560157962,-0.130643766608674,2.258666666666682,0.0394331491712708,25.418199900546945,3.709099950273473,2.4545002486326353,17.127299850820418,0,4.127299850820419,2.163600198906108,4,0,1.418199900546946,39.581800099453055,0.4716360019890611
6189,6.79,25.7,2.14,0.43,4.05,2.88,1.6,9.34,0.04,0.06,5.16,116.58,13.82,118.26,58.53,84.11,8,43.24,125.47,30.19,1,0.548900774618546,-1.11628715446584,-0.988960480069674,2.267111111111119,0.03953038674033149,25.37841869716558,3.6892093485827897,2.553953257086052,17.067628045748368,0,4.067628045748369,2.2431626056688416,4,0,1.3784186971655792,39.62158130283442,0.4724316260566884
6189.6,5.46,22.05,1.99,0.37,3.54,1.61,1.05,11.7,0.05,0.08,1.5,137.92,16.57,92.86,41.86,95,8.53,38.29,123.17,20.56,2,0.435100412522605,-1.26109699330793,0.224057253836677,2.279777777777793,0.03967624309392275,25.31874689209344,3.659373446046719,2.7031327697664036,16.978120338140158,0,3.9781203381401578,2.3625062158131227,4,0,1.3187468920934386,39.681253107906564,0.4736250621581312
6190,7.25,26.47,2.27,0.001,3.64,1.92,1.73,8.76,0.05,0.07,1.5,10,13.555,109.2,85.33,80.73,6.99,108.62,123,17.9,2,1.00887379394384,-1.19978809207069,0.153003714786301,2.2882222222222297,0.039773480662983446,25.278965688712074,3.639482844356036,2.8025857782198207,16.91844853306811,0,3.9184485330681076,2.4420686225758566,4,0,1.2789656887120717,39.72103431128793,0.47442068622575856
6190.6,6.79,26.33,2.24,0.43,3.73,1.83,0.8,9.02,0.04,0.02,1.5,138.6,10.54,111.56,62.65,99.83,8.93,47.12,126.66,24.59,2,0.707724806304284,-1.0429693405324,-0.0614514444591424,2.3008888888889043,0.039919337016574706,25.21929388363993,3.6096469418199657,2.951765290900172,16.828940825459895,0,3.8289408254598967,2.5614122327201376,4,0,1.2192938836399312,39.78070611636007,0.4756141223272014
6191,7.24,28.05,2.23,0.45,3.82,2.16,1.57,7.78,0.04,0.02,1.5,146.31,10.28,106.72,51.01,103.49,10.38,44.62,133,21.7,2,0.921714905369777,-1.00071939938126,0.0193985136015625,2.309333333333341,0.0400165745856354,25.179512680258565,3.5897563401292825,3.0512182993535886,16.769269020387846,0,3.7692690203878465,2.640974639482871,4,0,1.1795126802585645,39.82048731974144,0.47640974639482875
6191.6,5.54,23.13,1.94,0.001,3.73,2.74,0.69,10.45,0.05,0.06,1.5,10,10.15,111.39,56.52,82.42,8.72,99.45,131.62,24.37,2,0.620691683720032,-0.438231206055914,-0.386811457013209,2.322000000000015,0.04016243093922666,25.119840875186423,3.559920437593212,3.2003978120339402,16.679761312779636,0,3.679761312779636,2.7603182496271526,4,0,1.1198408751864237,39.880159124813574,0.47760318249627154
6192,7.05,27.6,2.18,0.42,3.78,2.54,0.64,9.04,0.04,0.09,5.16,160.25,10.085,93.51,89.18,86.01,8.27,43.78,135.42,25.18,1,0.525173514294792,-1.06372799514491,-0.962587569710183,2.330444444444452,0.04025966850828735,25.080059671805056,3.5400298359025286,3.2998508204873573,16.620089507707586,0,3.6200895077075854,2.8398806563898855,4,0,1.0800596718050572,39.91994032819494,0.4783988065638989
6192.6,5.72,22.83,1.76,0.001,3.41,1.82,1.4,13.2,0.05,0.1,1.5,10,10.0525,86.8,60.31,160.28,11.63,89.37,127.78,22.09,2,0.712095916774389,-0.647518893599917,-0.0905241481412646,2.3431111111111265,0.04040552486187861,25.020387866732918,3.5101939333664585,3.4490303331677086,16.530581800099377,0,3.530581800099375,2.959224266534167,4,0,1.0203878667329165,39.97961213326708,0.4795922426653417
6193,6.32,25.42,2.02,0.001,3.55,1.83,1.73,10.04,0.04,0.1,1.5,10,10.02,105.83,52.49,86.48,8.19,40.8,103.8,19.86,2,0.568720403487404,-0.582172958865723,-0.0250289656399035,2.351555555555563,0.0405027624309393,24.98060666335155,3.490303331675775,3.5484833416211257,16.470909995027323,0,3.470909995027325,3.0387866732969004,4,0,0.9806066633515498,40.01939333664845,0.480387866732969
6193.6,6.69,26.81,1.99,0.4,3.75,2.24,1.25,9.82,0.04,0.09,1.5,140.09,10.34,115.93,66.55,83.16,6.27,41.58,133.71,25.78,2,0.644655494059684,-1.22822534268938,-0.234115445668414,2.36,0.040701265822785174,24.92093485827941,3.4604674291397046,3.697662854301477,16.381402287419114,0,3.381402287419114,3.1581302834411815,4,0,0.9209348582794092,40.07906514172059,0.4815813028344118
6194,7.27,26.85,2.17,0.001,3.66,2.22,1.9,9.87,0.04,0.06,1.5,10,11.31,101.92,63.44,101.86,8.05,106.74,122.59,24.95,2,1.06937324354614,-0.762886178503476,-0.0791759553591549,2.36,0.040903797468354604,24.881153654898043,3.4405768274490214,3.7971158627548935,16.321730482347064,0,3.3217304823470637,3.237692690203915,4,0,0.8811536548980425,40.11884634510196,0.48237692690203915
6194.6,6.55,25.7,2,0.4,3.4,1.78,1.29,9.9,0.04,0.09,1.5,121.96,12.28,118.9,38.97,82.31,8.66,41.44,131.58,13.54,2,0.658786531868496,-1.16719916860156,0.454048106843356,2.36,0.0412075949367092,24.8214818498259,3.4107409249129508,3.9462953754352457,16.23222277473885,0,3.2322227747388528,3.3570363003481964,4,0,0.8214818498259018,40.1785181501741,0.483570363003482
6195,6.18,24.85,2.04,0.36,3.29,1.61,1.65,10.05,0.04,0.12,1.5,114.8,10.755,90.73,42.13,79,9.22,41.13,125.66,20.37,2,0.630174313650981,-0.896097795811826,0.250401072834373,2.36,0.041410126582278634,24.781700646444534,3.3908503232222675,4.045748383888663,16.1725509696668,0,3.1725509696668026,3.43659870711093,4,0,0.7817006464445351,40.218299353555466,0.4843659870711093
6195.6,5.92,23.68,2.02,0.37,3.9,2.27,1.02,10.24,0.04,0.08,5.02,126.51,9.9925,103.93,56.13,96.93,8.35,42.21,136.71,23.66,2,0.469764353930442,-0.880247012773027,-0.629525115776295,2.36,0.04171392405063324,24.722028841372396,3.3610144206861974,4.1949278965690135,16.08304326205859,0,3.0830432620585917,3.555942317255211,4,0,0.7220288413723945,40.27797115862761,0.48555942317255213
6196,4.88,15.3,1.18,8.22,2.87,1.04,1.21,7.41,0.04,0.02,4.6,10,9.23,87.03,33.39,63.06,8.65,37.89,108.07,23.4,2,-0.0442566663661614,-2.24011108782309,1.26957516550511,2.36,0.04191645569620266,24.68224763799103,3.3411238189955137,4.294380905022431,16.023371456986542,0,3.023371456986542,3.6355047240179443,4,0,0.6822476379910278,40.317752362008974,0.48635504724017947
6196.6,5.49,22.65,1.77,0.001,3.4,2.15,0.86,12.88,0.05,0.12,1.5,10,11.135,98.8,47.75,87.27,7.7,87.85,128.74,23.18,2,0.515267900476062,-0.529241421104585,-0.0988789876887087,2.36,0.04222025316455727,24.622575832918887,3.3112879164594435,4.443560417702782,15.93386374937833,0,2.933863749378331,3.7548483341622254,4,0,0.6225758329188873,40.37742416708111,0.48754848334162226
6197,6.73,25.15,2.03,1.76,3.7,1.72,1.38,7.17,0.03,0.02,1.5,10,12.0875,104.48,51.09,111.94,12.06,113.07,137.97,18.29,2,1.10152935733939,-1.10536343306445,0.6450672966251,2.36,0.0424227848101267,24.58279462953752,3.2913973147687603,4.5430134261561985,15.874191944306281,0,2.8741919443062804,3.8344107409249593,4,0,0.5827946295375204,40.41720537046248,0.4883441074092496
6197.6,6.72,27.71,2.23,0.44,3.78,1.93,0.65,6.4,0.03,0.1,1.5,125.08,13.04,115.47,40.43,79.77,22.85,48.22,136.74,24.22,2,0.626939732862995,-0.590725683614515,-0.225615386376378,2.36,0.0427265822784813,24.52312282446538,3.26156141223269,4.69219293883655,15.78468423669807,0,2.7846842366980695,3.9537543510692403,4,0,0.5231228244653798,40.47687717553462,0.4895375435106924
6198,7.79,29.07,2.35,0.47,3.73,1.91,1.39,6.6,0.03,0.08,1.5,154.23,14.445,85.29,61.32,91.87,9.62,48.67,138.79,25.11,2,0.990506469581377,-1.2109722558551,0.0276720704630779,2.36,0.04292911392405073,24.483341621084012,3.2416708105420065,4.791645947289967,15.72501243162602,0,2.72501243162602,4.033316757831974,4,0,0.48334162108401313,40.516658378915984,0.49033316757831974
6198.6,7.51,26.84,2.28,0.46,4.03,2.11,1.4,8.65,0.03,0.08,5.72,138.85,15.85,109.7,69.17,117.96,26.96,44.96,137.02,24.99,1,0.590073047512042,-0.98329458226509,-1.02243912678325,2.36,0.043232911392405336,24.423669816011873,3.2118349080059363,4.940825459970318,15.635504724017808,0,2.635504724017809,4.152660367976255,4,0,0.4236698160118726,40.57633018398813,0.49152660367976253
6199,6.26,24.58,1.9,0.001,3.55,1.96,1.58,11.22,0.03,0.12,1.5,10,13.21,108.43,39.85,83.42,8.74,39.65,114.45,17.45,2,0.542340428064341,-0.664313296184086,0.0910664857846239,2.36,0.043435443037974766,24.383888612630507,3.1919443063152526,5.040278468423736,15.575832918945759,0,2.5758329189457587,4.232222774738989,4,0,0.38388861263050567,40.61611138736949,0.4923222277473899
6199.6,7.23,26.51,2.17,0.001,3.85,2.22,1.46,9.07,0.04,0.05,1.5,10,11.89,122.5,43.76,86.92,9.07,110.11,135.01,21.91,2,1.07018071973482,-0.673998489797978,0.135822482574903,2.36,0.043739240506329366,24.324216807558365,3.1621084037791825,5.189457981104087,15.486325211337547,0,2.486325211337548,4.35156638488327,4,0,0.32421680755836513,40.675783192441635,0.4935156638488327
6200,7.09,26.05,2.08,1.27,4.11,2.12,1.68,7.28,0.03,0.02,1.5,10,11.23,87.35,60.78,63.21,9.68,111.78,132.24,23.69,2,1.11259464615913,-0.776895726254368,0.227847919997147,2.36,0.043941772151898796,24.284435604177,3.142217802088499,5.288910989557504,15.426653406265498,0,2.4266534062654976,4.431128791646003,4,0,0.2844356041769984,40.715564395823,0.49431128791646006
6200.6,6.69,25.18,2.01,0.41,4.17,2.41,1.33,10.87,0.04,0.1,1.5,134.47,10.57,93.33,51.31,66.37,25.31,40.45,149.3,22.63,2,0.556211517079623,-0.387127033771349,-0.527539478922078,2.36,0.044245569620253396,24.224763799104856,3.112381899552429,5.438090502237856,15.337145698657286,0,2.3371456986572867,4.550472401790284,4,0,0.2247637991048579,40.775236200895144,0.49550472401790285
6201,6.84,25.55,2.12,0.001,3.73,2.03,1.59,10.1,0.04,0.12,1.5,10,9.43,103,51.78,94.45,7.32,104.06,140.25,24.1,2,1.01389121463637,-0.60903624443042,0.0619181996870471,2.36,0.044448101265822826,24.18498259572349,3.092491297861746,5.537543510691272,15.277473893585237,0,2.2774738935852366,4.630034808553018,4,0,0.18498259572349118,40.81501740427651,0.4963003480855302
6201.6,7.46,27.64,2.39,0.001,3.86,1.93,1.62,6.83,0.03,0.09,1.5,10,8.86,120.16,38.38,95.11,8.94,115.39,142.98,21.12,2,1.29816588096538,-0.529207042887062,0.336725731256993,2.36,0.04475189873417743,24.12531079065135,3.062655395325675,5.6867230233716235,15.187966185977025,0,2.1879661859770256,4.749378418697299,4,0,0.12531079065135042,40.87468920934865,0.497493784186973
6202,7.74,28.53,2.37,0.46,3.77,2.17,1.58,6.48,0.03,0.08,1.5,145.06,8.29,92.01,47.82,80.77,9.18,46.2,138.51,18.68,2,1.03544187402929,-0.765570030318408,0.149423061884662,2.36,0.04495443037974686,24.085529587269985,3.042764793634992,5.786176031825041,15.128294380904975,0,2.1282943809049755,4.828940825460032,4,0,0.08552958726998372,40.91447041273002,0.49828940825460033
6202.6,7.93,29.06,2.37,0.001,3.84,2.41,2.03,6.1,0.03,0.05,1.5,10,11.49,93.46,63.6,71,7.97,116.52,139.76,18.81,2,1.3798591712416,-0.683088534436795,0.171984235543283,2.36,0.04525822784810146,24.025857782197843,3.0129288910989214,5.935355544505392,15.038786673296766,0,2.038786673296765,4.948284435604314,4,0,0.025857782197843182,40.974142217802154,0.4994828443560431
6203,6.98,26.22,2.25,0.001,3.74,1.93,1.02,8.58,0.03,0.13,1.5,10,13.09,115.32,55.84,87.58,9.83,45.77,120.52,16.45,2,0.663272392191802,-0.70236427976252,0.0189297742621621,2.36,0.04546075949367089,23.961147086031364,3.025901942645758,5.974098057354242,15.025901942645758,0,2.038852913968637,4.987049028677121,3.987049028677121,0.012950971322879022,0,41.01295097132288,0.49935245143385604
6203.6,6.98,25.44,2.16,0.001,3.64,1.85,0.82,9.71,0.03,0.11,1.5,10,13.89,96.06,47.04,96.99,8.96,42.09,121.83,23.04,2,0.617312367983668,-0.49853917711501,-0.08689679864741,2.36,0.0457645569620255,23.794634597594637,3.136910268270243,5.863089731729757,15.136910268270244,0,2.2053654024053646,4.931544865864878,3.9315448658648786,0.06845513413512154,0,41.06845513413512,0.49657724329324393
6204,6.43,24.29,1.81,0.001,3.4,1.71,1.09,13.05,0.05,0.08,1.5,10,14.29,99.65,54.18,120.56,10.49,91.34,157.05,18.31,2,0.812556547116267,-0.909470227888684,0.291885509018785,2.36,0.04596708860759492,23.68362627197032,3.210915818686454,5.789084181313545,15.210915818686454,0,2.3163737280296814,4.894542090656773,3.8945420906567727,0.10545790934322713,0,41.10545790934323,0.49472710453283864
6204.6,7.72,27.25,2.37,0.43,3.21,1.63,0.99,8.14,0.04,0.15,1.5,122.98,14.69,98.97,47.04,132.99,10.73,45.41,174.66,21.28,2,0.966875738924319,-1.26943684623854,0.329209600158792,2.3573333333333237,0.04598008849557468,23.517113783533592,3.3219241443109393,5.678075855689061,15.32192414431094,0,2.482886216466409,4.83903792784453,3.8390379278445304,0.16096207215546965,0,41.16096207215547,0.49195189639222653
