"Depth","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","chemofacies","Factor1","Factor2","Factor3"
7837,8.26,23.09,2.68,0.001,4.1,1.87,0.86,8.05,0.03,0.02,1.5,10,2,15,7.5,64.15,17.54,53.97,109.21,28.28,"Utica FM",3,0.92149396874429,1.67781308865782,-0.281525065904233
7837.6,7.98,21.33,2.3,0.001,3.78,1.48,1.04,11.85,0.04,0.02,1.5,10,2,15,7.5,57.45,18.415,46.59,105.1,24.62,"Utica FM",3,0.689126144415448,1.55883722131192,-0.0820463511454648
7838,6.93,18.57,1.94,0.001,3.75,1.6,1.06,16.61,0.05,0.02,1.5,10,2,15,7.5,57.06,18.8525,39.2,84.54,26.51,"Utica FM",3,0.30522195613104,1.57723888737889,-0.339133184135178
7838.6,8.13,23.57,2.52,0.001,3.77,2.31,1.15,8.16,0.03,0.02,1.5,10,2,15,7.5,7.5,19.07125,52.44,121.39,5,"Utica FM",3,0.923246845741504,1.61380800616527,0.293357945092345
7839,7.32,20.13,2.13,0.001,3.56,1.26,1.44,14.25,0.05,0.02,1.5,10,2,15,7.5,7.5,19.180625,44.3,96.87,5,"Utica FM",3,0.540585341575781,1.40357869438575,0.565785009501085
7839.6,8.85,23.54,2.46,0.001,3.95,1.69,1.81,9.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.2353125,52.9,112.28,5,"Utica FM",3,1.0012624522903,1.45190680755019,0.539559221973143
7840,8.72,24.24,2.55,0.001,4.05,1.8,1.31,7.69,0.03,0.02,1.5,10,2,15,7.5,60.3,19.26265625,52.95,107.7,34.23,"Utica FM",3,0.950601648068191,1.68336119707732,-0.424580568009694
7840.6,4.07,13.7,2.23,0.001,3.79,1.08,0.51,13.75,0.04,0.02,1.5,10,2,15,7.5,67.05,19.276328125,49.58,103.01,25.87,"Utica FM",3,0.238131190877417,1.51742540742661,-0.110236901823494
7841,8.01,22.79,2.61,0.001,4.03,1.63,0.79,8.57,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2831640625,54.57,118.15,5,"Utica FM",3,0.899815316971164,1.62256385299863,0.502529210217133
7841.6,8.46,23.53,2.7,0.001,3.94,1.56,1,8.14,0.03,0.02,1.5,10,2,15,7.5,7.5,19.28658203125,54.03,114.11,5,"Utica FM",3,0.968146648135318,1.59749856710312,0.551487598381253
7842,8.35,23.54,2.41,0.001,3.97,1.67,1.21,9.82,0.03,0.02,1.5,10,2,15,7.5,7.5,19.288291015625,50.81,110.29,5,"Utica FM",3,0.88642495984413,1.55851036136287,0.484036835171556
7842,9.24,25.63,2.68,0.001,4.04,1.71,1.34,7.25,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2891455078125,55.25,109.13,5,"Utica FM",3,1.09519457122418,1.58395019778658,0.522421665511745
7842.6,9.24,25.63,2.68,0.001,4.04,1.71,1.34,7.25,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2891455078125,55.25,109.13,5,"Utica FM",3,1.09519457122418,1.58395019778658,0.522421665511745
7843,8.42,25.78,2.63,0.001,4.26,2.96,0.88,6.07,0.04,0.09,1.5,10,2,15,38.18,84.39,19.2895727539062,51.33,151.97,20.7,"Utica FM",3,1.05314644742597,1.37588953070213,-0.636488763180693
7843.6,9.2,24.88,2.85,0.001,4.11,1.77,1.08,7.43,0.03,0.02,1.5,10,2,15,7.5,85.09,19.2897863769531,54.63,110.38,26.43,"Utica FM",3,1.11424880370851,1.65441334888211,-0.186498613231595
7844,8.66,23.21,2.42,0.001,3.72,0.87,1.16,12.06,0.04,0.02,1.5,10,2,15,7.5,81.3,19.2898931884766,47.44,96.82,17.85,"Utica FM",3,0.846269823933302,1.42487733716885,0.339924841943487
7844.6,9.1,25.6,2.75,0.001,4.05,1.35,1.07,7.26,0.03,0.02,1.5,10,2,81.77,7.5,106.17,19.2899465942383,55.87,118.02,24.63,"Utica FM",3,1.09576072484913,1.01985185401897,0.0764012616237344
7845,7.93,24.08,2.66,0.001,3.77,0.95,0.97,6.22,0.02,0.02,1.5,10,2,15,30.7,96.66,19.2899732971191,59.97,117.71,17.5,"Utica FM",3,1.08747730804969,1.20158027860711,0.29577496750434
7845.6,8.06,23.13,2.56,0.001,3.5,1.01,0.74,9.71,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2899866485596,51.9,107.88,5,"Utica FM",3,0.810060716682921,1.53921941032726,0.739156784250375
7846,8.06,23.13,2.56,0.001,3.5,1.01,0.74,9.71,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2899866485596,51.9,107.88,5,"Utica FM",3,0.810060716682921,1.53921941032726,0.739156784250375
7845,9.39,25.95,2.89,0.001,3.81,1.04,1,6.05,0.02,0.02,1.5,10,2,15,7.5,7.5,19.2899933242798,60.4,120.22,5,"Utica FM",3,1.20892093600401,1.55103906017532,0.848519117253209
7845.6,9.73,26.1,3.22,0.001,3.6,0.95,1.24,4.8,0.02,0.02,1.5,10,2,15,7.5,125.17,19.29,63.31,157.54,22.47,"Utica FM",3,1.58715342730148,1.34052726678774,0.49916795788391
7846,8.67,25.54,2.81,0.001,3.56,1.09,0.91,6.44,0.03,0.02,1.5,10,2,15,7.5,7.5,18.23,54.47,137.02,5,"Utica FM",3,1.12308339259555,1.46747937447191,0.880237901297903
7846.6,8.99,26.5,2.69,0.001,3.54,0.81,1.05,7.19,0.03,0.02,1.5,10,2,15,7.5,90.49,17.7,54.71,113.15,13.36,"Utica FM",3,1.17506907713334,1.32772692441865,0.663196188723603
7847,9.16,26.08,2.69,0.43,3.88,1.67,1.19,6.72,0.03,0.02,1.5,10,2,15,7.5,89.62,17.17,56.65,113.19,26.06,"Utica FM",3,1.15647515855396,1.40509997808955,0.026631330341221
7847.6,7.29,20.45,2.22,0.001,3.92,2.3,1,12.84,0.04,0.02,1.5,10,2,15,7.5,7.5,16.495,45.95,97.36,5,"Utica FM",3,0.577896064208374,1.57886532927997,0.174952567620605
7848,9.32,25.29,2.71,0.001,4.79,2.69,0.99,7.09,0.03,0.02,1.5,10,2,105.92,7.5,90.41,15.82,54.9,106.66,36.73,"Utica FM",3,0.980065215037483,1.11695469122898,-0.818615827729673
7848.6,9.59,27.25,2.86,0.001,3.76,0.88,1.22,5.2,0.02,0.02,1.5,10,2,15,7.5,7.5,19.205,60.75,115.03,5,"Utica FM",3,1.26357755052611,1.49372596833055,0.932790779366098
7849,9.57,26.32,2.7,0.001,3.6,1.16,1.53,6.39,0.03,0.02,1.5,10,2,15,30.59,85.15,20.8975,57.59,105.49,22.98,"Utica FM",3,1.14806064870989,1.28274508966144,0.0539039468773264
