Depth,Al_wt%,Si_wt%,K_wt%,Ti_wt%,Fe_wt%,S_wt%,Mg_wt%,Ca_wt%,Sr_wt%,P_wt%,Mo_ppm,V_ppm,U_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Th_ppm,Rb_ppm,Zr_ppm,Pb_ppm,chemofacies,Factor1,Factor2,Factor3,TOC_(wt.%),Total_Porosity,Quartz,Plagioclase,K-Feldspar,Calcite,Siderite,Ankerite,Dolomite,Pyrite,Fluorapatite,Barite,Total_Clay,MBI
6342.6,3.97,17.94,1.22,0.47,1.36,1.16,1.34,20.62,0.1,0.02,7.56,45.27,8.83000015020371,95.22,47.83,27.08,6.26,57.11,69.58,8.55,2,-0.538848229227151,-0.818904757670678,-0.00505052873539191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6343,3.75,19.07,1.22,0.17,1.99,1.75,1.37,19.47,0.1,0.12,5.03,60.93,8.83000007510185,113.42,37.55,34.91,6.415,23.9,74.85,13.15,2,-0.59660694657305,-0.773436604623599,-0.241858116687218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6343.6,3.75,19.07,1.22,0.17,1.99,1.75,1.37,19.47,0.1,0.12,5.03,60.93,8.83000007510185,113.42,37.55,34.91,6.415,23.9,74.85,13.15,2,-0.59660694657305,-0.773436604623599,-0.241858116687218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6344,2.14,9.21,0.86,1.2,1.45,1.46,1,32.49,0.17,0.05,6.21,10,8.83000003755093,108.25,37.8,13.28,6.4925,24.43,35.33,10.13,4,-1.5409457720608,-0.805803008788426,-0.266490551409009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6344.6,2.14,9.21,0.86,1.2,1.45,1.46,1,32.49,0.17,0.05,6.21,10,8.83000003755093,108.25,37.8,13.28,6.4925,24.43,35.33,10.13,4,-1.5409457720608,-0.805803008788426,-0.266490551409009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6345,3.5,18.06,1.08,0.15,1.62,1.58,0.77,23.07,0.13,0.09,5.89,31.48,8.83000001877546,112.99,44.68,52.65,6.53125,49.95,70.95,10.13,2,-0.76841064699759,-0.769596476899477,-0.231525081327869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6345.6,3.5,18.06,1.08,0.15,1.62,1.58,0.77,23.07,0.13,0.09,5.89,31.48,8.83000001877546,112.99,44.68,52.65,6.53125,49.95,70.95,10.13,2,-0.76841064699759,-0.769596476899477,-0.231525081327869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6346,3.58,16.94,1.13,0.001,1.44,1.5,0.3,23.76,0.12,0.16,10.12,10,8.83000000938773,107.94,47.08,62.7,6.57,20.81,54.96,8.41,4,-1.17055480967329,-0.519016282609155,-0.894674734438792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6346.6,3.58,16.94,1.13,0.001,1.44,1.5,0.3,23.76,0.12,0.16,10.12,10,8.83000000938773,107.94,47.08,62.7,6.57,20.81,54.96,8.41,4,-1.17055480967329,-0.519016282609155,-0.894674734438792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6347,2.87,18.29,1.64,0.2,1.11,0.93,0.3,22.78,0.12,0.12,4.37,57.54,8.83000000469386,99.55,33.08,31.03,6.64,49.14,75.49,6.93,4,-0.681831285330841,-0.675792281034816,0.403468662846766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6347.6,2.87,18.29,1.64,0.2,1.11,0.93,0.3,22.78,0.12,0.12,4.37,57.54,8.83000000469386,99.55,33.08,31.03,6.64,49.14,75.49,6.93,4,-0.681831285330841,-0.675792281034816,0.403468662846766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6348,3.79,18.66,1.25,0.17,1.61,1.26,1.45,20.09,0.1,0.13,5.37,49.53,8.83000000234693,96.4,42.48,61.46,7.82,26.44,80.34,12.13,2,-0.545996078595777,-0.783383243447524,-0.0900382164348317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6348.6,3.79,18.66,1.25,0.17,1.61,1.26,1.45,20.09,0.1,0.13,5.37,49.53,8.83000000234693,96.4,42.48,61.46,7.82,26.44,80.34,12.13,2,-0.545996078595777,-0.783383243447524,-0.0900382164348317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6349,3.03,17.65,1.58,0.15,1.27,1.18,1.41,23.92,0.12,0.13,5.44,37.01,8.83000000117347,107.22,34.08,35.52,7.515,46.45,65.46,7.85,2,-0.66653909122922,-0.770293888456088,0.13542462414203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6349.6,3.03,17.65,1.58,0.15,1.27,1.18,1.41,23.92,0.12,0.13,5.44,37.01,8.83000000117347,107.22,34.08,35.52,7.515,46.45,65.46,7.85,2,-0.66653909122922,-0.770293888456088,0.13542462414203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6350,3.2,20.21,1.02,0.001,1.43,1.24,0.87,21.97,0.1,0.07,4.74,10,8.83000000058673,103.11,37.02,46.77,7.21,20.61,53.77,14.28,4,-0.807089934892417,-0.452208488241184,-0.159023832325697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6350.6,3.2,20.21,1.02,0.001,1.43,1.24,0.87,21.97,0.1,0.07,4.74,10,8.83000000058673,103.11,37.02,46.77,7.21,20.61,53.77,14.28,4,-0.807089934892417,-0.452208488241184,-0.159023832325697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6351,1.81,14.45,0.56,0.001,1.3,1.53,1.04,27.91,0.13,0.23,1.5,10,8.83000000029337,90.02,34.14,41.65,6.685,11.19,41.28,13.4,4,-1.27627687677397,-0.529590381914531,-0.0958667428220772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6351.6,1.81,14.45,0.56,0.001,1.3,1.53,1.04,27.91,0.13,0.23,1.5,10,8.83000000029337,90.02,34.14,41.65,6.685,11.19,41.28,13.4,4,-1.27627687677397,-0.529590381914531,-0.0958667428220772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6352,2.66,17.15,0.91,0.001,1.3,2.23,0.3,22.38,0.11,0.34,1.5,10,8.83000000014668,97.19,42.52,57.61,6.16,44.28,62.75,10.96,4,-0.928404119232632,-0.573166094019073,-0.234795213023604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6352.6,2.66,17.15,0.91,0.001,1.3,2.23,0.3,22.38,0.11,0.34,1.5,10,8.83000000014668,97.19,42.52,57.61,6.16,44.28,62.75,10.96,4,-0.928404119232632,-0.573166094019073,-0.234795213023604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6353,2.02,14.1,1.08,0.57,1,0.94,0.97,27.91,0.12,0.08,1.5,10,8.83000000007334,87.01,55.47,34.37,4.31,32.47,56.34,9.94,4,-0.93960609113123,-0.895419112425686,0.493954403554468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6353.6,2.02,14.1,1.08,0.57,1,0.94,0.97,27.91,0.12,0.08,1.5,10,8.83000000007334,87.01,55.47,34.37,4.31,32.47,56.34,9.94,4,-0.93960609113123,-0.895419112425686,0.493954403554468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354,2.93,19.52,0.92,0.001,1.33,1.14,0.59,22.24,0.1,0.11,1.5,10,8.83000000003667,105.29,40.15,96.8,4.865,17.56,54.19,8.56,4,-0.708568423121713,-0.73102919574201,0.372049221145079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6354.6,2.93,19.52,0.92,0.001,1.33,1.14,0.59,22.24,0.1,0.11,1.5,10,8.83000000003667,105.29,40.15,96.8,4.865,17.56,54.19,8.56,4,-0.708568423121713,-0.73102919574201,0.372049221145079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355,1.9,15.88,0.92,0.08,0.66,0.72,0.92,28,0.12,0.08,1.5,22.62,8.83000000001833,77.3,39.45,87.57,5.42,24.61,46.64,5,4,-0.894979882239887,-0.744461034247368,0.671143231897107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6355.6,1.9,15.88,0.92,0.08,0.66,0.72,0.92,28,0.12,0.08,1.5,22.62,8.83000000001833,77.3,39.45,87.57,5.42,24.61,46.64,5,4,-0.894979882239887,-0.744461034247368,0.671143231897107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6356,1.95,10.66,1.1,0.07,1.08,0.94,0.3,32.27,0.12,0.05,1.5,10,8.83000000000917,91.41,37.69,15.63,4.61,34.46,52.83,7.88,4,-1.12587759742413,-0.460159494608824,0.496876139047788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6356.6,1.95,10.66,1.1,0.07,1.08,0.94,0.3,32.27,0.12,0.05,1.5,10,8.83000000000917,91.41,37.69,15.63,4.61,34.46,52.83,7.88,4,-1.12587759742413,-0.460159494608824,0.496876139047788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357,1.81,13.01,0.94,0.08,1.5,1.74,1.5,30.65,0.12,0.21,5.1,10,8.83000000000458,82.91,37.25,7.5,5.9,29.56,45.83,7.51,4,-1.19802286766795,-0.502275520050714,-0.294605565787218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6357.6,1.81,13.01,0.94,0.08,1.5,1.74,1.5,30.65,0.12,0.21,5.1,10,8.83000000000458,82.91,37.25,7.5,5.9,29.56,45.83,7.51,4,-1.19802286766795,-0.502275520050714,-0.294605565787218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6358,2.96,17.08,0.89,0.001,1.16,1.17,0.63,24.5,0.12,0.1,1.5,10,8.83000000000229,112.7,32.98,26.86,7.19,18.61,43.26,7.66,4,-1.00480482950721,-0.535353769331966,0.363903845617592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6358.6,2.96,17.08,0.89,0.001,1.16,1.17,0.63,24.5,0.12,0.1,1.5,10,8.83000000000229,112.7,32.98,26.86,7.19,18.61,43.26,7.66,4,-1.00480482950721,-0.535353769331966,0.363903845617592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6359,0.7,7.23,0.39,0.03,0.47,0.49,0.3,38.75,0.16,0.04,1.5,10,8.83000000000115,94.32,25.77,46.66,6.525,11.19,13.39,8.42,4,-1.80188411105181,-0.488066835583156,0.425118646057996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6359.6,0.7,7.23,0.39,0.03,0.47,0.49,0.3,38.75,0.16,0.04,1.5,10,8.83000000000115,94.32,25.77,46.66,6.525,11.19,13.39,8.42,4,-1.80188411105181,-0.488066835583156,0.425118646057996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6360,2.6,17.06,0.82,0.001,0.64,0.84,0.3,24.5,0.13,0.11,1.5,10,8.83000000000057,84.82,25,34.28,5.86,40.91,63.4,5,4,-0.889846876370638,-0.443377345268199,0.766109113908422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6360.6,2.6,17.06,0.82,0.001,0.64,0.84,0.3,24.5,0.13,0.11,1.5,10,8.83000000000057,84.82,25,34.28,5.86,40.91,63.4,5,4,-0.889846876370638,-0.443377345268199,0.766109113908422,3.311743119266097,0.04257463235294112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6361,3.09,20.43,1.57,0.16,0.71,1.27,1.43,23.53,0.15,0.18,4.65,37.04,8.83000000000029,91.24,7.5,20.63,6.8,28.64,90.85,9.56,4,-0.686993569409742,-0.531280405810174,0.367913043796862,3.3352293577981844,0.042530514705882344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6361.6,3.09,20.43,1.57,0.16,0.71,1.27,1.43,23.53,0.15,0.18,4.65,37.04,8.83000000000029,91.24,7.5,20.63,6.8,28.64,90.85,9.56,4,-0.686993569409742,-0.531280405810174,0.367913043796862,3.3704587155963694,0.042464338235294066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6362,1.89,10.47,0.97,0.63,0.74,1.47,0.3,30.69,0.18,0.2,4.18,10,8.83000000000014,94.91,30.42,14.39,7.27,28.06,64.65,9.32,4,-1.52822937366273,-0.583841563543707,-0.0629161559378156,3.393944954128457,0.04242022058823528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6362.6,1.89,10.47,0.97,0.63,0.74,1.47,0.3,30.69,0.18,0.2,4.18,10,8.83000000000014,94.91,30.42,14.39,7.27,28.06,64.65,9.32,4,-1.52822937366273,-0.583841563543707,-0.0629161559378156,3.4291743119266416,0.04235404411764701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6363,3.53,18.58,1.07,0.16,1.13,1.01,1.05,21.02,0.11,0.16,1.5,42.93,8.83000000000007,101.84,38.25,76.1,7.74,56.98,92.31,7.32,2,-0.385228153350603,-0.968923173370665,0.71146178276591,3.452660550458729,0.042309926470588226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6363.6,3.53,18.58,1.07,0.16,1.13,1.01,1.05,21.02,0.11,0.16,1.5,42.93,8.83000000000007,101.84,38.25,76.1,7.74,56.98,92.31,7.32,2,-0.385228153350603,-0.968923173370665,0.71146178276591,3.4878899082569137,0.04224374999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6364,2.28,12.33,0.93,2.06,0.66,0.83,0.3,28.94,0.12,0.02,1.5,10,8.83000000000004,102.87,20.82,45.2,6.29,27.97,38.33,8.48,4,-1.13087272815698,-0.894608573242917,0.920433982528463,3.5113761467890017,0.04219963235294117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6364.6,2.28,12.33,0.93,2.06,0.66,0.83,0.3,28.94,0.12,0.02,1.5,10,8.83000000000004,102.87,20.82,45.2,6.29,27.97,38.33,8.48,4,-1.13087272815698,-0.894608573242917,0.920433982528463,3.5466055045871863,0.04213345588235289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6365,0.81,11.74,0.46,0.04,0.35,0.45,0.3,34.71,0.16,0.1,1.5,10,8.83000000000002,85.79,36.81,41.05,5.565,13.71,23.98,6.57,4,-1.64080522919032,-0.628505636285139,0.514812341123084,3.570091743119274,0.04208933823529411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6365.6,0.81,11.74,0.46,0.04,0.35,0.45,0.3,34.71,0.16,0.1,1.5,10,8.83000000000002,85.79,36.81,41.05,5.565,13.71,23.98,6.57,4,-1.64080522919032,-0.628505636285139,0.514812341123084,3.6053211009174584,0.04202316176470584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6366,3.29,21.72,1.49,1.38,0.75,1.04,0.3,19.17,0.09,0.07,1.5,10,8.83000000000001,95.1,28.73,29.76,4.84,47.92,80.37,10.18,2,-0.40120972943364003,-0.75667644170318,0.965745616776675,3.628807339449546,0.04197904411764705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6366.6,3.29,21.72,1.49,1.38,0.75,1.04,0.3,19.17,0.09,0.07,1.5,10,8.83000000000001,95.1,28.73,29.76,4.84,47.92,80.37,10.18,2,-0.40120972943364003,-0.75667644170318,0.965745616776675,3.664036697247731,0.041912867647058774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6367,3.08,20.75,1.58,0.15,1.13,1.07,0.65,20.94,0.09,0.11,1.5,50.83,8.83000000000001,88.47,29.33,154.83,5.58,47.4,75.12,8.56,2,-0.173122171943184,-0.820576364602868,0.676528043138154,3.6875229357798185,0.041868749999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6367.6,3.08,20.75,1.58,0.15,1.13,1.07,0.65,20.94,0.09,0.11,1.5,50.83,8.83000000000001,88.47,29.33,154.83,5.58,47.4,75.12,8.56,2,-0.173122171943184,-0.820576364602868,0.676528043138154,3.722752293578003,0.04180257352941172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6368,2.05,10.27,0.69,1.77,0.46,0.54,0.3,32.57,0.16,0.02,1.5,10,8.83,91.25,22.64,20.06,6.125,20.15,37.01,6.47,4,-1.44194345735221,-0.824032533493165,0.969566157738429,3.7462385321100906,0.041758455882352934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6368.6,2.05,10.27,0.69,1.77,0.46,0.54,0.3,32.57,0.16,0.02,1.5,10,8.83,91.25,22.64,20.06,6.125,20.15,37.01,6.47,4,-1.44194345735221,-0.824032533493165,0.969566157738429,3.781467889908275,0.04169227941176466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6369,4.26,19.99,1.31,0.27,0.67,0.74,1.09,21.94,0.11,0.05,1.5,48.34,8.83,70.68,31.42,49.57,6.67,59.65,69.03,5,2,-0.282610008376209,-0.644212139380354,1.03167874751294,3.8049541284403627,0.04164816176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6369.6,4.26,19.99,1.31,0.27,0.67,0.74,1.09,21.94,0.11,0.05,1.5,48.34,8.83,70.68,31.42,49.57,6.67,59.65,69.03,5,2,-0.282610008376209,-0.644212139380354,1.03167874751294,3.8401834862385478,0.04158198529411761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6370,3.01,12.76,0.83,1.44,0.64,0.8,0.3,27.78,0.15,0.17,1.5,10,8.83,90.01,31.12,28.37,5.705,44.62,61.58,5,4,-1.09809021072774,-0.922503076197143,0.907088571873806,3.8636697247706353,0.04153786764705882,14.773462783171297,0,0.16990291262152782,62.71682847896412,0,1.886731391585648,3.0566343042071757,2,0.943365695792824,0.943365695792824,14.509708737864583,0.7971682847896412
6370.6,3.01,12.76,0.83,1.44,0.64,0.8,0.3,27.78,0.15,0.17,1.5,10,8.83,90.01,31.12,28.37,5.705,44.62,61.58,5,4,-1.09809021072774,-0.922503076197143,0.907088571873806,3.89889908256882,0.041471691176470545,14.385113268607972,0,0.46116504854402085,62.231391585759965,0,1.6925566343039862,3.153721682848007,2,0.8462783171519931,0.8462783171519931,15.383495145632063,0.7923139158575997
6371,1.67,9.2,1.02,0.07,0.59,0.78,0.88,31.09,0.17,0.18,1.5,10,8.83,78.69,27.62,19.52,5.2225,30.69,44.43,5,4,-1.33210813094295,-0.565738271034659,0.614085411071083,3.922385321100908,0.04142757352941177,14.126213592232816,0,0.6553398058253885,61.907766990291016,0,1.5631067961164078,3.218446601941796,2,0.7815533980582039,0.7815533980582039,15.966019417476165,0.7890776699029102
6371.6,1.67,9.2,1.02,0.07,0.59,0.78,0.88,31.09,0.17,0.18,1.5,10,8.83,78.69,27.62,19.52,5.2225,30.69,44.43,5,4,-1.33210813094295,-0.565738271034659,0.614085411071083,3.803124999999909,0.03992461538461385,13.737864077669492,0,0.9466019417478815,61.42233009708686,0,1.3689320388347457,3.315533980582627,2,0.6844660194173728,0.6844660194173728,16.839805825243644,0.7842233009708687
6372,2.83,12.47,0.88,0.001,0.63,0.97,0.3,29.35,0.16,0.05,1.5,10,8.83,105.06,45.12,19.47,4.98125,42.72,48.89,5,4,-1.17902010022415,-0.694261730248994,0.548893397819646,3.620625000000065,0.03823846153846154,13.478964401294334,0,1.140776699029249,61.09870550161792,0,1.2394822006471673,3.3802588996764165,2,0.6197411003235836,0.6197411003235836,17.422330097087748,0.7809870550161793
6372.6,2.83,12.47,0.88,0.001,0.63,0.97,0.3,29.35,0.16,0.05,1.5,10,8.83,105.06,45.12,19.47,4.98125,42.72,48.89,5,4,-1.17902010022415,-0.694261730248994,0.548893397819646,3.3468749999998835,0.03570923076922924,13.09061488673101,0,1.4320388349517421,60.61326860841376,0,1.0453074433655054,3.4773462783172473,2,0.5226537216827527,0.5226537216827527,18.296116504855227,0.7761326860841377
6373,2.23,9.36,1.33,0.08,0.63,1.2,1.11,32.51,0.17,0.17,1.5,10,8.83,95.79,45.54,34.47,4.74,34.69,39.01,5,4,-1.25222735622551,-0.825767824442927,0.3716399318366,3.164375000000039,0.03402307692307692,12.831715210355853,0,1.6262135922331098,60.28964401294482,0,0.9158576051779268,3.542071197411037,2,0.4579288025889634,0.4579288025889634,18.878640776699328,0.7728964401294481
6373.6,2.23,9.36,1.33,0.08,0.63,1.2,1.11,32.51,0.17,0.17,1.5,10,8.83,95.79,45.54,34.47,4.74,34.69,39.01,5,4,-1.25222735622551,-0.825767824442927,0.3716399318366,2.890624999999857,0.031493846153844623,12.44336569579253,0,1.9174757281556025,59.80420711974066,0,0.7216828478962649,3.6391585760518677,2,0.36084142394813246,0.36084142394813246,19.752427184466807,0.7680420711974066
6374,2.11,8.65,1.02,1.9,0.58,0.82,0.3,32.46,0.18,0.02,5.24,10,8.83,93.7,7.5,20.56,5.195,27.65,44.31,6.45,4,-1.49448974015939,-0.699787468889258,0.592440851725426,2.708125000000013,0.029807692307692306,12.184466019417373,0,2.11165048543697,59.48058252427172,0,0.5922330097086865,3.7038834951456567,2,0.29611650485434327,0.29611650485434327,20.33495145631091,0.7648058252427172
6374.6,2.11,8.65,1.02,1.9,0.58,0.82,0.3,32.46,0.18,0.02,5.24,10,8.83,93.7,7.5,20.56,5.195,27.65,44.31,6.45,4,-1.49448974015939,-0.699787468889258,0.592440851725426,2.5072413793104475,0.027867235494881137,11.796116504854048,0,2.402912621359463,58.99514563106756,0,0.3980582524270244,3.800970873786488,2,0.1990291262135122,0.1990291262135122,21.20873786407839,0.7599514563106756
6375,2.39,11.04,1.4,0.1,0.58,0.84,0.3,32.39,0.17,0.19,1.5,10,8.83,70.1,30.71,28.39,5.4225,34.89,54.35,5,4,-1.21441853759315,-0.419070659315622,0.583737840561584,2.6162068965517413,0.028536177474402645,11.537216828478892,0,2.597087378640831,58.671521035598616,0,0.26860841423944604,3.865695792880277,2,0.13430420711972302,0.13430420711972302,21.791262135922494,0.7567152103559862
6375.6,2.39,11.04,1.4,0.1,0.58,0.84,0.3,32.39,0.17,0.19,1.5,10,8.83,70.1,30.71,28.39,5.4225,34.89,54.35,5,4,-1.21441853759315,-0.419070659315622,0.583737840561584,2.77965517241393,0.029539590443686432,11.148867313915568,0,2.8883495145633242,58.18608414239446,0,0.07443365695778392,3.962783171521108,2,0.03721682847889196,0.03721682847889196,22.66504854368997,0.7518608414239446
6376,2.6,10.89,0.81,0.001,0.74,1.14,0.3,30.93,0.15,0.1,1.5,10,8.83,114,29.89,18.14,5.65,15.36,46.78,5,4,-1.37779369441324,-0.564019260195346,0.422114404633374,2.8886206896552236,0.03020853242320794,11.03195488721806,0,3.095864661654182,58.03195488721806,0,0.09586466165418162,4,2.0319548872180606,0,0,22.712406015037455,0.751597744360903
6376.6,2.6,10.89,0.81,0.001,0.74,1.14,0.3,30.93,0.15,0.1,1.5,10,8.83,114,29.89,18.14,5.65,15.36,46.78,5,4,-1.37779369441324,-0.564019260195346,0.422114404633374,3.052068965517412,0.031211945392491725,11.144736842105353,0,3.4342105263160594,58.14473684210535,0,0.43421052631605944,4,2.144736842105353,0,0,21.69736842105182,0.7572368421052676
6377,2.92,12.47,0.97,0.001,1.09,1.26,0.3,28.13,0.15,0.31,1.5,10,8.83,88.06,38.75,21.91,5.625,18.79,40.68,5,4,-1.34040630027843,-0.519691681097953,0.180919504314894,3.1610344827587062,0.031880887372013236,11.2199248120301,0,3.6597744360903026,58.2199248120301,0,0.6597744360903026,4,2.2199248120301007,0,0,21.020676691729093,0.7609962406015051
6377.6,2.92,12.47,0.97,0.001,1.09,1.26,0.3,28.13,0.15,0.31,1.5,10,8.83,88.06,38.75,21.91,5.625,18.79,40.68,5,4,-1.34040630027843,-0.519691681097953,0.180919504314894,3.330000000000218,0.032974000000000156,11.332706766917394,0,3.9981203007521806,58.33270676691739,0,0.9981203007521804,4,2.3327067669173935,0,0,20.005639097743458,0.7666353383458697
6378,2.66,12.42,1.63,0.11,0.63,0.85,0.3,28.68,0.14,0.14,4.04,29.15,8.83,87.35,26.47,32.73,5.6,39.49,56.32,7.15,4,-1.04313327428507,-0.457327612044674,0.356282072978967,3.450000000000109,0.03385399999999936,11.407894736842142,0,4.223684210526423,58.40789473684214,0,1.2236842105264238,4,2.4078947368421413,0,0,19.328947368420728,0.7703947368421071
6378.6,2.66,12.42,1.63,0.11,0.63,0.85,0.3,28.68,0.14,0.14,4.04,29.15,8.83,87.35,26.47,32.73,5.6,39.49,56.32,7.15,4,-1.04313327428507,-0.457327612044674,0.356282072978967,3.6300000000002184,0.035174000000000157,11.520676691729435,0,4.562030075188302,58.520676691729435,0,1.5620300751883016,4,2.5206766917294336,0,0,18.313909774435096,0.7760338345864717
6379,2.6,12.75,0.85,0.001,0.71,0.98,1.19,27.18,0.13,0.17,1.5,10,8.83,95.01,42.07,21.71,6.38,15.86,55.15,8.73,4,-1.13326282217272,-0.711383104276667,0.376253674618212,3.7500000000001092,0.03605399999999936,11.595864661654181,0,4.787593984962545,58.59586466165418,0,1.7875939849625448,4,2.595864661654182,0,0,17.637218045112366,0.7797932330827091
6379.6,2.6,12.75,0.85,0.001,0.71,0.98,1.19,27.18,0.13,0.17,1.5,10,8.83,95.01,42.07,21.71,6.38,15.86,55.15,8.73,4,-1.13326282217272,-0.711383104276667,0.376253674618212,3.930000000000218,0.03737400000000016,11.708646616541474,0,5.125939849624423,58.70864661654147,0,2.1259398496244226,4,2.708646616541474,0,0,16.62218045112673,0.7854323308270738
6380,2.11,9.63,0.61,0.001,0.58,0.92,0.3,31.78,0.17,0.18,1.5,10,8.83,93.3,28.77,25.15,6.215,11.04,31.84,5,4,-1.61676252305482,-0.500380866475229,0.36523821259134,4.050000000000109,0.03825399999999936,11.783834586466222,0,5.351503759398666,58.78383458646622,0,2.351503759398666,4,2.783834586466222,0,0,15.945488721804002,0.7891917293233112
6380.6,2.11,9.63,0.61,0.001,0.58,0.92,0.3,31.78,0.17,0.18,1.5,10,8.83,93.3,28.77,25.15,6.215,11.04,31.84,5,4,-1.61676252305482,-0.500380866475229,0.36523821259134,4.111666666666467,0.03875301724137906,11.896616541353515,0,5.689849624060543,58.89661654135352,0,2.6898496240605434,4,2.8966165413535148,0,0,14.930451127818369,0.7948308270676757
6381,2.32,10.67,0.75,0.001,0.59,0.87,0.3,31.9,0.15,0.11,1.5,10,8.83,121.59,37.94,13.75,6.1325,12.51,31.14,8.36,4,-1.54533215073565,-0.675380462880968,0.312813374302393,3.9949999999999335,0.03770129310344885,11.971804511278263,0,5.915413533834787,58.971804511278265,0,2.915413533834787,4,2.971804511278262,0,0,14.253759398495639,0.7985902255639131
6381.6,2.32,10.67,0.75,0.001,0.59,0.87,0.3,31.9,0.15,0.11,1.5,10,8.83,121.59,37.94,13.75,6.1325,12.51,31.14,8.36,4,-1.54533215073565,-0.675380462880968,0.312813374302393,3.8199999999998675,0.036123706896551144,11.900110987791184,0,5.700332963373552,59.349611542730855,0,2.950055493895592,3.9001109877911837,2.950055493895592,0,0,14.149833518313224,0.799500554938956
