"Depth","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","chemofacies","Factor1","Factor2","Factor3"
6141,4.9,16.74,2.22,0.001,4.97,1.78,0.3,1.99,0.01,0.08,1.5,10,8.3,107.14,50.2,98.64,8.02,59.96,118.15,33.51,"Utica FM",2,0.576585065772521,-0.0640317737077683,-0.527533700032452
6141.6,7.98,28.22,2.83,0.001,5.32,2.39,1.3,0.95,0.01,0.06,1.5,10,8.78,97.59,56.13,102.44,23.59,62.07,129.97,31.48,"Utica FM",2,1.17591155874911,0.340730295573689,-0.850250462859124
6142,7.4,28.79,2.69,0.57,5.02,2.65,1.12,2.26,0.02,0.02,7.59,238.16,9.26,104.05,52.68,103.54,7.81,57,145.77,37.01,"Utica FM",1,1.05051422120812,-0.930470713502139,-1.22964199777732
6142.6,8.3,29.34,2.7,0.57,5.58,3.03,1.72,1.29,0.01,0.05,6.54,214.31,10.41,131.47,68.08,114.91,6.64,56.94,145.99,43.14,"Utica FM",1,1.21262573748385,-1.28773361659697,-1.49467916453304
6143,5.15,26.24,1.7,0.001,4.71,1.89,0.9,2.31,0.03,0.02,1.5,10,10.985,99.98,71.86,130.66,9.15,84.75,169.27,20.24,"Utica FM",2,1.05728320637557,-0.781447618955891,0.0474207566772848
6143.6,7.49,28.59,2.69,0.001,5.08,2.21,1.38,1.31,0.01,0.06,9.18,10,11.56,127.41,53.22,102.76,9.71,58.57,118.87,48.86,"Utica FM",1,0.819132031393119,-0.263174368147065,-1.83736211006896
6144,7.02,24.33,2.39,0.49,4.17,1.82,1.2,8.4,0.03,0.06,1.5,178.56,10.385,114.07,52.5,91.68,10.27,48.1,114.56,16.14,"Utica FM",2,0.804849028625215,-1.12773243666063,0.188237799957482
6144.6,7.53,27.31,2.68,0.001,4.87,2.46,1.24,1.16,0.01,0.06,1.5,10,9.21,95.81,64.16,127.66,10.81,61.84,127.37,12.62,"Utica FM",2,1.27222634974691,-0.295376924128728,-0.100856637276957
6145,5.28,18.06,2.3,0.001,4.66,1.97,0.3,2.16,0.02,0.08,1.5,10,10.33,87.37,48.82,102.49,9.42,149.47,144.47,23.76,"Utica FM",2,1.12831594432527,-0.226085187526345,0.0581044203808307
6145.6,8.24,28.22,2.99,0.64,5.05,2.29,1.19,1.74,0.02,0.07,1.5,236.91,11.45,115.68,53.6,95.62,9.46,61.87,147.31,23.03,"Utica FM",1,1.37688524309702,-1.30979682907151,0.0226631318548635
6146,7.73,25.19,2.72,0.56,5.12,2.89,1.39,1.37,0.02,0.1,1.5,192.93,13.68,108.12,44.44,88.61,9.31,63.19,142.91,33.82,"Utica FM",1,1.18436669080876,-1.05364379354336,-0.523708878664087
6146.6,8.45,28.87,2.72,0.001,5.77,3.75,1.35,1.25,0.01,0.11,15.58,10,13.24,164.67,63.76,83.45,13.7,57.87,125.5,80.23,"Utica FM",1,0.399054314560066,-0.0722795390782211,-4.27154980773782
6147,7.04,23.98,2.68,0.001,5.27,2.66,0.62,1.57,0.01,0.12,1.5,10,12.62,108.07,47,88.7,11.31,62.96,119.85,27.2,"Utica FM",2,0.93172687305423,-0.11843140053278,-0.618884107723605
6147.6,7.81,30.56,2.46,0.001,4.93,2.67,1.37,1.21,0.02,0.12,5.7,10,12.05,125,73.12,89.46,23.68,54.44,134.7,36.75,"Utica FM",1,0.776278508686323,-0.192965550531993,-1.67219014992203
6148,8.62,29,2.77,0.56,5.09,2.18,1.7,2.59,0.01,0.11,9.71,233.59,15.85,132.4,39.52,91.16,9.49,56.54,142.92,41.78,"Utica FM",1,1.02789350969293,-1.43743315632993,-1.31337242478605
6148.6,7.82,27.61,2.64,0.001,5.8,3.88,1.03,1.27,0.01,0.11,14.92,10,16.475,162.65,56.26,90.23,7.86,132.74,153.42,68.08,"Utica FM",1,0.849699386950083,-0.549552405460991,-3.41705454175696
6149,8.2,27.86,2.7,0.56,5.15,2.39,1.38,2.65,0.02,0.05,6.91,208.75,17.1,123.25,57.09,74.89,8.18,51.04,131.22,50.46,"Utica FM",1,0.88109091179366,-1.36143575670199,-1.46747635822716
6149.6,7.55,26.76,2.28,0.46,4.88,2.42,1.44,5.72,0.02,0.11,13.34,194.6,17.54,136.25,64.71,81.77,7.78,49.67,124.85,53.67,"Utica FM",1,0.389886678433679,-1.51454107460208,-2.43774932453425
6150,8.09,27.35,2.42,0.97,5.24,3.12,1.54,3.34,0.02,0.27,14.34,10,13.81,137.35,124.48,71.62,9.66,54.37,117.3,73.14,"Utica FM",1,0.131562927216184,-1.08677846156468,-3.91540911657015
6150.6,7.19,23.67,2.17,0.001,4.66,2.27,2.21,9.5,0.02,0.19,11.01,10,17.8,117.19,52.82,61.47,7.19,43.86,95.11,45,"Utica FM",1,0.245925261041003,-0.788387333549478,-2.01854732672395
6151,7.21,23.62,2.17,0.001,4.78,2.12,2.17,9.11,0.03,0.15,9.9,10,12.3,117.96,54.26,75.89,7.93,103.73,112.01,35.01,"Utica FM",1,0.690877400200054,-0.665184806098623,-1.38245855596974
6151.6,6.72,23.39,2.04,0.36,4.62,1.98,1.62,9.74,0.03,0.14,6.62,155.25,14.22,122.61,50.99,64.57,9.11,42.07,110.38,46.17,"Utica FM",1,0.328295276305868,-1.11869136205834,-1.38608726175175
6152,6.7,22.54,2.03,0.94,4.88,2.32,1.57,8.66,0.03,0.17,12.88,10,11.47,105.21,69.82,51.32,10.78,103.12,111.34,52.63,"Utica FM",1,0.277638803513269,-0.505517950909167,-2.40632831574484
6152.6,8.6,30.32,2.76,0.001,4.84,2.9,1.23,2.1,0.01,0.13,17.41,10,21,124.33,82.59,91.97,10.37,55.38,122.78,54.46,"Utica FM",1,0.431897715514881,-0.816542579643887,-3.33560620915168
6153,8.64,28.95,2.71,0.001,4.61,2.62,1.62,4.06,0.02,0.1,12.86,10,16.24,121.52,68.16,84.92,10.91,54.05,107.11,47.25,"Utica FM",1,0.553124505699418,-0.530021652434227,-2.47104697597659
6153.6,7.66,26.71,2.4,0.001,4.42,2.2,1.25,6.48,0.03,0.17,17.38,10,14.6,131.85,63.89,119.67,9.9,120.88,127.64,34.67,"Utica FM",1,0.588567600628992,-0.835168392253649,-2.27109577486172
6154,7.15,23.73,2.14,0.001,4.71,2.37,1.91,8.4,0.02,0.21,12.9,10,16.94,142.48,54.93,90.29,14.1,44.6,105.43,49.79,"Utica FM",1,0.112058861616393,-0.722437228857043,-2.59409158899084
6154.6,8.46,29.55,2.57,0.53,5.04,3.1,1.33,2.97,0.02,0.15,18.56,235.44,15.51,149.07,88.13,63.05,9.5,53.79,140.57,79.35,"Utica FM",1,0.247813270580372,-1.4293010545769,-4.16241414482048
6155,8.34,29.18,2.58,0.52,4.66,2.72,1.11,4.31,0.02,0.04,32.07,223.46,22.64,124.1,60.58,66.38,10.02,55.07,141.21,64.25,"Utica FM",1,-0.085008503949247,-1.32572264445867,-4.82756599634072
6155.6,8.49,28.92,2.58,0.51,4.91,2.99,1.75,4.37,0.02,0.13,19.32,241.91,19.18,138.16,75.05,60.93,7.8,53.07,136.44,70.85,"Utica FM",1,0.312120191420697,-1.64015860526149,-3.77633043130475
6156,7.36,23.24,2.1,0.001,4.96,2.33,2.75,9.88,0.03,0.15,13.04,10,15.08,128.7,59.83,49.05,6.09,101.54,123.95,53.45,"Utica FM",1,0.543508143953303,-0.88893074201827,-2.26201319943803
6156.6,8.3,27.02,2.49,0.46,4.65,2.68,2.22,6.07,0.02,0.16,13.97,197.9,15.22,136.78,59.7,57.77,8.94,51.11,131.29,54.85,"Utica FM",1,0.493141543804257,-1.37820680617746,-2.56896208523216
6157,8.05,26.53,2.39,0.001,4.79,2.82,1.68,6.23,0.02,0.14,13.33,10,16.34,148.7,65.12,52.83,19.67,50.41,106.64,73.13,"Utica FM",1,0.0759716372674576,-0.256104107192662,-3.59577207134285
6157.6,4.18,13.26,1.27,0.001,3.38,1.21,1.24,20.7,0.03,0.02,9.29,10,19.85,89.88,46.37,68.27,9.91,40.56,96.52,34.82,"Utica FM",2,-0.431831166244241,-0.758679982767799,-1.17482493496103
6158,8.67,27.29,2.52,0.46,4.76,3.03,2.43,6.82,0.02,0.17,15.7,203.57,17.75,120.82,60.11,58.84,11.18,47.94,128.29,65.18,"Utica FM",1,0.406588625830647,-1.25738594261813,-3.25263580312733
6158.6,8.61,27.21,2.46,0.43,4.57,3.06,2.02,7.14,0.03,0.17,15.83,181.4,16.7,124.36,72.4,87.04,6.41,46.55,125.53,58,"Utica FM",1,0.363671961490739,-1.42376784669091,-3.11636566779539
6159,8.42,28.24,2.67,0.001,5.04,3.9,1.14,3.28,0.02,0.12,23.4,10,12.04,139.74,72.46,115.87,9.96,133.8,126.68,65.4,"Utica FM",1,0.493426491637215,-0.19067946468621,-4.55442816762717
6159.6,7.27,24.81,2.46,0.44,4.58,2.58,1.16,6.74,0.03,0.13,12.53,205.79,14.42,114.89,68.79,73.86,8.1,50.22,126.79,58,"Utica FM",1,0.294771624209152,-1.14964915861688,-2.62590619845991
6160,7.5,26.57,2.49,0.001,4.45,4.75,1.59,5.15,0.02,0.1,18.21,10,19.02,142.17,72.12,101.58,9.45,53.11,106.38,57.14,"Utica FM",1,0.0880811491652736,-0.609856184774672,-4.21581902050394
6160.6,8.97,28.69,2.39,0.45,4.66,3.21,1.58,6.03,0.03,0.06,10.79,190.38,13.38,133.53,65.58,100.84,10.04,47.92,132.53,57.45,"Utica FM",1,0.618764748631613,-1.09250013300913,-2.58308954628562
6161,8.32,27.17,2.5,0.001,4.29,2.84,1.89,6.43,0.03,0.1,10.04,10,16.25,122.67,58.8,68.02,7,114.51,130.27,44.73,"Utica FM",1,0.884637475811601,-0.775437365778609,-1.74605038923401
6161.6,6.79,23.74,2.21,0.39,4.02,2.47,1.07,10.39,0.04,0.12,12.27,155.28,19.12,111.1,47.49,61.54,8.09,42.81,117.45,42.28,"Utica FM",1,0.0845145040864534,-1.17084363714036,-1.98211669454897
6162,6.69,22.55,1.97,0.001,4.35,2.36,1.71,12.34,0.04,0.07,10.49,10,17.105,105.08,46.11,57.92,9.96,93.1,118.11,36.25,"Utica FM",1,0.399059444803344,-0.586912841117034,-1.52983691555532
6162.6,7.64,26.27,2.37,0.001,4.52,2.55,1.72,6.9,0.02,0.12,7.42,10,15.09,116.32,66.62,81.65,29.02,49.57,103.1,41.25,"Utica FM",1,0.364901624005263,-0.0829708239799347,-2.11303181774827
6163,7.81,26.38,2.34,0.42,4.3,2.49,1.78,7.34,0.03,0.14,8.17,151.81,13.63,124.24,51.35,72.96,6.88,47.94,125.06,43.44,"Utica FM",1,0.584882284854528,-1.15128634646337,-1.49284226342638
6163.6,7.32,25.79,2.19,0.001,4.18,2.72,1.47,9.31,0.04,0.14,13.3,10,13.265,121.64,57.29,68.38,10.31,101.48,113.44,41,"Utica FM",1,0.377045583596209,-0.461896279071297,-2.23912294125823
6164,6.32,23.71,2.05,1.23,4.19,2.48,1,8.62,0.03,0.02,9.4,10,12.9,127.48,70.37,68.28,10.24,43.83,99.34,43.09,"Utica FM",1,0.0803498865563829,-0.722159230482411,-1.83721423124649
6164.6,8.12,29.32,2.36,0.46,4.19,2.8,1.3,6.02,0.03,0.13,12.69,184.18,19.32,123.56,71.51,96.02,6.57,48,126.28,43.97,"Utica FM",1,0.456050290556842,-1.66215790031998,-2.19730915118944
6165,7.52,26.3,2.26,0.4,4.38,2.99,1.69,8.27,0.03,0.06,7.45,165.88,13.7,127.56,66.64,99.19,10.9,44.77,116.81,51.26,"Utica FM",1,0.496524186168509,-1.1119924959566,-2.03854869048239
6165.6,6.78,24.66,2.26,0.41,4.06,2.12,1.17,9.04,0.03,0.09,9.63,176.1,14.21,113.93,50.25,65.14,8.92,44.73,129.38,34,"Utica FM",1,0.380908440778347,-1.11547263859465,-1.28828461732255
6166,7.1,25.25,2.27,0.43,4.38,2.57,1.46,7.11,0.03,0.11,8.81,180.87,8.99,109.91,54.68,82.26,12.3,48.96,127.6,35.45,"Utica FM",1,0.523074505505645,-0.748364631279433,-1.56300092428648
6166.6,7.98,27.8,2.33,0.43,3.91,2.54,2,7.91,0.03,0.1,11.01,191.49,20.69,108.71,50.55,83.36,11.41,45.95,132.04,27.63,"Utica FM",1,0.60957077804259,-1.61016386013763,-1.30233516516903
6167,7.35,26.48,2.07,0.001,4.1,2.65,1.29,9.36,0.03,0.2,13.14,10,23.58,117.69,48.11,133.23,9.46,44.11,123,31.77,"Utica FM",1,0.253933083939447,-1.14803641076841,-1.95734965498668
6167.6,8.17,28.79,2.43,0.48,4.05,2.79,0.88,6.53,0.03,0.18,9.62,220.19,19.73,118.35,56.39,180.93,8.33,47.75,135.97,25.52,"Utica FM",1,0.735210386466437,-1.88560193605083,-1.29325931293288
6168,7.8,27.69,2.27,0.46,4.06,2.52,0.9,6.72,0.03,0.17,15.39,199.87,16.55,114.62,84.28,151.39,10.7,47.64,133.88,23.82,"Utica FM",1,0.387731609819047,-1.7166707369924,-2.0693518037505
6168.6,8.54,29.47,2.59,0.001,4.13,2.22,1.53,5.28,0.02,0.14,10.05,10,14.97,125,70.03,121.85,12.06,52.19,112.48,30.39,"Utica FM",1,0.682859430947974,-0.78947263012704,-1.55208382327335
6169,7.87,30.52,2.5,0.001,4.29,2.8,1.22,3.13,0.02,0.06,18.38,10,11.19,115.81,61.62,108.16,9.27,127.86,133.8,38.19,"Utica FM",1,0.818675032442447,-0.318296807337478,-2.56625195089557
6169.6,7.87,30.52,2.5,0.001,4.29,2.8,1.22,3.13,0.02,0.06,18.38,10,11.19,115.81,61.62,108.16,9.27,127.86,133.8,38.19,"Utica FM",1,0.818675032442447,-0.318296807337478,-2.56625195089557
6169.9,7.09,26.37,2.26,0.4,4.54,3.38,1.3,6.77,0.03,0.19,20.74,173.83,17.99,138.22,64.59,113.55,7.72,45.17,126.84,44.78,"Utica FM",1,0.0245093688388114,-1.46485993015629,-3.48646925671814
6170,7.96,28.86,2.51,0.62,4.27,2.62,1.18,4.93,0.02,0.13,18.64,220.33,19.33,123.7,60.29,96.82,9.22,51.08,126.96,35.9,"Utica FM",1,0.360655139089447,-1.63119758671796,-2.51564583258791
6170.6,6.9,25.85,2.01,0.001,4.18,2.79,1.56,8.24,0.03,0.13,13.4,10,14.4,131.54,67.59,101.39,23.67,43.38,110.95,36.14,"Utica FM",1,0.0311758002511883,-0.358642613511615,-2.66249367271319
6171,7.52,27.89,2.07,0.001,4.26,3.34,0.95,8.16,0.04,0.13,14,10,12.3,113.45,55.15,94.4,8.64,105.66,127.33,43.04,"Utica FM",1,0.45465240494721,-0.257226116526378,-2.56523910211477
6171.6,7.23,26.1,2.15,0.42,4.3,3.27,1.09,9.17,0.04,0.13,15.54,171.72,10.2,111.23,65.52,93.43,8.46,45.66,125.85,42.95,"Utica FM",1,0.139990516236515,-0.774098385433722,-2.87313268841562
6172,5.61,22.51,1.97,0.001,3.74,2.54,0.93,10.74,0.04,0.07,5.87,10,12.235,111.39,56.31,81.91,8.96,97.69,123.43,28.56,"Utica FM",2,0.467685125785126,-0.521210530204296,-0.931559805021632
6172.6,0.21,2.32,2.13,0.36,4.07,0.29,0.3,9.08,0.04,0.02,13.83,143.37,13.2525,114.06,64.24,124.46,25.07,43.64,128.38,37.74,"Utica FM",1,-0.717001968454203,-0.839886189837889,-1.89618567398182
6173,6.67,25.93,1.99,0.001,4.25,2.79,1.01,8.12,0.04,0.02,11.68,10,13.76125,119.41,56.05,111.19,7.76,104.63,128.5,43.35,"Utica FM",1,0.534463645564239,-0.518943981570605,-2.0183488842866
6173.6,6.33,24.37,2.03,0.39,3.81,1.96,1.2,9.31,0.04,0.09,7.93,164.84,14.27,109.77,56.85,87.89,7.23,41.95,129.5,28.02,"Utica FM",1,0.380517484921964,-1.33277945728794,-0.883418889529042
6174,6.52,25.7,2.05,0.001,3.69,2.11,1.12,9.97,0.04,0.04,6.97,10,12.25,114.62,50.33,89.63,9.63,41.8,110.28,27.01,"Utica FM",2,0.341220561026455,-0.441587764585153,-0.961462285886951
6174.6,6.93,28.16,2.11,0.43,3.81,2.44,1.57,7.47,0.03,0.08,6.15,162.65,8.73,101.76,66.5,85.27,9.5,44.41,129.12,30.26,"Utica FM",1,0.639507603894368,-0.938697824200581,-1.00567390744903
6175,6.76,27.11,2.12,0.43,3.78,2.24,1.14,8.58,0.04,0.11,6.95,147.63,10.265,113.32,48.41,79.76,9.73,42.85,131.71,32.98,"Utica FM",1,0.457281798695458,-0.849128907887422,-1.03756540757699
6175.6,6.05,26.27,1.99,0.37,4.12,2.36,1.11,7.26,0.04,0.11,7.89,134.75,11.8,116.62,78.18,221.94,6.56,42.32,119.53,35.01,"Utica FM",1,0.528457250852698,-1.47149293918944,-1.50482634949523
6176,6.79,27.48,2.19,0.53,3.75,2.31,1.34,7.47,0.03,0.15,7.91,161.46,10.42,101.53,66.08,105.41,7.77,44.31,129.55,24.63,"Utica FM",1,0.572719718006652,-1.17991489494361,-0.984336893148172
6176.6,6.61,27.12,2.09,0.001,3.79,2.33,1.43,7.24,0.03,0.12,9.95,10,11.04,119.39,63.75,98.29,10.36,45.2,108.14,28.25,"Utica FM",1,0.327966402402652,-0.535811435970113,-1.53882287091358
6177,7.26,28.52,2.13,0.44,4.43,3.28,1.27,7.31,0.03,0.11,15.66,149.43,12.195,122.83,55.89,89.11,9.16,45.09,128.28,39.96,"Utica FM",1,0.265313096358235,-0.833730001304267,-2.68281958779849
6177.6,6.36,25.78,1.92,0.38,3.47,1.99,0.95,9.98,0.05,0.14,8.05,150.76,13.35,113.72,59.12,159.48,10.01,40.11,128.31,23.8,"Utica FM",1,0.351285355272054,-1.38828533237196,-0.940607077375796
6178,7.64,29.22,2.3,0.001,3.47,1.8,1.72,7.21,0.03,0.11,7,10,18.83,104.43,61.21,113.28,20.38,46.23,110.05,22.11,"Utica FM",1,0.569280990835101,-0.797046646355234,-0.859283851713228
6178.6,7.94,30.78,2.38,0.46,3.58,2.33,1.88,5.82,0.03,0.1,8.38,169.32,13.76,95.59,57.66,94.54,8.15,45.62,126.6,26.08,"Utica FM",1,0.80736082065319,-1.25903017534716,-0.894854462319517
6179,6.63,28.36,2.17,0.001,4.2,2.97,0.82,6.27,0.03,0.06,9.07,10,11.46,113.02,56.83,113.51,8.99,44.23,116.26,39.39,"Utica FM",1,0.403791408091948,-0.210999687020062,-1.95180396343473
6179.6,7.07,29.83,2.08,0.001,3.75,2.59,1.23,7.07,0.04,0.08,11.29,10,12.605,110.82,81.85,121.92,7.48,104.6,153.95,28.87,"Utica FM",1,0.782679499103126,-0.914037375159704,-1.50941179473443
6180,6.39,28.07,2.01,0.001,3.61,2.2,0.71,8.72,0.04,0.09,8.78,10,13.1775,129.32,46.68,123.78,6.03,102.66,134.51,23.15,"Utica FM",1,0.677256299916748,-0.839997014393019,-0.765994933005796
6180.6,6.73,26.51,1.97,0.39,3.36,2.01,1.33,10.43,0.05,0.13,7.88,138.5,13.75,118.08,59.1,119.63,7.93,40.03,137.26,22.56,"Utica FM",1,0.421292446426266,-1.46761619291346,-0.747697917184447
6181,6.77,26.85,2.15,0.42,3.87,2.96,1.14,8.51,0.04,0.13,7.34,169.41,12.81,131.32,44.75,97.64,9.58,44.97,126.55,27.77,"Utica FM",1,0.445012988047225,-1.14828184628585,-1.19069024521002
6181.6,5.61,24.69,1.84,0.001,3.39,2.08,0.43,11.56,0.04,0.02,6.24,10,13,101.36,60.89,103.84,24.4,38.35,101.52,22.12,"Utica FM",2,0.00334901254690007,-0.050463751675225,-1.1980279667087
6182,5.04,24.42,1.71,0.49,3.35,1.93,0.64,11.26,0.05,0.02,6.48,117.5,13.19,113.9,72.21,133.02,20.19,35.15,162.77,28.85,"Utica FM",1,0.181260917570023,-1.06160005075087,-1.05086168568997
6182.6,5.72,25.46,2.01,0.001,4.03,2.48,0.84,8.78,0.04,0.02,6.87,10,14.68,112.49,81.74,129.21,7.47,103.39,128.31,30.65,"Utica FM",1,0.641415107548029,-0.971443451766301,-1.14012486436261
6183,5.56,24.81,1.97,0.4,3.33,1.59,1.02,10.09,0.05,0.08,1.5,135.05,15.425,106.04,45.68,75.42,9.86,41.34,133.33,16.92,"Utica FM",2,0.489779737532684,-1.31248986854101,0.37167459181851
6183.6,5.74,24.91,1.98,0.001,3.25,1.69,0.52,10.75,0.05,0.1,6.61,10,15.7975,92.89,59.68,68.79,7.38,96.46,131.33,17.75,"Utica FM",2,0.454741309084174,-0.823835849189579,-0.29504816619608
6184,5.4,21.61,1.7,2.62,3.22,1.89,0.96,10.76,0.05,0.02,4.14,115.92,16.17,97.76,54.66,74.19,9.1,38.22,116.6,29.44,"Utica FM",2,0.136784029597167,-1.6711984392034,-0.143275464880454
6184.6,5.83,23.21,1.83,0.001,3.86,2.49,1.26,12.26,0.05,0.04,6.6,10,15.16,109.96,58.48,84.93,9.81,92.13,122.69,27.2,"Utica FM",2,0.432561948983559,-0.742931249348565,-0.954646713257743
6185,5.76,23.34,1.85,0.001,3.68,2.41,1.09,11.73,0.05,0.04,1.5,10,14.655,102.51,40.05,70.68,6.18,94.36,130.9,21.91,"Utica FM",2,0.68420749295295,-0.665215096147469,0.0454322819375769
6185.6,5.72,24.14,1.93,0.39,3.59,1.92,1.21,11.14,0.05,0.03,1.5,126.97,14.15,89.78,51.48,82.74,9.63,39.11,141.63,19.4,"Utica FM",2,0.566587382032819,-1.09509282755132,0.147971202661402
6186,6.37,25.5,2.05,0.38,3.59,1.82,0.9,9.07,0.04,0.08,1.5,140.99,10.37,113.43,49.04,87.7,10.33,43.57,128.92,18.93,"Utica FM",2,0.605954469654793,-0.989268096755824,0.122522180237848
6186.6,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,"Utica FM",2,0.381316513597829,-0.489665560157962,-0.130643766608674
6187,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,"Utica FM",2,0.381316513597829,-0.489665560157962,-0.130643766608674
6187.6,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,"Utica FM",2,0.381316513597829,-0.489665560157962,-0.130643766608674
6188,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,"Utica FM",2,0.381316513597829,-0.489665560157962,-0.130643766608674
6188.6,6.03,24.94,1.88,0.001,3.36,1.79,0.82,11.94,0.05,0.02,1.5,10,11.07,96.08,64.57,91.66,9.95,36.42,114.82,19.88,"Utica FM",2,0.381316513597829,-0.489665560157962,-0.130643766608674
6189,6.79,25.7,2.14,0.43,4.05,2.88,1.6,9.34,0.04,0.06,5.16,116.58,13.82,118.26,58.53,84.11,8,43.24,125.47,30.19,"Utica FM",1,0.548900774618546,-1.11628715446584,-0.988960480069674
6189.6,5.46,22.05,1.99,0.37,3.54,1.61,1.05,11.7,0.05,0.08,1.5,137.92,16.57,92.86,41.86,95,8.53,38.29,123.17,20.56,"Utica FM",2,0.435100412522605,-1.26109699330793,0.224057253836677
6190,7.25,26.47,2.27,0.001,3.64,1.92,1.73,8.76,0.05,0.07,1.5,10,13.555,109.2,85.33,80.73,6.99,108.62,123,17.9,"Utica FM",2,1.00887379394384,-1.19978809207069,0.153003714786301
6190.6,6.79,26.33,2.24,0.43,3.73,1.83,0.8,9.02,0.04,0.02,1.5,138.6,10.54,111.56,62.65,99.83,8.93,47.12,126.66,24.59,"Utica FM",2,0.707724806304284,-1.0429693405324,-0.0614514444591424
6191,7.24,28.05,2.23,0.45,3.82,2.16,1.57,7.78,0.04,0.02,1.5,146.31,10.28,106.72,51.01,103.49,10.38,44.62,133,21.7,"Utica FM",2,0.921714905369777,-1.00071939938126,0.0193985136015625
6191.6,5.54,23.13,1.94,0.001,3.73,2.74,0.69,10.45,0.05,0.06,1.5,10,10.15,111.39,56.52,82.42,8.72,99.45,131.62,24.37,"Utica FM",2,0.620691683720032,-0.438231206055914,-0.386811457013209
6192,7.05,27.6,2.18,0.42,3.78,2.54,0.64,9.04,0.04,0.09,5.16,160.25,10.085,93.51,89.18,86.01,8.27,43.78,135.42,25.18,"Utica FM",1,0.525173514294792,-1.06372799514491,-0.962587569710183
6192.6,5.72,22.83,1.76,0.001,3.41,1.82,1.4,13.2,0.05,0.1,1.5,10,10.0525,86.8,60.31,160.28,11.63,89.37,127.78,22.09,"Utica FM",2,0.712095916774389,-0.647518893599917,-0.0905241481412646
6193,6.32,25.42,2.02,0.001,3.55,1.83,1.73,10.04,0.04,0.1,1.5,10,10.02,105.83,52.49,86.48,8.19,40.8,103.8,19.86,"Utica FM",2,0.568720403487404,-0.582172958865723,-0.0250289656399035
6193.6,6.69,26.81,1.99,0.4,3.75,2.24,1.25,9.82,0.04,0.09,1.5,140.09,10.34,115.93,66.55,83.16,6.27,41.58,133.71,25.78,"Utica FM",2,0.644655494059684,-1.22822534268938,-0.234115445668414
6194,7.27,26.85,2.17,0.001,3.66,2.22,1.9,9.87,0.04,0.06,1.5,10,11.31,101.92,63.44,101.86,8.05,106.74,122.59,24.95,"Utica FM",2,1.06937324354614,-0.762886178503476,-0.0791759553591549
6194.6,6.55,25.7,2,0.4,3.4,1.78,1.29,9.9,0.04,0.09,1.5,121.96,12.28,118.9,38.97,82.31,8.66,41.44,131.58,13.54,"Utica FM",2,0.658786531868496,-1.16719916860156,0.454048106843356
6195,6.18,24.85,2.04,0.36,3.29,1.61,1.65,10.05,0.04,0.12,1.5,114.8,10.755,90.73,42.13,79,9.22,41.13,125.66,20.37,"Utica FM",2,0.630174313650981,-0.896097795811826,0.250401072834373
6195.6,5.92,23.68,2.02,0.37,3.9,2.27,1.02,10.24,0.04,0.08,5.02,126.51,9.9925,103.93,56.13,96.93,8.35,42.21,136.71,23.66,"Utica FM",2,0.469764353930442,-0.880247012773027,-0.629525115776295
6196,4.88,15.3,1.18,8.22,2.87,1.04,1.21,7.41,0.04,0.02,4.6,10,9.23,87.03,33.39,63.06,8.65,37.89,108.07,23.4,"Utica FM",2,-0.0442566663661614,-2.24011108782309,1.26957516550511
6196.6,5.49,22.65,1.77,0.001,3.4,2.15,0.86,12.88,0.05,0.12,1.5,10,11.135,98.8,47.75,87.27,7.7,87.85,128.74,23.18,"Utica FM",2,0.515267900476062,-0.529241421104585,-0.0988789876887087
6197,6.73,25.15,2.03,1.76,3.7,1.72,1.38,7.17,0.03,0.02,1.5,10,12.0875,104.48,51.09,111.94,12.06,113.07,137.97,18.29,"Utica FM",2,1.10152935733939,-1.10536343306445,0.6450672966251
6197.6,6.72,27.71,2.23,0.44,3.78,1.93,0.65,6.4,0.03,0.1,1.5,125.08,13.04,115.47,40.43,79.77,22.85,48.22,136.74,24.22,"Utica FM",2,0.626939732862995,-0.590725683614515,-0.225615386376378
6198,7.79,29.07,2.35,0.47,3.73,1.91,1.39,6.6,0.03,0.08,1.5,154.23,14.445,85.29,61.32,91.87,9.62,48.67,138.79,25.11,"Utica FM",2,0.990506469581377,-1.2109722558551,0.0276720704630779
6198.6,7.51,26.84,2.28,0.46,4.03,2.11,1.4,8.65,0.03,0.08,5.72,138.85,15.85,109.7,69.17,117.96,26.96,44.96,137.02,24.99,"Utica FM",1,0.590073047512042,-0.98329458226509,-1.02243912678325
