"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Chemofacies","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al","Depth_ft","Factor1","Factor2","Factor3"
6212.6,6.68,24.13,2.1,0.001,3.57,1.75,1.11,10.33,0.04,0.11,1.5,10,15.62,110.34,34.71,58.67,12.74,43.03,108.82,16.72,1,"Utica FM","Potage",2,66800,0.31,0.17,0.00064,3.6,0.00015,0.0016,24000,0.00052,0.53,0.0017,2.2e-05,0.26,0.00023,0.00088,2.3,209.52,0.0039,0.00015,6212.6,0.450429462014166,-0.535299450095014,0.138610553253494
6213,7.24,24.86,2.26,0.42,3.64,1.9,1.32,9.17,0.04,0.1,1.5,137.86,15.825,92.99,34.36,54.75,8.02,44.93,136.74,14.25,1,"Utica FM","Potage",2,72400,0.31,0.18,0.00062,3.4,0.058,0.0019,59,0.00047,0.5,0.0013,2.1e-05,0.26,0.00022,0.00076,2.7,194.84,0.0044,0.0019,6213,0.77710130207829,-1.11547896393162,0.489713545168086
6213.6,6.32,22.61,1.89,0.001,3.51,2.07,1.12,13.64,0.05,0.17,1.5,10,15.9275,112.85,49.75,86.85,10.35,36.3,133.86,17.34,1,"Utica FM","Potage",2,63200,0.3,0.18,0.00057,3.6,0.00016,0.0021,23000,0.00079,0.56,0.0018,2.4e-05,0.33,0.00025,0.0014,1.7,199.06,0.0037,0.00016,6213.6,0.342325459524806,-0.892373326376675,-0.0691262292116464
6214,6.89,23.07,2.08,0.72,3.83,2.17,1.44,12.14,0.04,0.1,1.5,10,15.97875,99.34,53.54,48.58,9.03,40.31,113.97,15.61,1,"Utica FM","Potage",2,68900,0.3,0.21,0.00059,3.3,0.1,0.0017,32,0.00078,0.56,0.0014,2.2e-05,0.31,0.00023,0.00071,1.9,197.23,0.0033,0.00015,6214,0.478219358592823,-0.890223374122616,0.0991446119512234
6214.6,7.04,23.45,2.08,0.4,3.58,1.9,1.72,11.73,0.05,0.14,1.5,89.7,16.03,93.75,44.87,47.99,11.27,42.22,142.76,15.61,1,"Utica FM","Potage",2,70400,0.3,0.24,6e-04,3.3,0.057,0.002,59,0.00064,0.51,0.0013,2.1e-05,0.27,0.00023,0.00068,2,206.6,0.0043,0.0013,6214.6,0.606906657271249,-1.08540289761313,0.290206863760054
6215,5.92,22.11,1.87,0.39,3.69,1.95,0.81,12.38,0.05,0.13,1.5,98.98,15.855,105.39,42.71,62.18,11.72,38.55,133.23,15.47,1,"Utica FM","Potage",2,59200,0.32,0.14,0.00065,3.7,0.066,0.0023,57,0.00072,0.62,0.0018,2.5e-05,0.33,0.00027,0.0011,1.8,203.64,0.004,0.0017,6215,0.323865303825806,-1.02771155429182,0.135205817402518
6215.6,6.9,23.21,1.98,0.4,3.58,1.67,1.56,12.59,0.05,0.12,1.5,96.19,15.68,91.07,50.54,46.75,9.09,41.11,139.48,18.13,1,"Utica FM","Potage",2,69000,0.29,0.23,6e-04,3.4,0.058,0.002,58,0.00073,0.52,0.0013,2.2e-05,0.24,0.00023,0.00068,1.8,193.48,0.004,0.0014,6215.6,0.549163127308074,-1.14831209357383,0.294572769900004
6216,7.09,22.57,2.2,0.94,3.58,1.74,1.54,10.43,0.04,0.18,3.92,10,13.45,101.03,47.74,52.23,10.61,44.4,125.52,13.29,1,"Utica FM","Potage",2,70900,0.31,0.22,0.00063,3.2,0.13,0.0018,24,0.00067,0.5,0.0014,5.5e-05,0.25,0.00019,0.00074,2.2,185.24,0.0038,0.00014,6216,0.480386024534186,-0.853425178100026,0.10675252760666
6216.6,7.13,24.27,2.2,0.43,3.64,2.13,1.55,11.17,0.05,0.13,1.5,109.78,12.335,98.27,63.56,45.82,13.06,42.99,145.41,14.74,1,"Utica FM","Potage",2,71300,0.31,0.22,6e-04,3.4,0.06,0.002,56,0.00089,0.51,0.0014,2.1e-05,0.3,0.00017,0.00064,2.2,186.12,0.0045,0.0015,6216.6,0.617691314675665,-1.01054637189174,0.0567862558863132
6217,6.22,21.81,1.98,0.54,3.54,1.69,1.34,12.69,0.06,0.12,1.5,111.95,11.7775,94.71,38.23,49.53,11.03,38.12,159.27,11.99,1,"Utica FM","Potage",2,62200,0.32,0.22,0.00061,3.5,0.087,0.0026,40,0.00061,0.57,0.0015,2.4e-05,0.27,0.00019,8e-04,1.7,170.02,0.0047,0.0018,6217,0.522823785680286,-0.933443116321986,0.508098083653704
6217.6,6.93,23.88,2.04,0.001,3.59,1.72,1.31,11.62,0.05,0.09,1.5,10,11.49875,99.62,32.47,57.2,10.05,102.91,147.28,10.52,1,"Utica FM","Potage",2,69300,0.29,0.19,0.0015,3.4,0.00014,0.0021,24000,0.00047,0.52,0.0014,2.2e-05,0.25,0.00017,0.00083,2.1,164.83,0.0043,0.00014,6217.6,0.92523171161476,-0.488259350956763,0.676530064858354
6218,6.43,21.85,1.81,0.001,3.56,1.88,1.73,14.04,0.05,0.09,1.5,10,11.22,99.55,32.81,76.2,6.48,35.9,113.76,11.7,1,"Utica FM","Potage",2,64300,0.28,0.27,0.00056,3.4,0.00016,0.0018,22000,0.00051,0.55,0.0015,2.3e-05,0.29,0.00017,0.0012,1.6,144.64,0.0036,0.00016,6218,0.478172633631819,-0.532644127772028,0.335232108586576
6218.6,6.33,23.61,2.1,0.001,4.08,2.35,1.65,9.85,0.04,0.13,1.5,10,11.555,99.88,53.03,84.77,6.81,42.64,118.99,20.88,1,"Utica FM","Potage",2,63300,0.33,0.26,0.00067,3.7,0.00016,0.0019,24000,0.00084,0.64,0.0016,2.4e-05,0.37,0.00018,0.0013,2.4,153.28,0.0041,0.00016,6218.6,0.617163065072977,-0.585205306709773,-0.240188384088132
6219,6.6,23.44,2.23,0.47,3.77,2.03,1.05,8.97,0.04,0.16,1.5,121.65,11.7225,92.3,57.97,70.71,9.16,46.07,144.8,13.64,1,"Utica FM","Potage",2,66000,0.34,0.16,7e-04,3.6,0.071,0.0022,50,0.00088,0.57,0.0014,2.3e-05,0.31,0.00018,0.0011,2.6,166.1,0.0045,0.0018,6219,0.673309291301339,-1.026230817828,0.187349886231045
6219.6,7.07,25.06,2.53,0.5,3.82,1.77,0.78,7.16,0.04,0.09,4.23,144.12,11.80625,89.35,34.34,61.69,8.98,50.14,139.81,13.06,1,"Utica FM","Potage",2,70700,0.36,0.11,0.00071,3.5,0.071,0.002,50,0.00049,0.54,0.0013,6e-05,0.25,0.00017,0.00087,3.5,170.85,0.0056,0.002,6219.6,0.769283670283637,-0.751308620750264,0.207298427093091
6220,7.37,25.05,2.26,0.45,3.77,2.2,1.88,8.91,0.04,0.11,1.5,133.93,11.89,100.31,39.8,77.48,8.82,44.61,139.89,14.05,1,"Utica FM","Potage",2,73700,0.31,0.26,0.00061,3.4,0.061,0.0019,56,0.00054,0.51,0.0014,2e-05,0.3,0.00016,0.0011,2.8,166.56,0.0045,0.0018,6220,0.895444133494963,-1.06015487426809,0.323173115569902
6220.6,7.8,26.74,2.37,0.001,3.71,1.96,1.5,8,0.04,0.03,1.5,10,13.01,110.27,40.37,69.29,7.95,116.63,140.97,14.69,1,"Utica FM","Potage",2,78000,0.3,0.19,0.0015,3.4,0.00013,0.0018,27000,0.00052,0.48,0.0014,1.9e-05,0.25,0.00017,0.00089,3.3,173.8,0.005,0.00013,6220.6,1.25049159769385,-0.690679341220649,0.589647850695619
6221,7.18,25.41,2.31,0.44,3.7,1.84,1.21,8.23,0.04,0.12,1.5,131.72,13.57,106.08,44.24,75.89,8.54,46.03,141.43,13.2,1,"Utica FM","Potage",2,71800,0.32,0.17,0.00064,3.5,0.061,0.002,58,0.00062,0.52,0.0015,2.1e-05,0.26,0.00019,0.0011,3.1,179.68,0.0049,0.0018,6221,0.813921795436023,-1.18643351957103,0.447236025275564
6221.6,7.65,26.48,2.31,0.43,3.78,1.87,1.06,8.9,0.04,0.11,1.5,128.1,14.13,103.1,43.4,88.19,11.96,46.3,132.75,18.77,1,"Utica FM","Potage",2,76500,0.3,0.14,0.00061,3.5,0.056,0.0017,62,0.00057,0.49,0.0013,2e-05,0.24,0.00018,0.0012,3,197.84,0.0045,0.0017,6221.6,0.783193317413371,-1.00027040012733,0.169876275307598
6222,6.94,24.68,2.33,1.46,3.67,1.72,0.99,6.66,0.03,0.02,1.5,10,12.21,91.17,47.55,80.74,7.75,48.12,111.06,17,1,"Utica FM","Potage",2,69400,0.34,0.14,0.00069,3.6,0.21,0.0016,17,0.00069,0.53,0.0013,2.2e-05,0.25,0.00018,0.0012,3.7,165.96,0.0045,0.00014,6222,0.748298086059361,-0.734589341719003,0.459057735047581
6222.6,6.52,25.21,1.96,0.001,3.57,1.82,1.01,10.65,0.05,0.06,1.5,10,11.25,107.82,32.57,96.79,7.22,97.37,173.4,13.37,1,"Utica FM","Potage",2,65200,0.3,0.15,0.0015,3.9,0.00015,0.0027,25000,5e-04,0.55,0.0017,2.3e-05,0.28,0.00017,0.0015,2.4,150.24,0.0047,0.00015,6222.6,1.02930924361464,-0.65096617785417,0.666769699537255
6223,7.95,26.9,2.4,0.48,3.72,1.66,1.43,8.4,0.04,0.02,1.5,126.96,10.77,88.1,50.28,75.8,11.55,48.68,137.82,10.89,1,"Utica FM","Potage",2,79500,0.3,0.18,0.00061,3.4,0.06,0.0017,56,0.00063,0.47,0.0011,1.9e-05,0.21,0.00014,0.00095,3.2,170.76,0.0048,0.0016,6223,0.997784156419211,-0.836974735670816,0.545214465630318
6223.6,8.1,27.73,2.54,0.46,3.83,1.92,0.85,6.92,0.04,0.09,3.75,150.48,10.53,96.06,55.51,82.87,9.04,51.94,134.01,16.04,1,"Utica FM","Potage",2,81000,0.31,0.1,0.00064,3.4,0.057,0.0017,60,0.00069,0.47,0.0012,4.6e-05,0.24,0.00013,0.001,4,161.04,0.0058,0.0019,6223.6,0.878161315798437,-0.904068583271453,-0.0238471213401218
6224,4.83,19.16,1.47,2.02,3.4,1.7,0.52,15.29,0.05,0.02,1.5,10,10.41,89.56,50.96,65.93,5.61,32.11,112.77,16.33,1,"Utica FM","Potage",2,48300,0.3,0.11,0.00066,4,0.42,0.0023,9.5,0.0011,0.7,0.0019,3.1e-05,0.35,0.00022,0.0014,1.3,129.24,0.0033,0.00021,6224,0.053034108705176,-0.875273322876769,0.407364254909342
6224.6,7.97,26.84,2.57,0.001,3.93,2.03,1.44,6.94,0.03,0.02,1.5,10,10.29,97.65,50.92,67.04,9.27,50.16,115.82,14.57,1,"Utica FM","Potage",2,79700,0.32,0.18,0.00063,3.4,0.00013,0.0015,27000,0.00064,0.49,0.0012,1.9e-05,0.25,0.00013,0.00084,3.9,160.52,0.0043,0.00013,6224.6,0.963424474409034,-0.27545732932019,0.16385209485064
6225,5.95,22.35,1.9,0.001,3.78,2.58,1.02,13,0.06,0.14,1.5,10,12.285,113.31,44.25,116.4,10.85,98.44,153.51,17.26,1,"Utica FM","Potage",2,59500,0.32,0.17,0.0017,3.8,0.00017,0.0026,22000,0.00074,0.64,0.0019,2.5e-05,0.43,0.00021,0.002,1.7,172.08,0.0046,0.00017,6225,0.717724816213351,-0.695529714056666,-0.0596517783453626
6225.6,6.86,24.87,2.27,0.001,3.62,1.83,1.17,9.26,0.04,0.08,1.5,10,13.2825,90.51,50.23,77.86,11.44,113.24,147.1,10.58,1,"Utica FM","Potage",2,68600,0.33,0.17,0.0017,3.6,0.00015,0.0021,25000,0.00073,0.53,0.0013,2.2e-05,0.27,0.00019,0.0011,2.7,188.34,0.0043,0.00015,6225.6,1.07077653667374,-0.625407544975393,0.548845381773268
6226,6.22,25.85,1.87,0.001,3.4,1.61,1.39,10.93,0.04,0.06,1.5,10,13.78125,66.14,38.65,60.67,10.37,36.91,129.31,13.97,1,"Utica FM","Potage",2,62200,0.3,0.22,0.00059,4.2,0.00016,0.0021,26000,0.00062,0.55,0.0011,2.4e-05,0.26,0.00022,0.00098,2.4,181.65,0.0037,0.00016,6226,0.601392361700028,-0.337331196246429,0.379954357753239
6226.6,6.96,24.74,2.31,0.001,3.7,1.87,1.56,9.55,0.04,0.19,3.72,10,14.28,104.98,47.9,72.46,9.38,44.7,121.49,14.7,1,"Utica FM","Potage",2,69600,0.33,0.22,0.00064,3.6,0.00014,0.0017,25000,0.00069,0.53,0.0015,5.3e-05,0.27,0.00021,0.001,2.6,188.72,0.0042,0.00014,6226.6,0.57779697119907,-0.747209115605347,-0.0955508748092469
6227,5.75,19.43,1.83,0.001,3.46,1.88,1.23,16.28,0.06,0.17,1.5,10,12.905,84.93,48.62,56.83,9.41,92.1,117.87,8.48,1,"Utica FM","Potage",2,57500,0.32,0.21,0.0016,3.4,0.00017,0.002,19000,0.00085,0.6,0.0015,2.6e-05,0.33,0.00022,0.00099,1.2,170.16,0.0037,0.00017,6227,0.435613963047973,-0.637142169573847,0.355720070693944
6227.6,7.37,25.72,2.26,0.43,3.68,2.11,1.15,9.2,0.04,0.2,1.5,127.85,12.2175,102.9,54.55,80.84,11.51,45.36,153.03,18.13,1,"Utica FM","Potage",2,73700,0.31,0.16,0.00062,3.5,0.058,0.0021,60,0.00074,0.5,0.0014,2e-05,0.29,0.00017,0.0011,2.8,179.94,0.0043,0.0017,6227.6,0.737755737654174,-1.07335452361569,0.0283851355492946
6228,6.31,24.8,1.95,0.66,3.61,1.89,1.44,9.31,0.05,0.14,1.5,126.06,11.87375,103.06,43.15,70.41,10.68,42.32,169.26,13.04,1,"Utica FM","Potage",2,63100,0.31,0.23,0.00067,3.9,0.1,0.0027,38,0.00068,0.57,0.0016,2.4e-05,0.3,0.00019,0.0011,2.7,168.91,0.0054,0.002,6228,0.717780478347305,-1.18592519566699,0.469132097344621
6228.6,7.2,24.75,2.31,0.001,3.77,2.03,1.38,8.98,0.04,0.18,1.5,10,11.701875,118.29,64.23,61.38,10.5,46.13,148.59,19.55,1,"Utica FM","Potage",2,72000,0.32,0.19,0.00064,3.4,0.00014,0.0021,25000,0.00089,0.52,0.0016,2.1e-05,0.28,0.00016,0.00085,2.8,172.575,0.0045,0.00014,6228.6,0.671473847718789,-0.750403848010536,-0.111058402242426
6229,6.86,25.28,2.06,0.001,3.2,1.47,1.76,11.08,0.05,0.13,1.5,10,11.6159375,90.78,41,44.05,6.21,100.37,156.93,10.45,1,"Utica FM","Potage",2,68600,0.3,0.26,0.0015,3.7,0.00015,0.0023,25000,6e-04,0.47,0.0013,2.2e-05,0.21,0.00017,0.00064,2.3,150.7275,0.0045,0.00015,6229,1.00604395429359,-0.764932982715551,0.887311970638589
6229.6,7.41,27.11,2.33,0.001,3.56,1.79,0.91,8.22,0.05,0.09,1.5,10,11.57296875,109.92,35.05,44.71,9.55,107.8,163.89,14.76,1,"Utica FM","Potage",2,74100,0.31,0.12,0.0015,3.7,0.00013,0.0022,27000,0.00047,0.48,0.0015,2e-05,0.24,0.00016,6e-04,3.3,168.06375,0.0061,0.00013,6229.6,1.07893964388279,-0.481482045481617,0.615761342925577
6230,4.25,15.77,1.14,0.21,2.97,1.81,1.24,24.01,0.08,0.24,4.66,42.62,11.551484375,73.31,42.4,37.79,6.07,21.65,118.78,12.34,4,"Utica FM","Potage",2,42500,0.27,0.29,0.00051,3.7,0.049,0.0028,75,0.001,0.7,0.0017,0.00011,0.43,0.00027,0.00089,0.66,134.931875,0.0033,0.001,6230,-0.46457817428189,-0.675292714551733,-0.260905774669974
6230.6,6.59,24.92,2.03,0.43,3.25,1.72,1.07,10.63,0.05,0.14,1.5,140.64,11.5407421875,109.78,32.7,48.96,7.92,42.71,161.53,13.19,1,"Utica FM","Potage",2,65900,0.31,0.16,0.00065,3.8,0.065,0.0025,58,5e-04,0.49,0.0017,2.3e-05,0.26,0.00018,0.00074,2.3,156.4859375,0.0047,0.0021,6230.6,0.641333681594976,-1.09642159233791,0.605584963888517
6231,7.03,25.39,2.12,0.001,3.3,1.67,1.21,10.69,0.05,0.1,1.5,10,11.53537109375,94.38,42.33,49.71,11.33,103.12,162.78,5,1,"Utica FM","Potage",2,70300,0.3,0.17,0.0015,3.6,0.00014,0.0023,25000,6e-04,0.47,0.0013,2.1e-05,0.24,0.00016,0.00071,2.4,171.52296875,0.0047,0.00014,6231,0.993592584531512,-0.561861386822735,0.84433730000188
6231.6,5.11,21.21,2.05,0.42,3.52,1.47,1.27,10.37,0.05,0.09,1.5,114.45,11.53,103.39,34.67,44.27,9.51,42.18,167.65,14.43,1,"Utica FM","Potage",2,51100,0.4,0.25,0.00083,4.2,0.082,0.0033,51,0.00068,0.69,0.002,2.9e-05,0.29,0.00023,0.00087,2,163.08,0.0048,0.0022,6231.6,0.567018181533861,-0.979479876382487,0.621561873413108
6232,6.71,26.09,2.32,0.71,3.35,1.34,1.11,5.27,0.04,0.11,1.5,113.94,10.625,80.59,35.96,51.68,12.4,50.63,155.45,16.23,1,"Utica FM","Potage",2,67100,0.35,0.17,0.00075,3.9,0.11,0.0023,37,0.00054,0.5,0.0012,2.2e-05,0.2,0.00016,0.00077,5,171.72,0.0076,0.0017,6232,0.852152265404783,-0.690537988710637,0.633946114676286
6232.6,5.99,24.12,2.08,0.001,3.26,1.16,1.17,8.62,0.04,0.06,3.71,10,10.1725,102.71,38.41,68.69,8.98,48.38,121.46,14.51,1,"Utica FM","Potage",2,59900,0.35,0.2,0.00081,4,0.00017,0.002,24000,0.00064,0.54,0.0017,6.2e-05,0.19,0.00017,0.0011,2.8,150.58,0.0046,0.00017,6232.6,0.535244218813147,-0.425400132448402,0.297384326492871
6233,8.34,27.09,2.66,0.46,3.25,1.35,0.9,4.48,0.03,0.13,1.5,123.72,9.72,108.36,48.88,151.25,13.32,53.23,169.01,19.94,1,"Utica FM","Potage",2,83400,0.32,0.11,0.00064,3.2,0.055,0.002,59,0.00059,0.39,0.0013,1.8e-05,0.16,0.00012,0.0018,6,173.6,0.0067,0.0015,6233,1.16555511434923,-0.986289851446883,0.401787038043633
6233.6,1.02,4.72,0.52,0.04,1.91,0.87,0.3,38.86,0.15,0.02,1.5,10,11.385,86.27,37.3,17.02,10.64,13.74,38.27,9.55,4,"Utica FM","Potage",4,10200,0.51,0.29,0.0013,4.6,0.039,0.0038,120,0.0037,1.9,0.0085,0.00015,0.85,0.0011,0.0017,0.12,141.96,0.0039,0.00098,6233.6,-1.68260298518654,-0.370412478563523,0.101986378306246
6234,7.32,28.06,2.31,0.49,3.3,1.32,1.81,6.91,0.03,0.18,1.5,144.93,13.05,97.15,30.62,73.11,7.96,47.64,170.11,7.24,1,"Utica FM","Potage",2,73200,0.32,0.25,0.00065,3.8,0.067,0.0023,57,0.00042,0.45,0.0013,2e-05,0.18,0.00018,0.001,4.1,173.2,0.0043,0.002,6234,1.11543981265892,-1.36204400995608,1.09736213319624
6234.6,6.66,26.05,2.1,0.45,3.25,1.47,1.1,9.36,0.04,0.13,1.5,127.51,11.625,103.75,38.41,80.57,10.89,43.24,167.62,13.81,1,"Utica FM","Potage",2,66600,0.32,0.17,0.00065,3.9,0.068,0.0025,58,0.00058,0.49,0.0016,2.3e-05,0.22,0.00017,0.0012,2.8,170.16,0.0043,0.0019,6234.6,0.780724886129138,-1.07170031852324,0.621693492297023
6235,6.8,26.39,2.34,0.49,3.42,1.64,0.44,7.7,0.04,0.1,1.5,148.32,10.9125,94.78,50.13,77.62,12.42,52,140.53,17.41,1,"Utica FM","Potage",2,68000,0.34,0.065,0.00076,3.9,0.072,0.0021,54,0.00074,0.5,0.0014,2.2e-05,0.24,0.00016,0.0011,3.4,174.42,0.0052,0.0022,6235,0.710671781195367,-0.83823452744691,0.260356690658528
6235.6,7.24,27.48,2.5,0.52,3.62,1.72,1.1,6.29,0.03,0.06,1.5,162.55,10.55625,106.04,27.98,72.22,9.51,51.53,139.92,18.9,1,"Utica FM","Potage",2,72400,0.35,0.15,0.00071,3.8,0.072,0.0019,53,0.00039,0.5,0.0015,2.1e-05,0.24,0.00015,0.001,4.4,162.49,0.0048,0.0022,6235.6,0.98194069899675,-0.858167127119399,0.483720808594267
6236,6.81,27.35,2.29,0.001,3.52,1.71,1.06,7.32,0.03,0.07,1.5,10,10.2,106.78,42.59,64.49,9.02,48.42,126.04,16.93,1,"Utica FM","Potage",2,68100,0.34,0.16,0.00071,4,0.00015,0.0019,27000,0.00063,0.52,0.0016,2.2e-05,0.25,0.00015,0.00095,3.7,154.32,0.0041,0.00015,6236,0.76670343198333,-0.355559627241497,0.265989758825787
6236.6,3.07,12.38,1.49,0.18,2.17,0.87,0.3,27.93,0.1,0.03,1.5,54.97,10.755,109.99,23.09,37.54,6.2,48.06,97.76,6.5,4,"Utica FM","Potage",4,30700,0.49,0.098,0.0016,4,0.059,0.0032,69,0.00075,0.71,0.0036,4.9e-05,0.28,0.00035,0.0012,0.44,134.68,0.0036,0.0018,6236.6,-0.511936838281619,-0.721021588651259,0.842041175570748
6237,6.51,23.11,2.2,0.43,3.12,1.33,0.74,10.1,0.05,0.15,1.5,118.15,11.31,98.52,32.36,80.11,10.42,46.39,128.18,10.64,1,"Utica FM","Potage",2,65100,0.34,0.11,0.00071,3.5,0.066,0.002,54,5e-04,0.48,0.0015,2.3e-05,0.2,0.00017,0.0012,2.3,167.36,0.005,0.0018,6237,0.545086435280381,-0.858866519938689,0.635090708637545
6237.6,5.17,23.27,1.64,0.001,2.78,1.09,0.65,14.07,0.06,0.17,1.5,10,10.445,104.4,39.26,185.04,8.47,82.74,178.52,11.83,1,"Utica FM","Potage",2,51700,0.32,0.13,0.0016,4.5,0.00019,0.0035,23000,0.00076,0.54,0.002,2.9e-05,0.21,2e-04,0.0036,1.7,143.68,0.0043,0.00019,6237.6,0.729864015775571,-0.986693889499848,0.767773875961163
6238,3.05,15.52,1.62,0.22,2.15,0.84,0.63,22.93,0.07,0.12,1.5,52.29,10.0125,99.29,7.5,45.94,4.83,20.72,137.43,10.35,4,"Utica FM","Potage",2,30500,0.53,0.21,0.00068,5.1,0.072,0.0045,71,0.00025,0.7,0.0033,4.9e-05,0.28,0.00033,0.0015,0.68,125.34,0.0031,0.0017,6238,-0.230570482104021,-0.610451846046783,0.939205396028624
6238.6,4.29,21.58,1.31,0.001,2.66,1.16,1.07,16.78,0.05,0.26,1.5,10,9.79625,99.31,38.54,184.11,7.8,27.53,154.67,10.23,4,"Utica FM","Potage",2,42900,0.31,0.25,0.00064,5,0.00023,0.0036,22000,9e-04,0.62,0.0023,3.5e-05,0.27,0.00023,0.0043,1.3,130.53,0.003,0.00023,6238.6,0.267080108020306,-0.977916431782876,0.511335297467752
6239,6.77,26.02,2.32,0.001,3.27,1.58,1.48,7.18,0.03,0.13,1.5,10,9.688125,102.49,51.35,154.84,11.61,47.25,139.97,9.04,1,"Utica FM","Potage",2,67700,0.34,0.22,7e-04,3.8,0.00015,0.0021,26000,0.00076,0.48,0.0015,2.2e-05,0.23,0.00014,0.0023,3.6,161.065,0.0042,0.00015,6239,0.950280325025717,-0.688326608174885,0.43704434751926
6239.6,7.68,26.24,2.56,0.001,3.4,1.62,1.45,5.98,0.03,0.18,1.5,10,9.6340625,112.11,46.64,123.33,9.98,54.13,115.9,13.19,1,"Utica FM","Potage",2,76800,0.33,0.19,7e-04,3.4,0.00013,0.0015,26000,0.00061,0.44,0.0015,2e-05,0.21,0.00013,0.0016,4.4,157.9525,0.005,0.00013,6239.6,0.928860265162196,-0.598305245941049,0.304209147292892
6240,6.26,25.03,1.98,0.42,3.22,1.75,1.25,10.01,0.05,0.23,1.5,122.85,9.60703125,111.27,41.99,126.84,10.41,41.64,152.06,16.47,1,"Utica FM","Potage",2,62600,0.32,0.2,0.00067,4,0.067,0.0024,60,0.00067,0.51,0.0018,2.4e-05,0.28,0.00015,0.002,2.5,150.17625,0.005,0.002,6240,0.632832216334618,-1.14941244162861,0.255716890593844
6240.6,6.63,24.79,2.02,0.39,2.9,1.41,1.09,11.55,0.05,0.14,1.5,102.8,9.593515625,85.77,46.18,95.73,10.06,41.87,133.45,9.85,1,"Utica FM","Potage",2,66300,0.3,0.16,0.00063,3.7,0.059,0.002,64,7e-04,0.44,0.0013,2.3e-05,0.21,0.00014,0.0014,2.1,149.308125,0.0043,0.0016,6240.6,0.59375825056077,-0.847675633863066,0.563334713782396
6241,4.53,19.04,1.33,0.001,2.76,1.59,0.92,19.24,0.08,0.28,1.5,10,9.5867578125,102.68,40.55,95.04,10.04,26.96,123.39,10.54,4,"Utica FM","Potage",2,45300,0.29,0.2,6e-04,4.2,0.00022,0.0027,19000,9e-04,0.61,0.0023,3.3e-05,0.35,0.00021,0.0021,0.99,138.1340625,0.0042,0.00022,6241,-0.194078957530772,-0.652513657038941,0.133600243281078
6241.6,4.89,20.85,1.67,0.001,2.42,0.98,0.3,15.97,0.07,0.25,1.5,10,9.58337890625,83.83,41.98,101.9,10.29,31.13,121.08,8.68,4,"Utica FM","Potage",2,48900,0.34,0.061,0.00064,4.3,2e-04,0.0025,21000,0.00086,0.49,0.0017,3.1e-05,0.2,2e-04,0.0021,1.3,144.54703125,0.0044,2e-04,6241.6,-0.0312031138292089,-0.468147252253641,0.451248514804935
6242,4.37,19.65,1.2,0.001,2.4,1.01,1.67,20.12,0.07,0.12,1.5,10,9.581689453125,94.1,29.9,56.79,6.77,23.53,132.47,8.7,4,"Utica FM","Potage",2,43700,0.27,0.38,0.00054,4.5,0.00023,0.003,20000,0.00068,0.55,0.0022,3.4e-05,0.23,0.00022,0.0013,0.98,122.933515625,0.0035,0.00023,6242,-0.00278052506616262,-0.680568158029984,0.769763072619518
6242.6,3.98,17.99,1.28,0.001,2.56,1.03,0.3,19.15,0.08,0.19,1.5,10,9.5808447265625,110.79,31.66,86.1,6.57,71.83,141.95,5,4,"Utica FM","Potage",2,39800,0.32,0.075,0.0018,4.5,0.00025,0.0036,18000,8e-04,0.64,0.0028,3.8e-05,0.26,0.00024,0.0022,0.94,123.4067578125,0.0042,0.00025,6242.6,0.0226984178601509,-0.781556746045623,0.857064575633095
6243,3.96,17.81,1.29,0.3,2.41,1.74,0.91,18.63,0.08,0.09,1.5,86.71,9.58042236328125,88.6,26.73,78.32,11.55,27.39,163.28,10.02,1,"Utica FM","Potage",2,39600,0.33,0.23,0.00069,4.5,0.076,0.0041,59,0.00068,0.61,0.0022,3.8e-05,0.44,0.00024,0.002,0.96,143.48337890625,0.0043,0.0022,6243,-0.01394381440614,-0.662883398716431,0.469553956309491
6243.6,6.84,26.32,2.07,0.001,3.08,1.46,0.95,9.2,0.05,0.14,1.5,10,9.58021118164062,114.37,36.29,78.38,11.82,108.65,146.47,12.73,1,"Utica FM","Potage",2,68400,0.3,0.14,0.0016,3.8,0.00015,0.0021,26000,0.00053,0.45,0.0017,2.2e-05,0.21,0.00014,0.0011,2.9,157.041689453125,0.0054,0.00015,6243.6,0.908785128859703,-0.534838154404165,0.650636208355884
6244,6.36,22.01,1.82,0.36,3.46,2.61,1.19,14.94,0.07,0.18,1.5,107.41,9.58010559082031,87.81,75.59,60.57,6.86,41.28,127.7,11.92,1,"Utica FM","Potage",2,63600,0.29,0.19,0.00065,3.5,0.057,0.002,61,0.0012,0.54,0.0014,2.4e-05,0.41,0.00015,0.00095,1.5,133.200844726562,0.0047,0.0017,6244,0.284258112479657,-1.01280209497756,-0.205012047945324
