Depth,Al_wt%,Si_wt%,K_wt%,Ti_wt%,Fe_wt%,S_wt%,Mg_wt%,Ca_wt%,Sr_wt%,P_wt%,Mo_ppm,V_ppm,U_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Th_ppm,Rb_ppm,Zr_ppm,Pb_ppm,chemofacies,Factor1,Factor2,Factor3,TOC (wt.%),Porosity,Quartz,Plagioclase,K_Feldspar,Calcite,Dolomite_Fe_Dolomite,Pyrite,Total_Clay,MBI
7889,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,0.518940703080541,1.44698757265901,0.485731390162586,2.314,7.323119266055067,25.5666666666667,5.00888888888885,0.4622222222222263,29.471111111111167,0.551111111111095,3.4444444444444344,35.59555555555553,0.5624444444444453
7889.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,0.518940703080541,1.44698757265901,0.485731390162586,2.3692000000000335,7.362752293578021,25.51666666666667,5.072222222222222,0.4555555555555556,29.37777777777778,0.5777777777777778,3.4611111111111112,35.63888888888889,0.5611111111111111
7890,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,0.518940703080541,1.44698757265901,0.485731390162586,2.4059999999999997,7.3891743119266176,25.483333333333366,5.1144444444444055,0.4511111111111151,29.315555555555612,0.5955555555555394,3.472222222222212,35.66777777777775,0.5602222222222231
7890.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,3,0.518940703080541,1.44698757265901,0.485731390162586,2.4612000000000336,7.428807339449572,25.433333333333334,5.177777777777777,0.4444444444444444,29.22222222222222,0.6222222222222222,3.488888888888889,35.71111111111111,0.5588888888888889
7891,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,3,0.28151115947904,1.430634291771,-0.976345056896208,2.4979999999999998,7.455229357798168,25.40000000000003,5.219999999999962,0.44000000000000405,29.160000000000057,0.6399999999999839,3.4999999999999902,35.739999999999974,0.5580000000000008
7891.6,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,3,0.28151115947904,1.430634291771,-0.976345056896208,2.553200000000033,7.494862385321123,25.35,5.283333333333333,0.43333333333333335,29.066666666666666,0.6666666666666667,3.5166666666666666,35.78333333333333,0.5566666666666666
7892,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,3,0.132912638268671,1.05069379999105,-0.357959267272184,2.59,7.5212844036697195,25.3166666666667,5.325555555555517,0.428888888888893,29.004444444444502,0.6844444444444283,3.527777777777768,35.812222222222196,0.5557777777777786
7892.6,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,3,0.132912638268671,1.05069379999105,-0.357959267272184,2.7148000000000754,7.5609174311926735,25.26666666666667,5.388888888888888,0.4222222222222223,28.91111111111111,0.7111111111111111,3.5444444444444443,35.855555555555554,0.5544444444444445
7893,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,3,0.473001512505766,1.54014080115776,0.259324624667359,2.798,7.58733944954127,25.233333333333366,5.431111111111072,0.4177777777777818,28.848888888888947,0.7288888888888727,3.5555555555555456,35.88444444444442,0.5535555555555564
7893.6,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,3,0.473001512505766,1.54014080115776,0.259324624667359,2.9228000000000756,7.626972477064225,25.183333333333334,5.494444444444444,0.41111111111111115,28.755555555555556,0.7555555555555555,3.5722222222222224,35.92777777777778,0.5522222222222223
7894,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,0.46678022613875,1.37088891790162,0.60792385856149,3.006,7.653394495412821,25.15000000000003,5.536666666666628,0.40666666666667073,28.693333333333392,0.7733333333333172,3.5833333333333233,35.95666666666664,0.5513333333333342
7894.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,0.46678022613875,1.37088891790162,0.60792385856149,3.1308000000000753,7.66,25.1,5.6,0.4,28.6,0.8,3.6,36,0.55
7895,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,0.46678022613875,1.37088891790162,0.60792385856149,3.214,7.678018018018004,24.73728813559353,5.515254237288207,0.41694915254235854,29.322033898304475,0.8305084745762453,3.6508474576270755,35.623728813559644,0.5540677966101661
7895.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,3,0.46678022613875,1.37088891790162,0.60792385856149,3.3388000000000755,7.705045045045051,24.193220338982997,5.388135593220325,0.44237288135593483,30.405084745762824,0.8762711864406827,3.7271186440678044,35.05932203389825,0.5601694915254244
7896,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,3,0.0876645328624217,1.07194096215398,-0.455044173900059,3.4219999999999997,7.723063063063055,23.830508474576526,5.303389830508533,0.45932203389829335,31.127118644067295,0.906779661016928,3.7779661016948802,34.683050847457885,0.5642372881355905
7896.6,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,3,0.0876645328624217,1.07194096215398,-0.455044173900059,3.5468000000000757,7.750090090090102,23.28644067796599,5.176271186440651,0.48474576271186964,32.21016949152565,0.9525423728813653,3.854237288135609,34.118644067796495,0.5703389830508487
7897,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,3,0.332091382916717,1.04326025024115,-0.538427878938785,3.63,7.768108108108106,22.92372881355952,5.091525423728859,0.5016949152542282,32.93220338983012,0.9830508474576107,3.9050847457626845,33.74237288135613,0.5744067796610148
7897.6,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,3,0.332091382916717,1.04326025024115,-0.538427878938785,3.6080769230769087,7.795135135135153,22.379661016948987,4.964406779660978,0.5271186440678045,34.015254237288474,1.028813559322048,3.9813559322034133,33.17796610169474,0.5805084745762731
7898,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,3,0.169174652436734,1.37772826318933,-0.911186612249108,3.593461538461537,7.813153153153157,22.016949152542516,4.879661016949185,0.544067796610163,34.73728813559294,1.0593220338982934,4.032203389830489,32.80169491525438,0.5845762711864392
7898.6,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,3,0.169174652436734,1.37772826318933,-0.911186612249108,3.571538461538446,7.840180180180204,21.472881355931982,4.752542372881304,0.5694915254237393,35.82033898305129,1.1050847457627306,4.108474576271218,32.23728813559299,0.5906779661016974
7899,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,3,0.269032078272999,0.973021671237189,-0.0870345618003281,3.5569230769230744,7.858198198198208,21.110169491525507,4.6677966101695105,0.5864406779660978,36.54237288135577,1.135593220338976,4.1593220338982935,31.861016949152628,0.5947457627118635
7899.6,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,3,0.269032078272999,0.973021671237189,-0.0870345618003281,3.5349999999999833,7.885225225225255,20.566101694914977,4.540677966101629,0.6118644067796741,37.62542372881411,1.1813559322034133,4.235593220339022,31.296610169491235,0.6008474576271218
7900,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,-0.0905476232264643,1.37598528979999,0.0476500652037884,3.5203846153846117,7.903243243243259,20.203389830508502,4.455932203389837,0.6288135593220326,38.34745762711859,1.2118644067796587,4.286440677966097,30.920338983050875,0.6049152542372879
7900.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,-0.0905476232264643,1.37598528979999,0.0476500652037884,3.4984615384615205,7.819999999999855,19.659322033897972,4.328813559321955,0.6542372881356089,39.43050847457694,1.2576271186440962,4.362711864406826,30.355932203389482,0.6110169491525462
7901,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,-0.0905476232264643,1.37598528979999,0.0476500652037884,3.4838461538461485,7.739999999999927,19.296610169491498,4.244067796610163,0.6711864406779675,40.15254237288141,1.2881355932203413,4.413559322033902,29.979661016949123,0.6150847457627122
7901.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,3,-0.0905476232264643,1.37598528979999,0.0476500652037884,3.461923076923058,7.6199999999998544,18.752542372880967,4.116949152542281,0.6966101694915438,41.235593220339766,1.3338983050847788,4.489830508474631,29.415254237287726,0.6211864406779706
7902,6.94,23.25,1.97,0.001,2.93,2.37,1.43,12.66,0.05,0.02,1.5,10,2,15,7.5,7.5,15.450947265625,36.75,102.2,5,3,0.506716880546134,1.3725677904395,0.268394610637342,3.4473076923076857,7.539999999999927,18.389830508474493,4.032203389830489,0.7135593220339023,41.95762711864423,1.364406779661024,4.540677966101707,29.03898305084737,0.6252542372881366
7902.6,6.94,23.25,1.97,0.001,2.93,2.37,1.43,12.66,0.05,0.02,1.5,10,2,15,7.5,7.5,15.450947265625,36.75,102.2,5,3,0.506716880546134,1.3725677904395,0.268394610637342,3.425384615384595,7.419999999999854,17.845762711863962,3.9050847457626072,0.7389830508474786,43.040677966102585,1.4101694915254614,4.6169491525424355,28.474576271185974,0.6313559322033949
7903,6.1,23.22,2.01,0.001,2.35,1.25,0.64,12.65,0.04,0.02,1.5,10,10.09,15,7.5,75.6,15.4504736328125,41.01,88.87,19.11,3,0.373203170346174,0.820906000905457,0.303429318241264,3.410769230769223,7.339999999999927,17.483050847457488,3.8203389830508145,0.755932203389837,43.76271186440706,1.4406779661017066,4.6677966101695105,28.09830508474562,0.6354237288135609
7903.6,6.1,23.22,2.01,0.001,2.35,1.25,0.64,12.65,0.04,0.02,1.5,10,10.09,15,7.5,75.6,15.4504736328125,41.01,88.87,19.11,3,0.373203170346174,0.820906000905457,0.303429318241264,3.3888461538461323,7.219999999999855,16.938983050846957,3.6932203389829334,0.7813559322034134,44.845762711865405,1.486440677966144,4.74406779661024,27.53389830508422,0.6415254237288193
7904,6.22,23.03,1.88,0.001,2.32,1.2,0.65,13.7,0.05,0.02,1.5,10,2,15,42.8,77.1,15.45,36.43,106.69,15.81,3,0.344121581654936,0.92251861488434,0.147795626459095,3.3742307692307603,7.139999999999928,16.576271186440483,3.6084745762711408,0.7983050847457719,45.56779661016988,1.5169491525423893,4.794915254237315,27.157627118643866,0.6455932203389853
7904.6,6.22,23.03,1.88,0.001,2.32,1.2,0.65,13.7,0.05,0.02,1.5,10,2,15,42.8,77.1,15.45,36.43,106.69,15.81,3,0.344121581654936,0.92251861488434,0.147795626459095,3.352307692307669,7.019999999999855,16.032203389829952,3.4813559322032592,0.8237288135593481,46.65084745762823,1.5627118644068267,4.871186440678044,26.59322033898247,0.6516949152542436
7905,4.75,22.6,1.62,0.001,2.59,1.72,0.4,13.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.255,35.52,100.27,5,3,0.138424795457051,1.48117098544794,0.353888477179129,3.3376923076922975,6.939999999999928,15.669491525423478,3.3966101694914665,0.8406779661017068,47.372881355932705,1.593220338983072,4.92203389830512,26.21694915254211,0.6557627118644096
7905.6,4.75,22.6,1.62,0.001,2.59,1.72,0.4,13.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.255,35.52,100.27,5,3,0.138424795457051,1.48117098544794,0.353888477179129,3.3157692307692064,6.819999999999855,15.125423728812946,3.269491525423585,0.866101694915283,48.45593220339106,1.6389830508475094,4.998305084745849,25.652542372880717,0.661864406779668
7906,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,4,-0.493225984834374,1.42741599069114,0.232688733897841,3.301153846153835,6.739999999999927,14.762711864406473,3.1847457627117928,0.8830508474576415,49.177966101695525,1.6694915254237546,5.049152542372925,25.276271186440358,0.665932203389834
7906.6,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,4,-0.493225984834374,1.42741599069114,0.232688733897841,3.2792307692307436,6.714311926605695,14.456666666666873,3.1,0.8899999999999636,49.816666666666364,1.693333333333309,5.0983333333333265,24.940000000000143,0.6694999999999982
7907,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,4,-0.493225984834374,1.42741599069114,0.232688733897841,3.2646153846153716,6.822935779816591,14.570000000000103,3.1,0.8699999999999818,49.64999999999985,1.6799999999999877,5.094999999999996,25.02000000000007,0.6684999999999991
7907.6,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,4,-0.493225984834374,1.42741599069114,0.232688733897841,3.2608695652174298,6.985871559633182,14.740000000000206,3.1,0.8399999999999637,49.39999999999969,1.6599999999999757,5.089999999999994,25.140000000000143,0.6669999999999983
7908,4.85,19,1.74,0.001,2.03,1.15,0.83,17.33,0.06,0.02,1.5,10,2,15,7.5,7.5,22.10875,33,82.56,5,3,-0.0731042618668327,1.41374809479561,0.477528975720114,3.282608695652191,7.094495412844077,14.853333333333437,3.1,0.8199999999999819,49.23333333333318,1.6466666666666545,5.086666666666663,25.22000000000007,0.6659999999999991
7908.6,4.85,19,1.74,0.001,2.03,1.15,0.83,17.33,0.06,0.02,1.5,10,2,15,7.5,7.5,22.10875,33,82.56,5,3,-0.0731042618668327,1.41374809479561,0.477528975720114,3.3152173913043823,7.257431192660668,15.02333333333354,3.1,0.7899999999999636,48.98333333333303,1.6266666666666425,5.08166666666666,25.340000000000146,0.6644999999999982
7909,4.85,19,1.74,0.001,2.03,1.15,0.83,17.33,0.06,0.02,1.5,10,2,15,7.5,7.5,22.10875,33,82.56,5,3,-0.0731042618668327,1.41374809479561,0.477528975720114,3.3369565217391433,7.366055045871565,15.13666666666677,3.1,0.7699999999999818,48.816666666666514,1.6133333333333213,5.07833333333333,25.420000000000073,0.6634999999999991
7909.3,6.05,18.43,1.78,0.001,4.7,5.17,0.67,16.84,0.05,0.02,8.32,10,2,15,47.75,24.6,22.584375,35,76.51,79.4,1,-0.50429803963701,2.38982175088625,-4.55056840807129,3.353260869565239,7.44752293577986,15.221666666666822,3.1,0.7549999999999727,48.691666666666436,1.603333333333315,5.075833333333328,25.480000000000107,0.6627499999999986
7909.6,6.05,18.43,1.78,0.001,4.7,5.17,0.67,16.84,0.05,0.02,8.32,10,2,15,47.75,24.6,22.584375,35,76.51,79.4,1,-0.50429803963701,2.38982175088625,-4.55056840807129,3.3695652173913344,7.5289908256881555,15.306666666666873,3.1,0.7399999999999636,48.566666666666364,1.593333333333309,5.073333333333327,25.540000000000145,0.6619999999999983
7910,6.73,22.64,2.1,0.001,2.49,1.15,0.74,12.25,0.04,0.02,1.5,10,2,15,36.07,49.12,22.8221875,41.07,90.95,28.17,3,0.291275100731414,1.38025457009306,-0.322471254208071,3.3913043478260954,7.637614678899052,15.420000000000103,3.1,0.7199999999999818,48.39999999999985,1.5799999999999879,5.069999999999997,25.620000000000072,0.6609999999999991
7910.6,6.73,22.64,2.1,0.001,2.49,1.15,0.74,12.25,0.04,0.02,1.5,10,2,15,36.07,49.12,22.8221875,41.07,90.95,28.17,3,0.291275100731414,1.38025457009306,-0.322471254208071,3.4239130434782865,7.800550458715642,15.590000000000206,3.1,0.6899999999999635,48.14999999999969,1.5599999999999756,5.064999999999993,25.740000000000144,0.6594999999999982
7911,5.08,16.48,1.49,0.001,7.52,11.11,1.02,13.59,0.05,0.02,42.88,10,2,115.36,109.57,67.695,22.94109375,34.17,91.01,109.41,5,-1.89725286472908,2.38023036099812,-12.2781292070838,3.445652173913048,7.909174311926538,15.703333333333436,3.1,0.6699999999999817,47.98333333333318,1.5466666666666544,5.061666666666663,25.82000000000007,0.6584999999999991
7911.6,5.08,16.48,1.49,0.001,7.52,11.11,1.02,13.59,0.05,0.02,42.88,10,2,115.36,109.57,67.695,22.94109375,34.17,91.01,109.41,5,-1.89725286472908,2.38023036099812,-12.2781292070838,3.478260869565239,8.072110091743129,15.873333333333541,3.1,0.6399999999999636,47.73333333333303,1.5266666666666424,5.05666666666666,25.940000000000143,0.6569999999999983
7912,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,3,0.20998192381738,1.455426730411,-1.48993306653549,3.5,8.14,15.986666666666771,3.1,0.6199999999999818,47.566666666666514,1.5133333333333212,5.05333333333333,26.020000000000074,0.6559999999999991
7912.6,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,3,0.20998192381738,1.455426730411,-1.48993306653549,3.366799999999919,8.152162162162165,16.156666666666872,3.1,0.5899999999999636,47.316666666666364,1.493333333333309,5.048333333333327,26.140000000000146,0.6544999999999982
7913,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,3,0.20998192381738,1.455426730411,-1.48993306653549,3.278,8.17162162162161,16.270000000000103,3.1,0.5699999999999817,47.14999999999985,1.4799999999999878,5.044999999999996,26.220000000000073,0.6534999999999991
7913.6,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,3,0.20998192381738,1.455426730411,-1.48993306653549,3.144799999999919,8.20081081081082,16.440000000000207,3.1,0.5399999999999636,46.89999999999969,1.4599999999999758,5.039999999999994,26.340000000000146,0.6519999999999982
7914,6.11,20.57,1.96,0.001,2.87,2.65,0.74,13.4,0.04,0.02,1.5,10,2,15,42.79,78.16,23.0302734375,41.64,92.58,21.82,3,0.234156743390138,1.41539376702073,-0.83898794403819,3.056,8.220270270270264,16.553333333333438,3.1,0.5199999999999818,46.73333333333318,1.4466666666666546,5.0366666666666635,26.420000000000073,0.6509999999999991
7914.6,6.11,20.57,1.96,0.001,2.87,2.65,0.74,13.4,0.04,0.02,1.5,10,2,15,42.79,78.16,23.0302734375,41.64,92.58,21.82,3,0.234156743390138,1.41539376702073,-0.83898794403819,2.9227999999999192,8.249459459459475,16.72333333333354,3.1,0.4899999999999636,46.48333333333303,1.4266666666666423,5.03166666666666,26.540000000000145,0.6494999999999982
7915,5.54,19.1,1.69,0.001,2.38,1.53,0.92,17.94,0.05,0.02,1.5,10,2,15,7.5,7.5,23.04513671875,31.68,91.88,5,3,0.023340792698458,1.50509272936993,0.319328079773454,2.834,8.268918918918919,16.83666666666677,3.1,0.46999999999998177,46.316666666666514,1.4133333333333211,5.02833333333333,26.620000000000072,0.6484999999999991
7915.6,5.54,19.1,1.69,0.001,2.38,1.53,0.92,17.94,0.05,0.02,1.5,10,2,15,7.5,7.5,23.04513671875,31.68,91.88,5,3,0.023340792698458,1.50509272936993,0.319328079773454,2.7007999999999193,8.29810810810813,17.006666666666874,3.1,0.43999999999996353,46.066666666666364,1.393333333333309,5.023333333333327,26.740000000000144,0.6469999999999982
7916,2.48,7.88,0.61,0.001,1.9,1.87,1.18,34.58,0.1,0.02,1.5,10,2,15,7.5,7.5,23.052568359375,12.96,1.5,5,4,-1.30875136012128,1.46060087438136,-0.327950805851061,2.612,8.317567567567574,17.120000000000104,3.1,0.4199999999999817,45.89999999999985,1.379999999999988,5.019999999999997,26.82000000000007,0.6459999999999991
7916.6,2.48,7.88,0.61,0.001,1.9,1.87,1.18,34.58,0.1,0.02,1.5,10,2,15,7.5,7.5,23.052568359375,12.96,1.5,5,4,-1.30875136012128,1.46060087438136,-0.327950805851061,2.4787999999999193,8.346756756756784,17.290000000000205,3.1,0.3899999999999636,45.64999999999969,1.359999999999976,5.0149999999999935,26.940000000000147,0.6444999999999982
7917,3.56,13.28,1.5,0.001,2.06,1.26,0.64,19.13,0.07,0.02,1.5,10,2,15,34.24,36.35,23.0562841796875,33.06,90.7,19.12,3,-0.407008929269598,1.23247483954531,-0.2428038444686,2.39,8.366216216216229,17.403333333333435,3.1,0.3699999999999818,45.48333333333318,1.3466666666666547,5.011666666666663,27.020000000000074,0.6434999999999991
7917.6,3.56,13.28,1.5,0.001,2.06,1.26,0.64,19.13,0.07,0.02,1.5,10,2,15,34.24,36.35,23.0562841796875,33.06,90.7,19.12,3,-0.407008929269598,1.23247483954531,-0.2428038444686,2.6468000000001557,8.39540540540544,17.57333333333354,3.1,0.33999999999996355,45.23333333333303,1.3266666666666425,5.006666666666661,27.140000000000146,0.6419999999999982
7918,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,2,-0.397137084144161,0.0243793091595749,-1.45627963966979,2.818,8.41,17.68666666666677,3.1,0.31999999999998174,45.066666666666514,1.3133333333333213,5.00333333333333,27.220000000000073,0.6409999999999991
7918.6,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,2,-0.397137084144161,0.0243793091595749,-1.45627963966979,3.074800000000156,8.167090909090026,17.651340996168045,3.0708812260535345,0.295402298850558,45.275478927204425,1.3536398467434894,4.946360153256511,27.11149425287288,0.6427586206896652
7919,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,2,-0.397137084144161,0.0243793091595749,-1.45627963966979,3.2460000000000004,7.681272727272286,17.354022988505484,3.012643678160868,0.28620689655171594,46.02643678160986,1.4609195402299804,4.839080459770019,26.734482758620356,0.6482758620689705
7919.6,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,2,-0.397137084144161,0.0243793091595749,-1.45627963966979,3.502800000000156,6.9525454545445715,16.908045977010968,2.9252873563217356,0.27241379310343194,47.15287356321973,1.6218390804599607,4.678160919540039,26.16896551724071,0.6565517241379408
7920,6.01,19.4,1.98,0.001,3.33,5.01,0.56,15.09,0.05,0.02,1.5,10,2,74.95,41.64,27.12,20.59,39.6,69.88,45.55,3,-0.222696363336185,1.57458292063127,-2.51303165455557,3.6740000000000004,6.466727272726831,16.610727969348407,2.867049808429069,0.26321839080458986,47.90383141762516,1.7291187739464517,4.570881226053548,25.791954022988186,0.6620689655172461
7920.6,6.01,19.4,1.98,0.001,3.33,5.01,0.56,15.09,0.05,0.02,1.5,10,2,74.95,41.64,27.12,20.59,39.6,69.88,45.55,3,-0.222696363336185,1.57458292063127,-2.51303165455557,3.930800000000156,5.737999999999117,16.16475095785389,2.7796934865899368,0.2494252873563058,49.030268199235024,1.890038314176432,4.409961685823568,25.226436781608538,0.6703448275862165
7921,4.78,17.3,1.65,0.001,2.03,2.08,0.3,20.25,0.06,0.02,1.5,10,2,15,30.34,72.13,19.355,31.49,76.53,19,3,-0.250077250611505,1.33525690305732,-0.50406972296184,4.102,5.252181818181377,15.867432950191327,2.7214559386972703,0.24022988505746373,49.78122605364046,1.9973180076629231,4.302681992337077,24.849425287356013,0.6758620689655218
7921.6,4.78,17.3,1.65,0.001,2.03,2.08,0.3,20.25,0.06,0.02,1.5,10,2,15,30.34,72.13,19.355,31.49,76.53,19,3,-0.250077250611505,1.33525690305732,-0.50406972296184,4.358800000000156,4.523454545453662,15.42145593869681,2.6340996168581383,0.22643678160917968,50.90766283525033,2.1582375478929037,4.141762452107097,24.283908045976368,0.6841379310344922
7922,5.92,21.04,1.94,0.001,2.48,2.86,0.62,14.92,0.05,0.02,1.5,10,2,68.22,34.47,113.69,18.7375,39.26,93.04,25.33,3,0.145468158160698,0.937243063073906,-0.875507687873818,4.53,4.037636363635922,15.12413793103425,2.5758620689654714,0.2172413793103376,51.65862068965576,2.2655172413793947,4.034482758620605,23.906896551723843,0.6896551724137974
7922.6,5.92,21.04,1.94,0.001,2.48,2.86,0.62,14.92,0.05,0.02,1.5,10,2,68.22,34.47,113.69,18.7375,39.26,93.04,25.33,3,0.145468158160698,0.937243063073906,-0.875507687873818,4.5384000000000055,3.308909090908208,14.678160919539733,2.4885057471263394,0.20344827586205355,52.785057471265624,2.4264367816093753,3.873563218390625,23.341379310344198,0.6979310344827678
7923,5.21,17.48,1.7,0.001,1.99,1.48,0.6,17.5,0.06,0.02,1.5,10,2,68.17,43.58,69.35,18.42875,33.71,98.98,15.77,3,-0.112108601891379,0.622369132197162,-0.099418293152427,4.5440000000000005,2.8230909090904674,14.380842911877172,2.430268199233673,0.1942528735632115,53.53601532567106,2.533716475095866,3.766283524904134,22.964367816091674,0.703448275862073
7923.6,5.21,17.48,1.7,0.001,1.99,1.48,0.6,17.5,0.06,0.02,1.5,10,2,68.17,43.58,69.35,18.42875,33.71,98.98,15.77,3,-0.112108601891379,0.622369132197162,-0.099418293152427,4.552400000000005,2.094363636362753,13.934865900382654,2.3429118773945405,0.18045977011492748,54.66245210728093,2.6946360153258464,3.605363984674154,22.39885057471203,0.7117241379310435
7924,5.31,14.93,1.44,0.001,2.52,2.37,0.89,24.88,0.08,0.02,4.63,10,2,15,7.5,25.01,18.274375,25.54,57.08,25.19,3,-0.564286977182602,1.65641367066802,-1.09090630784074,4.558,1.73,13.637547892720095,2.284674329501874,0.1712643678160854,55.41340996168636,2.801915708812337,3.498084291187663,22.0218390804595,0.7172413793103487
7924.6,5.31,14.93,1.44,0.001,2.52,2.37,0.89,24.88,0.08,0.02,4.63,10,2,15,7.5,25.01,18.274375,25.54,57.08,25.19,3,-0.564286977182602,1.65641367066802,-1.09090630784074,4.566400000000005,NA,13.191570881225577,2.1973180076627417,0.15747126436780134,56.53984674329622,2.9628352490423175,3.3371647509576823,21.456321839079855,0.7255172413793192
