Depth,Al_wt%,Si_wt%,K_wt%,Ti_wt%,Fe_wt%,S_wt%,Mg_wt%,Ca_wt%,Sr_wt%,P_wt%,Mo_ppm,V_ppm,U_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Th_ppm,Rb_ppm,Zr_ppm,Pb_ppm,chemofacies,Factor1,Factor2,Factor3,TOC (wt.%),Porosity,Quartz,Plagioclase,K_Feldspar,Calcite,Dolomite_Fe_Dolomite,Pyrite,Total_Clay,MBI
7925,5.31,14.93,1.44,0.001,2.52,2.37,0.89,24.88,0.08,0.02,4.63,10,2,15,7.5,25.01,18.274375,25.54,57.08,25.19,3,-0.564286977182602,1.65641367066802,-1.09090630784074,4.572,NA,12.894252873563016,2.139080459770075,0.14827586206895926,57.290804597701666,3.0701149425288086,3.2298850574711917,21.07931034482733,0.7310344827586244
7925.6,5.31,14.93,1.44,0.001,2.52,2.37,0.89,24.88,0.08,0.02,4.63,10,2,15,7.5,25.01,18.274375,25.54,57.08,25.19,3,-0.564286977182602,1.65641367066802,-1.09090630784074,4.5804000000000045,NA,12.448275862068499,2.051724137930943,0.13448275862067524,58.41724137931153,3.2310344827587887,3.068965517241211,20.513793103447686,0.7393103448275948
7926,0.7,2.14,0.05,0.001,2.485,0.37,0.3,44.33,0.03,0.02,1.5,10,2,15,7.5,7.5,18.1971875,1.5,1.5,5,4,-1.59486828710386,1.33880391765589,0.159283257962489,4.585999999999999,NA,12.150957854405938,1.9934865900382766,0.12528735632183313,59.16819923371696,3.33831417624528,2.96168582375472,20.13678160919516,0.7448275862069
7926.6,0.7,2.14,0.05,0.001,2.485,0.37,0.3,44.33,0.03,0.02,1.5,10,2,15,7.5,7.5,18.1971875,1.5,1.5,5,4,-1.59486828710386,1.33880391765589,0.159283257962489,4.594400000000005,NA,11.704980842911421,1.9061302681991443,0.11149425287354911,60.29463601532683,3.4992337164752607,2.8007662835247396,19.571264367815512,0.7531034482758705
7927,5.06,15.71,1.55,0.001,2.45,1.43,1.37,19.77,0.07,0.02,1.5,10,2,15,7.5,7.5,18.15859375,31.47,71.25,5,3,-0.132322594980703,1.28235638551532,0.37939023305112,4.6,NA,11.40766283524886,1.8478927203064779,0.10229885057470703,61.04559386973226,3.6065134099617513,2.693486590038249,19.194252873562988,0.7586206896551757
7927.6,5.06,15.71,1.55,0.001,2.45,1.43,1.37,19.77,0.07,0.02,1.5,10,2,15,7.5,7.5,18.15859375,31.47,71.25,5,3,-0.132322594980703,1.28235638551532,0.37939023305112,4.172363636363377,NA,10.961685823754344,1.7605363984673457,0.088505747126423,62.172030651342126,3.767432950191732,2.5325670498082684,18.628735632183343,0.7668965517241462
7928,1.89,6.51,0.5,0.001,0.9,0.9,0.76,37.72,0.04,0.02,1.5,10,2,15,7.5,19.46,18.139296875,8.3,26.06,5,4,-1.2395899012595,1.19970311534937,0.265969187016215,3.8872727272727268,NA,10.664367816091783,1.7022988505746792,0.0793103448275809,62.92298850574756,3.8747126436782224,2.4252873563217774,18.251724137930818,0.7724137931034514
7928.6,1.89,6.51,0.5,0.001,0.9,0.9,0.76,37.72,0.04,0.02,1.5,10,2,15,7.5,19.46,18.139296875,8.3,26.06,5,4,-1.2395899012595,1.19970311534937,0.265969187016215,3.459636363636104,NA,10.218390804597266,1.6149425287355468,0.06551724137929688,64.04942528735742,4.035632183908203,2.264367816091797,17.68620689655117,0.7806896551724218
7929,1.89,6.51,0.5,0.001,0.9,0.9,0.76,37.72,0.04,0.02,1.5,10,2,15,7.5,19.46,18.139296875,8.3,26.06,5,4,-1.2395899012595,1.19970311534937,0.265969187016215,3.1745454545454543,NA,9.921072796934705,1.5567049808428806,0.05632183908045482,64.80038314176286,4.142911877394694,2.1570881226053062,17.30919540229865,0.786206896551727
7929.6,1.89,6.51,0.5,0.001,0.9,0.9,0.76,37.72,0.04,0.02,1.5,10,2,15,7.5,19.46,18.139296875,8.3,26.06,5,4,-1.2395899012595,1.19970311534937,0.265969187016215,2.746909090908831,NA,9.475095785440189,1.4693486590037483,0.0425287356321708,65.92681992337273,4.303831417624674,1.9961685823753257,16.743678160919004,0.7944827586206975
7930,0.4,1.18,1.385,0.001,0.28,0.15,0.3,46.66,0.06,0.02,1.5,10,2,15,7.5,7.5,18.1296484375,1.5,1.5,5,4,-1.64315698689883,1.24892540013043,0.416245501763341,2.461818181818182,NA,9.177777777777628,1.4111111111110817,0.03333333333332866,66.67777777777816,4.411111111111166,1.8888888888888347,16.366666666666475,0.8000000000000027
7930.6,0.4,1.18,1.385,0.001,0.28,0.15,0.3,46.66,0.06,0.02,1.5,10,2,15,7.5,7.5,18.1296484375,1.5,1.5,5,4,-1.64315698689883,1.24892540013043,0.416245501763341,2.0341818181815587,NA,8.73180076628311,1.3237547892719495,0.01954022988504467,67.80421455938803,4.572030651341146,1.727969348658854,15.80114942528683,0.8082758620689732
7931,7.52,20.73,2.27,0.001,3.52,2.18,1.11,11.12,0.03,0.42,1.5,10,2,15,7.5,36.9,18.12,44.78,101.47,14.16,3,0.420956707927929,1.34934981065137,-0.268699233718954,1.749090909090909,NA,8.43448275862055,1.265517241379283,0.010344827586202587,68.55517241379346,4.679310344827637,1.6206896551723635,15.424137931034306,0.8137931034482784
7931.6,7.52,20.73,2.27,0.001,3.52,2.18,1.11,11.12,0.03,0.42,1.5,10,2,15,7.5,36.9,18.12,44.78,101.47,14.16,3,0.420956707927929,1.34934981065137,-0.268699233718954,1.3214545454542863,NA,8.137142857142992,1.2185714285714961,0.010000000000036379,69.23142857142797,4.744285714285511,1.5314285714286857,15.128571428571897,0.818285714285708
7932,7.52,20.73,2.27,0.001,3.52,2.18,1.11,11.12,0.03,0.42,1.5,10,2,15,7.5,36.9,18.12,44.78,101.47,14.16,3,0.420956707927929,1.34934981065137,-0.268699233718954,1.0363636363636366,NA,8.23619047619052,1.2680952380952606,0.03666666666667879,68.78190476190456,4.595714285714218,1.6152380952381333,15.471428571428728,0.8137142857142836
7932.6,7.52,20.73,2.27,0.001,3.52,2.18,1.11,11.12,0.03,0.42,1.5,10,2,15,7.5,36.9,18.12,44.78,101.47,14.16,3,0.420956707927929,1.34934981065137,-0.268699233718954,0.6933333333333819,NA,8.384761904762039,1.34238095238102,0.07666666666670305,68.10761904761844,4.37285714285694,1.7409523809524954,15.985714285714753,0.8068571428571366
7933,1.68,6.28,0.35,0.001,2.125,0.7,0.3,38.11,0.14,0.14,1.5,10,2,15,7.5,7.5,17.22,1.5,1.5,5,4,-1.72065678669623,1.18019661366856,0.00962910784702943,0.7466666666666667,NA,8.483809523809569,1.3919047619047844,0.10333333333334545,67.65809523809504,4.224285714285647,1.8247619047619428,16.328571428571585,0.8022857142857122
7933.6,1.68,6.28,0.35,0.001,2.125,0.7,0.3,38.11,0.14,0.14,1.5,10,2,15,7.5,7.5,17.22,1.5,1.5,5,4,-1.72065678669623,1.18019661366856,0.00962910784702943,0.8266666666667152,NA,8.632380952381087,1.4661904761905438,0.1433333333333697,66.98380952380892,4.001428571428368,1.9504761904763048,16.84285714285761,0.7954285714285652
7934,3.11,7.54,0.62,0.001,0.73,0.66,0.3,38.35,0.03,0.02,1.5,10,2,15,7.5,7.5,16.77,9.1,20.84,5,4,-1.19786209826776,1.29183012523765,0.379953909001751,0.88,NA,8.731428571428616,1.5157142857143082,0.1700000000000121,66.53428571428552,3.8528571428570753,2.0342857142857524,17.18571428571444,0.7908571428571407
7934.6,3.11,7.54,0.62,0.001,0.73,0.66,0.3,38.35,0.03,0.02,1.5,10,2,15,7.5,7.5,16.77,9.1,20.84,5,4,-1.19786209826776,1.29183012523765,0.379953909001751,0.9600000000000486,NA,8.880000000000134,1.5900000000000676,0.21000000000003635,65.85999999999939,3.6299999999997974,2.1600000000001143,17.70000000000047,0.7839999999999937
7935,3.11,7.54,0.62,0.001,0.73,0.66,0.3,38.35,0.03,0.02,1.5,10,2,15,7.5,7.5,16.77,9.1,20.84,5,4,-1.19786209826776,1.29183012523765,0.379953909001751,1.0133333333333334,NA,8.979047619047664,1.639523809523832,0.2366666666666788,65.41047619047599,3.481428571428504,2.243809523809562,18.0428571428573,0.7794285714285693
7935.6,3.11,7.54,0.62,0.001,0.73,0.66,0.3,38.35,0.03,0.02,1.5,10,2,15,7.5,7.5,16.77,9.1,20.84,5,4,-1.19786209826776,1.29183012523765,0.379953909001751,1.093333333333382,NA,9.127619047619183,1.7138095238095914,0.27666666666670303,64.73619047618986,3.2585714285712255,2.369523809523924,18.557142857143326,0.7725714285714222
7936,1.21,3.9,0.26,0.001,1.685,0.49,0.3,41.14,0.12,0.02,1.5,10,2,15,7.5,7.5,16.545,1.5,1.5,5,4,-1.74435051828164,1.18800419543048,0.187571351184819,1.1466666666666667,NA,9.226666666666711,1.7633333333333558,0.30333333333334545,64.28666666666646,3.109999999999932,2.4533333333333713,18.900000000000155,0.7679999999999979
7936.6,1.21,3.9,0.26,0.001,1.685,0.49,0.3,41.14,0.12,0.02,1.5,10,2,15,7.5,7.5,16.545,1.5,1.5,5,4,-1.74435051828164,1.18800419543048,0.187571351184819,1.2266666666667152,NA,9.37523809523823,1.8376190476191152,0.3433333333333697,63.61238095238034,2.8871428571426545,2.5790476190477336,19.41428571428618,0.7611428571428509
7937,6.96,20.37,2.17,0.001,2.64,1.3,0.87,14.55,0.06,0.21,1.5,10,2,15,7.5,92.85,16.4325,43.79,98.42,5,3,0.417595405563845,1.08213761195736,0.478525686909236,1.28,NA,9.47428571428576,1.8871428571428797,0.3700000000000121,63.16285714285694,2.738571428571361,2.662857142857181,19.757142857143013,0.7565714285714265
7937.6,6.96,20.37,2.17,0.001,2.64,1.3,0.87,14.55,0.06,0.21,1.5,10,2,15,7.5,92.85,16.4325,43.79,98.42,5,3,0.417595405563845,1.08213761195736,0.478525686909236,1.354000000000045,NA,9.622857142857278,1.961428571428639,0.4100000000000364,62.48857142857082,2.5157142857140826,2.788571428571543,20.27142857142904,0.7497142857142794
7938,7.56,21.5,2.24,0.001,2.49,1.13,0.78,13.55,0.05,0.09,1.5,10,2,15,7.5,65.88,16.37625,44.32,90.53,9.99,3,0.485041416693013,1.26994520741127,0.488957347466304,1.4033333333333333,NA,9.721904761904806,2.0109523809524035,0.43666666666667875,62.039047619047416,2.3671428571427895,2.8723809523809907,20.61428571428587,0.745142857142855
7938.6,7.56,21.5,2.24,0.001,2.49,1.13,0.78,13.55,0.05,0.09,1.5,10,2,15,7.5,65.88,16.37625,44.32,90.53,9.99,3,0.485041416693013,1.26994520741127,0.488957347466304,1.4773333333333782,NA,9.870476190476325,2.0852380952381626,0.47666666666670304,61.364761904761295,2.1442857142855116,2.9980952380953525,21.128571428571895,0.738285714285708
7939,6.21,17.73,1.91,0.001,2.39,1.12,1,17.85,0.06,0.13,1.5,10,2,15,7.5,43.78,16.348125,37.99,90.92,12.73,3,0.121225132182305,1.19909021776765,0.336779107541308,1.5266666666666666,NA,9.969523809523853,2.1347619047619273,0.5033333333333454,60.915238095237896,1.995714285714218,3.0819047619048003,21.471428571428728,0.7337142857142835
7939.6,6.21,17.73,1.91,0.001,2.39,1.12,1,17.85,0.06,0.13,1.5,10,2,15,7.5,43.78,16.348125,37.99,90.92,12.73,3,0.121225132182305,1.19909021776765,0.336779107541308,1.6006666666667115,NA,10.118095238095373,2.209047619047687,0.5433333333333696,60.24095238095177,1.7728571428569402,3.207619047619162,21.985714285714753,0.7268571428571365
7940,3.27,10.38,0.92,0.001,1.57,0.95,0.65,30.29,0.1,0.03,1.5,10,2,15,7.5,17.37,16.3340625,20.28,62.32,5,4,-0.862604981891251,1.12924626726275,0.416135646414811,1.65,NA,10.217142857142901,2.258571428571451,0.570000000000012,59.79142857142837,1.6242857142856466,3.2914285714286096,22.328571428571585,0.7222857142857122
7940.6,3.27,10.38,0.92,0.001,1.57,0.95,0.65,30.29,0.1,0.03,1.5,10,2,15,7.5,17.37,16.3340625,20.28,62.32,5,4,-0.862604981891251,1.12924626726275,0.416135646414811,1.7240000000000448,NA,10.36571428571442,2.3328571428572102,0.6100000000000363,59.11714285714225,1.4014285714283687,3.417142857142972,22.84285714285761,0.7154285714285651
7941,2.78,8.37,0.66,0.001,0.98,0.56,0.3,35.92,0.08,0.13,1.5,10,2,15,7.5,7.5,16.32703125,11.9,36.81,5,4,-1.2685470971622,1.1170838251431,0.389662911597866,1.7733333333333334,NA,10.46476190476195,2.382380952380975,0.6366666666666787,58.66761904761884,1.2528571428570752,3.5009523809524192,23.18571428571444,0.7108571428571407
7941.6,2.78,8.37,0.66,0.001,0.98,0.56,0.3,35.92,0.08,0.13,1.5,10,2,15,7.5,7.5,16.32703125,11.9,36.81,5,4,-1.2685470971622,1.1170838251431,0.389662911597866,1.8473333333333781,NA,10.613333333333468,2.4566666666667345,0.676666666666703,57.99333333333272,1.0299999999997973,3.626666666666781,23.70000000000047,0.7039999999999937
7942,2.78,8.37,0.66,0.001,0.98,0.56,0.3,35.92,0.08,0.13,1.5,10,2,15,7.5,7.5,16.32703125,11.9,36.81,5,4,-1.2685470971622,1.1170838251431,0.389662911597866,1.8966666666666667,NA,10.694936708860741,2.4995780590717285,0.7004219409282715,57.55864978902939,0.8991561181434569,3.7012658227848148,24.0459915611816,0.6995358649789012
7942.6,2.78,8.37,0.66,0.001,0.98,0.56,0.3,35.92,0.08,0.13,1.5,10,2,15,7.5,7.5,16.32703125,11.9,36.81,5,4,-1.2685470971622,1.1170838251431,0.389662911597866,1.9706666666667116,NA,10.634177215189819,2.494514767932485,0.7054852320675149,57.06244725738353,0.88902953586497,3.7164556962025452,24.597890295359132,0.6939662447257334
7943,4.35,12.08,1.35,0.001,1.46,1.06,0.3,29.76,0.1,0.9,1.5,10,2,15,7.5,24.15,16.323515625,21.77,60.68,5,4,-1.21850534556972,0.735212631551752,-0.134803836485922,2.02,NA,10.593670886075934,2.4911392405063277,0.7088607594936721,56.73164556962013,0.8822784810126557,3.7265822784810165,24.965822784810264,0.6902531645569606
7943.6,4.35,12.08,1.35,0.001,1.46,1.06,0.3,29.76,0.1,0.9,1.5,10,2,15,7.5,24.15,16.323515625,21.77,60.68,5,4,-1.21850534556972,0.735212631551752,-0.134803836485922,1.952499999999959,NA,10.532911392405012,2.4860759493670845,0.7139240506329155,56.23544303797428,0.8721518987341689,3.741772151898747,25.5177215189878,0.6846835443037929
7944,0.55,1.67,0.06,0.001,0.89,0.87,0.3,43.75,0.12,0.02,4.16,10,2,15,7.5,7.5,16.3217578125,1.81,9.18,5,4,-2.01800611442899,1.16553936460324,-0.217947046740865,1.9075,NA,10.492405063291127,2.4827004219409274,0.7172995780590727,55.90464135021087,0.8654008438818546,3.7518987341772183,25.885654008438927,0.6809704641350199
7944.6,0.55,1.67,0.06,0.001,0.89,0.87,0.3,43.75,0.12,0.02,4.16,10,2,15,7.5,7.5,16.3217578125,1.81,9.18,5,4,-2.01800611442899,1.16553936460324,-0.217947046740865,1.839999999999959,NA,10.431645569620205,2.477637130801684,0.7223628691983162,55.40843881856502,0.8552742616033677,3.767088607594949,26.43755274261646,0.6754008438818522
7945,0.53,1.62,0.07,0.001,0.48,0.65,0.3,44.64,0.12,0.02,1.5,10,2,15,7.5,7.5,16.32087890625,1.9,1.5,5,4,-1.99197060548156,1.10063955705322,0.176555998046423,1.795,NA,10.39113924050632,2.4742616033755267,0.7257383966244733,55.07763713080161,0.8485232067510534,3.77721518987342,26.805485232067593,0.6716877637130793
7945.6,0.53,1.62,0.07,0.001,0.48,0.65,0.3,44.64,0.12,0.02,1.5,10,2,15,7.5,7.5,16.32087890625,1.9,1.5,5,4,-1.99197060548156,1.10063955705322,0.176555998046423,1.7274999999999592,NA,10.330379746835398,2.469198312236283,0.7308016877637167,54.581434599155756,0.8383966244725665,3.7924050632911506,27.357383966245123,0.6661181434599115
7946,3.88,11.29,1.17,0.001,1.37,0.89,0.67,29.38,0.1,0.57,1.5,10,2,15,7.5,28.41,16.320439453125,21.09,61.04,5,4,-1.05040104276497,0.80209737121279,0.149295200638765,1.6825,NA,10.289873417721513,2.465822784810126,0.7341772151898739,54.25063291139236,0.8316455696202522,3.802531645569622,27.725316455696255,0.6624050632911387
7946.6,3.88,11.29,1.17,0.001,1.37,0.89,0.67,29.38,0.1,0.57,1.5,10,2,15,7.5,28.41,16.320439453125,21.09,61.04,5,4,-1.05040104276497,0.80209737121279,0.149295200638765,1.6149999999999591,NA,10.229113924050592,2.4607594936708828,0.7392405063291173,53.7544303797465,0.8215189873417653,3.817721518987352,28.277215189873786,0.6568354430379709
7947,6.42,17.95,1.81,0.001,2.25,1.36,0.88,19.63,0.08,0.55,1.5,10,2,15,7.5,39.1,16.3202197265625,33.55,76.23,9.68,3,-0.292057940383998,0.989008805415641,0.005284827439506,1.57,NA,10.188607594936705,2.4573839662447257,0.7426160337552745,53.4236286919831,0.814767932489451,3.8278481012658236,28.645147679324918,0.653122362869198
7947.6,6.42,17.95,1.81,0.001,2.25,1.36,0.88,19.63,0.08,0.55,1.5,10,2,15,7.5,39.1,16.3202197265625,33.55,76.23,9.68,3,-0.292057940383998,0.989008805415641,0.005284827439506,1.6288000000000358,NA,10.127848101265785,2.452320675105482,0.7476793248945179,52.92742616033725,0.8046413502109642,3.8430379746835537,29.197046413502452,0.6475527426160302
7948,6.42,17.95,1.81,0.001,2.25,1.36,0.88,19.63,0.08,0.55,1.5,10,2,15,7.5,39.1,16.3202197265625,33.55,76.23,9.68,3,-0.292057940383998,0.989008805415641,0.005284827439506,1.6680000000000001,NA,10.087341772151898,2.448945147679325,0.751054852320675,52.59662447257384,0.7978902953586499,3.8531645569620254,29.564978902953584,0.6438396624472574
7948.6,6.42,17.95,1.81,0.001,2.25,1.36,0.88,19.63,0.08,0.55,1.5,10,2,15,7.5,39.1,16.3202197265625,33.55,76.23,9.68,3,-0.292057940383998,0.989008805415641,0.005284827439506,1.7268000000000356,NA,10.026582278480978,2.4438818565400813,0.7561181434599185,52.10042194092799,0.787763713080163,3.8683544303797555,30.116877637131115,0.6382700421940897
7949,3.82,11.69,1.22,0.001,1.67,1.34,0.59,27.23,0.09,0.59,1.5,10,2,15,7.5,35.17,16.3201098632812,22.47,56.59,5,4,-0.994127853981945,0.886676226966643,-0.0629982341879164,1.766,NA,9.986075949367091,2.440506329113924,0.7594936708860757,51.76962025316458,0.7810126582278487,3.878481012658227,30.484810126582246,0.6345569620253168
7949.6,3.82,11.69,1.22,0.001,1.67,1.34,0.59,27.23,0.09,0.59,1.5,10,2,15,7.5,35.17,16.3201098632812,22.47,56.59,5,4,-0.994127853981945,0.886676226966643,-0.0629982341879164,1.8248000000000357,NA,9.925316455696171,2.435443037974681,0.7645569620253191,51.273417721518726,0.7708860759493619,3.8936708860759572,31.036708860759777,0.628987341772149
7950,5.11,14.41,1.48,0.001,2.3,2.22,1.05,21.87,0.08,0.43,1.5,10,2,15,7.5,32.22,16.3200549316406,29.11,75.53,5,3,-0.465065652681983,1.07522568822664,-0.183133159437658,1.864,NA,9.884810126582284,2.432067510548524,0.7679324894514763,50.94261603375533,0.7641350210970475,3.903797468354429,31.40464135021091,0.6252742616033761
7950.6,5.11,14.41,1.48,0.001,2.3,2.22,1.05,21.87,0.08,0.43,1.5,10,2,15,7.5,32.22,16.3200549316406,29.11,75.53,5,3,-0.465065652681983,1.07522568822664,-0.183133159437658,1.9228000000000356,NA,9.824050632911364,2.4270042194092802,0.7729957805907197,50.44641350210947,0.7540084388185606,3.918987341772159,31.956540084388443,0.6197046413502083
7951,4.53,13.96,1.36,0.001,1.96,1.82,0.78,24.67,0.09,0.46,1.5,10,2,15,7.5,119.05,16.3200274658203,26.87,63.9,5,4,-0.565311170684329,0.852809851694118,-0.146701805019957,1.9620000000000002,NA,9.783544303797477,2.423628691983123,0.7763713080168768,50.11561181434607,0.7472573839662463,3.9291139240506308,32.32447257383957,0.6159915611814355
7951.6,4.53,13.96,1.36,0.001,1.96,1.82,0.78,24.67,0.09,0.46,1.5,10,2,15,7.5,119.05,16.3200274658203,26.87,63.9,5,4,-0.565311170684329,0.852809851694118,-0.146701805019957,2.020800000000036,NA,9.722784810126557,2.4185654008438795,0.7814345991561202,49.61940928270021,0.7371308016877595,3.944303797468361,32.876371308017106,0.6104219409282677
7952,3.43,10.98,1.02,0.001,1.7,1.56,0.3,28.39,0.1,0.35,1.5,10,2,15,7.5,25.4,16.3200137329102,20.4,67.17,5,4,-1.00368310349201,1.07567110802427,-0.0253213133996239,2.06,NA,9.682278481012672,2.4151898734177224,0.7848101265822774,49.28860759493681,0.7303797468354452,3.954430379746832,33.244303797468234,0.6067088607594948
7952.6,3.43,10.98,1.02,0.001,1.7,1.56,0.3,28.39,0.1,0.35,1.5,10,2,15,7.5,25.4,16.3200137329102,20.4,67.17,5,4,-1.00368310349201,1.07567110802427,-0.0253213133996239,NA,NA,9.62151898734175,2.410126582278479,0.7898734177215209,48.79240506329096,0.7202531645569583,3.9696202531645626,33.79620253164577,0.601139240506327
7953,3.25,9.76,0.75,0.001,1.3,1.24,1.06,32.15,0.11,0.24,1.5,10,2,15,7.5,7.5,16.3200068664551,15.17,45.23,5,4,-1.14672028473645,0.984564940436189,0.139972714692432,NA,NA,9.581012658227865,2.406751054852322,0.7932489451476781,48.46160337552755,0.713502109704644,3.979746835443034,34.1641350210969,0.5974261603375541
7953.6,3.25,9.76,0.75,0.001,1.3,1.24,1.06,32.15,0.11,0.24,1.5,10,2,15,7.5,7.5,16.3200068664551,15.17,45.23,5,4,-1.14672028473645,0.984564940436189,0.139972714692432,NA,NA,9.520253164556943,2.4016877637130785,0.7983122362869215,47.965400843881696,0.703375527426157,3.9949367088607644,34.71603375527443,0.5918565400843864
7954,3.25,9.76,0.75,0.001,1.3,1.24,1.06,32.15,0.11,0.24,1.5,10,2,15,7.5,7.5,16.3200068664551,15.17,45.23,5,4,-1.14672028473645,0.984564940436189,0.139972714692432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7954.6,3.25,9.76,0.75,0.001,1.3,1.24,1.06,32.15,0.11,0.24,1.5,10,2,15,7.5,7.5,16.3200068664551,15.17,45.23,5,4,-1.14672028473645,0.984564940436189,0.139972714692432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7955,5.3,16.23,1.59,0.001,2.09,2.05,0.65,23.68,0.08,0.65,1.5,10,2,15,7.5,47.73,16.3200034332275,28.46,67.31,11.31,4,-0.642939831206815,1.02009741382177,-0.470271093723613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7955.6,5.3,16.23,1.59,0.001,2.09,2.05,0.65,23.68,0.08,0.65,1.5,10,2,15,7.5,47.73,16.3200034332275,28.46,67.31,11.31,4,-0.642939831206815,1.02009741382177,-0.470271093723613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7956,2.33,6.76,0.59,0.001,0.77,0.66,0.3,37.2,0.04,0.02,1.5,10,2,15,7.5,7.5,16.3200017166138,11.35,22.09,5,4,-1.25410583385568,1.24169245600163,0.385253184596346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7956.6,2.33,6.76,0.59,0.001,0.77,0.66,0.3,37.2,0.04,0.02,1.5,10,2,15,7.5,7.5,16.3200017166138,11.35,22.09,5,4,-1.25410583385568,1.24169245600163,0.385253184596346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7957,6.92,19.5,2.8,0.001,3.33,1.26,0.5,7.93,0.03,0.02,1.5,10,2,15,7.5,41.84,16.32,61.25,107.58,5,3,0.816261607376526,1.44369819771793,0.692032609475194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7957.6,6.92,19.5,2.8,0.001,3.33,1.26,0.5,7.93,0.03,0.02,1.5,10,2,15,7.5,41.84,16.32,61.25,107.58,5,3,0.816261607376526,1.44369819771793,0.692032609475194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7958,0.47,1.61,0.03,0.001,0.23,0.41,0.3,44.35,0.11,0.02,1.5,10,2,15,7.5,7.5,17.645,1.5,1.5,5,4,-1.99721926168626,1.09808578957624,0.264731895461856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7958.6,0.47,1.61,0.03,0.001,0.23,0.41,0.3,44.35,0.11,0.02,1.5,10,2,15,7.5,7.5,17.645,1.5,1.5,5,4,-1.99721926168626,1.09808578957624,0.264731895461856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7959,1.78,5.13,0.41,0.001,0.41,0.53,0.3,40.55,0.04,0.02,1.5,10,2,15,7.5,7.5,18.3075,7.23,14.36,5,4,-1.47577168289901,1.25070161030527,0.348833978522011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7959.6,1.78,5.13,0.41,0.001,0.41,0.53,0.3,40.55,0.04,0.02,1.5,10,2,15,7.5,7.5,18.3075,7.23,14.36,5,4,-1.47577168289901,1.25070161030527,0.348833978522011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7960,1.78,5.13,0.41,0.001,0.41,0.53,0.3,40.55,0.04,0.02,1.5,10,2,15,7.5,7.5,18.3075,7.23,14.36,5,4,-1.47577168289901,1.25070161030527,0.348833978522011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7960.6,1.78,5.13,0.41,0.001,0.41,0.53,0.3,40.55,0.04,0.02,1.5,10,2,15,7.5,7.5,18.3075,7.23,14.36,5,4,-1.47577168289901,1.25070161030527,0.348833978522011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7961,0.23,1.04,1.315,0.001,1.41,0.21,0.3,45.87,0.08,0.02,1.5,10,2,15,7.5,7.5,18.63875,1.5,1.5,5,4,-1.63731808961159,1.3044993647698,0.287021764147707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7961.6,0.23,1.04,1.315,0.001,1.41,0.21,0.3,45.87,0.08,0.02,1.5,10,2,15,7.5,7.5,18.63875,1.5,1.5,5,4,-1.63731808961159,1.3044993647698,0.287021764147707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7962,7.19,18.87,2.22,0.001,2.41,2.16,0.77,16.96,0.05,0.48,1.5,10,2,15,7.5,41.54,18.804375,41.14,82.03,5,3,0.0306051459376891,1.26272023012489,-0.115158736436529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7962.6,7.19,18.87,2.22,0.001,2.41,2.16,0.77,16.96,0.05,0.48,1.5,10,2,15,7.5,41.54,18.804375,41.14,82.03,5,3,0.0306051459376891,1.26272023012489,-0.115158736436529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
