"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Chemofacies","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al","Depth_ft","Factor1","Factor2","Factor3"
7842,8.35,23.54,2.41,0.001,3.97,1.67,1.21,9.82,0.03,0.02,1.5,10,2,15,7.5,7.5,19.288291015625,50.81,110.29,5,3,"Utica FM","Washinton",3,83500,0.29,0.14,0.00061,2.8,0.00012,0.0013,24000,9e-05,0.48,0.00018,1.8e-05,0.2,2.4e-05,9e-05,2.4,131.7131640625,0.0031,0.00012,7842,0.88642495984413,1.55851036136287,0.484036835171556
7842,9.24,25.63,2.68,0.001,4.04,1.71,1.34,7.25,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2891455078125,55.25,109.13,5,3,"Utica FM","Washinton",3,92400,0.29,0.15,6e-04,2.8,0.00011,0.0012,26000,8.1e-05,0.44,0.00016,1.6e-05,0.19,2.2e-05,8.1e-05,3.5,136.03658203125,0.0041,0.00011,7842,1.09519457122418,1.58395019778658,0.522421665511745
7842.6,9.24,25.63,2.68,0.001,4.04,1.71,1.34,7.25,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2891455078125,55.25,109.13,5,3,"Utica FM","Washinton",3,92400,0.29,0.15,6e-04,2.8,0.00011,0.0012,26000,8.1e-05,0.44,0.00016,1.6e-05,0.19,2.2e-05,8.1e-05,3.5,136.03658203125,0.0041,0.00011,7842.6,1.09519457122418,1.58395019778658,0.522421665511745
7843,8.42,25.78,2.63,0.001,4.26,2.96,0.88,6.07,0.04,0.09,1.5,10,2,15,38.18,84.39,19.2895727539062,51.33,151.97,20.7,3,"Utica FM","Washinton",3,84200,0.31,0.1,0.00061,3.1,0.00012,0.0018,26000,0.00045,0.51,0.00018,1.8e-05,0.35,2.4e-05,0.001,4.2,135.238291015625,0.0066,0.00012,7843,1.05314644742597,1.37588953070213,-0.636488763180693
7843.6,9.2,24.88,2.85,0.001,4.11,1.77,1.08,7.43,0.03,0.02,1.5,10,2,15,7.5,85.09,19.2897863769531,54.63,110.38,26.43,3,"Utica FM","Washinton",3,92000,0.31,0.12,0.00059,2.7,0.00011,0.0012,25000,8.2e-05,0.45,0.00016,1.6e-05,0.19,2.2e-05,0.00092,3.3,138.759145507812,0.004,0.00011,7843.6,1.11424880370851,1.65441334888211,-0.186498613231595
7844,8.66,23.21,2.42,0.001,3.72,0.87,1.16,12.06,0.04,0.02,1.5,10,2,15,7.5,81.3,19.2898931884766,47.44,96.82,17.85,3,"Utica FM","Washinton",3,86600,0.28,0.13,0.00055,2.7,0.00012,0.0011,23000,8.7e-05,0.43,0.00017,1.7e-05,0.1,2.3e-05,0.00094,1.9,131.879572753906,0.0033,0.00012,7844,0.846269823933302,1.42487733716885,0.339924841943487
7844.6,9.1,25.6,2.75,0.001,4.05,1.35,1.07,7.26,0.03,0.02,1.5,10,2,81.77,7.5,106.17,19.2899465942383,55.87,118.02,24.63,3,"Utica FM","Washinton",3,91000,0.3,0.12,0.00061,2.8,0.00011,0.0013,26000,8.2e-05,0.45,9e-04,1.6e-05,0.15,2.2e-05,0.0012,3.5,137.159786376953,0.0041,0.00011,7844.6,1.09576072484913,1.01985185401897,0.0764012616237344
7845,7.93,24.08,2.66,0.001,3.77,0.95,0.97,6.22,0.02,0.02,1.5,10,2,15,30.7,96.66,19.2899732971191,59.97,117.71,17.5,3,"Utica FM","Washinton",3,79300,0.34,0.12,0.00076,3,0.00013,0.0015,24000,0.00039,0.48,0.00019,1.9e-05,0.12,2.5e-05,0.0012,3.9,135.719893188476,0.0032,0.00013,7845,1.08747730804969,1.20158027860711,0.29577496750434
7845.6,8.06,23.13,2.56,0.001,3.5,1.01,0.74,9.71,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2899866485596,51.9,107.88,5,3,"Utica FM","Washinton",3,80600,0.32,0.092,0.00064,2.9,0.00012,0.0013,23000,9.3e-05,0.43,0.00019,1.9e-05,0.13,2.5e-05,9.3e-05,2.4,134.119946594238,0.0031,0.00012,7845.6,0.810060716682921,1.53921941032726,0.739156784250375
7846,8.06,23.13,2.56,0.001,3.5,1.01,0.74,9.71,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2899866485596,51.9,107.88,5,3,"Utica FM","Washinton",3,80600,0.32,0.092,0.00064,2.9,0.00012,0.0013,23000,9.3e-05,0.43,0.00019,1.9e-05,0.13,2.5e-05,9.3e-05,2.4,134.119946594238,0.0031,0.00012,7846,0.810060716682921,1.53921941032726,0.739156784250375
7845,9.39,25.95,2.89,0.001,3.81,1.04,1,6.05,0.02,0.02,1.5,10,2,15,7.5,7.5,19.2899933242798,60.4,120.22,5,3,"Utica FM","Washinton",3,93900,0.31,0.11,0.00064,2.8,0.00011,0.0013,26000,8e-05,0.41,0.00016,1.6e-05,0.11,2.1e-05,8e-05,4.3,139.399973297119,0.0033,0.00011,7845,1.20892093600401,1.55103906017532,0.848519117253209
7845.6,9.73,26.1,3.22,0.001,3.6,0.95,1.24,4.8,0.02,0.02,1.5,10,2,15,7.5,125.17,19.29,63.31,157.54,22.47,3,"Utica FM","Washinton",3,97300,0.33,0.13,0.00065,2.7,1e-04,0.0016,26000,7.7e-05,0.37,0.00015,1.5e-05,0.098,2.1e-05,0.0013,5.4,144.68,0.0042,1e-04,7845.6,1.58715342730148,1.34052726678774,0.49916795788391
7846,8.67,25.54,2.81,0.001,3.56,1.09,0.91,6.44,0.03,0.02,1.5,10,2,15,7.5,7.5,18.23,54.47,137.02,5,3,"Utica FM","Washinton",3,86700,0.32,0.1,0.00063,2.9,0.00012,0.0016,26000,8.7e-05,0.41,0.00017,1.7e-05,0.13,2.3e-05,8.7e-05,4,133.88,0.0047,0.00012,7846,1.12308339259555,1.46747937447191,0.880237901297903
7846.6,8.99,26.5,2.69,0.001,3.54,0.81,1.05,7.19,0.03,0.02,1.5,10,2,15,7.5,90.49,17.7,54.71,113.15,13.36,3,"Utica FM","Washinton",3,89900,0.3,0.12,0.00061,2.9,0.00011,0.0013,26000,8.3e-05,0.39,0.00017,1.7e-05,0.09,2.2e-05,0.001,3.7,129.84,0.0042,0.00011,7846.6,1.17506907713334,1.32772692441865,0.663196188723603
7847,9.16,26.08,2.69,0.43,3.88,1.67,1.19,6.72,0.03,0.02,1.5,10,2,15,7.5,89.62,17.17,56.65,113.19,26.06,3,"Utica FM","Washinton",3,91600,0.29,0.13,0.00062,2.8,0.047,0.0012,61,8.2e-05,0.42,0.00016,1.6e-05,0.18,2.2e-05,0.00098,3.9,127.72,0.0045,0.00011,7847,1.15647515855396,1.40509997808955,0.026631330341221
7847.6,7.29,20.45,2.22,0.001,3.92,2.3,1,12.84,0.04,0.02,1.5,10,2,15,7.5,7.5,16.495,45.95,97.36,5,3,"Utica FM","Washinton",3,72900,0.3,0.14,0.00063,2.8,0.00014,0.0013,20000,1e-04,0.54,0.00021,2.1e-05,0.32,2.7e-05,1e-04,1.6,117.5,0.0031,0.00014,7847.6,0.577896064208374,1.57886532927997,0.174952567620605
7848,9.32,25.29,2.71,0.001,4.79,2.69,0.99,7.09,0.03,0.02,1.5,10,2,105.92,7.5,90.41,15.82,54.9,106.66,36.73,3,"Utica FM","Washinton",3,93200,0.29,0.11,0.00059,2.7,0.00011,0.0011,25000,8e-05,0.51,0.0011,1.6e-05,0.29,2.1e-05,0.00097,3.6,122.64,0.0042,0.00011,7848,0.980065215037483,1.11695469122898,-0.818615827729673
7848.6,9.59,27.25,2.86,0.001,3.76,0.88,1.22,5.2,0.02,0.02,1.5,10,2,15,7.5,7.5,19.205,60.75,115.03,5,3,"Utica FM","Washinton",3,95900,0.3,0.13,0.00063,2.8,1e-04,0.0012,27000,7.8e-05,0.39,0.00016,1.6e-05,0.092,2.1e-05,7.8e-05,5.2,138.58,0.0038,1e-04,7848.6,1.26357755052611,1.49372596833055,0.932790779366098
7849,9.57,26.32,2.7,0.001,3.6,1.16,1.53,6.39,0.03,0.02,1.5,10,2,15,30.59,85.15,20.8975,57.59,105.49,22.98,3,"Utica FM","Washinton",3,95700,0.28,0.16,6e-04,2.8,1e-04,0.0011,26000,0.00032,0.38,0.00016,1.6e-05,0.12,2.1e-05,0.00089,4.1,142.79,0.0047,1e-04,7849,1.14806064870989,1.28274508966144,0.0539039468773264
7849.6,9.11,25.92,2.77,0.001,3.72,1.45,0.99,6.98,0.03,0.02,1.5,10,2,15,7.5,112.13,21.74375,57.03,107.68,5,3,"Point Pleasant FM","Washinton",3,91100,0.3,0.11,0.00063,2.8,0.00011,0.0012,26000,8.2e-05,0.41,0.00016,1.6e-05,0.16,2.2e-05,0.0012,3.7,147.295,0.0043,0.00011,7849.6,1.203511007499,1.46279407511525,0.528344337361344
7850,8.13,24.55,2.69,0.001,3.57,0.94,0.78,7.36,0.03,0.02,1.5,10,2,15,7.5,7.5,22.166875,55.16,102.93,5,3,"Point Pleasant FM","Washinton",3,81300,0.33,0.096,0.00068,3,0.00012,0.0013,25000,9.2e-05,0.44,0.00018,1.8e-05,0.12,2.5e-05,9.2e-05,3.3,147.7075,0.0041,0.00012,7850,0.878344728111456,1.61944407893456,0.72118934712293
7850.6,5.35,16.8,1.4,0.001,2.49,0.77,1.25,20.93,0.07,0.02,1.5,10,2,15,7.5,64.86,22.3784375,31.52,78.02,18.09,3,"Point Pleasant FM","Washinton",3,53500,0.26,0.23,0.00059,3.1,0.00019,0.0015,17000,0.00014,0.47,0.00028,2.8e-05,0.14,3.7e-05,0.0012,0.8,127.91375,0.0033,0.00019,7850.6,-0.10819877068554,1.2956203798891,0.150179076961973
7851,8.79,23.54,2.31,0.001,4.05,1.88,1.15,10.78,0.04,0.02,1.5,10,2,15,7.5,85.37,22.59,48.98,103.83,38.89,3,"Point Pleasant FM","Washinton",3,87900,0.26,0.13,0.00056,2.7,0.00011,0.0012,24000,8.5e-05,0.46,0.00017,1.7e-05,0.21,2.3e-05,0.00097,2.2,143.32,0.0037,0.00011,7851,0.769061245166534,1.78221432719198,-0.743461184194528
7851.6,9.5,28.19,2.7,0.001,3.61,1.23,0.98,6.88,0.03,0.02,1.5,10,2,15,7.5,7.5,19.77,52.17,105.27,5,3,"Point Pleasant FM","Washinton",3,95000,0.28,0.1,0.00055,3,0.00011,0.0011,28000,7.9e-05,0.38,0.00016,1.6e-05,0.13,2.1e-05,7.9e-05,4.1,138.28,0.0044,0.00011,7851.6,1.06900417943908,1.58699440015815,0.706565468808614
7852,7.14,22.88,2.22,0.001,3.73,1.64,0.65,10.46,0.04,0.02,1.5,10,2,82.95,39.9,83.15,18.36,46.22,128.19,36.84,3,"Point Pleasant FM","Washinton",3,71400,0.31,0.091,0.00065,3.2,0.00014,0.0018,23000,0.00056,0.52,0.0012,2.1e-05,0.23,2.8e-05,0.0012,2.2,124.96,0.0038,0.00014,7852,0.540347392336437,0.812798391714149,-0.641990351282983
7852.6,7.14,22.88,2.22,0.001,3.73,1.64,0.65,10.46,0.04,0.02,1.5,10,2,82.95,39.9,83.15,18.36,46.22,128.19,36.84,3,"Point Pleasant FM","Washinton",3,71400,0.31,0.091,0.00065,3.2,0.00014,0.0018,23000,0.00056,0.52,0.0012,2.1e-05,0.23,2.8e-05,0.0012,2.2,124.96,0.0038,0.00014,7852.6,0.540347392336437,0.812798391714149,-0.641990351282983
7853,5.96,19.48,2.08,0.001,3.05,0.79,0.49,14.37,0.05,0.02,1.5,10,2,15,7.5,75.66,17.655,43.21,96.75,19.22,3,"Point Pleasant FM","Washinton",3,59600,0.35,0.082,0.00072,3.3,0.00017,0.0016,19000,0.00013,0.51,0.00025,2.5e-05,0.13,3.4e-05,0.0013,1.4,119.9,0.0035,0.00017,7853,0.348974338819272,1.36683427917842,0.284363290424396
7853.6,5.96,19.48,2.08,0.001,3.05,0.79,0.49,14.37,0.05,0.02,1.5,10,2,15,7.5,75.66,17.655,43.21,96.75,19.22,3,"Point Pleasant FM","Washinton",3,59600,0.35,0.082,0.00072,3.3,0.00017,0.0016,19000,0.00013,0.51,0.00025,2.5e-05,0.13,3.4e-05,0.0013,1.4,119.9,0.0035,0.00017,7853.6,0.348974338819272,1.36683427917842,0.284363290424396
7854,5.97,18.66,2.47,0.41,3.82,0.99,0.51,9.39,0.04,0.02,1.5,10,2,15,7.5,61.79,17.3025,50.19,101.88,31.91,3,"Point Pleasant FM","Washinton",3,59700,0.41,0.085,0.00084,3.1,0.069,0.0017,46,0.00013,0.64,0.00025,2.5e-05,0.17,3.4e-05,0.001,2,124.73,0.0043,0.00017,7854,0.520318729329493,1.46734224474947,-0.0691798604721367
7854.6,5.97,18.66,2.47,0.41,3.82,0.99,0.51,9.39,0.04,0.02,1.5,10,2,15,7.5,61.79,17.3025,50.19,101.88,31.91,3,"Point Pleasant FM","Washinton",3,59700,0.41,0.085,0.00084,3.1,0.069,0.0017,46,0.00013,0.64,0.00025,2.5e-05,0.17,3.4e-05,0.001,2,124.73,0.0043,0.00017,7854.6,0.520318729329493,1.46734224474947,-0.0691798604721367
7855,6.71,21.05,2.08,0.001,3.18,1.56,1.02,13.01,0.05,0.02,1.5,10,10.72,15,7.5,57.47,17.12625,41.5,107.01,26.86,3,"Point Pleasant FM","Washinton",3,67100,0.31,0.15,0.00062,3.1,0.00015,0.0016,21000,0.00011,0.47,0.00022,2.2e-05,0.23,0.00016,0.00086,1.6,187.545,0.0038,0.00015,7855,0.436610273648133,0.924099104364922,-0.0594183390990069
7855.6,6.71,21.05,2.08,0.001,3.18,1.56,1.02,13.01,0.05,0.02,1.5,10,10.72,15,7.5,57.47,17.12625,41.5,107.01,26.86,3,"Point Pleasant FM","Washinton",3,67100,0.31,0.15,0.00062,3.1,0.00015,0.0016,21000,0.00011,0.47,0.00022,2.2e-05,0.23,0.00016,0.00086,1.6,187.545,0.0038,0.00015,7855.6,0.436610273648133,0.924099104364922,-0.0594183390990069
7856,5.89,18.21,1.95,0.001,2.99,0.89,1.01,15.95,0.05,0.02,1.5,10,2,15,7.5,59.2,17.038125,41.82,97.53,19.27,3,"Point Pleasant FM","Washinton",3,58900,0.33,0.17,0.00071,3.1,0.00017,0.0017,18000,0.00013,0.51,0.00025,2.5e-05,0.15,3.4e-05,0.001,1.1,115.3525,0.0031,0.00017,7856,0.314077232400022,1.28861100389631,0.286798326275004
7856.6,5.89,18.21,1.95,0.001,2.99,0.89,1.01,15.95,0.05,0.02,1.5,10,2,15,7.5,59.2,17.038125,41.82,97.53,19.27,3,"Point Pleasant FM","Washinton",3,58900,0.33,0.17,0.00071,3.1,0.00017,0.0017,18000,0.00013,0.51,0.00025,2.5e-05,0.15,3.4e-05,0.001,1.1,115.3525,0.0031,0.00017,7856.6,0.314077232400022,1.28861100389631,0.286798326275004
7857,7.47,23.88,2.44,0.001,3.33,0.94,0.82,8.75,0.03,0.02,1.5,10,2,81.09,7.5,59.69,16.9940625,50.72,113.71,27.32,3,"Point Pleasant FM","Washinton",3,74700,0.33,0.11,0.00068,3.2,0.00013,0.0015,24000,1e-04,0.45,0.0011,2e-05,0.13,2.7e-05,8e-04,2.7,123.01625,0.0034,0.00013,7857,0.716147859550435,0.964454681049013,0.196295121412679
7857.6,7.47,23.88,2.44,0.001,3.33,0.94,0.82,8.75,0.03,0.02,1.5,10,2,81.09,7.5,59.69,16.9940625,50.72,113.71,27.32,3,"Point Pleasant FM","Washinton",3,74700,0.33,0.11,0.00068,3.2,0.00013,0.0015,24000,1e-04,0.45,0.0011,2e-05,0.13,2.7e-05,8e-04,2.7,123.01625,0.0034,0.00013,7857.6,0.716147859550435,0.964454681049013,0.196295121412679
7858,7.68,23.5,2.54,0.001,3.56,1.52,0.68,9.05,0.04,0.02,1.5,10,2,15,7.5,104.14,16.95,51.01,100.58,42.22,3,"Point Pleasant FM","Washinton",3,76800,0.33,0.089,0.00066,3.1,0.00013,0.0013,24000,9.8e-05,0.46,2e-04,2e-05,0.2,2.6e-05,0.0014,2.6,124.44,0.0044,0.00013,7858,0.744958081940184,1.61290568079034,-0.580212485050445
7858.6,7.68,23.5,2.54,0.001,3.56,1.52,0.68,9.05,0.04,0.02,1.5,10,2,15,7.5,104.14,16.95,51.01,100.58,42.22,3,"Point Pleasant FM","Washinton",3,76800,0.33,0.089,0.00066,3.1,0.00013,0.0013,24000,9.8e-05,0.46,2e-04,2e-05,0.2,2.6e-05,0.0014,2.6,124.44,0.0044,0.00013,7858.6,0.744958081940184,1.61290568079034,-0.580212485050445
7859,1.56,5.49,0.39,0.001,1.12,0.56,0.61,38.34,0.18,0.02,3.51,10,2,15,7.5,24.97,29.26,10.65,19.79,5,5,"Point Pleasant FM","Washinton",4,15600,0.25,0.39,0.00068,3.5,0.00064,0.0013,5500,0.00048,0.72,0.00096,0.00022,0.36,0.00013,0.0016,0.14,139.28,0.0047,0.00064,7859,-1.84375736949037,1.34468188128454,-0.212655829459361
7859.6,1.56,5.49,0.39,0.001,1.12,0.56,0.61,38.34,0.18,0.02,3.51,10,2,15,7.5,24.97,29.26,10.65,19.79,5,5,"Point Pleasant FM","Washinton",4,15600,0.25,0.39,0.00068,3.5,0.00064,0.0013,5500,0.00048,0.72,0.00096,0.00022,0.36,0.00013,0.0016,0.14,139.28,0.0047,0.00064,7859.6,-1.84375736949037,1.34468188128454,-0.212655829459361
7860,2.74,9.3,0.71,0.001,1.6,0.62,0.48,33.12,0.12,0.02,1.5,10,2,15,7.5,7.5,24.755,16.71,1.5,5,5,"Point Pleasant FM","Washinton",4,27400,0.26,0.18,0.00061,3.4,0.00036,5.5e-05,9300,0.00027,0.58,0.00055,5.5e-05,0.23,7.3e-05,0.00027,0.28,126.38,0.0036,0.00036,7860,-1.36308433869794,1.43983481167915,0.117569998724826
7860.6,2.74,9.3,0.71,0.001,1.6,0.62,0.48,33.12,0.12,0.02,1.5,10,2,15,7.5,7.5,24.755,16.71,1.5,5,5,"Point Pleasant FM","Washinton",4,27400,0.26,0.18,0.00061,3.4,0.00036,5.5e-05,9300,0.00027,0.58,0.00055,5.5e-05,0.23,7.3e-05,0.00027,0.28,126.38,0.0036,0.00036,7860.6,-1.36308433869794,1.43983481167915,0.117569998724826
7861,1.67,5.29,0.33,0.001,1.58,1.08,0.3,40.14,0.2,0.02,1.5,10,2,15,7.5,25.45,20.25,7.14,22.37,8.04,5,"Point Pleasant FM","Washinton",4,16700,0.2,0.18,0.00043,3.2,6e-04,0.0013,5300,0.00045,0.95,9e-04,9e-05,0.65,0.00012,0.0015,0.13,102.28,0.005,6e-04,7861,-1.82541449812123,1.22366582445847,-0.162233508635969
7861.6,1.67,5.29,0.33,0.001,1.58,1.08,0.3,40.14,0.2,0.02,1.5,10,2,15,7.5,25.45,20.25,7.14,22.37,8.04,5,"Point Pleasant FM","Washinton",4,16700,0.2,0.18,0.00043,3.2,6e-04,0.0013,5300,0.00045,0.95,9e-04,9e-05,0.65,0.00012,0.0015,0.13,102.28,0.005,6e-04,7861.6,-1.82541449812123,1.22366582445847,-0.162233508635969
7862,6.32,22.02,1.93,0.001,2.85,1.23,0.57,14.45,0.06,0.02,1.5,10,2,15,7.5,94.55,22.82,41.16,114.27,39.12,3,"Point Pleasant FM","Washinton",3,63200,0.31,0.09,0.00065,3.5,0.00016,0.0018,22000,0.00012,0.45,0.00024,2.4e-05,0.19,3.2e-05,0.0015,1.5,138.16,0.0042,0.00016,7862,0.297013044076861,1.5867533411231,-0.514146051171425
7862.6,6.32,22.02,1.93,0.001,2.85,1.23,0.57,14.45,0.06,0.02,1.5,10,2,15,7.5,94.55,22.82,41.16,114.27,39.12,3,"Point Pleasant FM","Washinton",3,63200,0.31,0.09,0.00065,3.5,0.00016,0.0018,22000,0.00012,0.45,0.00024,2.4e-05,0.19,3.2e-05,0.0015,1.5,138.16,0.0042,0.00016,7862.6,0.297013044076861,1.5867533411231,-0.514146051171425
7863,13.58,23.13,4.93,0.001,1.9,0.64,0.59,0.21,0.00015,0.02,1.5,10,10.72,15,7.5,7.5,66.88,80.07,111.875,21.36,3,"Point Pleasant FM","Washinton",3,135800,0.36,0.043,0.00059,1.7,7.4e-05,0.00082,23000,5.5e-05,0.14,0.00011,1.1e-05,0.047,7.9e-05,5.5e-05,110,432.16,0.00071,7.4e-05,7863,1.26596285455301,2.67540456157795,-0.186145576911945
7863.6,13.58,23.13,4.93,0.001,1.9,0.64,0.59,0.21,0.00015,0.02,1.5,10,10.72,15,7.5,7.5,66.88,80.07,111.875,21.36,3,"Point Pleasant FM","Washinton",3,135800,0.36,0.043,0.00059,1.7,7.4e-05,0.00082,23000,5.5e-05,0.14,0.00011,1.1e-05,0.047,7.9e-05,5.5e-05,110,432.16,0.00071,7.4e-05,7863.6,1.26596285455301,2.67540456157795,-0.186145576911945
7864,6.76,23.87,2.07,0.001,2.88,1.13,0.71,12.43,0.04,0.02,1.5,10,2,15,7.5,7.5,42.79,42.98,109.48,5,3,"Point Pleasant FM","Washinton",3,67600,0.31,0.11,0.00064,3.5,0.00015,0.0016,24000,0.00011,0.43,0.00022,2.2e-05,0.17,3e-05,0.00011,1.9,220.28,0.0032,0.00015,7864,0.306233997689274,2.07974517661949,0.165206512688474
7864.6,6.76,23.87,2.07,0.001,2.88,1.13,0.71,12.43,0.04,0.02,1.5,10,2,15,7.5,7.5,42.79,42.98,109.48,5,3,"Point Pleasant FM","Washinton",3,67600,0.31,0.11,0.00064,3.5,0.00015,0.0016,24000,0.00011,0.43,0.00022,2.2e-05,0.17,3e-05,0.00011,1.9,220.28,0.0032,0.00015,7864.6,0.306233997689274,2.07974517661949,0.165206512688474
7865,6.42,22.5,2.1,0.001,3.11,2.57,0.47,11.39,0.04,0.02,1.5,10,2,15,7.5,7.5,30.745,45.69,107.45,5,3,"Point Pleasant FM","Washinton",3,64200,0.33,0.073,0.00071,3.5,0.00016,0.0017,22000,0.00012,0.48,0.00023,2.3e-05,0.4,3.1e-05,0.00012,2,172.58,0.0035,0.00016,7865,0.335372567560269,1.98947421095661,-0.183074603273849
7865.6,6.42,22.5,2.1,0.001,3.11,2.57,0.47,11.39,0.04,0.02,1.5,10,2,15,7.5,7.5,30.745,45.69,107.45,5,3,"Point Pleasant FM","Washinton",3,64200,0.33,0.073,0.00071,3.5,0.00016,0.0017,22000,0.00012,0.48,0.00023,2.3e-05,0.4,3.1e-05,0.00012,2,172.58,0.0035,0.00016,7865.6,0.335372567560269,1.98947421095661,-0.183074603273849
7866,5.49,21.01,1.83,0.001,2.59,1.11,0.64,14.63,0.06,0.02,1.5,10,2,15,7.5,7.5,24.7225,38.43,104.31,5,3,"Point Pleasant FM","Washinton",3,54900,0.33,0.12,7e-04,3.8,0.00018,0.0019,21000,0.00014,0.47,0.00027,2.7e-05,0.2,3.6e-05,0.00014,1.4,144.17,0.0041,0.00018,7866,0.144144312130083,1.52091843482781,0.49697432508312
7866.6,5.49,21.01,1.83,0.001,2.59,1.11,0.64,14.63,0.06,0.02,1.5,10,2,15,7.5,7.5,24.7225,38.43,104.31,5,3,"Point Pleasant FM","Washinton",3,54900,0.33,0.12,7e-04,3.8,0.00018,0.0019,21000,0.00014,0.47,0.00027,2.7e-05,0.2,3.6e-05,0.00014,1.4,144.17,0.0041,0.00018,7866.6,0.144144312130083,1.52091843482781,0.49697432508312
7867,5.68,21.69,1.84,0.001,2.28,1,0.67,15.07,0.05,0.02,1.5,10,2,15,7.5,85.84,18.7,37.38,103.59,12.65,3,"Point Pleasant FM","Washinton",3,56800,0.32,0.12,0.00066,3.8,0.00018,0.0018,22000,0.00013,0.4,0.00026,2.6e-05,0.18,3.5e-05,0.0015,1.4,120.24,0.0033,0.00018,7867,0.316295601470587,1.23718343829555,0.444176755828106
7867.6,5.68,21.69,1.84,0.001,2.28,1,0.67,15.07,0.05,0.02,1.5,10,2,15,7.5,85.84,18.7,37.38,103.59,12.65,3,"Point Pleasant FM","Washinton",3,56800,0.32,0.12,0.00066,3.8,0.00018,0.0018,22000,0.00013,0.4,0.00026,2.6e-05,0.18,3.5e-05,0.0015,1.4,120.24,0.0033,0.00018,7867.6,0.316295601470587,1.23718343829555,0.444176755828106
7867.8,2.31,7.17,0.47,0.001,2.66,4.37,0.3,36.1,0.27,0.02,1.5,10,2,15,7.5,7.5,17.42,1.5,1.5,5,4,"Point Pleasant FM","Washinton",4,23100,0.2,0.13,6.5e-05,3.1,0.00043,6.5e-05,7200,0.00032,1.2,0.00065,6.5e-05,1.9,8.7e-05,0.00032,0.2,93.2,0.0075,0.00043,7867.8,-1.96821860286605,1.64041599899105,-1.47075474662638
7868,6.95,25.58,2.11,0.001,2.67,1.03,0.99,10.39,0.04,0.02,1.5,10,2,15,7.5,76.09,16.78,42.94,102.31,27.24,3,"Point Pleasant FM","Washinton",3,69500,0.3,0.14,0.00062,3.7,0.00014,0.0015,26000,0.00011,0.38,0.00022,2.2e-05,0.15,2.9e-05,0.0011,2.5,116.88,0.0038,0.00014,7868,0.624840263431657,1.32831115700583,0.130395789234611
7868.6,6.95,25.58,2.11,0.001,2.67,1.03,0.99,10.39,0.04,0.02,1.5,10,2,15,7.5,76.09,16.78,42.94,102.31,27.24,3,"Point Pleasant FM","Washinton",3,69500,0.3,0.14,0.00062,3.7,0.00014,0.0015,26000,0.00011,0.38,0.00022,2.2e-05,0.15,2.9e-05,0.0011,2.5,116.88,0.0038,0.00014,7868.6,0.624840263431657,1.32831115700583,0.130395789234611
7869,5.91,22.27,1.89,0.001,2.72,1.99,0.5,13.77,0.05,0.02,1.5,10,2,15,7.5,70.09,16.46,37.87,108.04,34.42,3,"Point Pleasant FM","Washinton",3,59100,0.32,0.085,0.00064,3.8,0.00017,0.0018,22000,0.00013,0.46,0.00025,2.5e-05,0.34,3.4e-05,0.0012,1.6,112.08,0.0036,0.00017,7869,0.266100159419021,1.54073898384504,-0.546714488184302
7869.6,5.91,22.27,1.89,0.001,2.72,1.99,0.5,13.77,0.05,0.02,1.5,10,2,15,7.5,70.09,16.46,37.87,108.04,34.42,3,"Point Pleasant FM","Washinton",3,59100,0.32,0.085,0.00064,3.8,0.00017,0.0018,22000,0.00013,0.46,0.00025,2.5e-05,0.34,3.4e-05,0.0012,1.6,112.08,0.0036,0.00017,7869.6,0.266100159419021,1.54073898384504,-0.546714488184302
7870,5.17,19.65,2,0.001,2.4,1.04,0.3,14.34,0.05,0.02,1.5,10,2,15,7.5,88.59,16.14,39.57,88.66,19.77,3,"Point Pleasant FM","Washinton",3,51700,0.39,0.058,0.00077,3.8,0.00019,0.0017,20000,0.00015,0.46,0.00029,2.9e-05,0.2,3.9e-05,0.0017,1.4,112.56,0.0035,0.00019,7870,0.201263175385748,1.3202831064007,0.187209329437193
7870.6,5.17,19.65,2,0.001,2.4,1.04,0.3,14.34,0.05,0.02,1.5,10,2,15,7.5,88.59,16.14,39.57,88.66,19.77,3,"Point Pleasant FM","Washinton",3,51700,0.39,0.058,0.00077,3.8,0.00019,0.0017,20000,0.00015,0.46,0.00029,2.9e-05,0.2,3.9e-05,0.0017,1.4,112.56,0.0035,0.00019,7870.6,0.201263175385748,1.3202831064007,0.187209329437193
