"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Chemofacies","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al","Depth_ft","Factor1","Factor2","Factor3"
7810.6,9.8,24.97,2.91,0.001,4.58,1.88,1.25,6.67,0.04,0.09,1.5,10,2,15,7.5,80.16,23.0421875,60.57,123.34,13.05,3,"Utica FM","Washinton",3,98000,0.3,0.13,0.00062,2.5,1e-04,0.0013,25000,7.7e-05,0.47,0.00015,1.5e-05,0.19,2e-05,0.00082,3.7,154.72875,0.006,1e-04,7810.6,1.24551951704065,1.62456336343137,0.0801897564451562
7811,9.26,25.06,2.77,0.001,4.27,2.03,1.05,6.17,0.04,0.02,1.5,10,2,15,7.5,73.15,23.12109375,58.68,117.01,10.51,3,"Utica FM","Washinton",3,92600,0.3,0.11,0.00063,2.7,0.00011,0.0013,25000,8.1e-05,0.46,0.00016,1.6e-05,0.22,2.2e-05,0.00079,4.1,152.804375,0.0065,0.00011,7811,1.15131236014827,1.68726712700989,0.114588921723257
7811.6,9.52,26.4,2.95,0.52,4.51,2.18,0.91,3.96,0.03,0.02,1.5,10,2,15,7.5,69.65,23.160546875,62.87,122.39,13.17,3,"Utica FM","Washinton",3,95200,0.31,0.096,0.00066,2.8,0.055,0.0013,51,7.9e-05,0.47,0.00016,1.6e-05,0.23,2.1e-05,0.00073,6.7,155.8421875,0.0076,0.00011,7811.6,1.28932451001293,1.65775897731176,0.0980250964158987
7812,8.32,23.25,2.65,0.001,4.04,1.73,0.91,6.95,0.04,0.02,1.5,10,2,15,33.06,71.38,23.1802734375,57.52,120.12,15.57,3,"Utica FM","Washinton",3,83200,0.32,0.11,0.00069,2.8,0.00012,0.0014,23000,4e-04,0.49,0.00018,1.8e-05,0.21,2.4e-05,0.00086,3.3,151.12109375,0.0058,0.00012,7812,0.946432457515455,1.44074420987915,-0.0890903713947213
7812.6,5,12.96,0.94,0.001,2.67,1.12,0.67,28.09,0.09,0.02,1.5,10,2,15,7.5,34.25,23.19013671875,26.1,66.73,12.1,3,"Utica FM","Washinton",4,50000,0.19,0.13,0.00052,2.6,2e-04,0.0013,13000,0.00015,0.53,3e-04,3e-05,0.22,4e-05,0.00068,0.46,123.800546875,0.0032,2e-04,7812.6,-0.596171849335033,1.46467612068033,-0.013123371709871
7813,4.19,11.37,0.95,0.001,2.54,0.79,0.68,28.02,0.09,0.02,1.5,10,2,15,7.5,56.81,23.195068359375,24.98,55.22,9.83,3,"Utica FM","Washinton",4,41900,0.23,0.16,6e-04,2.7,0.00024,0.0013,11000,0.00018,0.61,0.00036,3.6e-05,0.19,4.8e-05,0.0014,0.41,123.9802734375,0.0032,0.00024,7813,-0.666550721757511,1.35819047192814,0.129437665872079
7813.6,9.07,25.05,2.85,0.001,4.25,2.58,1.14,5.56,0.03,0.02,1.5,10,2,15,7.5,7.5,23.1975341796875,57.32,122.11,5,3,"Utica FM","Washinton",3,90700,0.31,0.13,0.00063,2.8,0.00011,0.0013,25000,8.3e-05,0.47,0.00017,1.7e-05,0.28,2.2e-05,8.3e-05,4.5,154.39013671875,0.0054,0.00011,7813.6,1.11243790273826,1.83626472813431,0.114817476659313
7814,4.39,12.87,1.32,0.001,2.95,1.51,0.88,23.59,0.08,0.02,1.5,10,2,15,7.5,39.48,23.1987670898437,29.8,71.26,22.88,3,"Utica FM","Washinton",3,43900,0.3,0.2,0.00068,2.9,0.00023,0.0016,13000,0.00017,0.67,0.00034,3.4e-05,0.34,4.6e-05,9e-04,0.55,129.915068359375,0.0034,0.00023,7814,-0.447044837436833,1.5701520202384,-0.431994940351058
7814.6,1.02,2.79,0.16,0.001,1.01,0.41,0.3,43.25,0.14,0.02,1.5,10,2,15,7.5,7.5,23.1993835449219,1.5,1.5,5,5,"Utica FM","Washinton",4,10200,0.16,0.29,0.00015,2.7,0.00098,0.00015,2800,0.00074,0.99,0.0015,0.00015,0.4,2e-04,0.00074,0.065,111.357534179688,0.0032,0.00098,7814.6,-1.9792346786691,1.28655098670298,0.0899445137159337
7815,8.16,23.93,2.68,0.47,4.47,1.92,0.89,5.64,0.03,0.02,1.5,10,2,15,7.5,97.1,23.1996917724609,58.7,143.25,28.95,3,"Utica FM","Washinton",3,81600,0.33,0.11,0.00072,2.9,0.058,0.0018,51,9.2e-05,0.55,0.00018,1.8e-05,0.24,2.5e-05,0.0012,4.2,151.678767089844,0.0053,0.00012,7815,1.12733134764417,1.6047209109069,-0.269402577853235
7815.6,8.47,25.24,2.64,0.001,4.65,2.05,0.9,5.47,0.03,0.02,1.5,10,2,15,41.83,90.24,23.1998458862305,56.07,140.71,25.09,3,"Utica FM","Washinton",3,84700,0.31,0.11,0.00066,3,0.00012,0.0017,25000,0.00049,0.55,0.00018,1.8e-05,0.24,2.4e-05,0.0011,4.6,151.039383544922,0.0055,0.00012,7815.6,1.11074453513283,1.44475783620671,-0.515893933655544
7816,9.03,25.96,2.76,0.49,4.62,1.69,1,4.42,0.03,0.02,1.5,10,2,87.78,7.5,78.77,23.2,59.1,145.75,17.96,3,"Utica FM","Washinton",3,90300,0.31,0.11,0.00065,2.9,0.054,0.0016,53,8.3e-05,0.51,0.00097,1.7e-05,0.19,2.2e-05,0.00087,5.9,152.96,0.0068,0.00011,7816,1.20612434589831,1.00027442677532,0.209914767748966
7816.6,8.56,23.2,2.26,0.001,4.12,2.28,1.4,10.36,0.04,0.02,1.5,10,2,15,7.5,150.14,20.01,50.43,109.97,15.67,3,"Utica FM","Washinton",3,85600,0.26,0.16,0.00059,2.7,0.00012,0.0013,23000,8.8e-05,0.48,0.00018,1.8e-05,0.27,2.3e-05,0.0018,2.2,132.2,0.0039,0.00012,7816.6,1.02805497784456,1.41354832162012,-0.16033322263254
7817,7.15,19.88,2.49,0.001,4.61,2.07,0.71,5.48,0.03,0.02,1.5,10,2,15,7.5,88.87,18.415,58.41,118.49,15.56,3,"Utica FM","Washinton",3,71500,0.35,0.099,0.00082,2.8,0.00014,0.0017,20000,1e-04,0.64,0.00021,2.1e-05,0.29,2.8e-05,0.0012,3.6,129.5,0.0055,0.00014,7817,0.945566708787356,1.588867649434,-0.0517036415844031
7817.6,3.42,7.55,0.28,0.001,1.44,0.75,0.68,42.34,0.1,0.02,1.5,10,2,15,7.5,36.24,17.6175,3.36,9.01,5,5,"Utica FM","Washinton",4,34200,0.082,0.2,9.8e-05,2.2,0.00029,0.00026,7600,0.00022,0.42,0.00044,4.4e-05,0.22,5.8e-05,0.0011,0.18,90.95,0.0024,0.00029,7817.6,-1.41008911707509,1.17447021614429,0.171927780505387
7818,9.51,25.44,3.02,0.001,4.3,1.59,0.73,4.59,0.03,0.02,1.5,10,2,15,7.5,78.26,17.21875,61.29,132.14,10,3,"Utica FM","Washinton",3,95100,0.32,0.077,0.00064,2.7,0.00011,0.0014,25000,7.9e-05,0.45,0.00016,1.6e-05,0.17,2.1e-05,0.00082,5.5,133.195,0.0065,0.00011,7818,1.36383567781821,1.52279868288183,0.482593603712143
7818.6,8.67,23.93,2.72,0.001,4.34,1.78,1.24,6.21,0.03,0.02,1.5,10,2,15,7.5,78.75,17.019375,57.14,135.54,24.42,3,"Utica FM","Washinton",3,86700,0.31,0.14,0.00066,2.8,0.00012,0.0016,24000,8.7e-05,0.5,0.00017,1.7e-05,0.21,2.3e-05,0.00091,3.9,127.5975,0.0048,0.00012,7818.6,1.21108844387145,1.50278081528653,-0.00720064629996543
7819,6.04,14.64,0.6,0.001,1.76,1.33,1.46,36.52,0.13,0.02,1.5,10,2,15,7.5,20.88,16.9196875,11.22,22.61,14.89,5,"Utica FM","Washinton",4,60400,0.099,0.24,0.00019,2.4,0.00017,0.00037,15000,0.00012,0.29,0.00025,2.5e-05,0.22,3.3e-05,0.00035,0.4,93.27875,0.0036,0.00017,7819,-0.946955462029159,1.21944253372156,-0.138417395244719
7819.6,9.47,25.13,2.74,0.48,4.55,1.13,1.47,5.69,0.03,0.02,1.5,10,2,15,7.5,83.41,16.86984375,58.6,132.61,21.26,3,"Utica FM","Washinton",3,94700,0.29,0.16,0.00062,2.7,0.051,0.0014,52,7.9e-05,0.48,0.00016,1.6e-05,0.12,2.1e-05,0.00088,4.4,127.319375,0.0053,0.00011,7819.6,1.36742768860097,1.26182804813731,0.438395385422796
7820,7.87,21.82,2.43,0.001,3.97,1.7,0.99,11.78,0.04,0.02,1.5,10,2,15,7.5,7.5,16.844921875,48.76,109.44,5,3,"Utica FM","Washinton",3,78700,0.31,0.13,0.00062,2.8,0.00013,0.0014,22000,9.5e-05,0.5,0.00019,1.9e-05,0.22,2.5e-05,9.5e-05,1.9,122.2596875,0.0034,0.00013,7820,0.75880294975702,1.52067439306985,0.471216456708998
7820.6,8.75,24.62,2.59,0.001,4.22,1.72,1.06,7.5,0.04,0.02,1.5,10,2,15,7.5,7.5,16.8324609375,49.82,130.65,5,3,"Utica FM","Washinton",3,87500,0.3,0.12,0.00057,2.8,0.00011,0.0015,25000,8.6e-05,0.48,0.00017,1.7e-05,0.2,2.3e-05,8.6e-05,3.3,124.76984375,0.0053,0.00011,7820.6,1.04899884032877,1.51604189194626,0.567490637782979
7821,7.83,23.38,2.62,0.001,4.31,1.89,0.93,6.6,0.04,0.02,1.5,10,2,15,7.5,7.5,16.82623046875,57.24,134.67,5,3,"Utica FM","Washinton",3,78300,0.33,0.12,0.00073,3,0.00013,0.0017,23000,9.6e-05,0.55,0.00019,1.9e-05,0.24,2.6e-05,9.6e-05,3.5,125.224921875,0.0061,0.00013,7821,1.02188502313226,1.52784880820354,0.509012634392775
7821.6,10.27,25.84,2.89,0.001,4.93,2.78,1.07,6.26,0.04,0.02,1.5,10,2,15,7.5,7.5,16.823115234375,63.11,113.7,5,3,"Utica FM","Washinton",3,102700,0.28,0.1,0.00061,2.5,9.7e-05,0.0011,26000,7.3e-05,0.48,0.00015,1.5e-05,0.27,1.9e-05,7.3e-05,4.1,129.5324609375,0.0064,9.7e-05,7821.6,1.25395804111697,1.77437568667629,0.116714112915374
7822,7.17,22.06,2.45,0.001,4.04,2.18,0.69,7.65,0.04,0.02,1.5,10,2,15,7.5,72.45,16.82,53.12,109.77,18.02,3,"Utica FM","Washinton",3,71700,0.34,0.096,0.00074,3.1,0.00014,0.0015,22000,1e-04,0.56,0.00021,2.1e-05,0.3,2.8e-05,0.001,2.9,122.48,0.0052,0.00014,7822,0.801671507093998,1.57821086941317,-0.127346513669549
7822.6,7.17,22.06,2.45,0.001,4.04,2.18,0.69,7.65,0.04,0.02,1.5,10,2,15,7.5,72.45,16.82,53.12,109.77,18.02,3,"Utica FM","Washinton",3,71700,0.34,0.096,0.00074,3.1,0.00014,0.0015,22000,1e-04,0.56,0.00021,2.1e-05,0.3,2.8e-05,0.001,2.9,122.48,0.0052,0.00014,7822.6,0.801671507093998,1.57821086941317,-0.127346513669549
7823,8.44,22.86,2.38,0.001,4.2,1.77,1.04,9.93,0.04,0.02,1.5,10,2,15,28.07,72.2,16.39,53.11,114.02,26.96,3,"Utica FM","Washinton",3,84400,0.28,0.12,0.00063,2.7,0.00012,0.0014,23000,0.00033,0.5,0.00018,1.8e-05,0.21,2.4e-05,0.00086,2.3,119.64,0.004,0.00012,7823,0.865048537384694,1.36465219478459,-0.315208285292627
7823.6,8.22,22.95,2.3,0.001,3.88,1.37,1,10.86,0.04,0.02,1.5,10,2,15,7.5,7.5,16.175,50.64,125.42,5,3,"Utica FM","Washinton",3,82200,0.28,0.12,0.00062,2.8,0.00012,0.0015,23000,9.1e-05,0.47,0.00018,1.8e-05,0.17,2.4e-05,9.1e-05,2.1,117.5,0.0037,0.00012,7823.6,0.860317444148157,1.41660738714935,0.688761014889116
7824,2.54,6.78,0.69,0.001,0.92,0.28,0.6,37.13,0.03,0.02,1.5,10,2,15,7.5,17.29,16.0675,12.56,28.98,5,5,"Utica FM","Washinton",4,25400,0.27,0.24,0.00049,2.7,0.00039,0.0011,6800,3e-04,0.36,0.00059,5.9e-05,0.11,7.9e-05,0.00068,0.18,91.31,0.00081,0.00039,7824,-1.08677680048892,1.13312396235605,0.585605550288621
7824.6,9.53,24.43,2.74,0.001,3.96,1.69,1.35,8.51,0.04,0.02,1.5,10,2,15,7.5,7.5,16.01375,52.69,130.37,5,3,"Utica FM","Washinton",3,95300,0.29,0.14,0.00055,2.6,1e-04,0.0014,24000,7.9e-05,0.42,0.00016,1.6e-05,0.18,2.1e-05,7.9e-05,2.9,123.895,0.0047,1e-04,7824.6,1.14489012310729,1.4556138779709,0.650169746868584
7825,2.96,8.15,0.53,0.001,1.77,0.44,0.54,37.64,0.09,0.02,1.5,10,2,15,7.5,19.81,15.96,15.16,36.31,11.67,5,"Utica FM","Washinton",4,29600,0.18,0.18,0.00051,2.8,0.00034,0.0012,8200,0.00025,0.6,0.00051,5.1e-05,0.15,6.8e-05,0.00067,0.22,88.32,0.0024,0.00034,7825,-1.17326619929209,1.16223566042394,0.263326053904118
7825.6,2.96,8.15,0.53,0.001,1.77,0.44,0.54,37.64,0.09,0.02,1.5,10,2,15,7.5,19.81,15.96,15.16,36.31,11.67,5,"Utica FM","Washinton",4,29600,0.18,0.18,0.00051,2.8,0.00034,0.0012,8200,0.00025,0.6,0.00051,5.1e-05,0.15,6.8e-05,0.00067,0.22,88.32,0.0024,0.00034,7825.6,-1.17326619929209,1.16223566042394,0.263326053904118
7826,8.66,24.24,2.75,0.001,4.43,2.31,1.53,6.42,0.03,0.02,1.5,10,2,15,7.5,13.655,16.605,57.5,110.47,5,3,"Utica FM","Washinton",3,86600,0.32,0.18,0.00066,2.8,0.00012,0.0013,24000,8.7e-05,0.51,0.00017,1.7e-05,0.27,2.3e-05,0.00016,3.8,126.42,0.0047,0.00012,7826,1.14464271993779,1.55194677342505,0.330386369925981
7826.6,9.61,24.95,2.88,0.001,3.97,1,1.22,6.63,0.03,0.02,1.5,10,2,15,7.5,7.5,16.9275,58.25,121.9,5,3,"Utica FM","Washinton",3,96100,0.3,0.13,0.00061,2.6,1e-04,0.0013,25000,7.8e-05,0.41,0.00016,1.6e-05,0.1,2.1e-05,7.8e-05,3.8,129.79,0.0045,1e-04,7826.6,1.22544498051094,1.44874125084431,0.905344597954026
7827,7.62,18.88,2.17,0.001,3.34,1.46,1.06,15.09,0.05,0.02,1.5,10,2,15,7.5,7.5,17.08875,48.41,113.89,5,3,"Utica FM","Washinton",3,76200,0.28,0.14,0.00064,2.5,0.00013,0.0015,19000,9.8e-05,0.44,2e-04,2e-05,0.19,2.6e-05,9.8e-05,1.3,119.075,0.0033,0.00013,7827,0.555482150316631,1.4075851481538,0.573595886041792
7827.6,4.42,13.59,2.28,0.001,3.49,1,1.03,13.04,0.05,0.02,1.5,10,2,15,7.5,7.5,17.169375,49.1,110.71,5,3,"Utica FM","Washinton",3,44200,0.52,0.23,0.0011,3.1,0.00023,0.0025,14000,0.00017,0.79,0.00034,3.4e-05,0.23,4.5e-05,0.00017,1,121.1575,0.0038,0.00023,7827.6,0.331349772336622,1.29982641075701,0.688112030919483
7828,6.91,19.87,2.24,0.001,4,1.77,1.35,10.1,0.04,0.02,1.5,10,2,15,7.5,69.91,17.2096875,57.84,111.47,17.69,3,"Utica FM","Washinton",3,69100,0.32,0.2,0.00084,2.9,0.00014,0.0016,20000,0.00011,0.58,0.00022,2.2e-05,0.26,2.9e-05,0.001,2,120.67875,0.004,0.00014,7828,0.793069562054719,1.38878753728106,0.0772976623975282
7828.6,7.66,20.89,2.17,0.001,3.5,1.46,1.12,13.32,0.06,0.02,1.5,10,2,15,7.5,7.5,17.22984375,49.52,109.74,5,3,"Utica FM","Washinton",3,76600,0.28,0.15,0.00065,2.7,0.00013,0.0014,21000,9.8e-05,0.46,2e-04,2e-05,0.19,2.6e-05,9.8e-05,1.6,119.639375,0.0045,0.00013,7828.6,0.598756552435859,1.39940261550428,0.57071396080278
7829,7.34,21.66,2.43,0.001,3.9,1.49,0.84,9.67,0.05,0.02,1.5,10,2,99.31,7.5,76.45,17.239921875,50.12,120.48,26.23,3,"Utica FM","Washinton",3,73400,0.33,0.11,0.00068,3,0.00014,0.0016,22000,1e-04,0.53,0.0014,2e-05,0.2,2.7e-05,0.001,2.2,123.8396875,0.0052,0.00014,7829,0.655220737113082,0.865424619404276,-0.0506685911478487
7829.6,8.13,22.99,2.68,0.001,3.99,1.64,1.24,7.4,0.04,0.02,1.5,10,2,15,7.5,77.47,17.2449609375,54.98,117.89,22.6,3,"Utica FM","Washinton",3,81300,0.33,0.15,0.00068,2.8,0.00012,0.0015,23000,9.2e-05,0.49,0.00018,1.8e-05,0.2,2.5e-05,0.00095,3.1,127.85984375,0.0054,0.00012,7829.6,1.02506577353628,1.46763336600345,0.0393563020211557
7830,5.11,14.26,1.34,0.001,2.99,0.7,0.72,23.62,0.05,0.02,1.5,10,2,15,7.5,67.57,17.24748046875,34.55,71.75,5,3,"Utica FM","Washinton",3,51100,0.26,0.14,0.00068,2.8,2e-04,0.0014,14000,0.00015,0.59,0.00029,2.9e-05,0.14,3.9e-05,0.0013,0.6,106.429921875,0.0021,2e-04,7830,-0.0946720516672105,1.20266297698225,0.56279830514592
7830.6,6.87,18.45,2.19,0.001,3.5,0.85,0.96,15.84,0.04,0.02,1.5,10,2,15,7.5,57.67,17.248740234375,41.62,85.86,20.46,3,"Utica FM","Washinton",3,68700,0.32,0.14,0.00061,2.7,0.00015,0.0012,18000,0.00011,0.51,0.00022,2.2e-05,0.12,2.9e-05,0.00084,1.2,120.0349609375,0.0025,0.00015,7830.6,0.428277165811305,1.42278603602014,0.207362305543478
7831,8.1,22.33,2.75,0.001,4.23,2.23,0.98,7.52,0.03,0.02,1.5,10,2,15,7.5,70.05,17.2493701171875,55.46,123.86,26.94,3,"Utica FM","Washinton",3,81000,0.34,0.12,0.00068,2.8,0.00012,0.0015,22000,9.3e-05,0.52,0.00019,1.9e-05,0.28,2.5e-05,0.00086,3,128.99748046875,0.004,0.00012,7831,1.00861505853989,1.65595782354521,-0.333407702920478
7831.6,7.48,20.94,2.22,0.001,3.94,2.03,0.81,11.54,0.05,0.02,1.5,10,2,15,7.5,70.1,17.2496850585937,47.98,103.74,26.1,3,"Utica FM","Washinton",3,74800,0.3,0.11,0.00064,2.8,0.00013,0.0014,21000,1e-04,0.53,2e-04,2e-05,0.27,2.7e-05,0.00094,1.8,120.518740234375,0.0043,0.00013,7831.6,0.607247528543524,1.60312869874545,-0.365730994032041
7832,8.68,23.89,2.76,0.001,4.04,2.07,1.23,7.3,0.03,0.02,1.5,10,2,15,7.5,80.52,17.2498425292969,56.7,115.55,34.35,3,"Utica FM","Washinton",3,86800,0.32,0.14,0.00065,2.8,0.00012,0.0013,24000,8.6e-05,0.47,0.00017,1.7e-05,0.24,2.3e-05,0.00093,3.3,129.159370117188,0.0041,0.00012,7832,1.06115109606375,1.63655745974668,-0.464049110007803
7832.6,8.66,21.88,2.28,0.001,3.82,1.33,0.9,13.56,0.05,0.02,1.5,10,2,15,7.5,68.37,17.2499212646484,45.85,94.29,21.65,3,"Utica FM","Washinton",3,86600,0.26,0.1,0.00053,2.5,0.00012,0.0011,22000,8.7e-05,0.44,0.00017,1.7e-05,0.15,2.3e-05,0.00079,1.6,121.479685058594,0.0037,0.00012,7832.6,0.67462131191594,1.52056185898898,0.0298830703769403
7833,6.83,19.36,2.19,0.001,3.75,1.59,0.65,12.31,0.05,0.02,1.5,10,2,15,7.5,63.36,17.2499606323242,46.2,101.58,26.89,3,"Utica FM","Washinton",3,68300,0.32,0.095,0.00068,2.8,0.00015,0.0015,19000,0.00011,0.55,0.00022,2.2e-05,0.23,2.9e-05,0.00093,1.6,120.039842529297,0.0041,0.00015,7833,0.473022202418347,1.57205803133737,-0.241846757540309
7833.6,7.89,20.63,2.51,0.001,3.9,1.44,1.19,12.31,0.04,0.02,1.5,10,2,15,7.5,7.5,17.2499803161621,48.45,98.19,5,3,"Utica FM","Washinton",3,78900,0.32,0.15,0.00061,2.6,0.00013,0.0012,21000,9.5e-05,0.49,0.00019,1.9e-05,0.18,2.5e-05,9.5e-05,1.7,125.159921264648,0.0032,0.00013,7833.6,0.730885105939094,1.4909228976088,0.541814943467069
7834,8.5,22.66,2.54,0.43,4.34,1.59,1.32,8.95,0.03,0.02,1.5,10,2,73.23,7.5,72.75,17.2499901580811,55.23,109.33,22.46,3,"Utica FM","Washinton",3,85000,0.3,0.16,0.00065,2.7,0.051,0.0013,53,8.8e-05,0.51,0.00086,1.8e-05,0.19,2.4e-05,0.00086,2.5,125.639960632324,0.0034,0.00012,7834,0.941658044877806,0.964161038837692,0.104069509760983
7834.6,7.71,22.14,2.68,0.001,4.16,1.46,0.82,7.62,0.03,0.02,1.5,10,2,15,7.5,75.31,17.25,53.14,112.43,22.69,3,"Utica FM","Washinton",3,77100,0.35,0.11,0.00069,2.9,0.00013,0.0015,22000,9.7e-05,0.54,0.00019,1.9e-05,0.19,2.6e-05,0.00098,2.9,127.88,0.0039,0.00013,7834.6,0.940185276179636,1.54962427851048,0.0375505872671956
7835,5.4,15.12,1.65,0.001,2.81,0.78,0.95,22.27,0.05,0.02,1.5,10,2,15,7.5,52.07,16.395,30.54,61.3,16.45,3,"Utica FM","Washinton",3,54000,0.31,0.18,0.00057,2.8,0.00019,0.0011,15000,0.00014,0.52,0.00028,2.8e-05,0.14,3.7e-05,0.00096,0.68,107.98,0.0022,0.00019,7835,-0.0932391272927918,1.3030812960806,0.231356760625753
7835.6,6.74,20.22,2.29,0.001,3.86,1.8,0.7,10.62,0.04,0.02,1.5,10,2,15,7.5,56.38,15.9675,51.33,118.99,25.97,3,"Utica FM","Washinton",3,67400,0.34,0.1,0.00076,3,0.00015,0.0018,20000,0.00011,0.57,0.00022,2.2e-05,0.27,3e-05,0.00084,1.9,116.51,0.0038,0.00015,7835.6,0.646167978638856,1.54336357453414,-0.179573141824023
7836,8.37,22.91,2.54,0.001,3.86,1.4,0.88,9.58,0.04,0.02,1.5,10,2,15,7.5,70.1,15.75375,51.08,112.48,17.85,3,"Utica FM","Washinton",3,83700,0.3,0.11,0.00061,2.7,0.00012,0.0013,23000,9e-05,0.46,0.00018,1.8e-05,0.17,2.4e-05,0.00084,2.4,119.655,0.0042,0.00012,7836,0.918834153906188,1.44573472828013,0.249296627752341
7836.6,8.05,22.74,2.67,0.001,3.8,1.49,0.86,8.56,0.03,0.02,1.5,10,6.49,55.19,20.3,69.58,15.54,53.47,110.99,22.06,3,"Utica FM","Washinton",3,80500,0.33,0.11,0.00066,2.8,0.00012,0.0014,23000,0.00025,0.47,0.00069,1.9e-05,0.19,8.1e-05,0.00086,2.7,156.8,0.0035,0.00012,7836.6,0.851565197947331,0.812760880834779,0.0875980538535002
7837,8.26,23.09,2.68,0.001,4.1,1.87,0.86,8.05,0.03,0.02,1.5,10,2,15,7.5,64.15,17.54,53.97,109.21,28.28,3,"Utica FM","Washinton",3,82600,0.32,0.1,0.00065,2.8,0.00012,0.0013,23000,9.1e-05,0.5,0.00018,1.8e-05,0.23,2.4e-05,0.00078,2.9,129.04,0.0037,0.00012,7837,0.92149396874429,1.67781308865782,-0.281525065904233
7837.6,7.98,21.33,2.3,0.001,3.78,1.48,1.04,11.85,0.04,0.02,1.5,10,2,15,7.5,57.45,18.415,46.59,105.1,24.62,3,"Utica FM","Washinton",3,79800,0.29,0.13,0.00058,2.7,0.00013,0.0013,21000,9.4e-05,0.47,0.00019,1.9e-05,0.19,2.5e-05,0.00072,1.8,126.46,0.0034,0.00013,7837.6,0.689126144415448,1.55883722131192,-0.0820463511454648
7838,6.93,18.57,1.94,0.001,3.75,1.6,1.06,16.61,0.05,0.02,1.5,10,2,15,7.5,57.06,18.8525,39.2,84.54,26.51,3,"Utica FM","Washinton",3,69300,0.28,0.15,0.00057,2.7,0.00014,0.0012,19000,0.00011,0.54,0.00022,2.2e-05,0.23,2.9e-05,0.00082,1.1,122.45,0.003,0.00014,7838,0.30522195613104,1.57723888737889,-0.339133184135178
7838.6,8.13,23.57,2.52,0.001,3.77,2.31,1.15,8.16,0.03,0.02,1.5,10,2,15,7.5,7.5,19.07125,52.44,121.39,5,3,"Utica FM","Washinton",3,81300,0.31,0.14,0.00065,2.9,0.00012,0.0015,24000,9.2e-05,0.46,0.00018,1.8e-05,0.28,2.5e-05,9.2e-05,2.9,132.605,0.0037,0.00012,7838.6,0.923246845741504,1.61380800616527,0.293357945092345
7839,7.32,20.13,2.13,0.001,3.56,1.26,1.44,14.25,0.05,0.02,1.5,10,2,15,7.5,7.5,19.180625,44.3,96.87,5,3,"Utica FM","Washinton",3,73200,0.29,0.2,0.00061,2.7,0.00014,0.0013,20000,1e-04,0.49,2e-04,2e-05,0.17,2.7e-05,1e-04,1.4,126.8025,0.0035,0.00014,7839,0.540585341575781,1.40357869438575,0.565785009501085
7839.6,8.85,23.54,2.46,0.001,3.95,1.69,1.81,9.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.2353125,52.9,112.28,5,3,"Utica FM","Washinton",3,88500,0.28,0.2,6e-04,2.7,0.00011,0.0013,24000,8.5e-05,0.45,0.00017,1.7e-05,0.19,2.3e-05,8.5e-05,2.6,132.30125,0.0044,0.00011,7839.6,1.0012624522903,1.45190680755019,0.539559221973143
7840,8.72,24.24,2.55,0.001,4.05,1.8,1.31,7.69,0.03,0.02,1.5,10,2,15,7.5,60.3,19.26265625,52.95,107.7,34.23,3,"Utica FM","Washinton",3,87200,0.29,0.15,0.00061,2.8,0.00011,0.0012,24000,8.6e-05,0.46,0.00017,1.7e-05,0.21,2.3e-05,0.00069,3.2,133.850625,0.0039,0.00011,7840,0.950601648068191,1.68336119707732,-0.424580568009694
7840.6,4.07,13.7,2.23,0.001,3.79,1.08,0.51,13.75,0.04,0.02,1.5,10,2,15,7.5,67.05,19.276328125,49.58,103.01,25.87,3,"Utica FM","Washinton",3,40700,0.55,0.13,0.0012,3.4,0.00025,0.0025,14000,0.00018,0.93,0.00037,3.7e-05,0.27,4.9e-05,0.0016,1,128.7853125,0.0029,0.00025,7840.6,0.238131190877417,1.51742540742661,-0.110236901823494
7841,8.01,22.79,2.61,0.001,4.03,1.63,0.79,8.57,0.03,0.02,1.5,10,2,15,7.5,7.5,19.2831640625,54.57,118.15,5,3,"Utica FM","Washinton",3,80100,0.33,0.099,0.00068,2.8,0.00012,0.0015,23000,9.4e-05,0.5,0.00019,1.9e-05,0.2,2.5e-05,9.4e-05,2.7,134.89265625,0.0035,0.00012,7841,0.899815316971164,1.62256385299863,0.502529210217133
7841.6,8.46,23.53,2.7,0.001,3.94,1.56,1,8.14,0.03,0.02,1.5,10,2,15,7.5,7.5,19.28658203125,54.03,114.11,5,3,"Utica FM","Washinton",3,84600,0.32,0.12,0.00064,2.8,0.00012,0.0013,24000,8.9e-05,0.47,0.00018,1.8e-05,0.18,2.4e-05,8.9e-05,2.9,136.346328125,0.0037,0.00012,7841.6,0.968146648135318,1.59749856710312,0.551487598381253
