"Depth","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","chemofacies","Factor1","Factor2","Factor3"
6418,1.9,6.89,0.56,0.001,0.57,1.21,1.03,34.1,0.17,0.61,5.5,10,8.83,85.75,31.27,23.78,24.905,31.28,36.63,9.51,"Point Pleasant FM",4,-2.07462432729913,-0.268848663438301,-0.920331016483273
6418.6,1.9,6.89,0.56,0.001,0.57,1.21,1.03,34.1,0.17,0.61,5.5,10,8.83,85.75,31.27,23.78,24.905,31.28,36.63,9.51,"Point Pleasant FM",4,-2.07462432729913,-0.268848663438301,-0.920331016483273
6419,2.14,7.9,0.66,0.001,0.56,0.9,1.17,35.12,0.18,0.61,1.5,10,8.83,89.22,40.54,19.53,25.2625,32.23,35.48,5,"Point Pleasant FM",4,-1.91541126851598,-0.49290677878962,-0.25642654866994
6419.6,2.14,7.9,0.66,0.001,0.56,0.9,1.17,35.12,0.18,0.61,1.5,10,8.83,89.22,40.54,19.53,25.2625,32.23,35.48,5,"Point Pleasant FM",4,-1.91541126851598,-0.49290677878962,-0.25642654866994
6420,2.18,7.2,0.52,1.58,1.19,1.45,0.3,33.8,0.17,0.34,5.14,10,8.83,92.32,34.91,14.08,25.62,10.13,34.33,8.49,"Point Pleasant FM",4,-2.09823840284751,-0.316987188195209,-0.720803133793893
6420.6,2.18,7.2,0.52,1.58,1.19,1.45,0.3,33.8,0.17,0.34,5.14,10,8.83,92.32,34.91,14.08,25.62,10.13,34.33,8.49,"Point Pleasant FM",4,-2.09823840284751,-0.316987188195209,-0.720803133793893
6421,2.7,10.64,0.96,0.001,0.67,1.05,0.7,29.37,0.14,0.39,1.5,10,8.83,96.02,34.74,13.77,29.72,18.99,34.93,5,"Point Pleasant FM",4,-1.64075955853562,-0.019289807017591,-0.248999670631106
6421.6,2.7,10.64,0.96,0.001,0.67,1.05,0.7,29.37,0.14,0.39,1.5,10,8.83,96.02,34.74,13.77,29.72,18.99,34.93,5,"Point Pleasant FM",4,-1.64075955853562,-0.019289807017591,-0.248999670631106
6422,2.53,8.59,1.32,1.82,0.6,0.96,0.3,31.45,0.17,0.22,1.5,10,8.83,79.44,27.25,16.6,26.16,37.69,37.64,5,"Point Pleasant FM",4,-1.54075515490592,-0.261605581349433,0.320709563014278
6422.6,2.53,8.59,1.32,1.82,0.6,0.96,0.3,31.45,0.17,0.22,1.5,10,8.83,79.44,27.25,16.6,26.16,37.69,37.64,5,"Point Pleasant FM",4,-1.54075515490592,-0.261605581349433,0.320709563014278
6423,2.95,12.15,0.92,0.001,0.67,1.02,0.3,28.64,0.14,0.26,1.5,10,8.83,97.44,25.78,29.44,25.02,19.91,39.18,5,"Point Pleasant FM",4,-1.47842846573185,0.0247975930221495,-0.00819095567388016
6423.6,2.95,12.15,0.92,0.001,0.67,1.02,0.3,28.64,0.14,0.26,1.5,10,8.83,97.44,25.78,29.44,25.02,19.91,39.18,5,"Point Pleasant FM",4,-1.47842846573185,0.0247975930221495,-0.00819095567388016
6424,2.02,8.18,1.35,0.08,0.75,1.18,0.3,32.88,0.17,0.36,5,10,8.83,98.64,21.79,18.04,35.9,37.04,34.37,5,"Point Pleasant FM",4,-1.87810623656616,0.323950376345436,-0.749252071199303
6424.6,2.02,8.18,1.35,0.08,0.75,1.18,0.3,32.88,0.17,0.36,5,10,8.83,98.64,21.79,18.04,35.9,37.04,34.37,5,"Point Pleasant FM",4,-1.87810623656616,0.323950376345436,-0.749252071199303
6425,2.94,11.93,0.96,0.001,1.14,1.47,0.3,29.16,0.15,0.39,1.5,10,8.83,95.26,7.5,14.55,37.115,46.46,48.97,5,"Point Pleasant FM",4,-1.50745925733768,0.506922600099101,-0.338604644295405
6425.6,2.94,11.93,0.96,0.001,1.14,1.47,0.3,29.16,0.15,0.39,1.5,10,8.83,95.26,7.5,14.55,37.115,46.46,48.97,5,"Point Pleasant FM",4,-1.50745925733768,0.506922600099101,-0.338604644295405
6426,0.5,3.32,0.17,0.001,0.45,0.73,0.3,41.06,0.22,0.37,1.5,10,8.83,72.62,7.5,15.8,37.7225,13.27,12.72,5,"Point Pleasant FM",4,-2.55536788826117,0.483851062974032,-0.408609692260708
6426.6,0.5,3.32,0.17,0.001,0.45,0.73,0.3,41.06,0.22,0.37,1.5,10,8.83,72.62,7.5,15.8,37.7225,13.27,12.72,5,"Point Pleasant FM",4,-2.55536788826117,0.483851062974032,-0.408609692260708
6427,1.05,4.81,0.28,0.001,1.02,1.17,0.93,39.42,0.22,1.02,1.5,10,8.83,84.22,35,14.59,38.33,16.92,26.03,5,"Point Pleasant FM",4,-2.71233036024467,-0.240612620711182,-1.06770131126388
6427.6,1.05,4.81,0.28,0.001,1.02,1.17,0.93,39.42,0.22,1.02,1.5,10,8.83,84.22,35,14.59,38.33,16.92,26.03,5,"Point Pleasant FM",4,-2.71233036024467,-0.240612620711182,-1.06770131126388
6428,2.26,7.93,1.29,0.29,1.07,1.3,1.09,33.96,0.18,0.4,1.5,10,8.83,106.15,7.5,25.35,35.27,31.79,39.73,7.84,"Point Pleasant FM",4,-1.69375989810239,0.149529806078934,-0.338130798133752
6428.6,2.26,7.93,1.29,0.29,1.07,1.3,1.09,33.96,0.18,0.4,1.5,10,8.83,106.15,7.5,25.35,35.27,31.79,39.73,7.84,"Point Pleasant FM",4,-1.69375989810239,0.149529806078934,-0.338130798133752
6429,1.69,7.05,0.44,0.001,0.59,0.98,0.3,36.18,0.2,0.35,1.5,10,8.83,98.32,7.5,7.5,33.585,27.55,30.1,5,"Point Pleasant FM",4,-2.12684485085382,0.266587745036956,-0.23306215129095
6429.6,1.69,7.05,0.44,0.001,0.59,0.98,0.3,36.18,0.2,0.35,1.5,10,8.83,98.32,7.5,7.5,33.585,27.55,30.1,5,"Point Pleasant FM",4,-2.12684485085382,0.266587745036956,-0.23306215129095
6430,2.17,9.36,1.36,0.38,0.69,1.14,0.82,31.53,0.18,0.38,1.5,10,8.83,90.38,7.5,20.04,31.9,37.22,46.18,7.22,"Point Pleasant FM",4,-1.58640958379737,0.154923030035812,-0.0934598530965878
6430.6,2.17,9.36,1.36,0.38,0.69,1.14,0.82,31.53,0.18,0.38,1.5,10,8.83,90.38,7.5,20.04,31.9,37.22,46.18,7.22,"Point Pleasant FM",4,-1.58640958379737,0.154923030035812,-0.0934598530965878
6431,2.88,12.06,0.82,0.001,1.02,1.23,0.9,30.4,0.16,0.41,1.5,10,8.83,79.64,7.5,28.24,28.37,16.62,48.35,5,"Point Pleasant FM",4,-1.5265319306279,0.213774227421978,-0.126576323725884
6431.6,2.88,12.06,0.82,0.001,1.02,1.23,0.9,30.4,0.16,0.41,1.5,10,8.83,79.64,7.5,28.24,28.37,16.62,48.35,5,"Point Pleasant FM",4,-1.5265319306279,0.213774227421978,-0.126576323725884
6432,2.26,10.12,0.71,0.001,0.75,1.31,0.3,31.74,0.19,0.39,1.5,10,8.83,91.54,30.7,7.5,32.78,15.04,44.55,5,"Point Pleasant FM",4,-1.9500373949778,0.152989504223826,-0.464199894944404
6432.6,2.26,10.12,0.71,0.001,0.75,1.31,0.3,31.74,0.19,0.39,1.5,10,8.83,91.54,30.7,7.5,32.78,15.04,44.55,5,"Point Pleasant FM",4,-1.9500373949778,0.152989504223826,-0.464199894944404
6433,3.17,13.31,1.78,0.12,1.12,1.39,1.42,27.42,0.15,0.43,1.5,39.46,8.83,97.35,34.35,13.06,26.07,19.39,63.87,7.4,"Point Pleasant FM",4,-1.19058001013535,-0.310765282291093,-0.199420054385933
6433.6,3.17,13.31,1.78,0.12,1.12,1.39,1.42,27.42,0.15,0.43,1.5,39.46,8.83,97.35,34.35,13.06,26.07,19.39,63.87,7.4,"Point Pleasant FM",4,-1.19058001013535,-0.310765282291093,-0.199420054385933
6434,1.91,8.03,0.53,1.29,0.67,1.11,0.3,33.8,0.2,0.23,1.5,10,8.83,89.24,31.37,19.28,27.73,11.38,36.1,5,"Point Pleasant FM",4,-1.99589796992221,-0.26263506274177,-0.0422408525808335
6434.6,1.91,8.03,0.53,1.29,0.67,1.11,0.3,33.8,0.2,0.23,1.5,10,8.83,89.24,31.37,19.28,27.73,11.38,36.1,5,"Point Pleasant FM",4,-1.99589796992221,-0.26263506274177,-0.0422408525808335
6435,3.14,10.56,1.81,2.01,0.77,0.89,1.43,24.87,0.14,0.02,1.5,10,8.83,94.84,20.49,30.09,28.75,20.99,56.36,7.05,"Point Pleasant FM",4,-0.969344028075741,-0.313816381230133,0.584693509782551
6435.6,3.14,10.56,1.81,2.01,0.77,0.89,1.43,24.87,0.14,0.02,1.5,10,8.83,94.84,20.49,30.09,28.75,20.99,56.36,7.05,"Point Pleasant FM",4,-0.969344028075741,-0.313816381230133,0.584693509782551
6436,2.01,8.97,0.62,0.001,1.06,1.4,0.92,33.44,0.17,0.49,1.5,10,8.83,106.44,32.1,27.63,31.665,12.66,34.62,5,"Point Pleasant FM",4,-1.94842264054562,-0.14847625958491,-0.567845642252372
6436.6,2.01,8.97,0.62,0.001,1.06,1.4,0.92,33.44,0.17,0.49,1.5,10,8.83,106.44,32.1,27.63,31.665,12.66,34.62,5,"Point Pleasant FM",4,-1.94842264054562,-0.14847625958491,-0.567845642252372
6437,3.79,13.85,1.2,0.001,1.77,2.1,2.01,24.63,0.12,0.42,1.5,10,8.83,100.88,32.61,34.43,33.1225,22.66,46.19,10.58,"Point Pleasant FM",4,-1.12189796468823,0.0400586099647861,-0.777263385557324
6437.6,3.79,13.85,1.2,0.001,1.77,2.1,2.01,24.63,0.12,0.42,1.5,10,8.83,100.88,32.61,34.43,33.1225,22.66,46.19,10.58,"Point Pleasant FM",4,-1.12189796468823,0.0400586099647861,-0.777263385557324
6438,2.4,9.58,0.61,1.24,0.59,0.94,0.3,31.69,0.16,0.28,1.5,10,8.83,97.39,28.12,22.55,34.58,13.12,37.44,5,"Point Pleasant FM",4,-1.8667465174892,-0.0998586053826628,-0.0777810050440319
6438.6,2.4,9.58,0.61,1.24,0.59,0.94,0.3,31.69,0.16,0.28,1.5,10,8.83,97.39,28.12,22.55,34.58,13.12,37.44,5,"Point Pleasant FM",4,-1.8667465174892,-0.0998586053826628,-0.0777810050440319
6439,2.62,14.41,0.8,0.001,0.51,0.74,0.3,25.9,0.12,0.24,1.5,10,8.83,92.04,31.9,55.37,19.65,18.19,33.72,5,"Point Pleasant FM",4,-1.32188129459832,-0.211790351018461,0.203940938762685
6439.6,2.62,14.41,0.8,0.001,0.51,0.74,0.3,25.9,0.12,0.24,1.5,10,8.83,92.04,31.9,55.37,19.65,18.19,33.72,5,"Point Pleasant FM",4,-1.32188129459832,-0.211790351018461,0.203940938762685
6440,1.74,9.74,0.48,0.86,0.48,0.75,0.3,33.88,0.17,0.42,1.5,10,8.83,85.84,7.5,42.95,39.67,10.02,30.88,5,"Point Pleasant FM",4,-2.058992521489,0.218037043614,-0.186257721918643
6440.6,1.74,9.74,0.48,0.86,0.48,0.75,0.3,33.88,0.17,0.42,1.5,10,8.83,85.84,7.5,42.95,39.67,10.02,30.88,5,"Point Pleasant FM",4,-2.058992521489,0.218037043614,-0.186257721918643
6441,0.61,5.92,0.13,0.001,0.49,1,0.3,40.6,0.22,0.74,1.5,10,8.83,104.85,29.28,27.65,33.755,10.48,1.5,5,"Point Pleasant FM",4,-2.7898679653283,-0.243791136015008,-0.807174054006589
6441.6,0.61,5.92,0.13,0.001,0.49,1,0.3,40.6,0.22,0.74,1.5,10,8.83,104.85,29.28,27.65,33.755,10.48,1.5,5,"Point Pleasant FM",4,-2.7898679653283,-0.243791136015008,-0.807174054006589
6442,1.65,7.68,0.15,1.66,0.29,0.43,0.82,36.37,0.16,0.02,1.5,10,8.83,90.08,7.5,7.5,30.7975,10.74,15.07,5,"Point Pleasant FM",4,-1.92272135680964,-0.0801235083250223,0.500567763220639
6442.6,1.65,7.68,0.15,1.66,0.29,0.43,0.82,36.37,0.16,0.02,1.5,10,8.83,90.08,7.5,7.5,30.7975,10.74,15.07,5,"Point Pleasant FM",4,-1.92272135680964,-0.0801235083250223,0.500567763220639
6443,1.51,11.63,0.88,0.05,0.49,0.82,0.3,32.62,0.12,0.17,1.5,10,8.83,89.1,7.5,16.72,27.84,24.47,33.82,6.16,"Point Pleasant FM",4,-1.53960121140926,0.338909173442576,0.149919310929381
6443.6,1.51,11.63,0.88,0.05,0.49,0.82,0.3,32.62,0.12,0.17,1.5,10,8.83,89.1,7.5,16.72,27.84,24.47,33.82,6.16,"Point Pleasant FM",4,-1.53960121140926,0.338909173442576,0.149919310929381
6444,1.59,8.25,0.03,2.29,0.2,0.27,0.93,37.94,0.13,0.02,1.5,10,8.83,72.32,7.5,7.5,25.38,5.01,16.52,5,"Point Pleasant FM",4,-1.81856267162541,-0.275011171324332,0.796711416627622
6444.6,1.59,8.25,0.03,2.29,0.2,0.27,0.93,37.94,0.13,0.02,1.5,10,8.83,72.32,7.5,7.5,25.38,5.01,16.52,5,"Point Pleasant FM",4,-1.81856267162541,-0.275011171324332,0.796711416627622
